,last_reported,legacy_id,num_bikes_available,station_status,is_installed,eightd_has_available_keys,is_returning,num_docks_disabled,station_id,num_bikes_disabled,is_renting,num_docks_available,num_ebikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,2020-07-31 16:31:52+00:00,3,4,active,True,True,True,0,3,0,True,11,0,,,2020-07-31 16:33:40,2020
1,2020-07-31 16:31:46+00:00,4,8,active,True,False,True,0,4,0,True,11,0,,,2020-07-31 16:33:40,2020
2,2020-07-31 16:28:36+00:00,5,6,active,True,False,True,0,5,0,True,9,0,,,2020-07-31 16:33:40,2020
3,2020-07-31 16:25:40+00:00,6,6,active,True,False,True,0,6,0,True,9,0,,,2020-07-31 16:33:40,2020
4,2020-07-31 16:24:27+00:00,7,11,active,True,False,True,0,7,1,True,3,0,,,2020-07-31 16:33:40,2020
5,2020-07-31 16:22:59+00:00,8,5,active,True,False,True,0,8,2,True,12,0,,,2020-07-31 16:33:40,2020
6,2020-07-31 15:40:26+00:00,9,13,active,True,False,True,0,9,0,True,2,0,,,2020-07-31 16:33:40,2020
7,2020-07-31 16:24:42+00:00,10,9,active,True,False,True,0,10,0,True,2,0,,,2020-07-31 16:33:40,2020
8,2020-07-31 16:30:05+00:00,11,15,active,True,False,True,0,11,0,True,0,0,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 75, 'off_dock_capacity': 50, 'dock_blocked_count': 0, 'region': 'BOS', 'active': True, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 67}",2020-07-31 16:33:40,2020
9,2020-07-31 16:29:58+00:00,12,4,active,True,True,True,0,12,2,True,12,0,,,2020-07-31 16:33:40,2020
10,2020-07-31 16:31:57+00:00,13,10,active,True,False,True,0,13,0,True,9,0,,,2020-07-31 16:33:40,2020
11,2020-07-31 16:26:19+00:00,14,14,active,True,False,True,0,14,0,True,11,0,,,2020-07-31 16:33:40,2020
12,2020-07-31 16:32:01+00:00,15,9,active,True,False,True,0,15,2,True,4,0,,,2020-07-31 16:33:40,2020
13,2020-07-31 16:23:42+00:00,16,1,active,True,True,True,0,16,2,True,16,0,,,2020-07-31 16:33:40,2020
14,2020-07-31 16:21:10+00:00,17,9,active,True,False,True,0,17,0,True,6,0,,,2020-07-31 16:33:40,2020
15,2020-07-31 16:32:43+00:00,19,2,active,True,False,True,0,19,0,True,13,0,,,2020-07-31 16:33:40,2020
16,2020-07-31 16:32:16+00:00,20,19,active,True,True,True,0,20,0,True,4,0,,,2020-07-31 16:33:40,2020
17,2020-07-31 16:10:15+00:00,21,8,active,True,True,True,0,21,0,True,10,0,,,2020-07-31 16:33:40,2020
18,2020-07-31 16:21:14+00:00,22,9,active,True,True,True,0,22,1,True,37,0,,,2020-07-31 16:33:40,2020
19,2020-07-31 15:55:27+00:00,23,8,active,True,True,True,0,23,0,True,13,0,,,2020-07-31 16:33:40,2020
20,2020-07-31 16:04:16+00:00,24,14,active,True,False,True,0,24,0,True,5,0,,,2020-07-31 16:33:40,2020
21,2020-07-31 16:30:51+00:00,25,6,active,True,False,True,0,25,2,True,7,0,,,2020-07-31 16:33:40,2020
22,2020-07-31 16:14:09+00:00,26,2,active,True,False,True,0,26,3,True,10,0,,,2020-07-31 16:33:40,2020
23,2020-07-31 16:30:38+00:00,27,11,active,True,False,True,0,27,2,True,10,0,,,2020-07-31 16:33:40,2020
24,2020-07-31 15:23:08+00:00,29,9,active,True,False,True,0,29,0,True,6,0,,,2020-07-31 16:33:40,2020
25,2020-07-31 16:20:40+00:00,30,12,active,True,False,True,0,30,1,True,2,0,,,2020-07-31 16:33:40,2020
26,2020-07-31 13:25:28+00:00,31,16,active,True,True,True,0,31,1,True,2,0,,,2020-07-31 16:33:40,2020
27,2020-07-31 16:20:24+00:00,32,6,active,True,False,True,0,32,2,True,7,0,,,2020-07-31 16:33:40,2020
28,2020-07-31 16:24:12+00:00,33,17,active,True,False,True,0,33,0,True,10,0,,,2020-07-31 16:33:40,2020
29,2020-07-31 16:28:59+00:00,35,21,active,True,False,True,0,35,1,True,1,0,,,2020-07-31 16:33:40,2020
30,2020-07-31 16:27:07+00:00,36,3,active,True,True,True,0,36,0,True,30,0,,,2020-07-31 16:33:40,2020
31,2020-07-31 16:20:58+00:00,37,0,active,True,True,True,0,37,0,True,15,0,,,2020-07-31 16:33:40,2020
32,2020-07-31 16:31:56+00:00,39,18,active,True,False,True,0,39,1,True,4,0,,,2020-07-31 16:33:40,2020
33,2020-07-31 16:29:40+00:00,40,19,active,True,False,True,0,40,0,True,0,0,,,2020-07-31 16:33:40,2020
34,2020-07-31 16:24:09+00:00,41,9,active,True,True,True,0,41,1,True,17,0,,,2020-07-31 16:33:40,2020
35,2020-07-31 16:31:43+00:00,42,14,active,True,False,True,0,42,0,True,9,0,,,2020-07-31 16:33:40,2020
36,2020-07-31 16:26:38+00:00,43,9,active,True,True,True,0,43,0,True,6,0,,,2020-07-31 16:33:40,2020
37,2020-07-31 16:26:22+00:00,44,18,active,True,False,True,0,44,0,True,5,0,,,2020-07-31 16:33:40,2020
38,2020-07-31 16:33:05+00:00,46,4,active,True,False,True,0,46,0,True,15,0,,,2020-07-31 16:33:40,2020
39,2020-07-31 16:33:19+00:00,47,3,active,True,True,True,0,47,0,True,16,0,,,2020-07-31 16:33:40,2020
40,2020-07-31 16:17:53+00:00,48,9,active,True,False,True,0,48,1,True,9,0,,,2020-07-31 16:33:40,2020
41,2020-07-31 16:24:49+00:00,49,5,active,True,False,True,0,49,0,True,13,0,,,2020-07-31 16:33:40,2020
42,2020-07-31 16:16:04+00:00,50,11,active,True,True,True,0,50,0,True,4,0,,,2020-07-31 16:33:40,2020
43,2020-07-31 14:50:38+00:00,51,4,active,True,False,True,0,51,2,True,9,0,,,2020-07-31 16:33:40,2020
44,2020-07-31 16:29:06+00:00,52,8,active,True,True,True,0,52,1,True,14,0,,,2020-07-31 16:33:40,2020
45,2020-07-31 16:26:02+00:00,53,3,active,True,False,True,0,53,1,True,15,0,,,2020-07-31 16:33:40,2020
46,2020-07-31 16:31:42+00:00,54,5,active,True,False,True,0,54,0,True,10,0,,,2020-07-31 16:33:40,2020
47,2020-07-31 16:18:31+00:00,55,7,active,True,False,True,0,55,0,True,8,0,,,2020-07-31 16:33:40,2020
48,2020-07-31 14:10:51+00:00,56,10,active,True,True,True,0,56,0,True,8,0,,,2020-07-31 16:33:40,2020
49,2020-07-31 16:26:34+00:00,57,4,active,True,True,True,0,57,0,True,10,0,,,2020-07-31 16:33:40,2020
50,2020-07-31 16:00:35+00:00,58,1,active,True,True,True,0,58,0,True,18,0,,,2020-07-31 16:33:40,2020
51,2020-07-31 16:30:52+00:00,59,12,active,True,True,True,0,59,0,True,7,0,,,2020-07-31 16:33:40,2020
52,2020-07-31 16:33:01+00:00,60,1,active,True,False,True,0,60,1,True,17,0,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 63, 'off_dock_capacity': 40, 'dock_blocked_count': 0, 'region': 'BOS', 'active': True, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 19}",2020-07-31 16:33:40,2020
53,2020-07-31 16:26:11+00:00,61,12,active,True,False,True,0,61,0,True,7,0,,,2020-07-31 16:33:40,2020
54,2020-07-31 15:45:58+00:00,63,9,active,True,False,True,0,63,0,True,6,0,,,2020-07-31 16:33:40,2020
55,2020-07-31 15:17:23+00:00,64,14,active,True,False,True,0,64,2,True,3,0,,,2020-07-31 16:33:40,2020
56,2020-07-31 16:00:12+00:00,65,5,active,True,False,True,0,65,0,True,18,0,,,2020-07-31 16:33:40,2020
57,2020-07-31 16:33:18+00:00,66,8,active,True,False,True,0,66,0,True,7,0,,,2020-07-31 16:33:40,2020
58,2020-07-31 16:29:26+00:00,67,9,active,True,True,True,0,67,1,True,17,0,,,2020-07-31 16:33:40,2020
59,2020-07-31 16:31:06+00:00,68,12,active,True,True,True,0,68,0,True,7,0,,,2020-07-31 16:33:40,2020
60,2020-07-31 16:30:18+00:00,69,9,active,True,True,True,0,69,0,True,10,0,,,2020-07-31 16:33:40,2020
61,2020-07-31 16:33:29+00:00,70,17,active,True,False,True,0,70,1,True,5,0,,,2020-07-31 16:33:40,2020
62,2020-07-31 16:26:16+00:00,71,12,active,True,False,True,0,71,0,True,11,0,,,2020-07-31 16:33:40,2020
63,2020-07-31 15:54:33+00:00,72,7,active,True,False,True,0,72,0,True,16,0,,,2020-07-31 16:33:40,2020
64,2020-07-31 16:11:12+00:00,73,13,active,True,False,True,0,73,1,True,1,0,,,2020-07-31 16:33:40,2020
65,2020-07-31 16:32:56+00:00,74,18,active,True,True,True,0,74,0,True,1,0,,,2020-07-31 16:33:40,2020
66,2020-07-31 15:52:27+00:00,75,5,active,True,False,True,0,75,0,True,10,0,,,2020-07-31 16:33:40,2020
67,2020-07-31 16:31:46+00:00,76,7,active,True,False,True,0,76,0,True,10,0,,,2020-07-31 16:33:40,2020
68,2020-07-31 13:04:55+00:00,77,0,active,True,False,True,0,77,0,True,15,0,,,2020-07-31 16:33:40,2020
69,2020-07-31 16:30:58+00:00,78,11,active,True,False,True,0,78,1,True,7,0,,,2020-07-31 16:33:40,2020
70,2020-07-31 16:06:09+00:00,79,2,active,True,False,True,0,79,0,True,17,0,,,2020-07-31 16:33:40,2020
71,2020-07-31 16:17:01+00:00,80,28,active,True,False,True,0,80,1,True,6,0,,,2020-07-31 16:33:40,2020
72,2020-07-31 16:28:59+00:00,81,5,active,True,False,True,0,81,0,True,14,0,,,2020-07-31 16:33:40,2020
73,2020-07-31 16:32:31+00:00,82,5,active,True,False,True,0,82,0,True,10,0,,,2020-07-31 16:33:40,2020
74,2020-07-31 16:27:45+00:00,84,5,active,True,False,True,0,84,0,True,10,0,,,2020-07-31 16:33:40,2020
75,2020-07-31 16:07:12+00:00,85,17,active,True,False,True,0,85,0,True,2,0,,,2020-07-31 16:33:40,2020
76,2020-07-31 16:10:24+00:00,86,6,active,True,False,True,0,86,0,True,13,0,,,2020-07-31 16:33:40,2020
77,2020-07-31 16:18:51+00:00,87,4,active,True,False,True,0,87,0,True,11,0,,,2020-07-31 16:33:40,2020
78,2020-07-31 16:24:35+00:00,89,11,active,True,False,True,0,89,0,True,8,0,,,2020-07-31 16:33:40,2020
79,2020-07-31 15:53:16+00:00,90,2,active,True,False,True,0,90,0,True,17,0,,,2020-07-31 16:33:40,2020
80,2020-07-31 16:31:54+00:00,91,17,active,True,False,True,0,91,0,True,2,0,,,2020-07-31 16:33:40,2020
81,2020-07-31 12:45:18+00:00,92,13,active,True,False,True,0,92,1,True,5,0,,,2020-07-31 16:33:40,2020
82,2020-07-31 16:11:53+00:00,93,12,active,True,False,True,0,93,2,True,1,0,,,2020-07-31 16:33:40,2020
83,2020-07-31 16:20:02+00:00,94,6,active,True,False,True,0,94,0,True,5,0,,,2020-07-31 16:33:40,2020
84,2020-07-31 16:07:35+00:00,95,10,active,True,False,True,0,95,1,True,4,0,,,2020-07-31 16:33:40,2020
85,2020-07-31 16:26:21+00:00,96,8,active,True,False,True,0,96,0,True,11,0,,,2020-07-31 16:33:40,2020
86,2020-07-31 16:30:14+00:00,97,0,active,True,False,True,19,97,0,True,0,0,,,2020-07-31 16:33:40,2020
87,2020-07-31 16:23:44+00:00,98,3,active,True,False,True,0,98,1,True,18,0,,,2020-07-31 16:33:40,2020
88,2020-07-31 16:05:02+00:00,99,9,active,True,False,True,0,99,0,True,6,0,,,2020-07-31 16:33:40,2020
89,2020-07-31 16:31:09+00:00,100,14,active,True,True,True,0,100,1,True,10,0,,,2020-07-31 16:33:40,2020
90,2020-07-31 13:22:41+00:00,101,0,active,True,False,True,0,101,0,True,15,0,,,2020-07-31 16:33:40,2020
91,2020-07-31 16:11:00+00:00,102,2,active,True,False,True,0,102,0,True,13,0,,,2020-07-31 16:33:40,2020
92,2020-07-31 14:58:37+00:00,103,0,active,True,False,True,0,103,1,True,14,0,,,2020-07-31 16:33:40,2020
93,2020-07-31 16:29:33+00:00,104,15,active,True,False,True,0,104,0,True,4,0,,,2020-07-31 16:33:40,2020
94,2020-07-31 16:26:49+00:00,105,4,active,True,False,True,0,105,0,True,15,0,,,2020-07-31 16:33:40,2020
95,2020-07-31 15:55:16+00:00,106,7,active,True,False,True,0,106,0,True,8,0,,,2020-07-31 16:33:40,2020
96,2020-07-31 16:32:45+00:00,107,19,active,True,False,True,0,107,0,True,0,0,,,2020-07-31 16:33:40,2020
97,2020-07-31 16:26:51+00:00,108,17,active,True,False,True,0,108,0,True,0,0,,,2020-07-31 16:33:40,2020
98,2020-07-31 14:08:33+00:00,109,25,active,True,False,True,0,109,2,True,8,0,,,2020-07-31 16:33:40,2020
99,2020-07-31 16:25:27+00:00,110,10,active,True,False,True,0,110,1,True,4,0,,,2020-07-31 16:33:40,2020
100,2020-07-31 15:13:27+00:00,111,2,active,True,False,True,0,111,0,True,13,0,,,2020-07-31 16:33:40,2020
101,2020-07-31 15:49:48+00:00,112,4,active,True,False,True,0,112,0,True,11,0,,,2020-07-31 16:33:40,2020
102,2020-07-31 16:23:06+00:00,113,3,active,True,False,True,0,113,0,True,12,0,,,2020-07-31 16:33:40,2020
103,2020-07-31 04:15:25+00:00,114,6,active,True,False,True,0,114,0,True,9,0,,,2020-07-31 16:33:40,2020
104,2020-07-31 16:32:09+00:00,115,5,active,True,False,True,0,115,1,True,13,0,,,2020-07-31 16:33:40,2020
105,2020-07-31 16:21:20+00:00,116,11,active,True,False,True,0,116,0,True,12,0,,,2020-07-31 16:33:40,2020
106,2020-07-31 16:09:10+00:00,117,14,active,True,False,True,0,117,1,True,4,0,,,2020-07-31 16:33:40,2020
107,2020-07-31 16:21:42+00:00,118,5,active,True,False,True,0,118,1,True,13,0,,,2020-07-31 16:33:40,2020
108,2020-07-31 15:58:58+00:00,119,3,active,True,False,True,0,119,0,True,12,0,,,2020-07-31 16:33:40,2020
109,2020-07-31 16:21:52+00:00,120,3,active,True,False,True,0,120,2,True,10,0,,,2020-07-31 16:33:40,2020
110,2020-07-31 16:18:49+00:00,121,1,active,True,False,True,0,121,0,True,16,0,,,2020-07-31 16:33:40,2020
111,2020-07-31 16:26:19+00:00,122,7,active,True,False,True,0,122,1,True,7,0,,,2020-07-31 16:33:40,2020
112,2020-07-31 15:17:39+00:00,124,6,active,True,False,True,0,124,0,True,9,0,,,2020-07-31 16:33:40,2020
113,2020-07-31 12:59:27+00:00,125,0,active,True,False,True,0,125,0,True,15,0,,,2020-07-31 16:33:40,2020
114,2020-07-31 16:09:56+00:00,126,9,active,True,False,True,0,126,0,True,6,0,,,2020-07-31 16:33:40,2020
115,2020-07-31 16:26:16+00:00,128,10,active,True,False,True,0,128,0,True,9,0,,,2020-07-31 16:33:40,2020
116,2020-07-31 15:43:47+00:00,129,9,active,True,False,True,0,129,0,True,10,0,,,2020-07-31 16:33:40,2020
117,2020-07-31 15:14:28+00:00,130,14,active,True,False,True,0,130,0,True,1,0,,,2020-07-31 16:33:40,2020
118,2020-07-31 16:32:47+00:00,131,5,active,True,False,True,0,131,3,True,10,0,,,2020-07-31 16:33:40,2020
119,2020-07-31 16:06:08+00:00,133,13,active,True,False,True,0,133,0,True,10,0,,,2020-07-31 16:33:40,2020
120,2020-07-31 14:14:47+00:00,135,7,active,True,False,True,0,135,0,True,10,0,,,2020-07-31 16:33:40,2020
121,2020-07-31 15:12:30+00:00,136,13,active,True,False,True,0,136,0,True,6,0,,,2020-07-31 16:33:40,2020
122,2020-07-31 14:12:50+00:00,137,6,active,True,False,True,0,137,0,True,9,0,,,2020-07-31 16:33:40,2020
123,2020-07-31 16:02:38+00:00,138,11,active,True,False,True,0,138,1,True,3,0,,,2020-07-31 16:33:40,2020
124,2020-07-31 16:00:11+00:00,139,1,active,True,False,True,0,139,0,True,18,0,,,2020-07-31 16:33:40,2020
125,2020-07-31 13:46:48+00:00,140,5,active,True,False,True,0,140,0,True,12,0,,,2020-07-31 16:33:40,2020
126,2020-07-31 16:33:12+00:00,141,4,active,True,False,True,0,141,1,True,10,0,,,2020-07-31 16:33:40,2020
127,2020-07-31 13:13:46+00:00,142,17,active,True,False,True,0,142,1,True,5,0,,,2020-07-31 16:33:40,2020
128,2020-07-31 16:13:40+00:00,143,13,active,True,False,True,0,143,1,True,9,0,,,2020-07-31 16:33:40,2020
129,2020-07-31 16:19:19+00:00,144,4,active,True,False,True,0,144,0,True,15,0,,,2020-07-31 16:33:40,2020
130,2020-07-31 15:38:31+00:00,145,6,active,True,False,True,0,145,0,True,13,0,,,2020-07-31 16:33:40,2020
131,2020-07-31 16:31:01+00:00,146,8,active,True,False,True,0,146,2,True,9,0,,,2020-07-31 16:33:40,2020
132,2020-07-31 15:51:46+00:00,149,0,active,True,True,True,0,149,0,True,18,0,,,2020-07-31 16:33:40,2020
133,2020-07-31 16:10:01+00:00,150,13,active,True,False,True,0,150,1,True,5,0,,,2020-07-31 16:33:40,2020
134,2020-07-31 16:23:22+00:00,151,6,active,True,False,True,0,151,2,True,11,0,,,2020-07-31 16:33:40,2020
135,2020-07-31 16:13:52+00:00,152,11,active,True,True,True,0,152,0,True,4,0,,,2020-07-31 16:33:40,2020
136,2020-07-31 15:50:10+00:00,156,1,active,True,False,True,0,156,0,True,14,0,,,2020-07-31 16:33:40,2020
137,2020-07-31 16:32:50+00:00,157,7,active,True,False,True,0,157,1,True,7,0,,,2020-07-31 16:33:40,2020
138,2020-07-31 14:28:50+00:00,159,0,active,True,False,True,0,159,1,True,14,0,,,2020-07-31 16:33:40,2020
139,2020-07-31 12:00:22+00:00,160,9,active,True,True,True,0,160,0,True,5,0,,,2020-07-31 16:33:40,2020
140,2020-07-31 16:02:21+00:00,161,7,active,True,True,True,0,161,0,True,16,0,,,2020-07-31 16:33:40,2020
141,2020-07-31 11:31:27+00:00,162,6,active,True,False,True,0,162,0,True,9,0,,,2020-07-31 16:33:40,2020
142,2020-07-31 15:48:48+00:00,163,7,active,True,True,True,0,163,0,True,12,0,,,2020-07-31 16:33:40,2020
143,2020-07-31 14:35:09+00:00,167,14,active,True,False,True,0,167,0,True,1,0,,,2020-07-31 16:33:40,2020
144,2020-07-31 15:16:10+00:00,169,6,active,True,False,True,0,169,0,True,13,0,,,2020-07-31 16:33:40,2020
145,2020-07-31 16:09:04+00:00,170,4,active,True,True,True,0,170,0,True,10,0,,,2020-07-31 16:33:40,2020
146,2020-07-31 13:05:11+00:00,171,6,active,True,True,True,0,171,0,True,17,0,,,2020-07-31 16:33:40,2020
147,2020-07-31 13:41:10+00:00,173,4,active,True,True,True,0,173,3,True,7,0,,,2020-07-31 16:33:40,2020
148,2020-07-31 16:18:15+00:00,174,13,active,True,False,True,0,174,0,True,2,0,,,2020-07-31 16:33:40,2020
149,2020-07-31 14:30:41+00:00,175,10,active,True,True,True,0,175,0,True,7,0,,,2020-07-31 16:33:40,2020
150,2020-07-31 16:06:44+00:00,176,6,active,True,False,True,0,176,0,True,9,0,,,2020-07-31 16:33:40,2020
151,2020-07-31 16:22:43+00:00,177,11,active,True,False,True,0,177,0,True,8,0,,,2020-07-31 16:33:40,2020
152,2020-07-31 16:15:11+00:00,178,10,active,True,False,True,0,178,0,True,9,0,,,2020-07-31 16:33:40,2020
153,2020-07-31 16:32:08+00:00,179,18,active,True,False,True,0,179,0,True,7,0,,,2020-07-31 16:33:40,2020
154,2020-07-31 16:13:17+00:00,180,12,active,True,False,True,0,180,0,True,7,0,,,2020-07-31 16:33:40,2020
