,station_id,last_reported,num_docks_disabled,station_status,num_bikes_disabled,is_installed,num_ebikes_available,is_renting,is_returning,num_docks_available,legacy_id,eightd_has_available_keys,num_bikes_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,3,2020-08-06 21:12:43+00:00,0,active,0,True,0,True,True,9,3,False,6,,,2020-08-06 21:21:50,2020
1,4,2020-08-06 21:11:00+00:00,0,active,1,True,0,True,True,7,4,False,11,,,2020-08-06 21:21:50,2020
2,5,2020-08-06 21:21:23+00:00,0,active,1,True,0,True,True,7,5,False,7,,,2020-08-06 21:21:50,2020
3,6,2020-08-06 21:20:27+00:00,0,active,1,True,0,True,True,10,6,False,4,,,2020-08-06 21:21:50,2020
4,7,2020-08-06 21:14:54+00:00,0,active,0,True,0,True,True,10,7,False,5,,,2020-08-06 21:21:50,2020
5,8,2020-08-06 21:03:30+00:00,0,active,0,True,0,True,True,15,8,False,4,,,2020-08-06 21:21:50,2020
6,9,2020-08-06 21:10:25+00:00,0,active,1,True,0,True,True,4,9,False,10,,,2020-08-06 21:21:50,2020
7,10,2020-08-06 21:21:29+00:00,0,active,1,True,0,True,True,2,10,False,8,,,2020-08-06 21:21:50,2020
8,11,2020-08-06 21:20:12+00:00,0,active,1,True,0,True,True,14,11,False,0,"{'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'valet_revision': 79, 'off_dock_capacity': 50, 'active': True, 'dock_blocked_count': 0, 'off_dock_count': 28}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-06 21:21:50,2020
9,12,2020-08-06 21:18:56+00:00,0,active,0,True,0,True,True,4,12,True,14,,,2020-08-06 21:21:50,2020
10,13,2020-08-06 21:20:32+00:00,0,active,0,True,0,True,True,18,13,False,1,,,2020-08-06 21:21:50,2020
11,14,2020-08-06 21:18:46+00:00,0,active,2,True,0,True,True,20,14,False,3,,,2020-08-06 21:21:50,2020
12,15,2020-08-06 20:59:11+00:00,0,active,1,True,0,True,True,6,15,False,8,,,2020-08-06 21:21:50,2020
13,16,2020-08-06 21:16:54+00:00,0,active,0,True,0,True,True,12,16,True,7,,,2020-08-06 21:21:50,2020
14,17,2020-08-06 20:56:38+00:00,0,active,0,True,0,True,True,12,17,False,3,,,2020-08-06 21:21:50,2020
15,19,2020-08-06 21:07:57+00:00,0,active,0,True,0,True,True,14,19,False,1,,,2020-08-06 21:21:50,2020
16,20,2020-08-06 21:18:57+00:00,0,active,1,True,0,True,True,5,20,True,17,,,2020-08-06 21:21:50,2020
17,21,2020-08-06 20:45:30+00:00,0,active,0,True,0,True,True,15,21,True,3,,,2020-08-06 21:21:50,2020
18,22,2020-08-06 21:15:02+00:00,0,active,1,True,0,True,True,40,22,True,6,,,2020-08-06 21:21:50,2020
19,23,2020-08-06 21:15:56+00:00,0,active,0,True,0,True,True,0,23,True,21,,,2020-08-06 21:21:50,2020
20,24,2020-08-06 21:08:38+00:00,0,active,0,True,0,True,True,0,24,False,19,,,2020-08-06 21:21:50,2020
21,25,2020-08-06 21:14:23+00:00,0,active,1,True,0,True,True,13,25,False,1,,,2020-08-06 21:21:50,2020
22,26,2020-08-06 21:19:30+00:00,0,active,1,True,0,True,True,11,26,False,3,,,2020-08-06 21:21:50,2020
23,27,2020-08-06 21:18:03+00:00,0,active,1,True,0,True,True,4,27,False,18,,,2020-08-06 21:21:50,2020
24,29,2020-08-06 20:02:40+00:00,0,active,1,True,0,True,True,5,29,False,9,,,2020-08-06 21:21:50,2020
25,30,2020-08-06 21:16:44+00:00,0,active,0,True,0,True,True,14,30,False,1,,,2020-08-06 21:21:50,2020
26,31,2020-08-06 21:15:09+00:00,0,active,0,True,0,True,True,13,31,True,6,,,2020-08-06 21:21:50,2020
27,32,2020-08-06 21:19:39+00:00,0,active,0,True,0,True,True,14,32,False,1,,,2020-08-06 21:21:50,2020
28,33,2020-08-06 21:19:06+00:00,0,active,0,True,0,True,True,13,33,False,14,,,2020-08-06 21:21:50,2020
29,35,2020-08-06 21:12:57+00:00,0,active,0,True,0,True,True,16,35,False,7,,,2020-08-06 21:21:50,2020
30,36,2020-08-06 21:11:10+00:00,0,active,1,True,0,True,True,5,36,True,27,,,2020-08-06 21:21:50,2020
31,37,2020-08-06 21:12:16+00:00,0,active,0,True,0,True,True,6,37,True,9,,,2020-08-06 21:21:50,2020
32,39,2020-08-06 21:20:11+00:00,0,active,0,True,0,True,True,11,39,False,12,,,2020-08-06 21:21:50,2020
33,40,2020-08-06 21:20:50+00:00,0,active,0,True,0,True,True,15,40,False,4,,,2020-08-06 21:21:50,2020
34,41,2020-08-06 21:21:14+00:00,0,active,0,True,0,True,True,20,41,True,7,,,2020-08-06 21:21:50,2020
35,42,2020-08-06 21:12:17+00:00,0,active,1,True,0,True,True,16,42,False,6,,,2020-08-06 21:21:50,2020
36,43,2020-08-06 21:19:05+00:00,0,active,0,True,0,True,True,7,43,True,8,,,2020-08-06 21:21:50,2020
37,44,2020-08-06 21:09:16+00:00,0,active,0,True,0,True,True,14,44,False,9,,,2020-08-06 21:21:50,2020
38,46,2020-08-06 21:21:04+00:00,0,active,1,True,0,True,True,1,46,False,17,,,2020-08-06 21:21:50,2020
39,47,2020-08-06 21:16:34+00:00,0,active,0,True,0,True,True,12,47,True,7,,,2020-08-06 21:21:50,2020
40,48,2020-08-06 21:16:06+00:00,0,active,0,True,0,True,True,11,48,False,8,,,2020-08-06 21:21:50,2020
41,49,2020-08-06 21:04:54+00:00,0,active,1,True,0,True,True,15,49,False,2,,,2020-08-06 21:21:50,2020
42,50,2020-08-06 21:08:32+00:00,0,active,0,True,0,True,True,0,50,True,15,,,2020-08-06 21:21:50,2020
43,51,2020-08-06 21:17:11+00:00,0,active,1,True,0,True,True,11,51,False,3,,,2020-08-06 21:21:50,2020
44,52,2020-08-06 21:20:16+00:00,0,active,0,True,0,True,True,2,52,True,21,,,2020-08-06 21:21:50,2020
45,53,2020-08-06 21:16:56+00:00,0,active,1,True,0,True,True,0,53,False,18,,,2020-08-06 21:21:50,2020
46,54,2020-08-06 21:16:08+00:00,0,active,0,True,0,True,True,6,54,False,9,,,2020-08-06 21:21:50,2020
47,55,2020-08-06 20:56:58+00:00,0,active,1,True,0,True,True,6,55,False,8,,,2020-08-06 21:21:50,2020
48,56,2020-08-06 18:22:04+00:00,0,active,0,True,0,True,True,12,56,True,6,,,2020-08-06 21:21:50,2020
49,57,2020-08-06 21:06:15+00:00,0,active,1,True,0,True,True,13,57,True,0,,,2020-08-06 21:21:50,2020
50,58,2020-08-06 21:21:31+00:00,0,active,1,True,0,True,True,10,58,True,8,,,2020-08-06 21:21:50,2020
51,59,2020-08-06 21:18:43+00:00,0,active,2,True,0,True,True,9,59,True,8,,,2020-08-06 21:21:50,2020
52,60,2020-08-06 21:19:33+00:00,0,active,0,True,0,True,True,5,60,False,14,"{'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'valet_revision': 69, 'off_dock_capacity': 40, 'active': True, 'dock_blocked_count': 0, 'off_dock_count': 18}",[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],2020-08-06 21:21:50,2020
53,61,2020-08-06 21:14:52+00:00,0,active,0,True,0,True,True,0,61,False,19,,,2020-08-06 21:21:50,2020
54,63,2020-08-06 20:59:19+00:00,0,active,0,True,0,True,True,12,63,False,3,,,2020-08-06 21:21:50,2020
55,64,2020-08-06 21:20:42+00:00,0,active,0,True,0,True,True,15,64,False,4,,,2020-08-06 21:21:50,2020
56,65,2020-08-06 13:09:20+00:00,0,active,1,True,0,True,True,18,65,False,4,,,2020-08-06 21:21:50,2020
