,is_renting,num_bikes_disabled,num_docks_disabled,station_id,is_installed,num_bikes_available,legacy_id,last_reported,num_docks_available,is_returning,station_status,num_ebikes_available,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
0,True,0,0,3,True,3,3,2020-08-10 00:45:17+00:00,12,True,active,0,False,2020-08-10 01:00:55,2020
1,True,0,0,4,True,6,4,2020-08-10 00:29:08+00:00,13,True,active,0,False,2020-08-10 01:00:55,2020
2,True,2,0,5,True,7,5,2020-08-10 00:47:48+00:00,6,True,active,0,False,2020-08-10 01:00:55,2020
3,True,2,0,6,True,12,6,2020-08-10 01:00:02+00:00,1,True,active,0,False,2020-08-10 01:00:55,2020
4,True,0,0,7,True,1,7,2020-08-10 00:35:01+00:00,14,True,active,0,False,2020-08-10 01:00:55,2020
5,True,0,0,8,True,12,8,2020-08-10 00:29:43+00:00,7,True,active,0,False,2020-08-10 01:00:55,2020
6,True,0,0,9,True,3,9,2020-08-10 00:32:42+00:00,12,True,active,0,False,2020-08-10 01:00:55,2020
7,True,1,0,10,True,1,10,2020-08-10 00:42:26+00:00,9,True,active,0,False,2020-08-10 01:00:55,2020
8,True,1,0,11,True,3,11,2020-08-10 00:48:25+00:00,11,True,active,0,False,2020-08-10 01:00:55,2020
9,True,0,0,12,True,17,12,2020-08-10 00:33:02+00:00,1,True,active,0,True,2020-08-10 01:00:55,2020
10,True,0,0,13,True,7,13,2020-08-10 00:04:03+00:00,12,True,active,0,False,2020-08-10 01:00:55,2020
11,True,1,0,14,True,16,14,2020-08-10 00:53:09+00:00,8,True,active,0,False,2020-08-10 01:00:55,2020
12,True,0,0,15,True,14,15,2020-08-10 01:00:22+00:00,1,True,active,0,False,2020-08-10 01:00:55,2020
13,True,0,0,16,True,1,16,2020-08-10 00:50:57+00:00,18,True,active,0,True,2020-08-10 01:00:55,2020
14,True,0,0,17,True,4,17,2020-08-10 00:26:45+00:00,11,True,active,0,False,2020-08-10 01:00:55,2020
15,True,0,0,19,True,10,19,2020-08-10 00:14:43+00:00,5,True,active,0,False,2020-08-10 01:00:55,2020
16,True,1,0,20,True,2,20,2020-08-10 00:45:22+00:00,20,True,active,0,False,2020-08-10 01:00:55,2020
17,True,0,0,21,True,5,21,2020-08-10 00:59:04+00:00,13,True,active,0,True,2020-08-10 01:00:55,2020
18,True,0,0,22,True,15,22,2020-08-10 00:38:16+00:00,32,True,active,0,True,2020-08-10 01:00:55,2020
19,True,1,0,23,True,7,23,2020-08-10 00:58:02+00:00,13,True,active,0,False,2020-08-10 01:00:55,2020
20,True,0,0,24,True,1,24,2020-08-10 00:42:38+00:00,18,True,active,0,False,2020-08-10 01:00:55,2020
21,True,1,0,25,True,5,25,2020-08-10 00:36:25+00:00,9,True,active,0,False,2020-08-10 01:00:55,2020
22,True,2,0,26,True,12,26,2020-08-10 00:36:58+00:00,1,True,active,0,False,2020-08-10 01:00:55,2020
23,True,1,0,27,True,12,27,2020-08-10 00:55:33+00:00,10,True,active,0,False,2020-08-10 01:00:55,2020
24,True,1,0,29,True,7,29,2020-08-09 22:22:53+00:00,7,True,active,0,False,2020-08-10 01:00:55,2020
25,True,0,0,30,True,7,30,2020-08-10 00:58:53+00:00,8,True,active,0,False,2020-08-10 01:00:55,2020
26,True,0,0,31,True,2,31,2020-08-09 23:37:08+00:00,17,True,active,0,True,2020-08-10 01:00:55,2020
27,True,0,0,32,True,2,32,2020-08-10 00:53:21+00:00,13,True,active,0,False,2020-08-10 01:00:55,2020
28,True,1,0,33,True,25,33,2020-08-10 00:53:29+00:00,1,True,active,0,False,2020-08-10 01:00:55,2020
29,True,0,0,35,True,6,35,2020-08-10 00:48:34+00:00,17,True,active,0,False,2020-08-10 01:00:55,2020
30,True,0,0,36,True,1,36,2020-08-10 00:32:58+00:00,32,True,active,0,True,2020-08-10 01:00:55,2020
31,True,0,0,37,True,0,37,2020-08-09 23:12:12+00:00,15,True,active,0,True,2020-08-10 01:00:55,2020
32,True,0,0,39,True,3,39,2020-08-10 00:51:06+00:00,20,True,active,0,False,2020-08-10 01:00:55,2020
33,True,3,0,40,True,13,40,2020-08-10 00:52:58+00:00,3,True,active,0,False,2020-08-10 01:00:55,2020
34,True,3,0,41,True,8,41,2020-08-10 00:59:34+00:00,16,True,active,0,True,2020-08-10 01:00:55,2020
