,is_installed,num_bikes_disabled,num_docks_available,is_renting,num_ebikes_available,num_bikes_available,station_id,is_returning,last_reported,station_status,legacy_id,num_docks_disabled,eightd_has_available_keys,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,0,14,True,0,1,3,True,2020-08-01 11:38:08+00:00,active,3,0,False,,,2020-08-01 12:18:25,2020
1,True,0,18,True,0,1,4,True,2020-08-01 12:11:58+00:00,active,4,0,False,,,2020-08-01 12:18:25,2020
2,True,0,10,True,0,5,5,True,2020-08-01 12:18:03+00:00,active,5,0,False,,,2020-08-01 12:18:25,2020
3,True,0,8,True,0,7,6,True,2020-08-01 11:50:10+00:00,active,6,0,False,,,2020-08-01 12:18:25,2020
4,True,0,11,True,0,4,7,True,2020-08-01 08:53:43+00:00,active,7,0,False,,,2020-08-01 12:18:25,2020
5,True,2,7,True,0,10,8,True,2020-08-01 11:17:38+00:00,active,8,0,False,,,2020-08-01 12:18:25,2020
6,True,0,0,True,0,15,9,True,2020-08-01 12:14:43+00:00,active,9,0,False,,,2020-08-01 12:18:25,2020
7,True,1,8,True,0,2,10,True,2020-08-01 12:11:32+00:00,active,10,0,False,,,2020-08-01 12:18:25,2020
8,True,1,7,True,0,7,11,True,2020-08-01 12:10:38+00:00,active,11,0,False,"{'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'off_dock_count': 20, 'valet_revision': 75, 'active': True, 'dock_blocked_count': 0, 'off_dock_capacity': 50}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-01 12:18:25,2020
9,True,2,15,True,0,1,12,True,2020-08-01 12:12:11+00:00,active,12,0,True,,,2020-08-01 12:18:25,2020
10,True,0,8,True,0,11,13,True,2020-08-01 12:09:12+00:00,active,13,0,False,,,2020-08-01 12:18:25,2020
11,True,0,20,True,0,5,14,True,2020-08-01 11:58:07+00:00,active,14,0,False,,,2020-08-01 12:18:25,2020
12,True,1,0,True,0,14,15,True,2020-08-01 08:58:49+00:00,active,15,0,False,,,2020-08-01 12:18:25,2020
13,True,2,4,True,0,13,16,True,2020-08-01 12:12:58+00:00,active,16,0,True,,,2020-08-01 12:18:25,2020
14,True,0,12,True,0,3,17,True,2020-08-01 11:29:10+00:00,active,17,0,False,,,2020-08-01 12:18:25,2020
15,True,0,5,True,0,10,19,True,2020-08-01 12:08:34+00:00,active,19,0,False,,,2020-08-01 12:18:25,2020
16,True,0,20,True,0,3,20,True,2020-08-01 11:41:48+00:00,active,20,0,True,,,2020-08-01 12:18:25,2020
17,True,0,17,True,0,1,21,True,2020-08-01 11:26:24+00:00,active,21,0,True,,,2020-08-01 12:18:25,2020
18,True,2,28,True,0,17,22,True,2020-08-01 12:08:17+00:00,active,22,0,True,,,2020-08-01 12:18:25,2020
19,True,0,17,True,0,4,23,True,2020-08-01 12:07:11+00:00,active,23,0,True,,,2020-08-01 12:18:25,2020
20,True,0,16,True,0,3,24,True,2020-08-01 12:06:23+00:00,active,24,0,False,,,2020-08-01 12:18:25,2020
21,True,1,4,True,0,10,25,True,2020-08-01 10:29:03+00:00,active,25,0,False,,,2020-08-01 12:18:25,2020
22,True,0,10,True,0,5,26,True,2020-08-01 12:15:38+00:00,active,26,0,False,,,2020-08-01 12:18:25,2020
23,True,2,10,True,0,11,27,True,2020-08-01 11:44:02+00:00,active,27,0,False,,,2020-08-01 12:18:25,2020
24,True,0,8,True,0,7,29,True,2020-08-01 08:36:58+00:00,active,29,0,False,,,2020-08-01 12:18:25,2020
25,True,1,0,True,0,14,30,True,2020-08-01 10:48:18+00:00,active,30,0,False,,,2020-08-01 12:18:25,2020
26,True,0,9,True,0,10,31,True,2020-08-01 12:14:53+00:00,active,31,0,True,,,2020-08-01 12:18:25,2020
27,True,3,12,True,0,0,32,True,2020-08-01 08:58:03+00:00,active,32,0,False,,,2020-08-01 12:18:25,2020
28,True,0,9,True,0,18,33,True,2020-08-01 08:57:11+00:00,active,33,0,False,,,2020-08-01 12:18:25,2020
29,True,2,18,True,0,3,35,True,2020-08-01 10:35:07+00:00,active,35,0,False,,,2020-08-01 12:18:25,2020
30,True,0,33,True,0,0,36,True,2020-08-01 05:09:09+00:00,active,36,0,True,,,2020-08-01 12:18:25,2020
31,True,0,13,True,0,2,37,True,2020-08-01 08:52:51+00:00,active,37,0,True,,,2020-08-01 12:18:25,2020
32,True,1,3,True,0,19,39,True,2020-08-01 11:38:19+00:00,active,39,0,False,,,2020-08-01 12:18:25,2020
33,True,0,4,True,0,15,40,True,2020-08-01 12:15:57+00:00,active,40,0,False,,,2020-08-01 12:18:25,2020
34,True,1,2,True,0,24,41,True,2020-08-01 11:50:29+00:00,active,41,0,True,,,2020-08-01 12:18:25,2020
35,True,0,4,True,0,19,42,True,2020-08-01 08:33:41+00:00,active,42,0,False,,,2020-08-01 12:18:25,2020
36,True,4,10,True,0,1,43,True,2020-08-01 09:56:39+00:00,active,43,0,True,,,2020-08-01 12:18:25,2020
37,True,0,23,True,0,0,44,True,2020-08-01 08:57:02+00:00,active,44,0,False,,,2020-08-01 12:18:25,2020
38,True,0,6,True,0,13,46,True,2020-08-01 12:05:44+00:00,active,46,0,False,,,2020-08-01 12:18:25,2020
39,True,0,8,True,0,11,47,True,2020-08-01 11:56:54+00:00,active,47,0,True,,,2020-08-01 12:18:25,2020
40,True,0,16,True,0,3,48,True,2020-08-01 12:05:16+00:00,active,48,0,False,,,2020-08-01 12:18:25,2020
41,True,0,14,True,0,4,49,True,2020-08-01 11:58:38+00:00,active,49,0,False,,,2020-08-01 12:18:25,2020
42,True,0,14,True,0,1,50,True,2020-08-01 08:52:58+00:00,active,50,0,True,,,2020-08-01 12:18:25,2020
43,True,1,5,True,0,9,51,True,2020-08-01 11:52:19+00:00,active,51,0,False,,,2020-08-01 12:18:25,2020
44,True,1,22,True,0,0,52,True,2020-08-01 11:40:56+00:00,active,52,0,True,,,2020-08-01 12:18:25,2020
