,eightd_has_available_keys,num_docks_disabled,last_reported,is_installed,legacy_id,station_status,is_renting,num_bikes_available,station_id,is_returning,num_bikes_disabled,num_docks_available,num_ebikes_available,timestamp_of_data_read_request,year_station_last_reported
224,False,0,2020-08-11 01:46:52+00:00,True,333,active,True,21,333,True,0,4,0,2020-08-11 08:20:25,2020
225,False,0,2020-08-11 02:36:46+00:00,True,334,active,True,18,334,True,0,1,0,2020-08-11 08:20:25,2020
226,False,0,2020-08-11 06:05:56+00:00,True,335,active,True,18,335,True,0,1,0,2020-08-11 08:20:25,2020
227,False,0,2020-08-11 05:18:23+00:00,True,336,active,True,13,336,True,2,0,0,2020-08-11 08:20:25,2020
228,False,0,2020-08-11 01:26:03+00:00,True,337,active,True,14,337,True,0,1,0,2020-08-11 08:20:25,2020
229,False,0,2020-08-11 06:53:39+00:00,True,338,active,True,7,338,True,0,8,0,2020-08-11 08:20:25,2020
230,False,0,2020-08-11 01:31:00+00:00,True,339,active,True,9,339,True,0,6,0,2020-08-11 08:20:25,2020
231,False,0,2020-08-11 05:56:18+00:00,True,340,active,True,17,340,True,0,2,0,2020-08-11 08:20:25,2020
232,True,0,2020-08-11 01:18:14+00:00,True,341,active,True,6,341,True,0,9,0,2020-08-11 08:20:25,2020
233,False,0,2020-08-11 06:30:35+00:00,True,342,active,True,13,342,True,0,2,0,2020-08-11 08:20:25,2020
234,False,0,2020-08-11 05:08:58+00:00,True,343,active,True,5,343,True,0,10,0,2020-08-11 08:20:25,2020
235,False,0,2020-08-11 01:58:41+00:00,True,344,active,True,2,344,True,0,17,0,2020-08-11 08:20:25,2020
236,False,0,2020-08-11 04:26:27+00:00,True,345,active,True,6,345,True,2,11,0,2020-08-11 08:20:25,2020
237,False,0,2020-08-11 02:38:36+00:00,True,346,active,True,5,346,True,0,10,0,2020-08-11 08:20:25,2020
238,False,0,2020-08-10 18:56:34+00:00,True,347,active,True,12,347,True,0,3,0,2020-08-11 08:20:25,2020
239,False,0,2020-08-11 06:10:44+00:00,True,348,active,True,5,348,True,1,9,0,2020-08-11 08:20:25,2020
240,True,0,2020-08-10 22:16:36+00:00,True,349,active,True,5,349,True,0,12,0,2020-08-11 08:20:25,2020
241,False,0,2020-08-10 19:23:29+00:00,True,350,active,True,13,350,True,0,4,0,2020-08-11 08:20:25,2020
242,False,0,2020-08-11 04:22:35+00:00,True,351,active,True,7,351,True,0,8,0,2020-08-11 08:20:25,2020
243,False,0,2020-08-11 02:29:48+00:00,True,352,active,True,10,352,True,0,5,0,2020-08-11 08:20:25,2020
244,True,0,2020-08-10 15:45:32+00:00,True,353,active,True,5,353,True,0,10,0,2020-08-11 08:20:25,2020
245,False,0,2020-08-11 06:58:09+00:00,True,354,active,True,12,354,True,1,2,0,2020-08-11 08:20:25,2020
246,False,0,2020-08-11 05:28:37+00:00,True,355,active,True,13,355,True,0,4,0,2020-08-11 08:20:25,2020
247,False,0,2020-08-11 07:18:50+00:00,True,356,active,True,0,356,True,0,23,0,2020-08-11 08:20:25,2020
248,False,0,2020-08-10 23:59:27+00:00,True,357,active,True,5,357,True,0,10,0,2020-08-11 08:20:25,2020
249,False,0,2020-08-11 02:54:38+00:00,True,358,active,True,9,358,True,0,10,0,2020-08-11 08:20:25,2020
250,False,0,2020-08-11 07:20:25+00:00,True,359,active,True,3,359,True,0,12,0,2020-08-11 08:20:25,2020
251,False,0,2020-08-11 03:40:45+00:00,True,360,active,True,9,360,True,0,6,0,2020-08-11 08:20:25,2020
252,False,0,2020-08-11 03:49:53+00:00,True,361,active,True,13,361,True,0,6,0,2020-08-11 08:20:25,2020
253,False,0,2020-08-11 04:16:44+00:00,True,362,active,True,12,362,True,0,7,0,2020-08-11 08:20:25,2020
254,False,0,2020-08-11 07:35:42+00:00,True,363,active,True,10,363,True,1,8,0,2020-08-11 08:20:25,2020
255,False,0,2020-08-11 07:32:27+00:00,True,364,active,True,15,364,True,0,4,0,2020-08-11 08:20:25,2020
256,False,0,2020-08-11 02:57:58+00:00,True,365,active,True,0,365,True,2,17,0,2020-08-11 08:20:25,2020
257,False,0,2020-08-11 08:04:34+00:00,True,366,active,True,7,366,True,0,8,0,2020-08-11 08:20:25,2020
258,False,0,2020-08-11 08:11:38+00:00,True,367,active,True,17,367,True,0,2,0,2020-08-11 08:20:25,2020
259,False,0,2020-08-11 03:15:31+00:00,True,368,active,False,9,368,False,1,5,0,2020-08-11 08:20:25,2020
260,False,0,2020-08-11 01:53:15+00:00,True,369,active,True,14,369,True,1,0,0,2020-08-11 08:20:25,2020
261,False,0,2020-08-11 04:06:34+00:00,True,370,active,True,15,370,True,0,4,0,2020-08-11 08:20:25,2020
262,False,0,2020-08-11 02:00:55+00:00,True,371,active,True,16,371,True,0,3,0,2020-08-11 08:20:25,2020
263,False,0,2020-08-11 06:13:20+00:00,True,372,active,True,10,372,True,0,9,0,2020-08-11 08:20:25,2020
264,False,0,2020-08-10 21:39:18+00:00,True,373,active,True,7,373,True,0,8,0,2020-08-11 08:20:25,2020
265,False,0,2020-08-11 05:23:38+00:00,True,374,active,True,1,374,True,1,17,0,2020-08-11 08:20:25,2020
266,False,0,2020-08-11 07:29:17+00:00,True,376,active,True,14,376,True,0,1,0,2020-08-11 08:20:25,2020
267,False,0,2020-08-11 08:06:15+00:00,True,377,active,True,15,377,True,0,4,0,2020-08-11 08:20:25,2020
268,False,0,2020-08-11 03:06:44+00:00,True,378,active,True,10,378,True,0,9,0,2020-08-11 08:20:25,2020
269,False,0,2020-08-11 01:37:11+00:00,True,379,active,True,11,379,True,0,4,0,2020-08-11 08:20:25,2020
270,False,0,2020-08-11 07:22:41+00:00,True,380,active,True,0,380,True,0,18,0,2020-08-11 08:20:25,2020
271,False,0,2020-08-11 04:01:32+00:00,True,381,active,True,13,381,True,0,6,0,2020-08-11 08:20:25,2020
272,True,0,2020-08-11 07:46:30+00:00,True,384,active,True,8,384,True,0,11,0,2020-08-11 08:20:25,2020
273,False,1,2020-08-11 04:35:04+00:00,True,385,active,True,4,385,True,2,8,0,2020-08-11 08:20:25,2020
274,False,0,2020-08-11 05:32:53+00:00,True,386,active,True,13,386,True,0,6,0,2020-08-11 08:20:25,2020
275,False,0,2020-08-11 04:05:53+00:00,True,387,active,True,14,387,True,1,0,0,2020-08-11 08:20:25,2020
276,False,0,2020-08-10 22:45:24+00:00,True,388,active,True,5,388,True,0,6,0,2020-08-11 08:20:25,2020
277,False,0,2020-08-10 21:07:52+00:00,True,389,active,True,14,389,True,0,0,0,2020-08-11 08:20:25,2020
278,False,0,2020-08-11 07:27:20+00:00,True,390,active,True,15,390,True,0,0,0,2020-08-11 08:20:25,2020
279,False,0,2020-08-11 08:02:13+00:00,True,391,active,True,14,391,True,0,1,0,2020-08-11 08:20:25,2020
280,False,0,2020-08-11 03:27:24+00:00,True,392,active,True,8,392,True,0,7,0,2020-08-11 08:20:25,2020
281,False,0,2020-08-10 01:22:59+00:00,True,393,active,True,6,393,True,1,8,0,2020-08-11 08:20:25,2020
282,False,0,2020-08-11 07:50:52+00:00,True,394,active,True,1,394,True,0,13,0,2020-08-11 08:20:25,2020
283,False,0,2020-08-10 16:55:20+00:00,True,395,active,True,10,395,True,0,5,0,2020-08-11 08:20:25,2020
284,False,0,2020-08-10 23:27:29+00:00,True,396,active,True,12,396,True,0,3,0,2020-08-11 08:20:25,2020
285,False,0,2020-08-11 01:57:04+00:00,True,397,active,True,14,397,True,0,1,0,2020-08-11 08:20:25,2020
286,False,0,2020-08-11 01:18:31+00:00,True,398,active,True,16,398,True,0,3,0,2020-08-11 08:20:25,2020
287,False,0,2020-08-11 04:24:42+00:00,True,399,active,True,8,399,True,1,6,0,2020-08-11 08:20:25,2020
288,False,0,2020-08-10 20:50:16+00:00,True,400,active,True,9,400,True,0,18,0,2020-08-11 08:20:25,2020
289,False,0,2020-08-11 01:17:34+00:00,True,401,active,True,5,401,True,0,10,0,2020-08-11 08:20:25,2020
290,False,0,2020-08-11 04:49:27+00:00,True,402,active,True,7,402,True,1,7,0,2020-08-11 08:20:25,2020
291,False,0,2020-08-11 04:29:01+00:00,True,403,active,True,14,403,True,1,0,0,2020-08-11 08:20:25,2020
292,False,0,2020-08-11 03:36:10+00:00,True,404,active,True,11,404,True,1,4,0,2020-08-11 08:20:25,2020
293,False,0,2020-08-11 00:33:15+00:00,True,405,active,True,5,405,True,0,14,0,2020-08-11 08:20:25,2020
294,False,0,2020-08-11 01:02:53+00:00,True,406,active,True,18,406,True,0,1,0,2020-08-11 08:20:25,2020
295,False,0,2020-08-11 00:33:03+00:00,True,407,active,True,0,407,True,0,19,0,2020-08-11 08:20:25,2020
296,False,0,2020-08-11 00:32:33+00:00,True,408,active,True,8,408,True,0,7,0,2020-08-11 08:20:25,2020
297,False,0,2020-08-11 05:02:26+00:00,True,409,active,True,16,409,True,0,3,0,2020-08-11 08:20:25,2020
298,False,0,2020-08-11 07:50:43+00:00,True,410,active,True,15,410,True,0,4,0,2020-08-11 08:20:25,2020
299,False,0,2020-08-10 16:41:54+00:00,True,411,active,True,5,411,True,0,10,0,2020-08-11 08:20:25,2020
300,False,0,2020-08-11 03:12:25+00:00,True,412,active,True,15,412,True,1,3,0,2020-08-11 08:20:25,2020
301,False,0,2020-08-11 04:39:56+00:00,True,413,active,True,19,413,True,0,0,0,2020-08-11 08:20:25,2020
302,False,0,2020-08-10 23:53:12+00:00,True,414,active,True,3,414,True,0,20,0,2020-08-11 08:20:25,2020
303,False,0,2020-08-11 06:24:08+00:00,True,415,active,True,11,415,True,1,7,0,2020-08-11 08:20:25,2020
304,False,0,2020-08-11 04:23:56+00:00,True,416,active,True,3,416,True,1,11,0,2020-08-11 08:20:25,2020
305,False,0,2020-08-11 04:34:14+00:00,True,417,active,True,17,417,True,0,2,0,2020-08-11 08:20:25,2020
306,False,0,2020-08-11 03:15:52+00:00,True,419,active,True,15,419,True,0,0,0,2020-08-11 08:20:25,2020
307,False,0,1970-01-02 00:00:00+00:00,False,420,out_of_service,False,0,420,False,0,0,0,2020-08-11 08:20:25,1970
308,False,0,2020-08-10 15:34:47+00:00,True,421,active,True,15,421,True,2,2,0,2020-08-11 08:20:25,2020
309,False,0,2020-08-10 14:46:48+00:00,True,422,active,True,13,422,True,2,0,0,2020-08-11 08:20:25,2020
310,False,0,2020-08-11 00:27:28+00:00,True,423,active,True,2,423,True,0,17,0,2020-08-11 08:20:25,2020
311,False,0,2020-08-11 02:43:51+00:00,True,424,active,True,9,424,True,0,10,0,2020-08-11 08:20:25,2020
312,False,0,2020-08-11 00:38:12+00:00,True,425,active,True,7,425,True,0,9,0,2020-08-11 08:20:25,2020
313,False,0,2020-08-11 02:29:08+00:00,True,426,active,True,4,426,True,1,22,0,2020-08-11 08:20:25,2020
314,False,0,2020-08-10 23:55:16+00:00,True,427,active,True,1,427,True,0,18,0,2020-08-11 08:20:25,2020
315,False,0,2020-08-11 01:45:14+00:00,True,428,active,True,15,428,True,1,3,0,2020-08-11 08:20:25,2020
316,False,0,2020-08-11 07:45:21+00:00,True,430,active,True,14,430,True,2,3,0,2020-08-11 08:20:25,2020
317,False,0,2020-08-10 23:10:16+00:00,True,431,active,True,1,431,True,0,14,0,2020-08-11 08:20:25,2020
318,False,0,2020-08-10 21:56:17+00:00,True,432,active,True,9,432,True,0,10,0,2020-08-11 08:20:25,2020
319,False,0,2020-08-10 23:22:35+00:00,True,433,active,True,1,433,True,1,17,0,2020-08-11 08:20:25,2020
320,False,0,2020-08-10 08:56:28+00:00,True,434,active,True,0,434,True,0,19,0,2020-08-11 08:20:25,2020
321,False,0,2020-08-11 04:31:47+00:00,True,435,active,True,6,435,True,0,9,0,2020-08-11 08:20:25,2020
322,False,0,2020-08-11 04:05:13+00:00,True,436,active,True,5,436,True,0,10,0,2020-08-11 08:20:25,2020
323,False,0,2020-08-11 05:16:37+00:00,True,437,active,True,17,437,True,0,2,0,2020-08-11 08:20:25,2020
324,False,0,2020-08-11 03:34:27+00:00,True,440,active,True,9,440,True,0,8,0,2020-08-11 08:20:25,2020
325,False,0,2020-08-11 02:11:12+00:00,True,441,active,True,12,441,True,0,7,0,2020-08-11 08:20:25,2020
326,False,0,2020-08-11 00:47:17+00:00,True,442,active,True,11,442,True,1,3,0,2020-08-11 08:20:25,2020
327,False,0,2020-08-11 04:05:16+00:00,True,443,active,True,6,443,True,0,13,0,2020-08-11 08:20:25,2020
328,False,0,2020-08-11 01:56:59+00:00,True,445,active,True,11,445,True,0,8,0,2020-08-11 08:20:25,2020
329,False,0,2020-08-11 04:28:31+00:00,True,446,active,True,5,446,True,0,7,0,2020-08-11 08:20:25,2020
330,False,0,2020-08-10 21:17:09+00:00,True,447,active,True,0,447,True,0,19,0,2020-08-11 08:20:25,2020
331,False,0,2020-08-10 22:24:44+00:00,True,448,active,True,3,448,True,0,8,0,2020-08-11 08:20:25,2020
332,False,0,1970-01-02 00:00:00+00:00,False,449,out_of_service,True,0,449,True,0,0,0,2020-08-11 08:20:25,1970
333,False,0,2020-08-11 03:08:07+00:00,True,450,active,True,6,450,True,0,9,0,2020-08-11 08:20:25,2020
334,False,0,2020-08-11 02:26:07+00:00,True,451,active,True,3,451,True,0,12,0,2020-08-11 08:20:25,2020
335,False,0,2020-08-11 04:26:01+00:00,True,452,active,True,12,452,True,0,3,0,2020-08-11 08:20:25,2020
336,False,0,2020-08-11 01:51:51+00:00,True,453,active,True,3,453,True,0,12,0,2020-08-11 08:20:25,2020
337,False,0,2020-08-11 06:21:37+00:00,True,454,active,True,13,454,True,1,1,0,2020-08-11 08:20:25,2020
338,False,0,2020-08-10 20:11:41+00:00,True,455,active,True,0,455,True,1,11,0,2020-08-11 08:20:25,2020
339,False,0,2020-08-11 08:13:31+00:00,True,456,active,True,10,456,True,0,9,0,2020-08-11 08:20:25,2020
340,False,0,2020-08-10 21:25:23+00:00,True,457,active,True,0,457,True,0,11,0,2020-08-11 08:20:25,2020
341,False,0,2020-08-11 00:13:24+00:00,True,458,active,True,3,458,True,0,8,0,2020-08-11 08:20:25,2020
