,is_renting,is_returning,last_reported,num_bikes_disabled,eightd_has_available_keys,legacy_id,station_id,num_bikes_available,is_installed,num_docks_disabled,station_status,num_docks_available,num_ebikes_available,timestamp_of_data_read_request,year_station_last_reported
138,True,True,2020-08-18 23:06:15+00:00,0,False,159,159,2,True,0,active,13,0,2020-08-18 23:40:10,2020
139,True,True,2020-08-18 23:38:53+00:00,0,True,160,160,1,True,0,active,13,0,2020-08-18 23:40:10,2020
140,True,True,2020-08-18 23:14:54+00:00,1,True,161,161,10,True,0,active,12,0,2020-08-18 23:40:10,2020
141,True,True,2020-08-18 22:47:09+00:00,0,False,162,162,7,True,0,active,8,0,2020-08-18 23:40:10,2020
142,True,True,2020-08-18 23:03:27+00:00,0,True,163,163,4,True,0,active,15,0,2020-08-18 23:40:10,2020
143,True,True,2020-08-18 23:30:54+00:00,0,False,167,167,3,True,0,active,12,0,2020-08-18 23:40:10,2020
144,True,True,2020-08-18 22:44:19+00:00,0,False,169,169,0,True,0,active,19,0,2020-08-18 23:40:10,2020
145,True,True,2020-08-18 22:24:55+00:00,0,True,170,170,0,True,0,active,14,0,2020-08-18 23:40:10,2020
146,True,True,2020-08-18 21:29:39+00:00,0,True,171,171,3,True,0,active,20,0,2020-08-18 23:40:10,2020
147,True,True,2020-08-18 23:36:47+00:00,0,True,173,173,7,True,0,active,7,0,2020-08-18 23:40:10,2020
148,True,True,2020-08-18 23:00:10+00:00,0,False,174,174,2,True,0,active,13,0,2020-08-18 23:40:10,2020
149,True,True,2020-08-18 23:37:04+00:00,1,True,175,175,5,True,0,active,11,0,2020-08-18 23:40:10,2020
150,True,True,2020-08-18 23:10:52+00:00,0,False,176,176,14,True,0,active,1,0,2020-08-18 23:40:10,2020
151,True,True,2020-08-18 23:38:25+00:00,0,False,177,177,15,True,0,active,4,0,2020-08-18 23:40:10,2020
152,True,True,2020-08-18 23:31:59+00:00,0,False,178,178,13,True,0,active,6,0,2020-08-18 23:40:10,2020
153,True,True,2020-08-18 23:32:14+00:00,0,False,179,179,18,True,0,active,7,0,2020-08-18 23:40:10,2020
154,True,True,2020-08-18 23:27:51+00:00,0,False,180,180,10,True,0,active,9,0,2020-08-18 23:40:10,2020
155,True,True,2020-08-18 23:11:03+00:00,0,False,181,181,8,True,0,active,11,0,2020-08-18 23:40:10,2020
156,True,True,2020-08-18 23:06:03+00:00,0,True,182,182,4,True,0,active,15,0,2020-08-18 23:40:10,2020
157,True,True,2020-08-18 23:23:18+00:00,0,False,183,183,4,True,0,active,15,0,2020-08-18 23:40:10,2020
158,True,True,2020-08-18 23:39:22+00:00,0,False,184,184,7,True,0,active,12,0,2020-08-18 23:40:10,2020
159,True,True,2020-08-18 23:34:00+00:00,1,False,185,185,4,True,0,active,10,0,2020-08-18 23:40:10,2020
160,True,True,2020-08-18 22:47:27+00:00,0,True,186,186,0,True,0,active,15,0,2020-08-18 23:40:10,2020
161,True,True,2020-08-18 23:09:45+00:00,0,False,187,187,9,True,0,active,6,0,2020-08-18 23:40:10,2020
162,True,True,2020-08-18 23:34:12+00:00,0,False,188,188,12,True,0,active,3,0,2020-08-18 23:40:10,2020
163,True,True,2020-08-18 23:37:14+00:00,0,True,189,189,15,True,0,active,8,0,2020-08-18 23:40:10,2020
164,True,True,2020-08-18 23:39:32+00:00,2,True,190,190,18,True,0,active,17,0,2020-08-18 23:40:10,2020
165,True,True,2020-08-18 22:43:55+00:00,0,False,191,191,2,True,0,active,13,0,2020-08-18 23:40:10,2020
166,True,True,2020-08-18 23:23:52+00:00,0,False,192,192,1,True,0,active,18,0,2020-08-18 23:40:10,2020
167,True,True,2020-08-18 23:29:58+00:00,0,True,193,193,0,True,0,active,15,0,2020-08-18 23:40:10,2020
168,True,True,2020-08-18 21:44:37+00:00,3,False,194,194,2,True,0,active,14,0,2020-08-18 23:40:10,2020
169,True,True,2020-08-18 23:30:04+00:00,1,False,195,195,8,True,0,active,14,0,2020-08-18 23:40:10,2020
170,True,True,2020-08-18 21:20:25+00:00,0,False,196,196,0,True,0,active,10,0,2020-08-18 23:40:10,2020
171,True,True,2020-08-18 22:30:39+00:00,0,False,197,197,8,True,0,active,7,0,2020-08-18 23:40:10,2020
172,True,True,2020-08-18 21:21:35+00:00,0,False,199,199,9,True,0,active,6,0,2020-08-18 23:40:10,2020
173,True,True,2020-08-18 23:39:46+00:00,0,False,200,200,16,True,0,active,3,0,2020-08-18 23:40:10,2020
174,True,True,2020-08-18 22:29:02+00:00,0,False,201,201,4,True,0,active,11,0,2020-08-18 23:40:10,2020
175,True,True,2020-08-18 23:32:32+00:00,0,False,202,202,2,True,0,active,13,0,2020-08-18 23:40:10,2020
176,True,True,2020-08-18 22:44:51+00:00,1,False,203,203,6,True,0,active,8,0,2020-08-18 23:40:10,2020
177,True,True,2020-08-18 21:52:14+00:00,0,False,204,204,2,True,0,active,13,0,2020-08-18 23:40:10,2020
178,True,True,2020-08-18 23:29:38+00:00,0,False,205,205,4,True,0,active,11,0,2020-08-18 23:40:10,2020
179,True,True,2020-08-18 23:24:16+00:00,1,True,206,206,6,True,0,active,16,0,2020-08-18 23:40:10,2020
180,True,True,2020-08-18 22:57:27+00:00,0,True,208,208,11,True,0,active,4,0,2020-08-18 23:40:10,2020
181,True,True,2020-08-18 21:20:16+00:00,1,False,209,209,12,True,0,active,2,0,2020-08-18 23:40:10,2020
182,True,True,2020-08-18 23:40:04+00:00,1,False,210,210,4,True,0,active,10,0,2020-08-18 23:40:10,2020
183,True,True,2020-08-18 23:21:42+00:00,0,False,211,211,5,True,0,active,14,0,2020-08-18 23:40:10,2020
184,True,True,2020-08-18 23:31:47+00:00,0,False,212,212,4,True,0,active,29,0,2020-08-18 23:40:10,2020
185,True,True,2020-08-18 21:21:10+00:00,0,True,213,213,0,True,0,active,16,0,2020-08-18 23:40:10,2020
186,True,True,2020-08-18 23:27:27+00:00,0,False,214,214,3,True,0,active,12,0,2020-08-18 23:40:10,2020
187,True,True,2020-08-18 23:25:57+00:00,2,False,215,215,11,True,0,active,2,0,2020-08-18 23:40:10,2020
188,True,True,2020-08-18 23:12:50+00:00,0,False,216,216,19,True,0,active,0,0,2020-08-18 23:40:10,2020
189,True,True,2020-08-18 23:28:48+00:00,1,False,217,217,10,True,0,active,8,0,2020-08-18 23:40:10,2020
190,True,True,2020-08-18 23:35:28+00:00,3,False,218,218,12,True,0,active,0,0,2020-08-18 23:40:10,2020
191,True,True,2020-08-18 21:48:43+00:00,0,False,219,219,2,True,0,active,13,0,2020-08-18 23:40:10,2020
192,True,True,2020-08-18 23:31:48+00:00,1,False,221,221,7,True,0,active,11,0,2020-08-18 23:40:10,2020
193,True,True,2020-08-18 23:39:03+00:00,0,True,222,222,4,True,0,active,10,0,2020-08-18 23:40:10,2020
194,True,True,2020-08-18 23:06:42+00:00,1,False,224,224,12,True,0,active,4,0,2020-08-18 23:40:10,2020
195,True,True,2020-08-18 23:38:27+00:00,1,False,225,225,8,True,0,active,10,0,2020-08-18 23:40:10,2020
196,True,True,2020-08-18 23:25:41+00:00,1,False,226,226,1,True,0,active,13,0,2020-08-18 23:40:10,2020
197,True,True,2020-08-18 23:34:16+00:00,1,False,227,227,1,True,0,active,17,0,2020-08-18 23:40:10,2020
198,True,True,2020-08-18 23:30:52+00:00,0,False,228,228,5,True,0,active,14,0,2020-08-18 23:40:10,2020
199,True,True,2020-08-18 23:08:38+00:00,0,False,232,232,2,True,0,active,9,0,2020-08-18 23:40:10,2020
200,True,True,2020-08-18 23:34:33+00:00,0,False,233,233,2,True,0,active,13,0,2020-08-18 23:40:10,2020
201,True,True,2020-08-18 22:32:42+00:00,0,False,234,234,1,True,0,active,14,0,2020-08-18 23:40:10,2020
202,True,True,2020-08-18 22:57:39+00:00,0,False,235,235,3,True,0,active,12,0,2020-08-18 23:40:10,2020
203,True,True,2020-08-18 23:39:04+00:00,0,False,236,236,11,True,0,active,4,0,2020-08-18 23:40:10,2020
204,True,True,2020-08-18 23:21:08+00:00,1,False,239,239,9,True,0,active,5,0,2020-08-18 23:40:10,2020
205,True,True,2020-08-18 22:20:19+00:00,1,False,255,255,6,True,0,active,8,0,2020-08-18 23:40:10,2020
206,True,True,2020-08-18 23:18:08+00:00,0,False,258,258,8,True,0,active,7,0,2020-08-18 23:40:10,2020
207,True,True,2020-08-18 17:28:18+00:00,0,False,259,259,10,True,0,active,5,0,2020-08-18 23:40:10,2020
208,True,True,2020-08-18 21:49:05+00:00,0,False,260,260,5,True,0,active,10,0,2020-08-18 23:40:10,2020
209,True,True,2020-08-18 23:11:53+00:00,0,False,271,271,12,True,0,active,3,0,2020-08-18 23:40:10,2020
210,True,True,2020-08-18 21:45:45+00:00,0,False,272,272,12,True,0,active,7,0,2020-08-18 23:40:10,2020
211,True,True,2020-08-18 23:35:53+00:00,0,False,273,273,25,True,0,active,15,0,2020-08-18 23:40:10,2020
212,True,True,2020-08-18 23:37:55+00:00,0,False,279,279,17,True,0,active,2,0,2020-08-18 23:40:10,2020
213,True,True,2020-08-18 22:54:33+00:00,0,False,280,280,14,True,0,active,5,0,2020-08-18 23:40:10,2020
214,True,True,2020-08-18 23:29:59+00:00,0,False,282,282,12,True,0,active,3,0,2020-08-18 23:40:10,2020
215,True,True,2020-08-18 23:40:01+00:00,1,False,296,296,21,True,0,active,1,0,2020-08-18 23:40:10,2020
