,eightd_has_available_keys,is_returning,last_reported,num_docks_available,num_ebikes_available,station_id,station_status,is_renting,legacy_id,num_docks_disabled,num_bikes_disabled,num_bikes_available,is_installed,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,True,2020-07-26 21:00:12+00:00,5,0,3,active,True,3,0,0,10,True,,,2020-07-26 21:08:25,2020
1,False,True,2020-07-26 20:58:45+00:00,8,0,4,active,True,4,0,0,11,True,,,2020-07-26 21:08:25,2020
2,False,True,2020-07-26 21:07:26+00:00,10,0,5,active,True,5,0,0,5,True,,,2020-07-26 21:08:25,2020
3,False,True,2020-07-26 21:07:26+00:00,13,0,6,active,True,6,0,1,1,True,,,2020-07-26 21:08:25,2020
4,False,True,2020-07-26 20:43:08+00:00,12,0,7,active,True,7,0,0,3,True,,,2020-07-26 21:08:25,2020
5,False,True,2020-07-26 20:44:30+00:00,11,0,8,active,True,8,0,1,7,True,,,2020-07-26 21:08:25,2020
6,False,True,2020-07-26 20:34:53+00:00,2,0,9,active,True,9,0,1,12,True,,,2020-07-26 21:08:25,2020
7,False,True,2020-07-26 20:57:52+00:00,7,0,10,active,True,10,0,2,2,True,,,2020-07-26 21:08:25,2020
8,False,True,2020-07-26 21:06:34+00:00,5,0,11,active,True,11,0,0,10,True,"{'off_dock_count': 0, 'active': True, 'valet_revision': 69, 'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'dock_blocked_count': 0}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-26 21:08:25,2020
9,True,True,2020-07-26 20:54:44+00:00,14,0,12,active,True,12,0,0,4,True,,,2020-07-26 21:08:25,2020
10,False,True,2020-07-26 20:15:03+00:00,12,0,13,active,True,13,0,3,4,True,,,2020-07-26 21:08:25,2020
11,False,True,2020-07-26 19:58:27+00:00,1,0,14,active,True,14,0,1,23,True,,,2020-07-26 21:08:25,2020
12,False,True,2020-07-26 21:01:41+00:00,3,0,15,active,True,15,0,0,12,True,,,2020-07-26 21:08:25,2020
13,True,True,2020-07-26 20:42:21+00:00,5,0,16,active,True,16,0,1,13,True,,,2020-07-26 21:08:25,2020
14,False,True,2020-07-26 19:53:04+00:00,9,0,17,active,True,17,0,1,5,True,,,2020-07-26 21:08:25,2020
15,False,True,2020-07-26 20:58:23+00:00,11,0,19,active,True,19,0,1,3,True,,,2020-07-26 21:08:25,2020
16,True,True,2020-07-26 20:49:26+00:00,16,0,20,active,True,20,0,1,6,True,,,2020-07-26 21:08:25,2020
17,True,True,2020-07-26 20:56:58+00:00,13,0,21,active,True,21,0,0,5,True,,,2020-07-26 21:08:25,2020
18,True,True,2020-07-26 21:02:37+00:00,45,0,22,active,True,22,0,1,1,True,,,2020-07-26 21:08:25,2020
19,False,True,2020-07-26 21:05:05+00:00,6,0,23,active,True,23,0,0,15,True,,,2020-07-26 21:08:25,2020
20,False,True,2020-07-26 20:57:43+00:00,14,0,24,active,True,24,0,0,5,True,,,2020-07-26 21:08:25,2020
21,False,True,2020-07-26 20:54:30+00:00,3,0,25,active,True,25,0,0,12,True,,,2020-07-26 21:08:25,2020
22,False,True,2020-07-26 20:55:57+00:00,7,0,26,active,True,26,0,0,8,True,,,2020-07-26 21:08:25,2020
23,False,True,2020-07-26 21:07:58+00:00,15,0,27,active,True,27,0,2,6,True,,,2020-07-26 21:08:25,2020
24,False,True,2020-07-26 19:42:48+00:00,1,0,29,active,True,29,0,0,14,True,,,2020-07-26 21:08:25,2020
25,False,True,2020-07-26 20:41:06+00:00,12,0,30,active,True,30,0,0,3,True,,,2020-07-26 21:08:25,2020
26,True,True,2020-07-26 21:06:42+00:00,16,0,31,active,True,31,0,0,3,True,,,2020-07-26 21:08:25,2020
27,False,True,2020-07-26 21:06:15+00:00,7,0,32,active,True,32,0,4,4,True,,,2020-07-26 21:08:25,2020
28,False,True,2020-07-26 21:07:57+00:00,17,0,33,active,True,33,0,1,9,True,,,2020-07-26 21:08:25,2020
29,False,True,2020-07-26 21:07:00+00:00,13,0,35,active,True,35,0,0,10,True,,,2020-07-26 21:08:25,2020
30,True,True,2020-07-26 20:44:22+00:00,4,0,36,active,True,36,0,1,28,True,,,2020-07-26 21:08:25,2020
31,True,True,2020-07-26 18:22:19+00:00,12,0,37,active,True,37,0,0,3,True,,,2020-07-26 21:08:25,2020
32,False,True,2020-07-26 20:56:59+00:00,22,0,39,active,True,39,0,0,1,True,,,2020-07-26 21:08:25,2020
33,False,True,2020-07-26 21:05:22+00:00,10,0,40,active,True,40,0,0,9,True,,,2020-07-26 21:08:25,2020
34,True,True,2020-07-26 21:04:58+00:00,15,0,41,active,True,41,0,1,11,True,,,2020-07-26 21:08:25,2020
35,False,True,2020-07-26 21:05:40+00:00,5,0,42,active,True,42,0,3,15,True,,,2020-07-26 21:08:25,2020
36,False,True,2020-07-26 21:04:17+00:00,15,0,43,active,True,43,0,0,0,True,,,2020-07-26 21:08:25,2020
37,False,True,2020-07-26 20:36:05+00:00,17,0,44,active,True,44,0,0,6,True,,,2020-07-26 21:08:25,2020
38,False,True,2020-07-26 21:08:13+00:00,7,0,46,active,True,46,0,0,12,True,,,2020-07-26 21:08:25,2020
39,True,True,2020-07-26 21:06:14+00:00,9,0,47,active,True,47,0,0,10,True,,,2020-07-26 21:08:25,2020
40,False,True,2020-07-26 21:07:15+00:00,17,0,48,active,True,48,0,0,2,True,,,2020-07-26 21:08:25,2020
41,False,True,2020-07-26 20:46:14+00:00,7,0,49,active,True,49,0,0,11,True,,,2020-07-26 21:08:25,2020
42,True,True,2020-07-26 21:06:03+00:00,12,0,50,active,True,50,0,0,3,True,,,2020-07-26 21:08:25,2020
43,False,True,2020-07-26 20:57:54+00:00,3,0,51,active,True,51,0,3,9,True,,,2020-07-26 21:08:25,2020
44,True,True,2020-07-26 21:07:23+00:00,17,0,52,active,True,52,0,0,6,True,,,2020-07-26 21:08:25,2020
45,False,True,2020-07-26 21:07:57+00:00,13,0,53,active,True,53,0,1,5,True,,,2020-07-26 21:08:25,2020
46,False,True,2020-07-26 20:55:51+00:00,6,0,54,active,True,54,0,0,9,True,,,2020-07-26 21:08:25,2020
47,False,True,2020-07-26 21:05:16+00:00,9,0,55,active,True,55,0,1,5,True,,,2020-07-26 21:08:25,2020
48,True,True,2020-07-26 20:49:58+00:00,7,0,56,active,True,56,0,0,11,True,,,2020-07-26 21:08:25,2020
49,True,True,2020-07-26 19:58:02+00:00,3,0,57,active,True,57,0,0,11,True,,,2020-07-26 21:08:25,2020
50,True,True,2020-07-26 21:08:05+00:00,3,0,58,active,True,58,0,1,15,True,,,2020-07-26 21:08:25,2020
51,True,True,2020-07-26 20:56:37+00:00,15,0,59,active,True,59,0,0,4,True,,,2020-07-26 21:08:25,2020
52,False,True,2020-07-26 21:01:02+00:00,9,0,60,active,True,60,0,0,10,True,,,2020-07-26 21:08:25,2020
53,False,True,2020-07-26 20:55:17+00:00,1,0,61,active,True,61,0,0,18,True,,,2020-07-26 21:08:25,2020
