,is_installed,last_reported,num_docks_disabled,num_bikes_disabled,num_bikes_available,station_status,is_renting,is_returning,num_ebikes_available,legacy_id,eightd_has_available_keys,station_id,num_docks_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
289,True,2020-08-11 13:39:40+00:00,0,0,3,active,True,True,0,401,False,401,12,,,2020-08-11 14:17:45,2020
290,True,2020-08-11 14:16:15+00:00,0,1,9,active,True,True,0,402,False,402,5,,,2020-08-11 14:17:45,2020
291,True,2020-08-11 13:48:41+00:00,0,1,8,active,True,True,0,403,False,403,6,,,2020-08-11 14:17:45,2020
292,True,2020-08-11 13:50:10+00:00,0,1,2,active,True,True,0,404,False,404,13,,,2020-08-11 14:17:45,2020
293,True,2020-08-11 13:45:53+00:00,0,0,4,active,True,True,0,405,False,405,15,,,2020-08-11 14:17:45,2020
294,True,2020-08-11 12:26:23+00:00,0,0,16,active,True,True,0,406,False,406,3,,,2020-08-11 14:17:45,2020
295,True,2020-08-11 13:42:19+00:00,0,0,4,active,True,True,0,407,False,407,15,,,2020-08-11 14:17:45,2020
296,True,2020-08-11 13:48:38+00:00,0,0,7,active,True,True,0,408,False,408,8,,,2020-08-11 14:17:45,2020
297,True,2020-08-11 13:52:33+00:00,0,0,13,active,True,True,0,409,False,409,6,,,2020-08-11 14:17:45,2020
298,True,2020-08-11 13:56:46+00:00,0,0,13,active,True,True,0,410,False,410,6,,,2020-08-11 14:17:45,2020
299,True,2020-08-11 08:58:12+00:00,0,0,5,active,True,True,0,411,False,411,10,,,2020-08-11 14:17:45,2020
300,True,2020-08-11 12:54:33+00:00,0,1,14,active,True,True,0,412,False,412,4,,,2020-08-11 14:17:45,2020
301,True,2020-08-11 14:11:49+00:00,0,0,7,active,True,True,0,413,False,413,12,,,2020-08-11 14:17:45,2020
302,True,2020-08-11 13:22:56+00:00,0,0,2,active,True,True,0,414,False,414,21,,,2020-08-11 14:17:45,2020
303,True,2020-08-11 14:15:52+00:00,0,1,13,active,True,True,0,415,False,415,5,,,2020-08-11 14:17:45,2020
304,True,2020-08-11 14:08:43+00:00,0,1,11,active,True,True,0,416,False,416,3,,,2020-08-11 14:17:45,2020
305,True,2020-08-11 14:17:19+00:00,0,0,1,active,True,True,0,417,False,417,18,,,2020-08-11 14:17:45,2020
306,True,2020-08-11 13:58:20+00:00,0,0,11,active,True,True,0,419,False,419,4,,,2020-08-11 14:17:45,2020
307,False,1970-01-02 00:00:00+00:00,0,0,0,out_of_service,False,False,0,420,False,420,0,,,2020-08-11 14:17:45,1970
308,True,2020-08-10 15:34:47+00:00,0,2,15,active,True,True,0,421,False,421,2,,,2020-08-11 14:17:45,2020
309,True,2020-08-11 13:09:02+00:00,0,2,12,active,True,True,0,422,False,422,1,,,2020-08-11 14:17:45,2020
310,True,2020-08-11 08:58:16+00:00,0,0,2,active,True,True,0,423,False,423,17,,,2020-08-11 14:17:45,2020
311,True,2020-08-11 11:15:31+00:00,0,0,7,active,True,True,0,424,False,424,12,,,2020-08-11 14:17:45,2020
312,True,2020-08-11 13:11:40+00:00,0,0,4,active,True,True,0,425,False,425,12,,,2020-08-11 14:17:45,2020
313,True,2020-08-11 14:03:59+00:00,0,1,17,active,True,True,0,426,False,426,9,,,2020-08-11 14:17:45,2020
314,True,2020-08-11 08:56:28+00:00,0,0,1,active,True,True,0,427,False,427,18,,,2020-08-11 14:17:45,2020
315,True,2020-08-11 13:48:32+00:00,0,1,16,active,True,True,0,428,False,428,2,,,2020-08-11 14:17:45,2020
316,True,2020-08-11 14:05:45+00:00,0,2,15,active,True,True,0,430,False,430,2,,,2020-08-11 14:17:45,2020
