,is_returning,num_bikes_available,num_bikes_disabled,is_renting,is_installed,num_ebikes_available,legacy_id,last_reported,station_id,num_docks_available,num_docks_disabled,eightd_has_available_keys,station_status,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,True,12,0,True,True,0,3,2020-08-05 21:10:07+00:00,3,3,0,True,active,,,2020-08-05 21:28:50,2020
1,True,3,0,True,True,0,4,2020-08-05 21:18:27+00:00,4,16,0,False,active,,,2020-08-05 21:28:50,2020
2,True,12,0,True,True,0,5,2020-08-05 21:13:49+00:00,5,3,0,False,active,,,2020-08-05 21:28:50,2020
3,True,2,1,True,True,0,6,2020-08-05 21:20:45+00:00,6,12,0,False,active,,,2020-08-05 21:28:50,2020
4,True,10,0,True,True,0,7,2020-08-05 21:17:59+00:00,7,5,0,False,active,,,2020-08-05 21:28:50,2020
5,True,2,0,True,True,0,8,2020-08-05 21:24:47+00:00,8,17,0,False,active,,,2020-08-05 21:28:50,2020
6,True,11,0,True,True,0,9,2020-08-05 21:22:13+00:00,9,4,0,False,active,,,2020-08-05 21:28:50,2020
7,True,1,0,True,True,0,10,2020-08-05 21:11:40+00:00,10,10,0,False,active,,,2020-08-05 21:28:50,2020
8,True,11,0,True,True,0,11,2020-08-05 21:28:16+00:00,11,4,0,False,active,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 79, 'region': 'BOS', 'off_dock_capacity': 50, 'active': True, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 9, 'dock_blocked_count': 0}",2020-08-05 21:28:50,2020
9,True,7,0,True,True,0,12,2020-08-05 21:20:11+00:00,12,11,0,True,active,,,2020-08-05 21:28:50,2020
10,True,4,0,True,True,0,13,2020-08-05 21:17:55+00:00,13,15,0,False,active,,,2020-08-05 21:28:50,2020
11,True,5,1,True,True,0,14,2020-08-05 21:28:15+00:00,14,19,0,False,active,,,2020-08-05 21:28:50,2020
12,True,7,0,True,True,0,15,2020-08-05 21:04:24+00:00,15,8,0,False,active,,,2020-08-05 21:28:50,2020
13,True,5,0,True,True,0,16,2020-08-05 21:21:37+00:00,16,14,0,True,active,,,2020-08-05 21:28:50,2020
14,True,1,0,True,True,0,17,2020-08-05 21:20:25+00:00,17,14,0,False,active,,,2020-08-05 21:28:50,2020
15,True,1,0,True,True,0,19,2020-08-05 21:13:31+00:00,19,14,0,False,active,,,2020-08-05 21:28:50,2020
16,True,21,0,True,True,0,20,2020-08-05 21:28:37+00:00,20,2,0,True,active,,,2020-08-05 21:28:50,2020
17,True,9,1,True,True,0,21,2020-08-05 21:17:10+00:00,21,8,0,True,active,,,2020-08-05 21:28:50,2020
18,True,10,2,True,True,0,22,2020-08-05 21:25:38+00:00,22,35,0,True,active,,,2020-08-05 21:28:50,2020
19,True,13,0,True,True,0,23,2020-08-05 21:28:43+00:00,23,8,0,True,active,,,2020-08-05 21:28:50,2020
20,True,5,0,True,True,0,24,2020-08-05 21:21:03+00:00,24,14,0,False,active,,,2020-08-05 21:28:50,2020
21,True,1,0,True,True,0,25,2020-08-05 21:24:39+00:00,25,14,0,False,active,,,2020-08-05 21:28:50,2020
22,True,3,1,True,True,0,26,2020-08-05 21:28:28+00:00,26,11,0,False,active,,,2020-08-05 21:28:50,2020
23,True,12,0,True,True,0,27,2020-08-05 21:26:43+00:00,27,11,0,False,active,,,2020-08-05 21:28:50,2020
