,station_status,legacy_id,num_ebikes_available,is_renting,num_bikes_disabled,station_id,num_bikes_available,num_docks_available,is_returning,is_installed,eightd_has_available_keys,num_docks_disabled,last_reported,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,active,3,0,True,0,3,5,10,True,True,True,0,2020-07-30 20:58:08+00:00,,,2020-07-30 21:00:05,2020
1,active,4,0,True,0,4,7,12,True,True,False,0,2020-07-30 20:57:41+00:00,,,2020-07-30 21:00:05,2020
2,active,5,0,True,0,5,6,9,True,True,False,0,2020-07-30 20:43:21+00:00,,,2020-07-30 21:00:05,2020
3,active,6,0,True,1,6,9,5,True,True,False,0,2020-07-30 20:59:40+00:00,,,2020-07-30 21:00:05,2020
4,active,7,0,True,1,7,11,3,True,True,False,0,2020-07-30 20:49:50+00:00,,,2020-07-30 21:00:05,2020
5,active,8,0,True,2,8,5,12,True,True,False,0,2020-07-30 20:21:32+00:00,,,2020-07-30 21:00:05,2020
6,active,9,0,True,0,9,7,8,True,True,False,0,2020-07-30 20:47:56+00:00,,,2020-07-30 21:00:05,2020
7,active,10,0,True,0,10,1,10,True,True,False,0,2020-07-30 20:02:26+00:00,,,2020-07-30 21:00:05,2020
8,active,11,0,True,0,11,10,5,True,True,False,0,2020-07-30 20:58:58+00:00,"{'region': 'BOS', 'valet_revision': 73, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'dock_blocked_count': 0, 'off_dock_capacity': 50, 'active': True, 'off_dock_count': 43}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-30 21:00:05,2020
9,active,12,0,True,1,12,5,12,True,True,True,0,2020-07-30 19:57:22+00:00,,,2020-07-30 21:00:05,2020
10,active,13,0,True,0,13,4,15,True,True,False,0,2020-07-30 20:59:29+00:00,,,2020-07-30 21:00:05,2020
11,active,14,0,True,1,14,15,9,True,True,False,0,2020-07-30 20:43:30+00:00,,,2020-07-30 21:00:05,2020
12,active,15,0,True,0,15,8,7,True,True,False,0,2020-07-30 20:57:19+00:00,,,2020-07-30 21:00:05,2020
13,active,16,0,True,2,16,8,9,True,True,True,0,2020-07-30 20:44:16+00:00,,,2020-07-30 21:00:05,2020
14,active,17,0,True,0,17,9,6,True,True,False,0,2020-07-30 20:02:54+00:00,,,2020-07-30 21:00:05,2020
15,active,19,0,True,0,19,1,14,True,True,False,0,2020-07-30 20:53:39+00:00,,,2020-07-30 21:00:05,2020
16,active,20,0,True,0,20,18,5,True,True,True,0,2020-07-30 20:55:57+00:00,,,2020-07-30 21:00:05,2020
17,active,21,0,True,0,21,8,10,True,True,True,0,2020-07-30 20:59:47+00:00,,,2020-07-30 21:00:05,2020
