,station_id,num_docks_available,num_docks_disabled,station_status,is_installed,legacy_id,num_bikes_disabled,is_renting,num_ebikes_available,is_returning,last_reported,eightd_has_available_keys,num_bikes_available,timestamp_of_data_read_request,year_station_last_reported
30,36,13,0,active,True,36,1,True,0,True,2020-08-22 02:01:30+00:00,True,19,2020-08-22 02:34:40,2020
31,37,9,0,active,True,37,0,True,0,True,2020-08-22 01:11:03+00:00,True,6,2020-08-22 02:34:40,2020
32,39,22,0,active,True,39,0,True,0,True,2020-08-22 02:05:17+00:00,False,1,2020-08-22 02:34:40,2020
33,40,10,0,active,True,40,0,True,0,True,2020-08-22 02:25:22+00:00,False,9,2020-08-22 02:34:40,2020
34,41,1,0,active,True,41,2,True,0,True,2020-08-22 02:29:06+00:00,True,24,2020-08-22 02:34:40,2020
35,42,5,0,active,True,42,0,True,0,True,2020-08-22 02:19:12+00:00,False,18,2020-08-22 02:34:40,2020
36,43,8,0,active,True,43,0,True,0,True,2020-08-22 02:00:47+00:00,True,7,2020-08-22 02:34:40,2020
37,44,22,0,active,True,44,0,True,0,True,2020-08-22 02:21:03+00:00,False,1,2020-08-22 02:34:40,2020
38,46,13,0,active,True,46,0,True,0,True,2020-08-22 02:27:33+00:00,False,6,2020-08-22 02:34:40,2020
39,47,5,0,active,True,47,0,True,0,True,2020-08-22 02:09:44+00:00,True,14,2020-08-22 02:34:40,2020
40,48,11,0,active,True,48,0,True,0,True,2020-08-22 01:57:12+00:00,False,8,2020-08-22 02:34:40,2020
41,49,4,0,active,True,49,1,True,0,True,2020-08-22 02:33:21+00:00,False,13,2020-08-22 02:34:40,2020
42,50,6,0,active,True,50,0,True,0,True,2020-08-22 01:30:18+00:00,True,9,2020-08-22 02:34:40,2020
43,51,5,0,active,True,51,0,True,0,True,2020-08-22 00:33:13+00:00,False,10,2020-08-22 02:34:40,2020
44,52,6,0,active,True,52,1,True,0,True,2020-08-22 02:33:54+00:00,True,16,2020-08-22 02:34:40,2020
45,53,9,0,active,True,53,0,True,0,True,2020-08-22 02:31:42+00:00,False,10,2020-08-22 02:34:40,2020
46,54,15,0,active,True,54,0,True,0,True,2020-08-22 01:36:12+00:00,False,0,2020-08-22 02:34:40,2020
47,55,1,0,active,True,55,0,True,0,True,2020-08-22 02:27:08+00:00,False,14,2020-08-22 02:34:40,2020
48,56,12,0,active,True,56,0,True,0,True,2020-08-22 01:30:29+00:00,True,6,2020-08-22 02:34:40,2020
49,57,13,0,active,True,57,0,True,0,True,2020-08-22 01:55:16+00:00,True,1,2020-08-22 02:34:40,2020
50,58,7,0,active,True,58,1,True,0,True,2020-08-22 02:27:24+00:00,True,11,2020-08-22 02:34:40,2020
51,59,14,0,active,True,59,0,True,0,True,2020-08-22 01:32:07+00:00,True,5,2020-08-22 02:34:40,2020
52,60,9,0,active,True,60,0,True,0,True,2020-08-22 02:31:51+00:00,False,10,2020-08-22 02:34:40,2020
53,61,9,0,active,True,61,0,True,0,True,2020-08-22 02:30:56+00:00,False,10,2020-08-22 02:34:40,2020
54,63,3,0,active,True,63,0,True,0,True,2020-08-22 02:20:38+00:00,False,12,2020-08-22 02:34:40,2020
55,64,13,0,active,True,64,0,True,0,True,2020-08-22 02:12:05+00:00,False,6,2020-08-22 02:34:40,2020
56,65,14,0,active,True,65,0,True,0,True,2020-08-22 01:30:45+00:00,False,9,2020-08-22 02:34:40,2020
57,66,6,0,active,True,66,0,True,0,True,2020-08-22 02:16:00+00:00,False,9,2020-08-22 02:34:40,2020
58,67,26,0,active,True,67,1,True,0,True,2020-08-22 02:11:56+00:00,True,0,2020-08-22 02:34:40,2020
59,68,1,0,active,True,68,3,True,0,True,2020-08-22 02:34:04+00:00,True,15,2020-08-22 02:34:40,2020
60,69,12,0,active,True,69,0,True,0,True,2020-08-22 02:07:22+00:00,True,7,2020-08-22 02:34:40,2020
61,70,1,0,active,True,70,0,True,0,True,2020-08-22 00:41:39+00:00,False,22,2020-08-22 02:34:40,2020
62,71,9,0,active,True,71,0,True,0,True,2020-08-22 01:00:01+00:00,False,14,2020-08-22 02:34:40,2020
63,72,15,0,active,True,72,0,True,0,True,2020-08-22 00:31:07+00:00,False,8,2020-08-22 02:34:40,2020
64,73,1,0,active,True,73,0,True,0,True,2020-08-22 01:48:16+00:00,False,14,2020-08-22 02:34:40,2020
65,74,5,0,active,True,74,5,True,0,True,2020-08-22 02:32:01+00:00,True,9,2020-08-22 02:34:40,2020
66,75,7,0,active,True,75,0,True,0,True,2020-08-22 02:09:34+00:00,False,8,2020-08-22 02:34:40,2020
67,76,0,0,active,True,76,0,True,0,True,2020-08-22 02:30:05+00:00,False,17,2020-08-22 02:34:40,2020
68,77,10,0,active,True,77,0,True,0,True,2020-08-22 02:26:28+00:00,False,5,2020-08-22 02:34:40,2020
69,78,11,0,active,True,78,0,True,0,True,2020-08-22 01:50:34+00:00,False,8,2020-08-22 02:34:40,2020
70,79,9,0,active,True,79,0,True,0,True,2020-08-22 02:09:32+00:00,False,10,2020-08-22 02:34:40,2020
71,80,35,0,active,True,80,0,True,0,True,2020-08-22 01:28:53+00:00,False,0,2020-08-22 02:34:40,2020
72,81,12,0,active,True,81,1,True,0,True,2020-08-22 02:34:22+00:00,False,6,2020-08-22 02:34:40,2020
73,82,10,0,active,True,82,0,True,0,True,2020-08-22 01:48:41+00:00,False,5,2020-08-22 02:34:40,2020
74,84,8,0,active,True,84,0,True,0,True,2020-08-22 02:19:48+00:00,False,7,2020-08-22 02:34:40,2020
75,85,16,0,active,True,85,0,True,0,True,2020-08-22 02:08:44+00:00,False,3,2020-08-22 02:34:40,2020
76,86,1,0,active,True,86,0,True,0,True,2020-08-22 01:30:01+00:00,False,18,2020-08-22 02:34:40,2020
77,87,9,0,active,True,87,1,True,0,True,2020-08-22 02:32:03+00:00,False,5,2020-08-22 02:34:40,2020
78,89,10,0,active,True,89,0,True,0,True,2020-08-22 02:06:42+00:00,False,9,2020-08-22 02:34:40,2020
79,90,10,0,active,True,90,1,True,0,True,2020-08-22 01:57:53+00:00,False,8,2020-08-22 02:34:40,2020
80,91,14,0,active,True,91,1,True,0,True,2020-08-22 01:52:04+00:00,False,4,2020-08-22 02:34:40,2020
81,92,11,0,active,True,92,1,True,0,True,2020-08-21 21:04:11+00:00,False,7,2020-08-22 02:34:40,2020
82,93,9,0,active,True,93,0,True,0,True,2020-08-22 02:11:09+00:00,False,6,2020-08-22 02:34:40,2020
83,94,2,0,active,True,94,0,True,0,True,2020-08-22 01:56:50+00:00,False,9,2020-08-22 02:34:40,2020
84,95,4,0,active,True,95,0,True,0,True,2020-08-22 02:28:28+00:00,False,11,2020-08-22 02:34:40,2020
85,96,12,0,active,True,96,1,True,0,True,2020-08-22 02:02:23+00:00,False,6,2020-08-22 02:34:40,2020
86,97,15,0,active,True,97,1,True,0,True,2020-08-22 02:00:46+00:00,False,3,2020-08-22 02:34:40,2020
87,98,14,0,active,True,98,1,True,0,True,2020-08-22 01:17:20+00:00,False,8,2020-08-22 02:34:40,2020
88,99,0,0,active,True,99,0,True,0,True,2020-08-22 01:35:34+00:00,False,15,2020-08-22 02:34:40,2020
89,100,14,0,active,True,100,0,True,0,True,2020-08-22 02:31:29+00:00,True,11,2020-08-22 02:34:40,2020
90,101,11,0,active,True,101,0,True,0,True,2020-08-22 01:12:29+00:00,False,4,2020-08-22 02:34:40,2020
91,102,12,0,active,True,102,0,True,0,True,2020-08-22 01:40:11+00:00,False,3,2020-08-22 02:34:40,2020
92,103,3,0,active,True,103,0,True,0,True,2020-08-22 01:51:24+00:00,False,12,2020-08-22 02:34:40,2020
93,104,11,0,active,True,104,0,True,0,True,2020-08-22 00:39:40+00:00,False,8,2020-08-22 02:34:40,2020
94,105,12,0,active,True,105,0,True,0,True,2020-08-22 01:54:01+00:00,False,7,2020-08-22 02:34:40,2020
95,106,14,0,active,True,106,0,True,0,True,2020-08-21 23:30:26+00:00,False,1,2020-08-22 02:34:40,2020
96,107,19,0,active,True,107,0,True,0,True,2020-08-22 02:18:49+00:00,False,0,2020-08-22 02:34:40,2020
97,108,13,0,active,True,108,0,True,0,True,2020-08-22 01:56:58+00:00,False,4,2020-08-22 02:34:40,2020
98,109,33,0,active,True,109,0,True,0,True,2020-08-22 00:11:18+00:00,False,2,2020-08-22 02:34:40,2020
99,110,12,0,active,True,110,0,True,0,True,2020-08-22 02:23:38+00:00,False,3,2020-08-22 02:34:40,2020
100,111,8,0,active,True,111,0,True,0,True,2020-08-21 23:08:55+00:00,False,7,2020-08-22 02:34:40,2020
101,112,7,0,active,True,112,0,True,0,True,2020-08-21 23:35:17+00:00,False,8,2020-08-22 02:34:40,2020
102,113,9,0,active,True,113,0,True,0,True,2020-08-22 02:32:01+00:00,False,6,2020-08-22 02:34:40,2020
103,114,9,0,active,True,114,0,True,0,True,2020-08-22 00:42:02+00:00,False,6,2020-08-22 02:34:40,2020
104,115,14,0,active,True,115,0,True,0,True,2020-08-22 02:18:50+00:00,False,5,2020-08-22 02:34:40,2020
105,116,3,0,active,True,116,0,True,0,True,2020-08-22 02:12:49+00:00,False,20,2020-08-22 02:34:40,2020
106,117,6,0,active,True,117,0,True,0,True,2020-08-22 02:02:44+00:00,False,13,2020-08-22 02:34:40,2020
107,118,2,0,active,True,118,1,True,0,True,2020-08-22 02:05:09+00:00,False,16,2020-08-22 02:34:40,2020
108,119,4,0,active,True,119,0,True,0,True,2020-08-22 02:25:58+00:00,False,11,2020-08-22 02:34:40,2020
109,120,12,0,active,True,120,1,True,0,True,2020-08-22 02:05:01+00:00,False,2,2020-08-22 02:34:40,2020
110,121,8,0,active,True,121,0,True,0,True,2020-08-22 02:33:17+00:00,False,9,2020-08-22 02:34:40,2020
111,122,4,0,active,True,122,0,True,0,True,2020-08-22 02:08:39+00:00,False,11,2020-08-22 02:34:40,2020
112,124,14,0,active,True,124,0,True,0,True,2020-08-22 02:12:23+00:00,False,1,2020-08-22 02:34:40,2020
113,125,6,0,active,True,125,2,True,0,True,2020-08-22 02:07:29+00:00,False,7,2020-08-22 02:34:40,2020
114,126,4,0,active,True,126,1,True,0,True,2020-08-22 01:23:44+00:00,False,10,2020-08-22 02:34:40,2020
115,128,15,0,active,True,128,0,True,0,True,2020-08-22 02:23:05+00:00,False,4,2020-08-22 02:34:40,2020
116,129,8,0,active,True,129,0,True,0,True,2020-08-22 00:59:42+00:00,False,11,2020-08-22 02:34:40,2020
117,130,7,0,active,True,130,0,True,0,True,2020-08-22 01:46:49+00:00,False,8,2020-08-22 02:34:40,2020
118,131,0,0,active,True,131,0,True,0,True,2020-08-22 01:29:15+00:00,False,18,2020-08-22 02:34:40,2020
119,133,13,0,active,True,133,1,True,0,True,2020-08-22 02:29:42+00:00,False,9,2020-08-22 02:34:40,2020
120,135,17,0,active,True,135,0,True,0,True,2020-08-21 22:43:50+00:00,False,0,2020-08-22 02:34:40,2020
121,136,19,0,active,True,136,0,True,0,True,2020-08-21 22:23:29+00:00,False,0,2020-08-22 02:34:40,2020
122,137,12,0,active,True,137,0,True,0,True,2020-08-22 02:00:23+00:00,False,3,2020-08-22 02:34:40,2020
123,138,6,0,active,True,138,1,True,0,True,2020-08-22 02:00:40+00:00,False,8,2020-08-22 02:34:40,2020
124,139,16,0,active,True,139,0,True,0,True,2020-08-22 01:38:47+00:00,False,3,2020-08-22 02:34:40,2020
125,140,0,0,active,True,140,0,True,0,True,2020-08-22 02:15:00+00:00,False,17,2020-08-22 02:34:40,2020
126,141,2,0,active,True,141,0,True,0,True,2020-08-22 02:22:32+00:00,False,13,2020-08-22 02:34:40,2020
127,142,8,0,active,True,142,0,True,0,True,2020-08-22 01:31:49+00:00,False,15,2020-08-22 02:34:40,2020
128,143,9,0,active,True,143,1,True,0,True,2020-08-22 01:56:57+00:00,False,13,2020-08-22 02:34:40,2020
129,144,9,0,active,True,144,0,True,0,True,2020-08-22 02:04:26+00:00,False,10,2020-08-22 02:34:40,2020
130,145,1,0,active,True,145,0,True,0,True,2020-08-21 23:45:01+00:00,False,18,2020-08-22 02:34:40,2020
131,146,10,0,active,True,146,0,True,0,True,2020-08-22 02:28:20+00:00,False,9,2020-08-22 02:34:40,2020
132,149,9,0,active,True,149,1,True,0,True,2020-08-22 02:29:47+00:00,True,8,2020-08-22 02:34:40,2020
133,150,6,0,active,True,150,1,True,0,True,2020-08-22 02:13:58+00:00,False,12,2020-08-22 02:34:40,2020
134,151,8,0,active,True,151,0,True,0,True,2020-08-22 01:56:59+00:00,False,11,2020-08-22 02:34:40,2020
135,152,7,0,active,True,152,0,True,0,True,2020-08-22 02:34:26+00:00,True,8,2020-08-22 02:34:40,2020
136,156,10,0,active,True,156,0,True,0,True,2020-08-22 01:54:31+00:00,False,5,2020-08-22 02:34:40,2020
137,157,14,0,active,True,157,0,True,0,True,2020-08-22 01:50:50+00:00,False,1,2020-08-22 02:34:40,2020
138,159,10,0,active,True,159,1,True,0,True,2020-08-22 02:33:16+00:00,False,4,2020-08-22 02:34:40,2020
139,160,9,0,active,True,160,0,True,0,True,2020-08-22 01:33:45+00:00,True,5,2020-08-22 02:34:40,2020
140,161,0,0,active,True,161,0,True,0,True,2020-08-22 02:05:39+00:00,True,23,2020-08-22 02:34:40,2020
141,162,10,0,active,True,162,0,True,0,True,2020-08-21 20:15:52+00:00,False,5,2020-08-22 02:34:40,2020
142,163,12,0,active,True,163,1,True,0,True,2020-08-22 02:33:59+00:00,True,6,2020-08-22 02:34:40,2020
143,167,2,0,active,True,167,0,True,0,True,2020-08-22 01:36:56+00:00,False,13,2020-08-22 02:34:40,2020
144,169,11,0,active,True,169,0,True,0,True,2020-08-22 02:05:15+00:00,False,8,2020-08-22 02:34:40,2020
145,170,8,0,active,True,170,0,True,0,True,2020-08-21 23:05:17+00:00,True,6,2020-08-22 02:34:40,2020
146,171,11,0,active,True,171,0,True,0,True,2020-08-22 00:26:01+00:00,True,12,2020-08-22 02:34:40,2020
147,173,1,0,active,True,173,1,True,0,True,2020-08-22 02:08:41+00:00,True,12,2020-08-22 02:34:40,2020
148,174,6,0,active,True,174,0,True,0,True,2020-08-22 02:00:22+00:00,False,9,2020-08-22 02:34:40,2020
149,175,11,0,active,True,175,0,True,0,True,2020-08-22 00:38:57+00:00,True,6,2020-08-22 02:34:40,2020
150,176,2,0,active,True,176,2,True,0,True,2020-08-22 01:44:34+00:00,False,11,2020-08-22 02:34:40,2020
151,177,10,0,active,True,177,0,True,0,True,2020-08-22 02:24:18+00:00,False,9,2020-08-22 02:34:40,2020
152,178,8,0,active,True,178,1,True,0,True,2020-08-22 02:21:15+00:00,False,10,2020-08-22 02:34:40,2020
153,179,16,0,active,True,179,0,True,0,True,2020-08-22 01:50:27+00:00,False,9,2020-08-22 02:34:40,2020
154,180,8,0,active,True,180,0,True,0,True,2020-08-22 01:01:08+00:00,False,11,2020-08-22 02:34:40,2020
155,181,12,0,active,True,181,0,True,0,True,2020-08-22 02:25:17+00:00,False,7,2020-08-22 02:34:40,2020
156,182,15,0,active,True,182,0,True,0,True,2020-08-22 01:22:56+00:00,True,4,2020-08-22 02:34:40,2020
157,183,15,0,active,True,183,0,True,0,True,2020-08-22 01:58:56+00:00,False,4,2020-08-22 02:34:40,2020
158,184,16,0,active,True,184,0,True,0,True,2020-08-22 00:56:11+00:00,False,3,2020-08-22 02:34:40,2020
159,185,8,0,active,True,185,0,True,0,True,2020-08-22 02:28:55+00:00,False,7,2020-08-22 02:34:40,2020
160,186,3,0,active,True,186,0,True,0,True,2020-08-22 02:10:03+00:00,True,12,2020-08-22 02:34:40,2020
161,187,12,0,active,True,187,1,True,0,True,2020-08-22 00:37:03+00:00,False,2,2020-08-22 02:34:40,2020
162,188,2,0,active,True,188,0,True,0,True,2020-08-22 02:24:11+00:00,False,13,2020-08-22 02:34:40,2020
163,189,21,0,active,True,189,0,True,0,True,2020-08-22 02:34:28+00:00,True,2,2020-08-22 02:34:40,2020
164,190,22,0,active,True,190,1,True,0,True,2020-08-22 01:44:07+00:00,True,14,2020-08-22 02:34:40,2020
165,191,14,0,active,True,191,0,True,0,True,2020-08-22 00:15:03+00:00,False,1,2020-08-22 02:34:40,2020
166,192,16,0,active,True,192,0,True,0,True,2020-08-22 02:25:31+00:00,False,3,2020-08-22 02:34:40,2020
167,193,10,0,active,True,193,0,True,0,True,2020-08-22 02:10:37+00:00,True,5,2020-08-22 02:34:40,2020
168,194,15,0,active,True,194,0,True,0,True,2020-08-22 02:09:02+00:00,False,4,2020-08-22 02:34:40,2020
169,195,14,0,active,True,195,0,True,0,True,2020-08-22 02:23:11+00:00,False,9,2020-08-22 02:34:40,2020
170,196,3,0,active,True,196,0,True,0,True,2020-08-22 01:43:10+00:00,False,7,2020-08-22 02:34:40,2020
171,197,1,0,active,True,197,0,True,0,True,2020-08-22 01:48:34+00:00,False,14,2020-08-22 02:34:40,2020
172,199,4,0,active,True,199,0,True,0,True,2020-08-21 23:38:51+00:00,False,11,2020-08-22 02:34:40,2020
173,200,4,0,active,True,200,0,True,0,True,2020-08-22 02:03:52+00:00,False,15,2020-08-22 02:34:40,2020
174,201,13,0,active,True,201,0,True,0,True,2020-08-21 22:44:20+00:00,False,2,2020-08-22 02:34:40,2020
175,202,12,0,active,True,202,0,True,0,True,2020-08-22 01:55:14+00:00,False,3,2020-08-22 02:34:40,2020
176,203,9,0,active,True,203,0,True,0,True,2020-08-21 12:45:21+00:00,False,6,2020-08-22 02:34:40,2020
177,204,14,0,active,True,204,0,True,0,True,2020-08-22 01:15:54+00:00,False,1,2020-08-22 02:34:40,2020
178,205,11,0,active,True,205,0,True,0,True,2020-08-22 02:28:27+00:00,False,4,2020-08-22 02:34:40,2020
179,206,19,0,active,True,206,0,True,0,True,2020-08-22 01:56:27+00:00,False,4,2020-08-22 02:34:40,2020
180,208,0,0,active,True,208,0,True,0,True,2020-08-22 01:20:02+00:00,True,15,2020-08-22 02:34:40,2020
181,209,9,0,active,True,209,1,True,0,True,2020-08-22 00:39:16+00:00,False,5,2020-08-22 02:34:40,2020
182,210,14,0,active,True,210,0,True,0,True,2020-08-22 01:51:42+00:00,False,1,2020-08-22 02:34:40,2020
183,211,6,0,active,True,211,0,True,0,True,2020-08-22 01:28:09+00:00,False,13,2020-08-22 02:34:40,2020
184,212,28,0,active,True,212,2,True,0,True,2020-08-22 01:40:14+00:00,False,3,2020-08-22 02:34:40,2020
185,213,11,0,active,True,213,0,True,0,True,2020-08-22 02:07:25+00:00,True,5,2020-08-22 02:34:40,2020
186,214,10,0,active,True,214,0,True,0,True,2020-08-22 01:43:02+00:00,False,5,2020-08-22 02:34:40,2020
187,215,9,0,active,True,215,1,True,0,True,2020-08-22 01:02:30+00:00,False,5,2020-08-22 02:34:40,2020
188,216,6,0,active,True,216,0,True,0,True,2020-08-21 23:55:44+00:00,False,13,2020-08-22 02:34:40,2020
189,217,12,0,active,True,217,1,True,0,True,2020-08-22 00:23:42+00:00,False,6,2020-08-22 02:34:40,2020
190,218,8,0,active,True,218,0,True,0,True,2020-08-22 02:32:29+00:00,False,7,2020-08-22 02:34:40,2020
191,219,8,0,active,True,219,0,True,0,True,2020-08-22 01:44:25+00:00,False,7,2020-08-22 02:34:40,2020
192,221,17,0,active,True,221,0,True,0,True,2020-08-22 02:09:55+00:00,False,2,2020-08-22 02:34:40,2020
193,222,6,0,active,True,222,1,True,0,True,2020-08-22 02:31:52+00:00,True,7,2020-08-22 02:34:40,2020
194,224,10,0,active,True,224,1,True,0,True,2020-08-22 00:44:29+00:00,False,6,2020-08-22 02:34:40,2020
195,225,3,0,active,True,225,1,True,0,True,2020-08-22 02:07:23+00:00,False,15,2020-08-22 02:34:40,2020
196,226,9,0,active,True,226,1,True,0,True,2020-08-22 02:19:05+00:00,False,5,2020-08-22 02:34:40,2020
197,227,7,0,active,True,227,2,True,0,True,2020-08-22 02:14:09+00:00,False,10,2020-08-22 02:34:40,2020
198,228,9,0,active,True,228,0,True,0,True,2020-08-22 01:45:34+00:00,False,10,2020-08-22 02:34:40,2020
199,232,10,0,active,True,232,0,True,0,True,2020-08-21 21:57:05+00:00,False,1,2020-08-22 02:34:40,2020
200,233,12,0,active,True,233,0,True,0,True,2020-08-22 02:28:44+00:00,False,3,2020-08-22 02:34:40,2020
201,234,13,0,active,True,234,0,True,0,True,2020-08-22 02:07:58+00:00,False,2,2020-08-22 02:34:40,2020
202,235,7,0,active,True,235,0,True,0,True,2020-08-22 01:06:27+00:00,False,8,2020-08-22 02:34:40,2020
203,236,0,0,active,True,236,0,True,0,True,2020-08-22 02:28:12+00:00,False,15,2020-08-22 02:34:40,2020
204,239,10,0,active,True,239,0,True,0,True,2020-08-22 02:30:49+00:00,False,5,2020-08-22 02:34:40,2020
205,255,10,0,active,True,255,0,True,0,True,2020-08-21 18:57:17+00:00,False,5,2020-08-22 02:34:40,2020
206,258,1,0,active,True,258,0,True,0,True,2020-08-22 00:58:28+00:00,False,14,2020-08-22 02:34:40,2020
207,259,8,0,active,True,259,0,True,0,True,2020-08-22 02:22:18+00:00,False,7,2020-08-22 02:34:40,2020
208,260,12,0,active,True,260,0,True,0,True,2020-08-22 01:47:40+00:00,False,3,2020-08-22 02:34:40,2020
209,271,10,0,active,True,271,0,True,0,True,2020-08-22 02:27:04+00:00,False,5,2020-08-22 02:34:40,2020
210,272,13,0,active,True,272,0,True,0,True,2020-08-22 01:57:37+00:00,False,6,2020-08-22 02:34:40,2020
211,273,17,0,active,True,273,0,True,0,True,2020-08-22 02:10:03+00:00,False,23,2020-08-22 02:34:40,2020
212,279,2,0,active,True,279,0,True,0,True,2020-08-22 02:22:08+00:00,False,17,2020-08-22 02:34:40,2020
213,280,5,0,active,True,280,0,True,0,True,2020-08-21 23:18:55+00:00,False,14,2020-08-22 02:34:40,2020
214,282,0,0,active,True,282,1,True,0,True,2020-08-22 02:14:47+00:00,False,14,2020-08-22 02:34:40,2020
215,296,18,0,active,True,296,1,True,0,True,2020-08-22 01:52:28+00:00,False,4,2020-08-22 02:34:40,2020
216,318,19,0,active,True,318,0,True,0,True,2020-08-22 01:43:27+00:00,False,0,2020-08-22 02:34:40,2020
217,319,24,0,active,True,319,0,True,0,True,2020-08-22 01:45:53+00:00,False,1,2020-08-22 02:34:40,2020
218,327,11,0,active,True,327,1,True,0,True,2020-08-22 01:04:44+00:00,False,3,2020-08-22 02:34:40,2020
219,328,4,0,active,True,328,0,True,0,True,2020-08-22 02:24:04+00:00,False,11,2020-08-22 02:34:40,2020
220,329,5,0,active,True,329,0,True,0,True,2020-08-22 02:11:59+00:00,False,10,2020-08-22 02:34:40,2020
221,330,12,0,active,True,330,0,True,0,True,2020-08-22 02:31:53+00:00,False,3,2020-08-22 02:34:40,2020
222,331,0,0,active,True,331,0,True,0,True,2020-08-22 02:33:08+00:00,False,15,2020-08-22 02:34:40,2020
223,332,4,0,active,True,332,0,True,0,True,2020-08-22 02:08:39+00:00,False,11,2020-08-22 02:34:40,2020
224,333,2,0,active,True,333,0,True,0,True,2020-08-22 01:50:05+00:00,False,23,2020-08-22 02:34:40,2020
225,334,4,0,active,True,334,0,True,0,True,2020-08-22 02:05:18+00:00,False,15,2020-08-22 02:34:40,2020
226,335,15,0,active,True,335,0,True,0,True,2020-08-22 02:07:44+00:00,False,4,2020-08-22 02:34:40,2020
227,336,11,0,active,True,336,0,True,0,True,2020-08-21 21:26:12+00:00,False,4,2020-08-22 02:34:40,2020
228,337,0,0,active,True,337,0,True,0,True,2020-08-22 00:22:27+00:00,False,15,2020-08-22 02:34:40,2020
229,338,8,0,active,True,338,0,True,0,True,2020-08-22 01:11:26+00:00,False,7,2020-08-22 02:34:40,2020
230,339,0,0,active,True,339,0,True,0,True,2020-08-21 23:28:46+00:00,False,15,2020-08-22 02:34:40,2020
231,340,4,0,active,True,340,0,True,0,True,2020-08-21 08:56:34+00:00,False,15,2020-08-22 02:34:40,2020
232,341,1,0,active,True,341,0,True,0,True,2020-08-22 01:31:25+00:00,True,14,2020-08-22 02:34:40,2020
