,last_reported,num_bikes_available,station_id,is_installed,is_renting,num_ebikes_available,num_docks_available,legacy_id,eightd_has_available_keys,station_status,is_returning,num_bikes_disabled,num_docks_disabled,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,2020-07-29 13:47:46+00:00,7,3,True,True,0,8,3,True,active,True,0,0,,,2020-07-29 14:29:55,2020
1,2020-07-29 14:28:24+00:00,5,4,True,True,0,14,4,False,active,True,0,0,,,2020-07-29 14:29:55,2020
2,2020-07-29 14:12:47+00:00,9,5,True,True,0,6,5,False,active,True,0,0,,,2020-07-29 14:29:55,2020
3,2020-07-29 14:29:13+00:00,10,6,True,True,0,5,6,False,active,True,0,0,,,2020-07-29 14:29:55,2020
4,2020-07-29 13:32:50+00:00,1,7,True,True,0,14,7,False,active,True,0,0,,,2020-07-29 14:29:55,2020
5,2020-07-29 14:01:28+00:00,10,8,True,True,0,7,8,False,active,True,2,0,,,2020-07-29 14:29:55,2020
6,2020-07-29 14:16:29+00:00,5,9,True,True,0,9,9,False,active,True,1,0,,,2020-07-29 14:29:55,2020
7,2020-07-29 14:25:08+00:00,8,10,True,True,0,2,10,False,active,True,1,0,,,2020-07-29 14:29:55,2020
8,2020-07-29 14:27:53+00:00,10,11,True,True,0,4,11,False,active,True,1,0,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 69, 'dock_blocked_count': 0, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 54, 'region': 'BOS', 'off_dock_capacity': 50, 'active': True}",2020-07-29 14:29:55,2020
9,2020-07-29 14:15:36+00:00,6,12,True,True,0,12,12,True,active,True,0,0,,,2020-07-29 14:29:55,2020
10,2020-07-29 14:27:10+00:00,16,13,True,True,0,3,13,False,active,True,0,0,,,2020-07-29 14:29:55,2020
11,2020-07-29 14:15:04+00:00,18,14,True,True,0,7,14,False,active,True,0,0,,,2020-07-29 14:29:55,2020
12,2020-07-29 13:25:23+00:00,8,15,True,True,0,7,15,False,active,True,0,0,,,2020-07-29 14:29:55,2020
13,2020-07-29 14:26:30+00:00,8,16,True,True,0,10,16,True,active,True,1,0,,,2020-07-29 14:29:55,2020
14,2020-07-29 13:20:45+00:00,13,17,True,True,0,2,17,False,active,True,0,0,,,2020-07-29 14:29:55,2020
15,2020-07-29 13:29:41+00:00,8,19,True,True,0,7,19,False,active,True,0,0,,,2020-07-29 14:29:55,2020
16,2020-07-29 14:26:25+00:00,19,20,True,True,0,3,20,True,active,True,1,0,,,2020-07-29 14:29:55,2020
17,2020-07-29 13:31:42+00:00,6,21,True,True,0,12,21,False,active,True,0,0,,,2020-07-29 14:29:55,2020
18,2020-07-29 13:20:26+00:00,9,22,True,True,0,38,22,False,active,True,0,0,,,2020-07-29 14:29:55,2020
19,2020-07-29 14:28:04+00:00,12,23,True,True,0,9,23,True,active,True,0,0,,,2020-07-29 14:29:55,2020
20,2020-07-29 14:28:11+00:00,5,24,True,True,0,13,24,False,active,True,1,0,,,2020-07-29 14:29:55,2020
21,2020-07-29 14:05:54+00:00,14,25,True,True,0,1,25,False,active,True,0,0,,,2020-07-29 14:29:55,2020
22,2020-07-29 13:09:47+00:00,8,26,True,True,0,6,26,False,active,True,1,0,,,2020-07-29 14:29:55,2020
23,2020-07-29 14:02:06+00:00,12,27,True,True,0,11,27,False,active,True,0,0,,,2020-07-29 14:29:55,2020
24,2020-07-29 13:23:58+00:00,12,29,True,True,0,3,29,False,active,True,0,0,,,2020-07-29 14:29:55,2020
25,2020-07-29 13:41:18+00:00,15,30,True,True,0,0,30,False,active,True,0,0,,,2020-07-29 14:29:55,2020
26,2020-07-29 12:57:51+00:00,7,31,True,True,0,11,31,True,active,True,1,0,,,2020-07-29 14:29:55,2020
27,2020-07-29 12:55:36+00:00,0,32,True,True,0,15,32,False,active,True,0,0,,,2020-07-29 14:29:55,2020
28,2020-07-29 14:23:53+00:00,14,33,True,True,0,13,33,False,active,True,0,0,,,2020-07-29 14:29:55,2020
29,2020-07-29 14:17:53+00:00,11,35,True,True,0,12,35,False,active,True,0,0,,,2020-07-29 14:29:55,2020
30,2020-07-29 14:08:44+00:00,19,36,True,True,0,14,36,True,active,True,0,0,,,2020-07-29 14:29:55,2020
31,2020-07-29 13:17:22+00:00,0,37,True,True,0,15,37,True,active,True,0,0,,,2020-07-29 14:29:55,2020
32,2020-07-29 14:29:28+00:00,12,39,True,True,0,11,39,False,active,True,0,0,,,2020-07-29 14:29:55,2020
33,2020-07-29 14:23:46+00:00,11,40,True,True,0,8,40,False,active,True,0,0,,,2020-07-29 14:29:55,2020
34,2020-07-29 14:28:39+00:00,8,41,True,True,0,18,41,True,active,True,1,0,,,2020-07-29 14:29:55,2020
35,2020-07-29 14:19:50+00:00,10,42,True,True,0,13,42,False,active,True,0,0,,,2020-07-29 14:29:55,2020
36,2020-07-29 13:52:12+00:00,4,43,True,True,0,11,43,True,active,True,0,0,,,2020-07-29 14:29:55,2020
37,2020-07-29 13:28:26+00:00,16,44,True,True,0,7,44,False,active,True,0,0,,,2020-07-29 14:29:55,2020
38,2020-07-29 14:28:02+00:00,6,46,True,True,0,12,46,False,active,True,1,0,,,2020-07-29 14:29:55,2020
39,2020-07-29 14:17:33+00:00,5,47,True,True,0,14,47,True,active,True,0,0,,,2020-07-29 14:29:55,2020
40,2020-07-29 14:28:23+00:00,14,48,True,True,0,4,48,False,active,True,1,0,,,2020-07-29 14:29:55,2020
41,2020-07-29 14:15:53+00:00,8,49,True,True,0,9,49,False,active,True,1,0,,,2020-07-29 14:29:55,2020
42,2020-07-29 14:24:20+00:00,11,50,True,True,0,4,50,True,active,True,0,0,,,2020-07-29 14:29:55,2020
43,2020-07-29 14:12:41+00:00,5,51,True,False,0,7,51,False,active,False,3,0,,,2020-07-29 14:29:55,2020
44,2020-07-29 14:27:08+00:00,6,52,True,True,0,17,52,True,active,True,0,0,,,2020-07-29 14:29:55,2020
45,2020-07-29 14:08:43+00:00,7,53,True,True,0,12,53,False,active,True,0,0,,,2020-07-29 14:29:55,2020
46,2020-07-29 13:44:25+00:00,6,54,True,True,0,9,54,False,active,True,0,0,,,2020-07-29 14:29:55,2020
47,2020-07-29 13:47:51+00:00,7,55,True,True,0,6,55,False,active,True,2,0,,,2020-07-29 14:29:55,2020
48,2020-07-29 14:23:48+00:00,17,56,True,True,0,1,56,True,active,True,0,0,,,2020-07-29 14:29:55,2020
49,2020-07-29 14:29:21+00:00,8,57,True,True,0,6,57,True,active,True,0,0,,,2020-07-29 14:29:55,2020
50,2020-07-29 14:09:02+00:00,0,58,True,True,0,19,58,True,active,True,0,0,,,2020-07-29 14:29:55,2020
51,2020-07-29 14:26:39+00:00,8,59,True,True,0,11,59,True,active,True,0,0,,,2020-07-29 14:29:55,2020
52,2020-07-29 14:28:50+00:00,4,60,True,True,0,15,60,False,active,True,0,0,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 61, 'dock_blocked_count': 0, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 29, 'region': 'BOS', 'off_dock_capacity': 40, 'active': True}",2020-07-29 14:29:55,2020
53,2020-07-29 14:22:02+00:00,12,61,True,True,0,7,61,False,active,True,0,0,,,2020-07-29 14:29:55,2020
54,2020-07-29 10:45:40+00:00,15,63,True,True,0,0,63,False,active,True,0,0,,,2020-07-29 14:29:55,2020
55,2020-07-29 14:08:24+00:00,13,64,True,True,0,6,64,False,active,True,0,0,,,2020-07-29 14:29:55,2020
56,2020-07-29 14:01:41+00:00,8,65,True,True,0,14,65,False,active,True,1,0,,,2020-07-29 14:29:55,2020
57,2020-07-29 14:18:32+00:00,2,66,True,True,0,13,66,False,active,True,0,0,,,2020-07-29 14:29:55,2020
58,2020-07-29 14:21:52+00:00,6,67,True,True,0,18,67,True,active,True,3,0,,,2020-07-29 14:29:55,2020
59,2020-07-29 14:29:38+00:00,2,68,True,True,0,16,68,True,active,True,1,0,,,2020-07-29 14:29:55,2020
60,2020-07-29 14:28:56+00:00,2,69,True,True,0,16,69,True,active,True,1,0,,,2020-07-29 14:29:55,2020
61,2020-07-29 14:08:21+00:00,5,70,True,True,0,18,70,False,active,True,0,0,,,2020-07-29 14:29:55,2020
62,2020-07-29 14:11:34+00:00,14,71,True,True,0,9,71,False,active,True,0,0,,,2020-07-29 14:29:55,2020
63,2020-07-29 13:35:07+00:00,11,72,True,True,0,12,72,False,active,True,0,0,,,2020-07-29 14:29:55,2020
64,2020-07-29 14:27:47+00:00,9,73,True,True,0,5,73,False,active,True,1,0,,,2020-07-29 14:29:55,2020
65,2020-07-29 14:16:24+00:00,5,74,True,True,0,14,74,True,active,True,0,0,,,2020-07-29 14:29:55,2020
66,2020-07-29 13:48:24+00:00,9,75,True,True,0,6,75,False,active,True,0,0,,,2020-07-29 14:29:55,2020
67,2020-07-29 14:21:42+00:00,1,76,True,True,0,16,76,False,active,True,0,0,,,2020-07-29 14:29:55,2020
68,2020-07-29 14:19:55+00:00,2,77,True,True,0,13,77,False,active,True,0,0,,,2020-07-29 14:29:55,2020
69,2020-07-29 13:55:21+00:00,14,78,True,True,0,5,78,False,active,True,0,0,,,2020-07-29 14:29:55,2020
70,2020-07-29 14:05:35+00:00,0,79,True,True,0,19,79,False,active,True,0,0,,,2020-07-29 14:29:55,2020
71,2020-07-29 14:26:17+00:00,27,80,True,True,0,8,80,False,active,True,0,0,,,2020-07-29 14:29:55,2020
72,2020-07-29 14:26:12+00:00,6,81,True,True,0,13,81,False,active,True,0,0,,,2020-07-29 14:29:55,2020
73,2020-07-29 13:03:52+00:00,0,82,True,True,0,15,82,False,active,True,0,0,,,2020-07-29 14:29:55,2020
74,2020-07-29 13:59:03+00:00,6,84,True,True,0,8,84,False,active,True,1,0,,,2020-07-29 14:29:55,2020
75,2020-07-29 14:14:00+00:00,16,85,True,True,0,3,85,False,active,True,0,0,,,2020-07-29 14:29:55,2020
76,2020-07-29 13:49:56+00:00,7,86,True,True,0,12,86,False,active,True,0,0,,,2020-07-29 14:29:55,2020
77,2020-07-29 14:25:33+00:00,2,87,True,True,0,13,87,False,active,True,0,0,,,2020-07-29 14:29:55,2020
78,2020-07-29 13:46:13+00:00,12,89,True,True,0,7,89,False,active,True,0,0,,,2020-07-29 14:29:55,2020
79,2020-07-29 14:16:41+00:00,10,90,True,True,0,9,90,False,active,True,0,0,,,2020-07-29 14:29:55,2020
80,2020-07-29 14:23:10+00:00,14,91,True,True,0,2,91,False,active,True,3,0,,,2020-07-29 14:29:55,2020
81,2020-07-29 12:48:24+00:00,13,92,True,True,0,5,92,False,active,True,1,0,,,2020-07-29 14:29:55,2020
