,is_installed,num_docks_disabled,num_ebikes_available,eightd_has_available_keys,legacy_id,num_docks_available,num_bikes_available,station_id,num_bikes_disabled,last_reported,station_status,is_renting,is_returning,timestamp_of_data_read_request,year_station_last_reported
0,True,0,0,False,3,14,1,3,0,2020-08-10 01:32:47+00:00,active,True,True,2020-08-10 02:02:20,2020
1,True,0,0,False,4,14,5,4,0,2020-08-10 01:26:14+00:00,active,True,True,2020-08-10 02:02:20,2020
2,True,0,0,False,5,4,10,5,1,2020-08-10 01:42:24+00:00,active,True,True,2020-08-10 02:02:20,2020
3,True,0,0,False,6,1,12,6,2,2020-08-10 01:49:21+00:00,active,True,True,2020-08-10 02:02:20,2020
4,True,0,0,False,7,15,0,7,0,2020-08-10 01:45:36+00:00,active,True,True,2020-08-10 02:02:20,2020
5,True,0,0,False,8,4,15,8,0,2020-08-10 01:34:24+00:00,active,True,True,2020-08-10 02:02:20,2020
6,True,0,0,False,9,13,2,9,0,2020-08-10 01:16:48+00:00,active,True,True,2020-08-10 02:02:20,2020
7,True,0,0,False,10,5,5,10,1,2020-08-10 02:00:00+00:00,active,True,True,2020-08-10 02:02:20,2020
8,True,0,0,False,11,14,0,11,1,2020-08-10 02:01:53+00:00,active,True,True,2020-08-10 02:02:20,2020
9,True,0,0,True,12,5,13,12,0,2020-08-10 01:57:36+00:00,active,True,True,2020-08-10 02:02:20,2020
10,True,0,0,False,13,11,8,13,0,2020-08-10 01:41:48+00:00,active,True,True,2020-08-10 02:02:20,2020
11,True,0,0,False,14,9,15,14,1,2020-08-10 01:02:07+00:00,active,True,True,2020-08-10 02:02:20,2020
12,True,0,0,False,15,1,14,15,0,2020-08-10 01:00:22+00:00,active,True,True,2020-08-10 02:02:20,2020
13,True,0,0,True,16,18,1,16,0,2020-08-10 01:57:17+00:00,active,True,True,2020-08-10 02:02:20,2020
14,True,0,0,False,17,10,5,17,0,2020-08-10 01:56:57+00:00,active,True,True,2020-08-10 02:02:20,2020
15,True,0,0,False,19,5,10,19,0,2020-08-10 00:14:43+00:00,active,True,True,2020-08-10 02:02:20,2020
16,True,0,0,False,20,20,2,20,1,2020-08-10 01:49:35+00:00,active,True,True,2020-08-10 02:02:20,2020
17,True,0,0,True,21,10,8,21,0,2020-08-10 01:21:39+00:00,active,True,True,2020-08-10 02:02:20,2020
18,True,0,0,True,22,32,15,22,0,2020-08-10 01:55:27+00:00,active,True,True,2020-08-10 02:02:20,2020
19,True,0,0,False,23,13,7,23,1,2020-08-10 01:46:54+00:00,active,True,True,2020-08-10 02:02:20,2020
20,True,0,0,False,24,18,1,24,0,2020-08-10 01:56:47+00:00,active,True,True,2020-08-10 02:02:20,2020
21,True,0,0,False,25,9,5,25,1,2020-08-10 00:36:25+00:00,active,True,True,2020-08-10 02:02:20,2020
22,True,0,0,False,26,1,12,26,2,2020-08-10 01:54:26+00:00,active,True,True,2020-08-10 02:02:20,2020
23,True,0,0,False,27,5,17,27,1,2020-08-10 01:54:41+00:00,active,True,True,2020-08-10 02:02:20,2020
24,True,0,0,False,29,7,7,29,1,2020-08-09 22:22:53+00:00,active,True,True,2020-08-10 02:02:20,2020
25,True,0,0,False,30,7,8,30,0,2020-08-10 01:51:19+00:00,active,True,True,2020-08-10 02:02:20,2020
26,True,0,0,True,31,17,2,31,0,2020-08-09 23:37:08+00:00,active,True,True,2020-08-10 02:02:20,2020
27,True,0,0,False,32,13,2,32,0,2020-08-10 02:00:46+00:00,active,True,True,2020-08-10 02:02:20,2020
28,True,0,0,False,33,0,26,33,1,2020-08-10 02:01:32+00:00,active,True,True,2020-08-10 02:02:20,2020
29,True,0,0,False,35,21,2,35,0,2020-08-10 01:22:27+00:00,active,True,True,2020-08-10 02:02:20,2020
30,True,0,0,True,36,31,2,36,0,2020-08-10 01:23:14+00:00,active,True,True,2020-08-10 02:02:20,2020
31,True,0,0,True,37,15,0,37,0,2020-08-09 23:12:12+00:00,active,True,True,2020-08-10 02:02:20,2020
32,True,0,0,False,39,16,7,39,0,2020-08-10 01:25:08+00:00,active,True,True,2020-08-10 02:02:20,2020
33,True,0,0,False,40,1,15,40,3,2020-08-10 02:00:55+00:00,active,True,True,2020-08-10 02:02:20,2020
34,True,0,0,True,41,13,11,41,3,2020-08-10 01:57:58+00:00,active,True,True,2020-08-10 02:02:20,2020
35,True,0,0,False,42,6,17,42,0,2020-08-10 01:41:16+00:00,active,True,True,2020-08-10 02:02:20,2020
36,True,0,0,True,43,14,0,43,1,2020-08-10 01:28:34+00:00,active,True,True,2020-08-10 02:02:20,2020
37,True,0,0,False,44,21,1,44,1,2020-08-10 00:05:42+00:00,active,True,True,2020-08-10 02:02:20,2020
38,True,0,0,False,46,6,10,46,3,2020-08-10 01:53:47+00:00,active,True,True,2020-08-10 02:02:20,2020
39,True,0,0,True,47,5,13,47,1,2020-08-10 01:54:53+00:00,active,True,True,2020-08-10 02:02:20,2020
40,True,0,0,False,48,17,2,48,0,2020-08-10 00:51:13+00:00,active,True,True,2020-08-10 02:02:20,2020
41,True,0,0,False,49,0,18,49,0,2020-08-10 01:05:54+00:00,active,True,True,2020-08-10 02:02:20,2020
42,True,0,0,True,50,6,9,50,0,2020-08-10 01:35:31+00:00,active,True,True,2020-08-10 02:02:20,2020
43,True,0,0,False,51,11,4,51,0,2020-08-10 01:46:33+00:00,active,True,True,2020-08-10 02:02:20,2020
44,True,0,0,True,52,14,8,52,1,2020-08-10 01:54:28+00:00,active,True,True,2020-08-10 02:02:20,2020
45,True,0,0,False,53,3,15,53,1,2020-08-10 01:53:49+00:00,active,True,True,2020-08-10 02:02:20,2020
46,True,0,0,False,54,2,13,54,0,2020-08-10 01:49:16+00:00,active,True,True,2020-08-10 02:02:20,2020
47,True,0,0,False,55,4,10,55,1,2020-08-10 01:52:19+00:00,active,True,True,2020-08-10 02:02:20,2020
48,True,0,0,True,56,13,5,56,0,2020-08-10 01:34:40+00:00,active,True,True,2020-08-10 02:02:20,2020
49,True,0,0,True,57,9,4,57,1,2020-08-10 01:03:40+00:00,active,True,True,2020-08-10 02:02:20,2020
50,True,0,0,True,58,2,14,58,3,2020-08-10 00:22:00+00:00,active,True,True,2020-08-10 02:02:20,2020
51,True,0,0,True,59,18,1,59,0,2020-08-10 01:44:21+00:00,active,True,True,2020-08-10 02:02:20,2020
52,True,0,0,False,60,8,10,60,1,2020-08-10 01:56:15+00:00,active,True,True,2020-08-10 02:02:20,2020
53,True,0,0,False,61,10,7,61,2,2020-08-10 01:48:20+00:00,active,True,True,2020-08-10 02:02:20,2020
54,True,0,0,False,63,7,6,63,2,2020-08-10 00:52:25+00:00,active,True,True,2020-08-10 02:02:20,2020
55,True,0,0,False,64,17,2,64,0,2020-08-10 01:58:22+00:00,active,True,True,2020-08-10 02:02:20,2020
56,True,0,0,False,65,19,4,65,0,2020-08-10 01:08:16+00:00,active,True,True,2020-08-10 02:02:20,2020
57,True,0,0,False,66,4,11,66,0,2020-08-10 01:48:22+00:00,active,True,True,2020-08-10 02:02:20,2020
58,True,0,0,True,67,21,5,67,1,2020-08-10 01:55:47+00:00,active,True,True,2020-08-10 02:02:20,2020
59,True,0,0,True,68,7,11,68,1,2020-08-10 01:46:22+00:00,active,True,True,2020-08-10 02:02:20,2020
60,True,0,0,True,69,12,7,69,0,2020-08-10 01:37:38+00:00,active,True,True,2020-08-10 02:02:20,2020
61,True,0,0,False,70,10,13,70,0,2020-08-10 01:06:49+00:00,active,True,True,2020-08-10 02:02:20,2020
62,True,0,0,False,71,1,22,71,0,2020-08-10 01:46:31+00:00,active,True,True,2020-08-10 02:02:20,2020
63,True,0,0,False,72,21,2,72,0,2020-08-10 01:29:33+00:00,active,True,True,2020-08-10 02:02:20,2020
64,True,0,0,False,73,3,12,73,0,2020-08-10 02:00:59+00:00,active,True,True,2020-08-10 02:02:20,2020
65,True,0,0,True,74,1,17,74,1,2020-08-10 01:49:12+00:00,active,True,True,2020-08-10 02:02:20,2020
66,True,0,0,False,75,9,6,75,0,2020-08-10 01:23:07+00:00,active,True,True,2020-08-10 02:02:20,2020
67,True,0,0,False,76,10,7,76,0,2020-08-10 01:56:48+00:00,active,True,True,2020-08-10 02:02:20,2020
68,True,0,0,False,77,13,1,77,1,2020-08-10 01:35:04+00:00,active,True,True,2020-08-10 02:02:20,2020
69,True,0,0,False,78,18,1,78,0,2020-08-10 01:53:41+00:00,active,True,True,2020-08-10 02:02:20,2020
70,True,0,0,False,79,2,14,79,3,2020-08-10 01:53:15+00:00,active,True,True,2020-08-10 02:02:20,2020
71,True,0,0,False,80,33,2,80,0,2020-08-10 01:56:49+00:00,active,True,True,2020-08-10 02:02:20,2020
72,True,0,0,False,81,19,0,81,0,2020-08-10 01:11:11+00:00,active,True,True,2020-08-10 02:02:20,2020
73,True,0,0,False,82,12,3,82,0,2020-08-10 00:23:32+00:00,active,True,True,2020-08-10 02:02:20,2020
74,True,0,0,False,84,11,4,84,0,2020-08-10 01:39:15+00:00,active,True,True,2020-08-10 02:02:20,2020
75,True,0,0,False,85,12,7,85,0,2020-08-10 01:43:05+00:00,active,True,True,2020-08-10 02:02:20,2020
76,True,0,0,False,86,16,3,86,0,2020-08-10 01:33:34+00:00,active,True,True,2020-08-10 02:02:20,2020
77,True,0,0,False,87,9,6,87,0,2020-08-10 01:51:25+00:00,active,True,True,2020-08-10 02:02:20,2020
78,True,0,0,False,89,5,14,89,0,2020-08-10 01:45:09+00:00,active,True,True,2020-08-10 02:02:20,2020
79,True,0,0,False,90,0,18,90,1,2020-08-10 01:09:52+00:00,active,True,True,2020-08-10 02:02:20,2020
80,True,0,0,False,91,14,4,91,1,2020-08-10 01:32:27+00:00,active,True,True,2020-08-10 02:02:20,2020
81,True,0,0,False,92,6,13,92,0,2020-08-09 23:38:09+00:00,active,True,True,2020-08-10 02:02:20,2020
82,True,0,0,False,93,2,11,93,2,2020-08-10 00:16:49+00:00,active,True,True,2020-08-10 02:02:20,2020
83,True,0,0,False,94,1,9,94,1,2020-08-10 00:27:28+00:00,active,True,True,2020-08-10 02:02:20,2020
84,True,0,0,False,95,12,2,95,1,2020-08-10 01:41:31+00:00,active,True,True,2020-08-10 02:02:20,2020
85,True,0,0,False,96,1,18,96,0,2020-08-10 01:55:45+00:00,active,True,True,2020-08-10 02:02:20,2020
86,True,0,0,False,97,2,17,97,0,2020-08-10 01:54:23+00:00,active,True,True,2020-08-10 02:02:20,2020
87,True,0,0,False,98,17,6,98,0,2020-08-10 01:11:50+00:00,active,True,True,2020-08-10 02:02:20,2020
88,True,0,0,False,99,12,2,99,1,2020-08-10 01:02:43+00:00,active,True,True,2020-08-10 02:02:20,2020
89,True,0,0,True,100,13,12,100,0,2020-08-10 01:54:34+00:00,active,True,True,2020-08-10 02:02:20,2020
90,True,0,0,False,101,2,13,101,0,2020-08-10 01:57:49+00:00,active,True,True,2020-08-10 02:02:20,2020
91,True,0,0,False,102,9,6,102,0,2020-08-10 00:51:00+00:00,active,True,True,2020-08-10 02:02:20,2020
92,True,0,0,False,103,10,5,103,0,2020-08-10 01:44:03+00:00,active,True,True,2020-08-10 02:02:20,2020
93,True,0,0,False,104,3,16,104,0,2020-08-10 01:52:49+00:00,active,True,True,2020-08-10 02:02:20,2020
94,True,0,0,False,105,15,4,105,0,2020-08-10 01:33:27+00:00,active,True,True,2020-08-10 02:02:20,2020
95,True,0,0,False,106,7,8,106,0,2020-08-10 00:24:51+00:00,active,True,True,2020-08-10 02:02:20,2020
96,True,0,0,False,107,12,7,107,0,2020-08-10 01:27:37+00:00,active,True,True,2020-08-10 02:02:20,2020
97,True,0,0,False,108,13,4,108,0,2020-08-10 01:50:37+00:00,active,True,True,2020-08-10 02:02:20,2020
98,True,0,0,False,109,28,5,109,2,2020-08-09 23:28:55+00:00,active,True,True,2020-08-10 02:02:20,2020
99,True,0,0,False,110,14,1,110,0,2020-08-10 01:11:15+00:00,active,True,True,2020-08-10 02:02:20,2020
100,True,0,0,False,111,12,3,111,0,2020-08-10 00:57:33+00:00,active,True,True,2020-08-10 02:02:20,2020
101,True,0,0,False,112,3,12,112,0,2020-08-10 01:42:29+00:00,active,True,True,2020-08-10 02:02:20,2020
102,True,0,0,False,113,4,10,113,1,2020-08-10 01:44:58+00:00,active,True,True,2020-08-10 02:02:20,2020
103,True,0,0,False,114,13,2,114,0,2020-08-10 00:48:48+00:00,active,True,True,2020-08-10 02:02:20,2020
104,True,0,0,False,115,3,15,115,1,2020-08-10 01:34:07+00:00,active,True,True,2020-08-10 02:02:20,2020
105,True,0,0,False,116,13,10,116,0,2020-08-10 01:14:13+00:00,active,True,True,2020-08-10 02:02:20,2020
106,True,0,0,False,117,8,11,117,0,2020-08-10 01:55:24+00:00,active,True,True,2020-08-10 02:02:20,2020
107,True,0,0,False,118,2,17,118,0,2020-08-10 01:51:15+00:00,active,True,True,2020-08-10 02:02:20,2020
108,True,0,0,False,119,5,10,119,0,2020-08-10 00:55:35+00:00,active,True,True,2020-08-10 02:02:20,2020
109,True,0,0,False,120,1,9,120,5,2020-08-10 01:45:32+00:00,active,True,True,2020-08-10 02:02:20,2020
110,True,0,0,False,121,10,6,121,1,2020-08-10 01:18:39+00:00,active,True,True,2020-08-10 02:02:20,2020
111,True,0,0,False,122,3,12,122,0,2020-08-10 01:33:17+00:00,active,True,True,2020-08-10 02:02:20,2020
112,True,0,0,False,124,3,12,124,0,2020-08-09 22:54:45+00:00,active,True,True,2020-08-10 02:02:20,2020
113,True,0,0,False,125,2,12,125,1,2020-08-10 01:44:20+00:00,active,True,True,2020-08-10 02:02:20,2020
114,True,0,0,False,126,10,5,126,0,2020-08-09 23:26:23+00:00,active,True,True,2020-08-10 02:02:20,2020
115,True,0,0,False,128,6,12,128,1,2020-08-10 00:20:13+00:00,active,True,True,2020-08-10 02:02:20,2020
116,True,0,0,False,129,12,7,129,0,2020-08-10 00:47:57+00:00,active,True,True,2020-08-10 02:02:20,2020
117,True,0,0,False,130,1,14,130,0,2020-08-10 01:40:34+00:00,active,True,True,2020-08-10 02:02:20,2020
118,True,0,0,False,131,3,15,131,0,2020-08-10 01:31:47+00:00,active,True,True,2020-08-10 02:02:20,2020
119,True,0,0,False,133,9,14,133,0,2020-08-10 01:36:16+00:00,active,True,True,2020-08-10 02:02:20,2020
120,True,0,0,False,135,15,1,135,1,2020-08-10 00:23:47+00:00,active,True,True,2020-08-10 02:02:20,2020
121,True,0,0,False,136,9,9,136,1,2020-08-09 23:20:04+00:00,active,True,True,2020-08-10 02:02:20,2020
122,True,0,0,False,137,8,7,137,0,2020-08-10 00:58:41+00:00,active,True,True,2020-08-10 02:02:20,2020
123,True,0,0,False,138,6,7,138,2,2020-08-10 00:58:18+00:00,active,True,True,2020-08-10 02:02:20,2020
124,True,0,0,False,139,10,9,139,0,2020-08-10 01:56:03+00:00,active,True,True,2020-08-10 02:02:20,2020
125,True,0,0,False,140,2,15,140,0,2020-08-10 01:52:13+00:00,active,True,True,2020-08-10 02:02:20,2020
126,True,0,0,False,141,14,1,141,0,2020-08-10 01:53:45+00:00,active,True,True,2020-08-10 02:02:20,2020
127,True,0,0,False,142,11,12,142,0,2020-08-10 01:19:38+00:00,active,True,True,2020-08-10 02:02:20,2020
128,True,0,0,False,143,4,19,143,0,2020-08-10 01:58:23+00:00,active,True,True,2020-08-10 02:02:20,2020
129,True,0,0,False,144,4,15,144,0,2020-08-10 00:54:33+00:00,active,True,True,2020-08-10 02:02:20,2020
130,True,0,0,False,145,5,14,145,0,2020-08-10 01:38:18+00:00,active,True,True,2020-08-10 02:02:20,2020
131,True,0,0,False,146,6,11,146,2,2020-08-10 01:59:50+00:00,active,True,True,2020-08-10 02:02:20,2020
132,True,0,0,True,149,14,4,149,0,2020-08-10 01:13:03+00:00,active,True,True,2020-08-10 02:02:20,2020
133,True,0,0,False,150,13,5,150,1,2020-08-10 01:39:26+00:00,active,True,True,2020-08-10 02:02:20,2020
134,True,0,0,False,151,18,1,151,0,2020-08-10 01:33:30+00:00,active,True,True,2020-08-10 02:02:20,2020
135,True,0,0,True,152,0,15,152,0,2020-08-09 23:49:24+00:00,active,True,True,2020-08-10 02:02:20,2020
136,True,0,0,False,156,15,0,156,0,2020-08-10 01:06:26+00:00,active,True,True,2020-08-10 02:02:20,2020
137,True,0,0,False,157,15,0,157,0,2020-08-10 01:40:53+00:00,active,True,True,2020-08-10 02:02:20,2020
138,True,0,0,False,159,9,5,159,1,2020-08-10 01:22:16+00:00,active,True,True,2020-08-10 02:02:20,2020
139,True,0,0,True,160,8,6,160,0,2020-08-10 01:52:49+00:00,active,True,True,2020-08-10 02:02:20,2020
140,True,0,0,True,161,6,16,161,1,2020-08-10 01:58:03+00:00,active,True,True,2020-08-10 02:02:20,2020
141,True,0,0,False,162,8,7,162,0,2020-08-09 21:30:56+00:00,active,True,True,2020-08-10 02:02:20,2020
142,True,0,0,True,163,7,11,163,1,2020-08-10 01:17:26+00:00,active,True,True,2020-08-10 02:02:20,2020
143,True,0,0,False,167,15,0,167,0,2020-08-10 01:41:52+00:00,active,True,True,2020-08-10 02:02:20,2020
144,True,0,0,False,169,3,16,169,0,2020-08-09 20:18:48+00:00,active,True,True,2020-08-10 02:02:20,2020
145,True,0,0,True,170,14,0,170,0,2020-08-09 17:19:21+00:00,active,True,True,2020-08-10 02:02:20,2020
146,True,0,0,True,171,18,5,171,0,2020-08-10 01:29:48+00:00,active,True,True,2020-08-10 02:02:20,2020
147,True,0,0,True,173,9,5,173,0,2020-08-10 00:40:08+00:00,active,True,True,2020-08-10 02:02:20,2020
148,True,0,0,False,174,13,2,174,0,2020-08-10 01:50:42+00:00,active,True,True,2020-08-10 02:02:20,2020
149,True,0,0,True,175,16,1,175,0,2020-08-10 01:46:42+00:00,active,True,True,2020-08-10 02:02:20,2020
150,True,0,0,False,176,3,12,176,0,2020-08-10 01:16:33+00:00,active,True,True,2020-08-10 02:02:20,2020
151,True,0,0,False,177,5,12,177,2,2020-08-10 01:55:12+00:00,active,True,True,2020-08-10 02:02:20,2020
152,True,0,0,False,178,14,5,178,0,2020-08-10 01:51:03+00:00,active,True,True,2020-08-10 02:02:20,2020
153,True,0,0,False,179,13,12,179,0,2020-08-10 01:59:38+00:00,active,True,True,2020-08-10 02:02:20,2020
154,True,0,0,False,180,10,9,180,0,2020-08-10 00:15:17+00:00,active,True,True,2020-08-10 02:02:20,2020
155,True,0,0,False,181,10,9,181,0,2020-08-09 23:44:35+00:00,active,True,True,2020-08-10 02:02:20,2020
156,True,0,0,True,182,13,6,182,0,2020-08-10 00:58:45+00:00,active,True,True,2020-08-10 02:02:20,2020
157,True,0,0,False,183,13,6,183,0,2020-08-10 00:52:13+00:00,active,True,True,2020-08-10 02:02:20,2020
158,True,0,0,False,184,18,1,184,0,2020-08-10 01:30:49+00:00,active,True,True,2020-08-10 02:02:20,2020
159,True,0,0,False,185,1,14,185,0,2020-08-10 01:53:55+00:00,active,True,True,2020-08-10 02:02:20,2020
160,True,0,0,True,186,7,5,186,3,2020-08-10 01:05:53+00:00,active,True,True,2020-08-10 02:02:20,2020
161,True,0,0,False,187,3,12,187,0,2020-08-10 00:37:35+00:00,active,True,True,2020-08-10 02:02:20,2020
162,True,0,0,False,188,5,10,188,0,2020-08-10 01:40:49+00:00,active,True,True,2020-08-10 02:02:20,2020
163,True,0,0,True,189,16,7,189,0,2020-08-10 01:34:10+00:00,active,True,True,2020-08-10 02:02:20,2020
164,True,0,0,True,190,22,12,190,3,2020-08-10 01:17:33+00:00,active,True,True,2020-08-10 02:02:20,2020
165,True,0,0,False,191,12,3,191,0,2020-08-10 01:54:14+00:00,active,True,True,2020-08-10 02:02:20,2020
166,True,0,0,False,192,14,5,192,0,2020-08-10 01:49:03+00:00,active,True,True,2020-08-10 02:02:20,2020
