,num_bikes_available,num_ebikes_available,num_docks_available,num_docks_disabled,is_renting,eightd_has_available_keys,legacy_id,is_returning,station_status,last_reported,num_bikes_disabled,station_id,is_installed,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,2,0,13,0,True,True,3,True,active,2020-07-30 21:33:10+00:00,0,3,True,,,2020-07-30 22:01:15,2020
1,14,0,5,0,True,False,4,True,active,2020-07-30 21:55:36+00:00,0,4,True,,,2020-07-30 22:01:15,2020
2,8,0,7,0,True,False,5,True,active,2020-07-30 21:53:34+00:00,0,5,True,,,2020-07-30 22:01:15,2020
3,9,0,5,0,True,False,6,True,active,2020-07-30 22:00:20+00:00,1,6,True,,,2020-07-30 22:01:15,2020
4,12,0,2,0,True,False,7,True,active,2020-07-30 21:35:02+00:00,1,7,True,,,2020-07-30 22:01:15,2020
5,4,0,13,0,True,False,8,True,active,2020-07-30 21:52:09+00:00,2,8,True,,,2020-07-30 22:01:15,2020
6,13,0,2,0,True,False,9,True,active,2020-07-30 22:01:04+00:00,0,9,True,,,2020-07-30 22:01:15,2020
7,1,0,10,0,True,False,10,True,active,2020-07-30 21:58:21+00:00,0,10,True,,,2020-07-30 22:01:15,2020
8,11,0,4,0,True,False,11,True,active,2020-07-30 21:58:03+00:00,0,11,True,"{'dock_blocked_count': 0, 'off_dock_count': 23, 'active': True, 'valet_revision': 73, 'region': 'BOS', 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 50}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-30 22:01:15,2020
9,4,0,13,0,True,True,12,True,active,2020-07-30 21:59:59+00:00,1,12,True,,,2020-07-30 22:01:15,2020
10,0,0,19,0,True,False,13,True,active,2020-07-30 21:57:50+00:00,0,13,True,,,2020-07-30 22:01:15,2020
11,7,0,18,0,True,False,14,True,active,2020-07-30 21:43:46+00:00,0,14,True,,,2020-07-30 22:01:15,2020
12,8,0,6,0,True,False,15,True,active,2020-07-30 21:59:34+00:00,1,15,True,,,2020-07-30 22:01:15,2020
13,5,0,12,0,True,True,16,True,active,2020-07-30 21:52:41+00:00,2,16,True,,,2020-07-30 22:01:15,2020
14,8,0,7,0,True,False,17,True,active,2020-07-30 21:48:11+00:00,0,17,True,,,2020-07-30 22:01:15,2020
15,0,0,14,0,True,False,19,True,active,2020-07-30 21:56:21+00:00,1,19,True,,,2020-07-30 22:01:15,2020
16,11,0,12,0,True,True,20,True,active,2020-07-30 21:45:09+00:00,0,20,True,,,2020-07-30 22:01:15,2020
17,8,0,10,0,True,True,21,True,active,2020-07-30 21:50:56+00:00,0,21,True,,,2020-07-30 22:01:15,2020
18,6,0,41,0,True,True,22,True,active,2020-07-30 22:00:26+00:00,0,22,True,,,2020-07-30 22:01:15,2020
19,7,0,14,0,True,True,23,True,active,2020-07-30 22:01:08+00:00,0,23,True,,,2020-07-30 22:01:15,2020
20,11,0,7,0,True,False,24,True,active,2020-07-30 21:39:53+00:00,1,24,True,,,2020-07-30 22:01:15,2020
21,9,0,6,0,True,False,25,True,active,2020-07-30 21:28:36+00:00,0,25,True,,,2020-07-30 22:01:15,2020
22,2,0,11,0,True,False,26,True,active,2020-07-30 21:55:13+00:00,2,26,True,,,2020-07-30 22:01:15,2020
23,13,0,8,0,True,False,27,True,active,2020-07-30 21:53:22+00:00,2,27,True,,,2020-07-30 22:01:15,2020
24,9,0,6,0,True,False,29,True,active,2020-07-30 21:18:48+00:00,0,29,True,,,2020-07-30 22:01:15,2020
25,3,0,12,0,True,False,30,True,active,2020-07-30 21:45:21+00:00,0,30,True,,,2020-07-30 22:01:15,2020
26,9,0,9,0,True,True,31,True,active,2020-07-30 21:31:33+00:00,1,31,True,,,2020-07-30 22:01:15,2020
27,4,0,10,0,True,False,32,True,active,2020-07-30 21:59:43+00:00,1,32,True,,,2020-07-30 22:01:15,2020
28,23,0,4,0,True,False,33,True,active,2020-07-30 21:51:07+00:00,0,33,True,,,2020-07-30 22:01:15,2020
29,4,0,19,0,True,False,35,True,active,2020-07-30 21:56:05+00:00,0,35,True,,,2020-07-30 22:01:15,2020
30,6,0,27,0,True,True,36,True,active,2020-07-30 21:14:50+00:00,0,36,True,,,2020-07-30 22:01:15,2020
31,2,0,13,0,True,True,37,True,active,2020-07-30 18:12:44+00:00,0,37,True,,,2020-07-30 22:01:15,2020
32,10,0,13,0,True,False,39,True,active,2020-07-30 22:00:59+00:00,0,39,True,,,2020-07-30 22:01:15,2020
33,0,0,18,0,True,False,40,True,active,2020-07-30 22:01:01+00:00,1,40,True,,,2020-07-30 22:01:15,2020
34,15,0,11,0,True,True,41,True,active,2020-07-30 21:58:38+00:00,1,41,True,,,2020-07-30 22:01:15,2020
35,10,0,12,0,True,False,42,True,active,2020-07-30 21:54:13+00:00,1,42,True,,,2020-07-30 22:01:15,2020
36,7,0,8,0,True,True,43,True,active,2020-07-30 21:56:58+00:00,0,43,True,,,2020-07-30 22:01:15,2020
37,18,0,5,0,True,False,44,True,active,2020-07-30 21:52:49+00:00,0,44,True,,,2020-07-30 22:01:15,2020
