,station_id,legacy_id,station_status,num_docks_disabled,is_renting,is_installed,num_ebikes_available,eightd_has_available_keys,last_reported,num_bikes_disabled,num_bikes_available,num_docks_available,is_returning,timestamp_of_data_read_request,year_station_last_reported
145,170,170,active,0,True,True,0,True,2020-08-14 03:11:17+00:00,0,10,4,True,2020-08-14 03:46:25,2020
146,171,171,active,0,True,True,0,True,2020-08-14 01:11:39+00:00,0,10,13,True,2020-08-14 03:46:25,2020
147,173,173,active,0,True,True,0,True,2020-08-14 02:39:41+00:00,0,13,1,True,2020-08-14 03:46:25,2020
148,174,174,active,0,True,True,0,False,2020-08-14 03:25:16+00:00,2,7,6,True,2020-08-14 03:46:25,2020
149,175,175,active,0,True,True,0,True,2020-08-14 02:40:32+00:00,2,11,4,True,2020-08-14 03:46:25,2020
150,176,176,active,0,True,True,0,False,2020-08-14 00:33:30+00:00,0,11,4,True,2020-08-14 03:46:25,2020
151,177,177,active,0,True,True,0,False,2020-08-14 03:37:50+00:00,0,1,18,True,2020-08-14 03:46:25,2020
152,178,178,active,0,True,True,0,False,2020-08-14 03:41:32+00:00,0,11,8,True,2020-08-14 03:46:25,2020
153,179,179,active,0,True,True,0,False,2020-08-14 03:35:01+00:00,0,14,11,True,2020-08-14 03:46:25,2020
154,180,180,active,0,True,True,0,False,2020-08-14 03:17:34+00:00,0,7,12,True,2020-08-14 03:46:25,2020
155,181,181,active,0,True,True,0,False,2020-08-14 00:22:00+00:00,0,12,7,True,2020-08-14 03:46:25,2020
156,182,182,active,0,True,True,0,True,2020-08-14 02:13:21+00:00,0,5,14,True,2020-08-14 03:46:25,2020
157,183,183,active,0,True,True,0,False,2020-08-14 03:08:58+00:00,1,3,15,True,2020-08-14 03:46:25,2020
158,184,184,active,0,True,True,0,False,2020-08-14 02:02:28+00:00,0,4,15,True,2020-08-14 03:46:25,2020
159,185,185,active,0,True,True,0,False,2020-08-14 03:45:57+00:00,0,9,6,True,2020-08-14 03:46:25,2020
160,186,186,active,0,True,True,0,True,2020-08-14 03:19:26+00:00,0,3,12,True,2020-08-14 03:46:25,2020
161,187,187,active,0,True,True,0,False,2020-08-14 00:26:24+00:00,0,6,9,True,2020-08-14 03:46:25,2020
162,188,188,active,0,True,True,0,False,2020-08-14 03:02:10+00:00,0,11,4,True,2020-08-14 03:46:25,2020
163,189,189,active,0,True,True,0,True,2020-08-14 03:43:57+00:00,0,1,22,True,2020-08-14 03:46:25,2020
164,190,190,active,0,True,True,0,True,2020-08-14 03:39:07+00:00,1,16,20,True,2020-08-14 03:46:25,2020
165,191,191,active,0,True,True,0,False,2020-08-14 03:03:15+00:00,0,5,10,True,2020-08-14 03:46:25,2020
166,192,192,active,0,True,True,0,False,2020-08-14 03:21:38+00:00,0,0,19,True,2020-08-14 03:46:25,2020
167,193,193,active,0,True,True,0,True,2020-08-14 02:26:32+00:00,1,8,6,True,2020-08-14 03:46:25,2020
168,194,194,active,0,True,True,0,False,2020-08-14 03:08:47+00:00,1,5,13,True,2020-08-14 03:46:25,2020
169,195,195,active,0,True,True,0,False,2020-08-14 02:43:02+00:00,1,8,14,True,2020-08-14 03:46:25,2020
170,196,196,active,0,True,True,0,True,2020-08-13 22:31:42+00:00,1,0,9,True,2020-08-14 03:46:25,2020
171,197,197,active,0,True,True,0,False,2020-08-13 23:59:03+00:00,1,3,11,True,2020-08-14 03:46:25,2020
172,199,199,active,0,True,True,0,False,2020-08-14 02:05:42+00:00,0,7,8,True,2020-08-14 03:46:25,2020
173,200,200,active,0,True,True,0,False,2020-08-14 02:39:28+00:00,0,11,8,True,2020-08-14 03:46:25,2020
174,201,201,active,0,True,True,0,False,2020-08-14 00:14:03+00:00,0,10,5,True,2020-08-14 03:46:25,2020
175,202,202,active,0,True,True,0,False,2020-08-13 20:38:42+00:00,0,1,14,True,2020-08-14 03:46:25,2020
176,203,203,active,0,True,True,0,False,2020-08-13 14:09:27+00:00,0,0,15,True,2020-08-14 03:46:25,2020
177,204,204,active,0,True,True,0,False,2020-08-13 23:23:03+00:00,1,1,13,True,2020-08-14 03:46:25,2020
178,205,205,active,0,True,True,0,False,2020-08-14 01:05:54+00:00,0,3,12,True,2020-08-14 03:46:25,2020
179,206,206,active,0,True,True,0,True,2020-08-14 03:22:46+00:00,1,3,19,True,2020-08-14 03:46:25,2020
180,208,208,active,0,True,True,0,True,2020-08-14 03:19:44+00:00,0,12,3,True,2020-08-14 03:46:25,2020
181,209,209,active,0,True,True,0,False,2020-08-13 22:18:03+00:00,0,8,7,True,2020-08-14 03:46:25,2020
182,210,210,active,0,True,True,0,False,2020-08-14 00:34:46+00:00,0,4,11,True,2020-08-14 03:46:25,2020
183,211,211,active,0,True,True,0,False,2020-08-14 00:26:57+00:00,0,8,11,True,2020-08-14 03:46:25,2020
184,212,212,active,0,True,True,0,False,2020-08-14 03:20:19+00:00,0,16,17,True,2020-08-14 03:46:25,2020
185,213,213,active,0,True,True,0,True,2020-08-14 00:14:05+00:00,0,5,11,True,2020-08-14 03:46:25,2020
186,214,214,active,0,True,True,0,False,2020-08-14 01:05:11+00:00,0,10,5,True,2020-08-14 03:46:25,2020
187,215,215,active,0,True,True,0,False,2020-08-14 03:30:34+00:00,0,5,10,True,2020-08-14 03:46:25,2020
188,216,216,active,0,True,True,0,False,2020-08-13 22:08:51+00:00,1,18,0,True,2020-08-14 03:46:25,2020
