,num_ebikes_available,is_installed,station_id,is_returning,num_bikes_available,is_renting,last_reported,num_bikes_disabled,eightd_has_available_keys,station_status,num_docks_disabled,legacy_id,num_docks_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,0,True,3,True,0,True,2020-08-14 01:01:58+00:00,1,False,active,0,3,14,,,2020-08-14 01:02:55,2020
1,0,True,4,True,14,True,2020-08-14 00:58:16+00:00,0,False,active,0,4,5,,,2020-08-14 01:02:55,2020
2,0,True,5,True,3,True,2020-08-14 00:41:42+00:00,0,False,active,0,5,12,,,2020-08-14 01:02:55,2020
3,0,True,6,True,0,True,2020-08-14 00:39:47+00:00,1,False,active,0,6,14,,,2020-08-14 01:02:55,2020
4,0,True,7,True,7,True,2020-08-14 01:01:32+00:00,0,False,active,0,7,8,,,2020-08-14 01:02:55,2020
5,0,True,8,True,10,True,2020-08-14 00:49:24+00:00,0,False,active,0,8,9,,,2020-08-14 01:02:55,2020
6,0,True,9,True,8,True,2020-08-14 00:59:45+00:00,1,False,active,0,9,6,,,2020-08-14 01:02:55,2020
7,0,True,10,True,0,True,2020-08-14 01:00:59+00:00,1,False,active,0,10,10,,,2020-08-14 01:02:55,2020
8,0,True,11,True,2,True,2020-08-14 00:58:58+00:00,0,False,active,0,11,13,"{'off_dock_count': 0, 'off_dock_capacity': 50, 'active': True, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'valet_revision': 87, 'dock_blocked_count': 0, 'region': 'BOS'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-14 01:02:55,2020
9,0,True,12,True,12,True,2020-08-14 00:58:28+00:00,0,True,active,0,12,6,,,2020-08-14 01:02:55,2020
10,0,True,13,True,2,True,2020-08-14 00:30:18+00:00,0,False,active,0,13,17,,,2020-08-14 01:02:55,2020
11,0,True,14,True,0,True,2020-08-14 00:50:23+00:00,0,False,active,0,14,25,,,2020-08-14 01:02:55,2020
12,0,True,15,True,14,True,2020-08-14 00:31:17+00:00,0,False,active,0,15,1,,,2020-08-14 01:02:55,2020
13,0,True,16,True,17,True,2020-08-14 00:03:52+00:00,0,True,active,0,16,2,,,2020-08-14 01:02:55,2020
14,0,True,17,True,5,True,2020-08-14 00:37:05+00:00,1,False,active,0,17,9,,,2020-08-14 01:02:55,2020
15,0,True,19,True,0,True,2020-08-13 23:58:23+00:00,0,False,active,0,19,15,,,2020-08-14 01:02:55,2020
16,0,True,20,True,9,True,2020-08-14 00:52:30+00:00,1,True,active,0,20,13,,,2020-08-14 01:02:55,2020
17,0,True,21,True,6,True,2020-08-14 00:40:57+00:00,0,True,active,0,21,12,,,2020-08-14 01:02:55,2020
18,0,True,22,True,4,True,2020-08-14 00:44:48+00:00,0,True,active,0,22,43,,,2020-08-14 01:02:55,2020
19,0,True,23,True,2,True,2020-08-14 00:59:15+00:00,0,False,active,0,23,19,,,2020-08-14 01:02:55,2020
20,0,True,24,True,13,True,2020-08-14 01:00:23+00:00,1,False,active,0,24,5,,,2020-08-14 01:02:55,2020
21,0,True,25,True,15,True,2020-08-14 00:17:43+00:00,0,False,active,0,25,0,,,2020-08-14 01:02:55,2020
22,0,True,26,True,10,True,2020-08-14 00:17:31+00:00,1,False,active,0,26,4,,,2020-08-14 01:02:55,2020
23,0,True,27,True,15,True,2020-08-14 00:46:06+00:00,0,False,active,0,27,8,,,2020-08-14 01:02:55,2020
24,0,True,29,True,5,True,2020-08-13 22:23:51+00:00,0,False,active,0,29,10,,,2020-08-14 01:02:55,2020
25,0,True,30,True,5,True,2020-08-14 00:58:58+00:00,1,False,active,0,30,9,,,2020-08-14 01:02:55,2020
26,0,True,31,True,9,True,2020-08-14 01:00:33+00:00,0,True,active,0,31,10,,,2020-08-14 01:02:55,2020
27,0,True,32,True,9,True,2020-08-14 00:59:46+00:00,0,False,active,0,32,6,,,2020-08-14 01:02:55,2020
28,0,True,33,True,13,True,2020-08-14 00:48:40+00:00,0,False,active,0,33,14,,,2020-08-14 01:02:55,2020
29,0,True,35,True,6,True,2020-08-14 00:38:22+00:00,0,False,active,0,35,17,,,2020-08-14 01:02:55,2020
30,0,True,36,True,0,True,2020-08-14 00:26:02+00:00,0,True,active,0,36,33,,,2020-08-14 01:02:55,2020
31,0,True,37,True,2,True,2020-08-13 21:53:32+00:00,0,True,active,0,37,13,,,2020-08-14 01:02:55,2020
32,0,True,39,True,11,True,2020-08-14 00:55:54+00:00,0,False,active,0,39,12,,,2020-08-14 01:02:55,2020
33,0,True,40,True,11,True,2020-08-14 01:02:35+00:00,0,False,active,0,40,8,,,2020-08-14 01:02:55,2020
34,0,True,41,True,23,True,2020-08-14 01:02:26+00:00,0,True,active,0,41,4,,,2020-08-14 01:02:55,2020
35,0,True,42,True,10,True,2020-08-14 01:01:58+00:00,2,False,active,0,42,11,,,2020-08-14 01:02:55,2020
36,0,True,43,True,2,True,2020-08-14 00:36:07+00:00,1,True,active,0,43,12,,,2020-08-14 01:02:55,2020
37,0,True,44,True,1,True,2020-08-14 00:12:55+00:00,0,False,active,0,44,22,,,2020-08-14 01:02:55,2020
38,0,True,46,True,9,True,2020-08-14 00:58:42+00:00,0,False,active,0,46,10,,,2020-08-14 01:02:55,2020
39,0,True,47,True,7,True,2020-08-14 00:39:57+00:00,3,True,active,0,47,9,,,2020-08-14 01:02:55,2020
40,0,True,48,True,5,True,2020-08-14 00:52:15+00:00,0,False,active,0,48,14,,,2020-08-14 01:02:55,2020
41,0,True,49,True,5,True,2020-08-14 00:29:55+00:00,0,False,active,0,49,13,,,2020-08-14 01:02:55,2020
42,0,True,50,True,0,True,2020-08-13 22:28:12+00:00,0,True,active,0,50,15,,,2020-08-14 01:02:55,2020
43,0,True,51,True,7,True,2020-08-14 00:59:25+00:00,0,False,active,0,51,8,,,2020-08-14 01:02:55,2020
44,0,True,52,True,3,True,2020-08-14 01:02:28+00:00,3,True,active,0,52,17,,,2020-08-14 01:02:55,2020
45,0,True,53,True,12,True,2020-08-14 00:57:40+00:00,1,False,active,0,53,6,,,2020-08-14 01:02:55,2020
46,0,True,54,True,14,True,2020-08-14 00:58:52+00:00,0,False,active,0,54,1,,,2020-08-14 01:02:55,2020
47,0,True,55,True,5,True,2020-08-14 00:48:45+00:00,0,False,active,0,55,10,,,2020-08-14 01:02:55,2020
48,0,True,56,True,6,True,2020-08-14 00:39:04+00:00,1,True,active,0,56,11,,,2020-08-14 01:02:55,2020
49,0,True,57,True,11,True,2020-08-14 00:38:02+00:00,1,True,active,0,57,2,,,2020-08-14 01:02:55,2020
