,num_docks_disabled,num_bikes_disabled,last_reported,is_installed,station_id,is_renting,num_docks_available,num_ebikes_available,station_status,is_returning,num_bikes_available,legacy_id,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
0,0,1,2020-08-14 04:21:27+00:00,True,3,True,14,0,active,True,0,3,False,2020-08-14 06:19:55,2020
1,0,0,2020-08-14 03:40:59+00:00,True,4,True,11,0,active,True,8,4,False,2020-08-14 06:19:55,2020
2,0,0,2020-08-14 04:05:37+00:00,True,5,True,5,0,active,True,10,5,False,2020-08-14 06:19:55,2020
3,0,1,2020-08-14 04:59:19+00:00,True,6,True,11,0,active,True,3,6,False,2020-08-14 06:19:55,2020
4,0,0,2020-08-14 04:50:31+00:00,True,7,True,14,0,active,True,1,7,False,2020-08-14 06:19:55,2020
5,0,0,2020-08-14 03:18:30+00:00,True,8,True,7,0,active,True,12,8,False,2020-08-14 06:19:55,2020
6,0,1,2020-08-14 04:00:21+00:00,True,9,True,4,0,active,True,10,9,False,2020-08-14 06:19:55,2020
7,0,0,2020-08-14 06:04:13+00:00,True,10,True,11,0,active,True,0,10,False,2020-08-14 06:19:55,2020
8,0,0,2020-08-14 06:02:21+00:00,True,11,True,14,0,active,True,1,11,False,2020-08-14 06:19:55,2020
9,0,0,2020-08-14 05:54:07+00:00,True,12,True,13,0,active,True,5,12,True,2020-08-14 06:19:55,2020
10,0,0,2020-08-14 04:45:16+00:00,True,13,True,18,0,active,True,1,13,False,2020-08-14 06:19:55,2020
11,0,0,2020-08-14 04:09:32+00:00,True,14,True,25,0,active,True,0,14,False,2020-08-14 06:19:55,2020
12,0,0,2020-08-14 03:05:08+00:00,True,15,True,1,0,active,True,14,15,False,2020-08-14 06:19:55,2020
13,0,0,2020-08-14 05:00:13+00:00,True,16,True,0,0,active,True,19,16,True,2020-08-14 06:19:55,2020
14,0,1,2020-08-14 05:07:16+00:00,True,17,True,5,0,active,True,9,17,False,2020-08-14 06:19:55,2020
15,0,0,2020-08-14 04:05:38+00:00,True,19,True,12,0,active,True,3,19,False,2020-08-14 06:19:55,2020
16,0,0,2020-08-14 05:52:49+00:00,True,20,True,16,0,active,True,7,20,True,2020-08-14 06:19:55,2020
17,0,1,2020-08-14 03:33:41+00:00,True,21,True,10,0,active,True,7,21,True,2020-08-14 06:19:55,2020
18,0,0,2020-08-14 05:57:47+00:00,True,22,True,41,0,active,True,6,22,True,2020-08-14 06:19:55,2020
19,0,0,2020-08-14 06:17:08+00:00,True,23,True,21,0,active,True,0,23,False,2020-08-14 06:19:55,2020
20,0,1,2020-08-14 03:21:55+00:00,True,24,True,16,0,active,True,2,24,False,2020-08-14 06:19:55,2020
21,0,0,2020-08-14 05:46:07+00:00,True,25,True,1,0,active,True,14,25,False,2020-08-14 06:19:55,2020
22,0,1,2020-08-14 03:43:50+00:00,True,26,True,1,0,active,True,13,26,False,2020-08-14 06:19:55,2020
23,0,1,2020-08-14 04:10:52+00:00,True,27,True,1,0,active,True,21,27,False,2020-08-14 06:19:55,2020
24,0,0,2020-08-14 03:53:19+00:00,True,29,True,11,0,active,True,4,29,False,2020-08-14 06:19:55,2020
25,0,1,2020-08-14 05:16:43+00:00,True,30,True,6,0,active,True,8,30,False,2020-08-14 06:19:55,2020
26,0,0,2020-08-14 04:44:29+00:00,True,31,True,11,0,active,True,8,31,True,2020-08-14 06:19:55,2020
27,0,1,2020-08-14 05:14:41+00:00,True,32,True,3,0,active,True,11,32,False,2020-08-14 06:19:55,2020
28,0,0,2020-08-14 05:50:44+00:00,True,33,True,15,0,active,True,12,33,False,2020-08-14 06:19:55,2020
29,0,0,2020-08-14 06:15:01+00:00,True,35,True,18,0,active,True,5,35,False,2020-08-14 06:19:55,2020
30,0,0,2020-08-14 00:26:02+00:00,True,36,True,33,0,active,True,0,36,True,2020-08-14 06:19:55,2020
31,0,0,2020-08-14 02:47:07+00:00,True,37,True,12,0,active,True,3,37,True,2020-08-14 06:19:55,2020
32,0,0,2020-08-14 04:40:41+00:00,True,39,True,10,0,active,True,13,39,False,2020-08-14 06:19:55,2020
33,0,0,2020-08-14 06:06:03+00:00,True,40,True,10,0,active,True,9,40,False,2020-08-14 06:19:55,2020
