,last_reported,num_ebikes_available,is_returning,legacy_id,station_status,num_docks_available,station_id,num_docks_disabled,num_bikes_available,is_installed,eightd_has_available_keys,num_bikes_disabled,is_renting,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,2020-08-01 17:03:39+00:00,0,True,3,active,10,3,0,5,True,True,0,True,,,2020-08-01 17:04:20,2020
1,2020-08-01 16:59:54+00:00,0,True,4,active,17,4,0,2,True,False,0,True,,,2020-08-01 17:04:20,2020
2,2020-08-01 16:59:11+00:00,0,True,5,active,13,5,0,2,True,False,0,True,,,2020-08-01 17:04:20,2020
3,2020-08-01 17:01:28+00:00,0,True,6,active,15,6,0,0,True,False,0,True,,,2020-08-01 17:04:20,2020
4,2020-08-01 16:44:27+00:00,0,True,7,active,7,7,0,7,True,False,1,True,,,2020-08-01 17:04:20,2020
5,2020-08-01 16:59:13+00:00,0,True,8,active,17,8,0,0,True,False,2,True,,,2020-08-01 17:04:20,2020
6,2020-08-01 17:00:38+00:00,0,True,9,active,6,9,0,9,True,False,0,True,,,2020-08-01 17:04:20,2020
7,2020-08-01 17:00:42+00:00,0,True,10,active,2,10,0,8,True,False,1,True,,,2020-08-01 17:04:20,2020
8,2020-08-01 17:01:43+00:00,0,True,11,active,1,11,0,12,True,False,2,True,,,2020-08-01 17:04:20,2020
9,2020-08-01 16:42:50+00:00,0,True,12,active,16,12,0,0,True,True,2,True,,,2020-08-01 17:04:20,2020
10,2020-08-01 16:43:10+00:00,0,True,13,active,3,13,0,16,True,False,0,True,,,2020-08-01 17:04:20,2020
11,2020-08-01 16:59:06+00:00,0,True,14,active,9,14,0,16,True,False,0,True,,,2020-08-01 17:04:20,2020
12,2020-08-01 16:52:52+00:00,0,True,15,active,7,15,0,7,True,False,1,True,,,2020-08-01 17:04:20,2020
13,2020-08-01 16:38:49+00:00,0,True,16,active,0,16,0,17,True,True,2,True,,,2020-08-01 17:04:20,2020
14,2020-08-01 17:01:14+00:00,0,True,17,active,7,17,0,8,True,False,0,True,,,2020-08-01 17:04:20,2020
15,2020-08-01 17:03:39+00:00,0,True,19,active,12,19,0,3,True,False,0,True,,,2020-08-01 17:04:20,2020
16,2020-08-01 17:00:37+00:00,0,True,20,active,11,20,0,12,True,True,0,True,,,2020-08-01 17:04:20,2020
17,2020-08-01 16:54:16+00:00,0,True,21,active,11,21,0,7,True,True,0,True,,,2020-08-01 17:04:20,2020
18,2020-08-01 16:50:18+00:00,0,True,22,active,41,22,0,4,True,True,2,True,,,2020-08-01 17:04:20,2020
