,num_bikes_available,valet,last_reported,is_returning,legacy_id,num_bikes_disabled,station_status,num_docks_disabled,num_ebikes_available,station_id,is_installed,is_renting,eightd_has_available_keys,num_docks_available,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,8,"{'off_dock_capacity': 0, 'valet_revision': 3, 'off_dock_count': 0, 'station_id': '74cb9bf6-bb53-4c70-88d2-67998b99628c', 'region': 'BOS', 'active': True, 'dock_blocked_count': 0}",2020-08-02 16:05:15+00:00,True,296,0,active,0,0,296,True,True,False,15,[{'id': 'e4cf42bb-42a8-4a72-9a2f-5f76a12e7a7a'}],2020-08-02 16:46:10,2020
1,9,,2020-08-02 16:23:59+00:00,True,3,1,active,0,0,3,True,True,True,5,,2020-08-02 16:46:10,2020
2,6,,2020-08-02 16:46:07+00:00,True,4,0,active,0,0,4,True,True,False,13,,2020-08-02 16:46:10,2020
3,7,,2020-08-02 16:43:58+00:00,True,5,0,active,0,0,5,True,True,False,8,,2020-08-02 16:46:10,2020
4,3,,2020-08-02 16:45:42+00:00,True,6,0,active,0,0,6,True,True,False,12,,2020-08-02 16:46:10,2020
5,0,,2020-08-02 08:58:23+00:00,True,7,0,active,0,0,7,True,True,False,15,,2020-08-02 16:46:10,2020
6,11,,2020-08-02 16:45:08+00:00,True,8,3,active,0,0,8,True,True,False,5,,2020-08-02 16:46:10,2020
7,8,,2020-08-02 16:45:20+00:00,True,9,0,active,0,0,9,True,True,False,7,,2020-08-02 16:46:10,2020
8,2,,2020-08-02 16:36:38+00:00,True,10,2,active,0,0,10,True,True,False,7,,2020-08-02 16:46:10,2020
9,11,,2020-08-02 16:42:47+00:00,True,11,2,active,0,0,11,True,True,False,2,,2020-08-02 16:46:10,2020
10,1,,2020-08-02 16:44:57+00:00,True,12,0,active,0,0,12,True,True,True,17,,2020-08-02 16:46:10,2020
11,18,,2020-08-02 16:42:09+00:00,True,13,0,active,0,0,13,True,True,False,1,,2020-08-02 16:46:10,2020
12,16,,2020-08-02 16:44:43+00:00,True,14,1,active,0,0,14,True,True,False,8,,2020-08-02 16:46:10,2020
13,7,,2020-08-02 15:43:44+00:00,True,15,1,active,0,0,15,True,True,False,7,,2020-08-02 16:46:10,2020
14,9,,2020-08-02 16:43:14+00:00,True,16,1,active,0,0,16,True,True,True,9,,2020-08-02 16:46:10,2020
15,4,,2020-08-02 16:28:07+00:00,True,17,1,active,0,0,17,True,True,False,10,,2020-08-02 16:46:10,2020
16,7,,2020-08-02 16:42:58+00:00,True,19,0,active,0,0,19,True,True,False,8,,2020-08-02 16:46:10,2020
17,9,,2020-08-02 16:33:38+00:00,True,20,0,active,0,0,20,True,True,True,14,,2020-08-02 16:46:10,2020
18,5,,2020-08-02 16:26:06+00:00,True,21,0,active,0,0,21,True,True,True,13,,2020-08-02 16:46:10,2020
19,10,,2020-08-02 16:42:42+00:00,True,22,0,active,0,0,22,True,True,True,37,,2020-08-02 16:46:10,2020
20,1,,2020-08-02 16:35:05+00:00,True,23,0,active,0,0,23,True,True,True,20,,2020-08-02 16:46:10,2020
21,8,,2020-08-02 16:34:53+00:00,True,24,1,active,0,0,24,True,True,False,10,,2020-08-02 16:46:10,2020
22,8,,2020-08-02 16:41:36+00:00,True,25,1,active,0,0,25,True,True,False,6,,2020-08-02 16:46:10,2020
23,5,,2020-08-02 16:45:22+00:00,True,26,0,active,0,0,26,True,True,False,10,,2020-08-02 16:46:10,2020
24,4,,2020-08-02 16:36:56+00:00,True,27,2,active,0,0,27,True,True,False,17,,2020-08-02 16:46:10,2020
