,num_bikes_disabled,last_reported,legacy_id,eightd_has_available_keys,is_installed,num_docks_available,num_ebikes_available,num_docks_disabled,is_returning,station_status,station_id,is_renting,num_bikes_available,timestamp_of_data_read_request,year_station_last_reported
0,0,2020-08-10 01:07:48+00:00,3,False,True,13,0,0,True,active,3,True,2,2020-08-10 01:31:35,2020
1,0,2020-08-10 01:26:14+00:00,4,False,True,14,0,0,True,active,4,True,5,2020-08-10 01:31:35,2020
2,1,2020-08-10 01:29:50+00:00,5,False,True,7,0,0,True,active,5,True,7,2020-08-10 01:31:35,2020
3,2,2020-08-10 01:24:05+00:00,6,False,True,0,0,0,True,active,6,True,13,2020-08-10 01:31:35,2020
4,0,2020-08-10 00:35:01+00:00,7,False,True,14,0,0,True,active,7,True,1,2020-08-10 01:31:35,2020
5,0,2020-08-10 01:18:53+00:00,8,False,True,5,0,0,True,active,8,True,14,2020-08-10 01:31:35,2020
6,0,2020-08-10 01:16:48+00:00,9,False,True,13,0,0,True,active,9,True,2,2020-08-10 01:31:35,2020
7,1,2020-08-10 00:42:26+00:00,10,False,True,9,0,0,True,active,10,True,1,2020-08-10 01:31:35,2020
8,1,2020-08-10 00:48:25+00:00,11,False,True,11,0,0,True,active,11,True,3,2020-08-10 01:31:35,2020
9,0,2020-08-10 01:26:12+00:00,12,True,True,4,0,0,True,active,12,True,14,2020-08-10 01:31:35,2020
10,0,2020-08-10 00:04:03+00:00,13,False,True,12,0,0,True,active,13,True,7,2020-08-10 01:31:35,2020
11,1,2020-08-10 01:02:07+00:00,14,False,True,9,0,0,True,active,14,True,15,2020-08-10 01:31:35,2020
12,0,2020-08-10 01:00:22+00:00,15,False,True,1,0,0,True,active,15,True,14,2020-08-10 01:31:35,2020
13,0,2020-08-10 01:23:03+00:00,16,True,True,16,0,0,True,active,16,True,3,2020-08-10 01:31:35,2020
14,0,2020-08-10 00:26:45+00:00,17,False,True,11,0,0,True,active,17,True,4,2020-08-10 01:31:35,2020
15,0,2020-08-10 00:14:43+00:00,19,False,True,5,0,0,True,active,19,True,10,2020-08-10 01:31:35,2020
16,1,2020-08-10 01:26:12+00:00,20,False,True,19,0,0,True,active,20,True,3,2020-08-10 01:31:35,2020
17,0,2020-08-10 01:21:39+00:00,21,True,True,10,0,0,True,active,21,True,8,2020-08-10 01:31:35,2020
18,0,2020-08-10 01:07:21+00:00,22,True,True,29,0,0,True,active,22,True,18,2020-08-10 01:31:35,2020
19,1,2020-08-10 01:24:35+00:00,23,False,True,9,0,0,True,active,23,True,11,2020-08-10 01:31:35,2020
20,0,2020-08-10 00:42:38+00:00,24,False,True,18,0,0,True,active,24,True,1,2020-08-10 01:31:35,2020
21,1,2020-08-10 00:36:25+00:00,25,False,True,9,0,0,True,active,25,True,5,2020-08-10 01:31:35,2020
22,2,2020-08-10 00:36:58+00:00,26,False,True,1,0,0,True,active,26,True,12,2020-08-10 01:31:35,2020
23,1,2020-08-10 01:31:26+00:00,27,False,True,9,0,0,True,active,27,True,13,2020-08-10 01:31:35,2020
24,1,2020-08-09 22:22:53+00:00,29,False,True,7,0,0,True,active,29,True,7,2020-08-10 01:31:35,2020
25,0,2020-08-10 01:28:09+00:00,30,False,True,8,0,0,True,active,30,True,7,2020-08-10 01:31:35,2020
26,0,2020-08-09 23:37:08+00:00,31,True,True,17,0,0,True,active,31,True,2,2020-08-10 01:31:35,2020
27,0,2020-08-10 01:21:54+00:00,32,False,True,15,0,0,True,active,32,True,0,2020-08-10 01:31:35,2020
28,1,2020-08-10 00:53:29+00:00,33,False,True,1,0,0,True,active,33,True,25,2020-08-10 01:31:35,2020
29,0,2020-08-10 01:22:27+00:00,35,False,True,21,0,0,True,active,35,True,2,2020-08-10 01:31:35,2020
30,0,2020-08-10 01:23:14+00:00,36,True,True,31,0,0,True,active,36,True,2,2020-08-10 01:31:35,2020
31,0,2020-08-09 23:12:12+00:00,37,True,True,15,0,0,True,active,37,True,0,2020-08-10 01:31:35,2020
32,0,2020-08-10 01:25:08+00:00,39,False,True,16,0,0,True,active,39,True,7,2020-08-10 01:31:35,2020
33,3,2020-08-10 01:30:04+00:00,40,False,True,0,0,0,True,active,40,True,16,2020-08-10 01:31:35,2020
34,3,2020-08-10 01:12:24+00:00,41,True,True,15,0,0,True,active,41,True,9,2020-08-10 01:31:35,2020
35,0,2020-08-10 01:19:20+00:00,42,False,True,5,0,0,True,active,42,True,18,2020-08-10 01:31:35,2020
36,1,2020-08-10 01:28:34+00:00,43,True,True,14,0,0,True,active,43,True,0,2020-08-10 01:31:35,2020
37,1,2020-08-10 00:05:42+00:00,44,False,True,21,0,0,True,active,44,True,1,2020-08-10 01:31:35,2020
38,3,2020-08-10 01:28:44+00:00,46,False,True,4,0,0,True,active,46,True,12,2020-08-10 01:31:35,2020
39,1,2020-08-10 01:31:08+00:00,47,True,True,1,0,0,True,active,47,True,17,2020-08-10 01:31:35,2020
40,0,2020-08-10 00:51:13+00:00,48,False,True,17,0,0,True,active,48,True,2,2020-08-10 01:31:35,2020
41,0,2020-08-10 01:05:54+00:00,49,False,True,0,0,0,True,active,49,True,18,2020-08-10 01:31:35,2020
42,0,2020-08-10 00:33:42+00:00,50,True,True,5,0,0,True,active,50,True,10,2020-08-10 01:31:35,2020
43,0,2020-08-10 01:11:24+00:00,51,False,True,13,0,0,True,active,51,True,2,2020-08-10 01:31:35,2020
44,1,2020-08-10 01:17:33+00:00,52,True,True,11,0,0,True,active,52,True,11,2020-08-10 01:31:35,2020
45,1,2020-08-10 01:26:52+00:00,53,False,True,8,0,0,True,active,53,True,10,2020-08-10 01:31:35,2020
