,legacy_id,num_bikes_disabled,station_status,is_returning,num_ebikes_available,station_id,num_bikes_available,eightd_has_available_keys,is_installed,num_docks_available,last_reported,num_docks_disabled,is_renting,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,0,active,True,0,3,3,True,True,12,2020-07-28 19:18:49+00:00,0,True,,,2020-07-28 19:20:45,2020
1,4,0,active,True,0,4,18,False,True,1,2020-07-28 19:12:08+00:00,0,True,,,2020-07-28 19:20:45,2020
2,5,0,active,True,0,5,5,False,True,10,2020-07-28 18:11:39+00:00,0,True,,,2020-07-28 19:20:45,2020
3,6,0,active,True,0,6,4,False,True,11,2020-07-28 19:18:22+00:00,0,True,,,2020-07-28 19:20:45,2020
4,7,0,active,True,0,7,6,False,True,9,2020-07-28 19:17:05+00:00,0,True,,,2020-07-28 19:20:45,2020
5,8,1,active,True,0,8,1,False,True,17,2020-07-28 18:54:13+00:00,0,True,,,2020-07-28 19:20:45,2020
6,9,1,active,True,0,9,12,False,True,2,2020-07-28 18:51:30+00:00,0,True,,,2020-07-28 19:20:45,2020
7,10,1,active,True,0,10,7,False,True,3,2020-07-28 18:39:48+00:00,0,True,,,2020-07-28 19:20:45,2020
8,11,1,active,True,0,11,10,False,True,4,2020-07-28 19:20:13+00:00,0,True,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'region': 'BOS', 'valet_revision': 69, 'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'dock_blocked_count': 0, 'active': True, 'off_dock_count': 51}",2020-07-28 19:20:45,2020
9,12,0,active,True,0,12,18,True,True,0,2020-07-28 18:24:25+00:00,0,True,,,2020-07-28 19:20:45,2020
10,13,0,active,True,0,13,16,False,True,3,2020-07-28 19:20:18+00:00,0,True,,,2020-07-28 19:20:45,2020
11,14,0,active,True,0,14,13,False,True,12,2020-07-28 19:15:48+00:00,0,True,,,2020-07-28 19:20:45,2020
12,15,0,active,True,0,15,10,False,True,5,2020-07-28 18:29:09+00:00,0,True,,,2020-07-28 19:20:45,2020
13,16,1,active,True,0,16,7,True,True,11,2020-07-28 18:56:11+00:00,0,True,,,2020-07-28 19:20:45,2020
14,17,0,active,True,0,17,9,False,True,6,2020-07-28 19:05:41+00:00,0,True,,,2020-07-28 19:20:45,2020
15,19,0,active,True,0,19,1,False,True,14,2020-07-28 17:45:15+00:00,0,True,,,2020-07-28 19:20:45,2020
16,20,0,active,True,0,20,8,True,True,15,2020-07-28 18:56:47+00:00,0,True,,,2020-07-28 19:20:45,2020
17,21,1,active,True,0,21,4,True,True,13,2020-07-28 18:52:39+00:00,0,True,,,2020-07-28 19:20:45,2020
18,22,0,active,True,0,22,5,True,True,42,2020-07-28 19:12:54+00:00,0,True,,,2020-07-28 19:20:45,2020
19,23,2,active,True,0,23,15,True,True,4,2020-07-28 19:20:25+00:00,0,True,,,2020-07-28 19:20:45,2020
20,24,0,active,True,0,24,10,False,True,9,2020-07-28 18:30:37+00:00,0,True,,,2020-07-28 19:20:45,2020
21,25,0,active,True,0,25,12,False,True,3,2020-07-28 19:20:40+00:00,0,True,,,2020-07-28 19:20:45,2020
22,26,0,active,True,0,26,13,False,True,2,2020-07-28 17:50:35+00:00,0,True,,,2020-07-28 19:20:45,2020
23,27,0,active,True,0,27,11,False,True,12,2020-07-28 19:00:10+00:00,0,True,,,2020-07-28 19:20:45,2020
24,29,1,active,True,0,29,12,False,True,2,2020-07-28 18:55:47+00:00,0,True,,,2020-07-28 19:20:45,2020
25,30,0,active,True,0,30,14,False,True,1,2020-07-28 19:07:52+00:00,0,True,,,2020-07-28 19:20:45,2020
26,31,0,active,True,0,31,8,True,True,11,2020-07-28 18:14:41+00:00,0,True,,,2020-07-28 19:20:45,2020
27,32,0,active,True,0,32,2,False,True,13,2020-07-28 18:58:16+00:00,0,True,,,2020-07-28 19:20:45,2020
28,33,1,active,True,0,33,7,False,True,19,2020-07-28 19:15:14+00:00,0,True,,,2020-07-28 19:20:45,2020
29,35,1,active,True,0,35,18,False,True,4,2020-07-28 18:46:39+00:00,0,True,,,2020-07-28 19:20:45,2020
30,36,1,active,True,0,36,23,True,True,9,2020-07-28 18:27:09+00:00,0,True,,,2020-07-28 19:20:45,2020
31,37,0,active,True,0,37,0,True,True,15,2020-07-28 17:10:38+00:00,0,True,,,2020-07-28 19:20:45,2020
32,39,0,active,True,0,39,22,False,True,1,2020-07-28 18:34:54+00:00,0,True,,,2020-07-28 19:20:45,2020
33,40,1,active,True,0,40,12,False,True,6,2020-07-28 19:12:27+00:00,0,True,,,2020-07-28 19:20:45,2020
34,41,1,active,True,0,41,13,True,True,13,2020-07-28 19:12:07+00:00,0,True,,,2020-07-28 19:20:45,2020
35,42,1,active,True,0,42,22,False,True,0,2020-07-28 17:44:11+00:00,0,True,,,2020-07-28 19:20:45,2020
36,43,0,active,True,0,43,7,True,True,8,2020-07-28 19:20:00+00:00,0,True,,,2020-07-28 19:20:45,2020
37,44,0,active,True,0,44,7,False,True,16,2020-07-28 19:11:03+00:00,0,True,,,2020-07-28 19:20:45,2020
38,46,1,active,True,0,46,4,False,True,14,2020-07-28 19:10:42+00:00,0,True,,,2020-07-28 19:20:45,2020
39,47,0,active,True,0,47,7,True,True,12,2020-07-28 19:15:57+00:00,0,True,,,2020-07-28 19:20:45,2020
40,48,1,active,True,0,48,10,False,True,8,2020-07-28 18:54:37+00:00,0,True,,,2020-07-28 19:20:45,2020
41,49,1,active,True,0,49,5,False,True,12,2020-07-28 19:13:39+00:00,0,True,,,2020-07-28 19:20:45,2020
42,50,0,active,True,0,50,6,True,True,9,2020-07-28 19:04:39+00:00,0,True,,,2020-07-28 19:20:45,2020
43,51,2,active,True,0,51,11,False,True,2,2020-07-28 19:07:44+00:00,0,True,,,2020-07-28 19:20:45,2020
44,52,4,active,True,0,52,8,True,True,11,2020-07-28 19:18:46+00:00,0,True,,,2020-07-28 19:20:45,2020
45,53,0,active,True,0,53,8,False,True,11,2020-07-28 18:30:15+00:00,0,True,,,2020-07-28 19:20:45,2020
46,54,1,active,True,0,54,5,False,True,9,2020-07-28 18:42:59+00:00,0,True,,,2020-07-28 19:20:45,2020
47,55,0,active,True,0,55,9,False,True,6,2020-07-28 19:09:48+00:00,0,True,,,2020-07-28 19:20:45,2020
48,56,0,active,True,0,56,15,True,True,3,2020-07-28 16:19:47+00:00,0,True,,,2020-07-28 19:20:45,2020
49,57,0,active,True,0,57,4,True,True,10,2020-07-28 19:18:27+00:00,0,True,,,2020-07-28 19:20:45,2020
50,58,0,active,True,0,58,8,True,True,11,2020-07-28 19:16:03+00:00,0,True,,,2020-07-28 19:20:45,2020
51,59,0,active,True,0,59,6,True,True,13,2020-07-28 19:20:19+00:00,0,True,,,2020-07-28 19:20:45,2020
