,num_bikes_available,last_reported,is_returning,legacy_id,num_bikes_disabled,station_status,num_docks_disabled,num_ebikes_available,station_id,is_installed,is_renting,eightd_has_available_keys,num_docks_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,0,2020-08-01 12:40:17+00:00,True,3,0,active,0,0,3,True,True,False,15,,,2020-08-01 13:29:55,2020
1,0,2020-08-01 13:28:09+00:00,True,4,0,active,0,0,4,True,True,False,19,,,2020-08-01 13:29:55,2020
2,3,2020-08-01 13:23:32+00:00,True,5,0,active,0,0,5,True,True,False,12,,,2020-08-01 13:29:55,2020
3,4,2020-08-01 13:28:16+00:00,True,6,0,active,0,0,6,True,True,False,11,,,2020-08-01 13:29:55,2020
4,6,2020-08-01 13:23:56+00:00,True,7,0,active,0,0,7,True,True,False,9,,,2020-08-01 13:29:55,2020
5,9,2020-08-01 13:20:05+00:00,True,8,2,active,0,0,8,True,True,False,8,,,2020-08-01 13:29:55,2020
6,14,2020-08-01 13:07:09+00:00,True,9,0,active,0,0,9,True,True,False,1,,,2020-08-01 13:29:55,2020
7,1,2020-08-01 12:54:39+00:00,True,10,1,active,0,0,10,True,True,False,9,,,2020-08-01 13:29:55,2020
8,12,2020-08-01 13:28:17+00:00,True,11,1,active,0,0,11,True,True,False,2,"{'off_dock_capacity': 50, 'valet_revision': 75, 'off_dock_count': 20, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'active': True, 'dock_blocked_count': 0}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-01 13:29:55,2020
9,2,2020-08-01 13:22:22+00:00,True,12,2,active,0,0,12,True,True,True,14,,,2020-08-01 13:29:55,2020
10,15,2020-08-01 12:57:29+00:00,True,13,0,active,0,0,13,True,True,False,4,,,2020-08-01 13:29:55,2020
11,5,2020-08-01 12:36:11+00:00,True,14,0,active,0,0,14,True,True,False,20,,,2020-08-01 13:29:55,2020
12,14,2020-08-01 13:15:41+00:00,True,15,1,active,0,0,15,True,True,False,0,,,2020-08-01 13:29:55,2020
13,16,2020-08-01 12:53:15+00:00,True,16,2,active,0,0,16,True,True,True,1,,,2020-08-01 13:29:55,2020
14,5,2020-08-01 13:10:26+00:00,True,17,0,active,0,0,17,True,True,False,10,,,2020-08-01 13:29:55,2020
15,7,2020-08-01 13:21:43+00:00,True,19,0,active,0,0,19,True,True,False,8,,,2020-08-01 13:29:55,2020
16,11,2020-08-01 13:01:01+00:00,True,20,0,active,0,0,20,True,True,True,12,,,2020-08-01 13:29:55,2020
17,2,2020-08-01 13:21:44+00:00,True,21,0,active,0,0,21,True,True,True,16,,,2020-08-01 13:29:55,2020
18,17,2020-08-01 13:19:52+00:00,True,22,2,active,0,0,22,True,True,True,28,,,2020-08-01 13:29:55,2020
19,4,2020-08-01 13:06:02+00:00,True,23,0,active,0,0,23,True,True,True,17,,,2020-08-01 13:29:55,2020
20,1,2020-08-01 13:27:29+00:00,True,24,0,active,0,0,24,True,True,False,18,,,2020-08-01 13:29:55,2020
21,9,2020-08-01 13:22:27+00:00,True,25,1,active,0,0,25,True,True,False,5,,,2020-08-01 13:29:55,2020
22,7,2020-08-01 13:15:11+00:00,True,26,0,active,0,0,26,True,True,False,8,,,2020-08-01 13:29:55,2020
23,10,2020-08-01 12:23:55+00:00,True,27,2,active,0,0,27,True,True,False,11,,,2020-08-01 13:29:55,2020
24,7,2020-08-01 08:36:58+00:00,True,29,0,active,0,0,29,True,True,False,8,,,2020-08-01 13:29:55,2020
25,13,2020-08-01 13:17:43+00:00,True,30,1,active,0,0,30,True,True,False,1,,,2020-08-01 13:29:55,2020
26,9,2020-08-01 12:45:39+00:00,True,31,0,active,0,0,31,True,True,True,10,,,2020-08-01 13:29:55,2020
27,3,2020-08-01 13:27:58+00:00,True,32,3,active,0,0,32,True,True,False,9,,,2020-08-01 13:29:55,2020
28,18,2020-08-01 13:17:55+00:00,True,33,0,active,0,0,33,True,True,False,9,,,2020-08-01 13:29:55,2020
29,3,2020-08-01 10:35:07+00:00,True,35,2,active,0,0,35,True,True,False,18,,,2020-08-01 13:29:55,2020
30,1,2020-08-01 12:32:05+00:00,True,36,0,active,0,0,36,True,True,True,32,,,2020-08-01 13:29:55,2020
31,2,2020-08-01 08:52:51+00:00,True,37,0,active,0,0,37,True,True,True,13,,,2020-08-01 13:29:55,2020
32,17,2020-08-01 13:21:08+00:00,True,39,0,active,0,0,39,True,True,False,6,,,2020-08-01 13:29:55,2020
33,10,2020-08-01 13:20:15+00:00,True,40,0,active,0,0,40,True,True,False,9,,,2020-08-01 13:29:55,2020
34,21,2020-08-01 13:05:21+00:00,True,41,1,active,0,0,41,True,True,True,5,,,2020-08-01 13:29:55,2020
35,20,2020-08-01 12:38:57+00:00,True,42,0,active,0,0,42,True,True,False,3,,,2020-08-01 13:29:55,2020
36,0,2020-08-01 12:25:32+00:00,True,43,4,active,0,0,43,True,True,True,11,,,2020-08-01 13:29:55,2020
37,0,2020-08-01 08:57:02+00:00,True,44,0,active,0,0,44,True,True,False,23,,,2020-08-01 13:29:55,2020
38,12,2020-08-01 13:27:49+00:00,True,46,0,active,0,0,46,True,True,False,7,,,2020-08-01 13:29:55,2020
39,7,2020-08-01 13:28:08+00:00,True,47,0,active,0,0,47,True,True,True,12,,,2020-08-01 13:29:55,2020
40,5,2020-08-01 13:24:35+00:00,True,48,0,active,0,0,48,True,True,False,14,,,2020-08-01 13:29:55,2020
41,3,2020-08-01 13:12:01+00:00,True,49,0,active,0,0,49,True,True,False,15,,,2020-08-01 13:29:55,2020
42,1,2020-08-01 13:20:14+00:00,True,50,0,active,0,0,50,True,True,True,14,,,2020-08-01 13:29:55,2020
43,9,2020-08-01 11:52:19+00:00,False,51,1,active,0,0,51,True,False,False,5,,,2020-08-01 13:29:55,2020
44,5,2020-08-01 13:20:12+00:00,True,52,1,active,0,0,52,True,True,True,17,,,2020-08-01 13:29:55,2020
45,4,2020-08-01 13:19:00+00:00,True,53,1,active,0,0,53,True,True,False,14,,,2020-08-01 13:29:55,2020
46,0,2020-08-01 13:24:46+00:00,True,54,1,active,0,0,54,True,True,False,14,,,2020-08-01 13:29:55,2020
47,0,2020-08-01 13:28:35+00:00,True,55,0,active,0,0,55,True,True,False,15,,,2020-08-01 13:29:55,2020
48,9,2020-08-01 13:11:27+00:00,True,56,0,active,0,0,56,True,True,True,9,,,2020-08-01 13:29:55,2020
49,6,2020-08-01 13:13:20+00:00,True,57,0,active,0,0,57,True,True,True,8,,,2020-08-01 13:29:55,2020
50,2,2020-08-01 12:44:22+00:00,True,58,0,active,0,0,58,True,True,True,17,,,2020-08-01 13:29:55,2020
51,5,2020-08-01 13:12:15+00:00,True,59,0,active,0,0,59,True,True,False,14,,,2020-08-01 13:29:55,2020
52,3,2020-08-01 13:26:49+00:00,True,60,3,active,0,0,60,True,True,False,13,"{'off_dock_capacity': 40, 'valet_revision': 63, 'off_dock_count': 3, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'active': True, 'dock_blocked_count': 0}",[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],2020-08-01 13:29:55,2020
53,4,2020-08-01 13:24:55+00:00,True,61,0,active,0,0,61,True,True,False,15,,,2020-08-01 13:29:55,2020
54,3,2020-08-01 08:53:08+00:00,True,63,0,active,0,0,63,True,True,False,12,,,2020-08-01 13:29:55,2020
55,3,2020-08-01 11:41:50+00:00,True,64,1,active,0,0,64,True,True,False,15,,,2020-08-01 13:29:55,2020
56,22,2020-08-01 13:01:46+00:00,True,65,0,active,0,0,65,True,True,False,1,,,2020-08-01 13:29:55,2020
57,6,2020-08-01 13:29:48+00:00,True,66,1,active,0,0,66,True,True,False,8,,,2020-08-01 13:29:55,2020
58,13,2020-08-01 13:20:20+00:00,True,67,0,active,0,0,67,True,True,True,14,,,2020-08-01 13:29:55,2020
59,15,2020-08-01 13:24:34+00:00,True,68,1,active,0,0,68,True,True,True,3,,,2020-08-01 13:29:55,2020
60,14,2020-08-01 13:26:44+00:00,True,69,0,active,0,0,69,True,True,True,5,,,2020-08-01 13:29:55,2020
61,9,2020-08-01 12:50:28+00:00,True,70,1,active,0,0,70,True,True,False,13,,,2020-08-01 13:29:55,2020
62,19,2020-08-01 13:13:20+00:00,True,71,0,active,0,0,71,True,True,False,4,,,2020-08-01 13:29:55,2020
63,1,2020-08-01 13:14:20+00:00,True,72,0,active,0,0,72,True,True,False,22,,,2020-08-01 13:29:55,2020
64,6,2020-08-01 13:29:17+00:00,True,73,0,active,0,0,73,True,True,False,9,,,2020-08-01 13:29:55,2020
65,5,2020-08-01 13:18:05+00:00,True,74,0,active,0,0,74,True,True,True,14,,,2020-08-01 13:29:55,2020
66,5,2020-08-01 12:56:59+00:00,True,75,0,active,0,0,75,True,True,False,10,,,2020-08-01 13:29:55,2020
67,8,2020-08-01 13:15:24+00:00,True,76,0,active,0,0,76,True,True,False,9,,,2020-08-01 13:29:55,2020
68,0,2020-08-01 13:26:04+00:00,True,77,1,active,0,0,77,True,True,False,14,,,2020-08-01 13:29:55,2020
69,15,2020-08-01 13:24:22+00:00,True,78,2,active,0,0,78,True,True,False,2,,,2020-08-01 13:29:55,2020
70,12,2020-08-01 12:32:50+00:00,True,79,0,active,0,0,79,True,True,False,7,,,2020-08-01 13:29:55,2020
71,5,2020-08-01 13:03:45+00:00,True,80,0,active,0,0,80,True,True,False,30,,,2020-08-01 13:29:55,2020
72,1,2020-08-01 13:23:51+00:00,True,81,2,active,0,0,81,True,True,False,16,,,2020-08-01 13:29:55,2020
73,7,2020-08-01 11:48:08+00:00,True,82,0,active,0,0,82,True,True,False,8,,,2020-08-01 13:29:55,2020
74,1,2020-08-01 13:18:41+00:00,True,84,0,active,0,0,84,True,True,False,14,,,2020-08-01 13:29:55,2020
75,4,2020-08-01 13:25:24+00:00,True,85,0,active,0,0,85,True,True,False,15,,,2020-08-01 13:29:55,2020
76,11,2020-08-01 13:11:06+00:00,True,86,0,active,0,0,86,True,True,False,8,,,2020-08-01 13:29:55,2020
77,11,2020-08-01 13:22:42+00:00,True,87,1,active,0,0,87,True,True,False,3,,,2020-08-01 13:29:55,2020
78,13,2020-08-01 12:17:24+00:00,True,89,0,active,0,0,89,True,True,False,6,,,2020-08-01 13:29:55,2020
79,2,2020-08-01 13:26:09+00:00,True,90,0,active,0,0,90,True,True,False,17,,,2020-08-01 13:29:55,2020
80,5,2020-08-01 13:06:21+00:00,True,91,0,active,0,0,91,True,True,False,14,,,2020-08-01 13:29:55,2020
81,12,2020-08-01 12:35:20+00:00,True,92,0,active,0,0,92,True,True,False,7,,,2020-08-01 13:29:55,2020
82,10,2020-08-01 12:02:13+00:00,True,93,3,active,0,0,93,True,True,False,2,,,2020-08-01 13:29:55,2020
83,8,2020-08-01 13:29:29+00:00,True,94,0,active,0,0,94,True,True,False,3,,,2020-08-01 13:29:55,2020
84,0,2020-08-01 13:26:27+00:00,True,95,1,active,0,0,95,True,True,False,14,,,2020-08-01 13:29:55,2020
85,5,2020-08-01 13:14:01+00:00,True,96,0,active,0,0,96,True,True,False,14,,,2020-08-01 13:29:55,2020
86,5,2020-08-01 12:37:44+00:00,True,97,0,active,0,0,97,True,True,False,14,,,2020-08-01 13:29:55,2020
87,11,2020-08-01 13:10:52+00:00,True,98,1,active,0,0,98,True,True,False,10,,,2020-08-01 13:29:55,2020
88,4,2020-08-01 13:28:45+00:00,True,99,1,active,0,0,99,True,True,False,10,,,2020-08-01 13:29:55,2020
89,6,2020-08-01 13:22:59+00:00,True,100,2,active,0,0,100,True,True,True,17,,,2020-08-01 13:29:55,2020
90,1,2020-08-01 13:27:47+00:00,True,101,0,active,0,0,101,True,True,False,14,,,2020-08-01 13:29:55,2020
91,13,2020-08-01 12:27:23+00:00,True,102,0,active,0,0,102,True,True,False,2,,,2020-08-01 13:29:55,2020
92,6,2020-08-01 12:01:19+00:00,True,103,1,active,0,0,103,True,True,False,8,,,2020-08-01 13:29:55,2020
93,18,2020-08-01 12:46:46+00:00,True,104,0,active,0,0,104,True,True,False,1,,,2020-08-01 13:29:55,2020
94,12,2020-08-01 13:27:49+00:00,True,105,0,active,0,0,105,True,True,False,7,,,2020-08-01 13:29:55,2020
95,3,2020-08-01 11:29:54+00:00,True,106,1,active,0,0,106,True,True,False,11,,,2020-08-01 13:29:55,2020
96,8,2020-08-01 13:27:49+00:00,True,107,0,active,0,0,107,True,True,False,11,,,2020-08-01 13:29:55,2020
97,16,2020-08-01 13:28:40+00:00,True,108,0,active,0,0,108,True,True,False,1,,,2020-08-01 13:29:55,2020
98,28,2020-08-01 13:14:25+00:00,True,109,2,active,0,0,109,True,True,False,5,,,2020-08-01 13:29:55,2020
99,8,2020-08-01 13:21:09+00:00,True,110,1,active,0,0,110,True,True,False,6,,,2020-08-01 13:29:55,2020
100,3,2020-08-01 13:01:49+00:00,True,111,0,active,0,0,111,True,True,False,12,,,2020-08-01 13:29:55,2020
101,6,2020-08-01 13:15:55+00:00,True,112,0,active,0,0,112,True,True,False,9,,,2020-08-01 13:29:55,2020
102,12,2020-08-01 13:19:33+00:00,True,113,1,active,0,0,113,True,True,False,2,,,2020-08-01 13:29:55,2020
103,2,2020-08-01 12:19:55+00:00,True,114,0,active,0,0,114,True,True,False,13,,,2020-08-01 13:29:55,2020
104,13,2020-08-01 13:16:19+00:00,True,115,0,active,0,0,115,True,True,False,6,,,2020-08-01 13:29:55,2020
105,12,2020-08-01 12:59:14+00:00,True,116,0,active,0,0,116,True,True,False,11,,,2020-08-01 13:29:55,2020
106,6,2020-08-01 12:33:36+00:00,True,117,1,active,0,0,117,True,True,False,12,,,2020-08-01 13:29:55,2020
107,18,2020-08-01 08:27:09+00:00,True,118,1,active,0,0,118,True,True,False,0,,,2020-08-01 13:29:55,2020
108,9,2020-08-01 13:24:39+00:00,True,119,1,active,0,0,119,True,True,False,5,,,2020-08-01 13:29:55,2020
109,6,2020-08-01 12:47:37+00:00,True,120,2,active,0,0,120,True,True,False,7,,,2020-08-01 13:29:55,2020
110,8,2020-08-01 13:03:41+00:00,True,121,0,active,0,0,121,True,True,False,9,,,2020-08-01 13:29:55,2020
111,12,2020-08-01 12:46:12+00:00,True,122,0,active,0,0,122,True,True,False,3,,,2020-08-01 13:29:55,2020
112,6,2020-08-01 11:13:37+00:00,True,124,0,active,0,0,124,True,True,False,9,,,2020-08-01 13:29:55,2020
113,4,2020-08-01 13:24:42+00:00,True,125,0,active,0,0,125,True,True,False,11,,,2020-08-01 13:29:55,2020
114,10,2020-08-01 10:29:07+00:00,True,126,0,active,0,0,126,True,True,False,5,,,2020-08-01 13:29:55,2020
115,12,2020-08-01 12:45:08+00:00,True,128,1,active,0,0,128,True,True,False,6,,,2020-08-01 13:29:55,2020
116,10,2020-08-01 13:19:08+00:00,True,129,0,active,0,0,129,True,True,False,9,,,2020-08-01 13:29:55,2020
117,13,2020-08-01 08:56:54+00:00,True,130,0,active,0,0,130,True,True,False,2,,,2020-08-01 13:29:55,2020
118,10,2020-08-01 12:17:34+00:00,True,131,5,active,0,0,131,True,True,False,3,,,2020-08-01 13:29:55,2020
119,17,2020-08-01 13:19:46+00:00,True,133,1,active,0,0,133,True,True,False,5,,,2020-08-01 13:29:55,2020
120,3,2020-08-01 08:32:19+00:00,True,135,0,active,0,0,135,True,True,False,14,,,2020-08-01 13:29:55,2020
121,16,2020-08-01 08:52:02+00:00,True,136,0,active,0,0,136,True,True,False,3,,,2020-08-01 13:29:55,2020
122,3,2020-08-01 08:57:40+00:00,True,137,0,active,0,0,137,True,True,False,12,,,2020-08-01 13:29:55,2020
123,10,2020-08-01 12:16:53+00:00,True,138,0,active,0,0,138,True,True,False,5,,,2020-08-01 13:29:55,2020
124,17,2020-08-01 13:14:32+00:00,True,139,0,active,0,0,139,True,True,False,2,,,2020-08-01 13:29:55,2020
125,5,2020-08-01 13:18:29+00:00,True,140,2,active,0,0,140,True,True,False,10,,,2020-08-01 13:29:55,2020
126,7,2020-08-01 13:21:39+00:00,True,141,0,active,0,0,141,True,True,False,8,,,2020-08-01 13:29:55,2020
127,15,2020-08-01 13:21:39+00:00,True,142,0,active,0,0,142,True,True,False,8,,,2020-08-01 13:29:55,2020
128,14,2020-08-01 12:26:16+00:00,True,143,1,active,0,0,143,True,True,False,8,,,2020-08-01 13:29:55,2020
129,0,2020-08-01 09:40:26+00:00,True,144,0,active,0,0,144,True,True,False,19,,,2020-08-01 13:29:55,2020
130,14,2020-08-01 13:17:53+00:00,True,145,0,active,0,0,145,True,True,False,5,,,2020-08-01 13:29:55,2020
131,18,2020-08-01 13:11:44+00:00,True,146,0,active,0,0,146,True,True,False,1,,,2020-08-01 13:29:55,2020
132,2,2020-08-01 13:24:31+00:00,True,149,0,active,0,0,149,True,True,True,16,,,2020-08-01 13:29:55,2020
133,13,2020-08-01 13:10:28+00:00,True,150,1,active,0,0,150,True,True,False,5,,,2020-08-01 13:29:55,2020
134,6,2020-08-01 12:21:45+00:00,True,151,2,active,0,0,151,True,True,False,11,,,2020-08-01 13:29:55,2020
