,num_bikes_disabled,is_returning,is_renting,num_docks_available,legacy_id,num_docks_disabled,is_installed,station_status,num_bikes_available,last_reported,num_ebikes_available,station_id,eightd_has_available_keys,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,0,True,True,14,3,0,True,active,1,2020-07-31 05:19:30+00:00,0,3,True,,,2020-07-31 05:51:00,2020
1,0,True,True,0,4,0,True,active,19,2020-07-31 04:52:14+00:00,0,4,False,,,2020-07-31 05:51:00,2020
2,0,True,True,1,5,0,True,active,14,2020-07-31 05:44:43+00:00,0,5,False,,,2020-07-31 05:51:00,2020
3,0,True,True,15,6,0,True,active,0,2020-07-31 03:54:54+00:00,0,6,False,,,2020-07-31 05:51:00,2020
4,1,True,True,5,7,0,True,active,9,2020-07-31 05:24:37+00:00,0,7,False,,,2020-07-31 05:51:00,2020
5,2,True,True,0,8,0,True,active,17,2020-07-31 03:12:50+00:00,0,8,False,,,2020-07-31 05:51:00,2020
6,0,True,True,4,9,0,True,active,11,2020-07-31 04:28:00+00:00,0,9,False,,,2020-07-31 05:51:00,2020
7,0,True,True,4,10,0,True,active,7,2020-07-31 03:37:34+00:00,0,10,False,,,2020-07-31 05:51:00,2020
8,0,True,True,15,11,0,True,active,0,2020-07-31 03:05:30+00:00,0,11,False,,,2020-07-31 05:51:00,2020
9,1,True,True,16,12,0,True,active,1,2020-07-31 04:03:11+00:00,0,12,True,,,2020-07-31 05:51:00,2020
10,0,True,True,16,13,0,True,active,3,2020-07-31 02:14:35+00:00,0,13,False,,,2020-07-31 05:51:00,2020
11,0,True,True,25,14,0,True,active,0,2020-07-31 03:08:40+00:00,0,14,False,,,2020-07-31 05:51:00,2020
12,2,True,True,2,15,0,True,active,11,2020-07-31 04:26:56+00:00,0,15,False,,,2020-07-31 05:51:00,2020
13,1,True,True,15,16,0,True,active,3,2020-07-31 03:44:30+00:00,0,16,True,,,2020-07-31 05:51:00,2020
14,0,True,True,4,17,0,True,active,11,2020-07-31 05:43:38+00:00,0,17,False,,,2020-07-31 05:51:00,2020
15,0,True,True,5,19,0,True,active,10,2020-07-31 03:01:50+00:00,0,19,False,,,2020-07-31 05:51:00,2020
16,0,True,True,15,20,0,True,active,8,2020-07-31 05:04:41+00:00,0,20,True,,,2020-07-31 05:51:00,2020
17,0,True,True,11,21,0,True,active,7,2020-07-31 05:06:45+00:00,0,21,True,,,2020-07-31 05:51:00,2020
18,0,True,True,41,22,0,True,active,6,2020-07-31 03:56:39+00:00,0,22,True,,,2020-07-31 05:51:00,2020
19,0,True,True,16,23,0,True,active,5,2020-07-31 03:23:27+00:00,0,23,True,,,2020-07-31 05:51:00,2020
20,0,True,True,12,24,0,True,active,7,2020-07-31 05:10:29+00:00,0,24,False,,,2020-07-31 05:51:00,2020
21,1,True,True,1,25,0,True,active,13,2020-07-31 03:45:47+00:00,0,25,False,,,2020-07-31 05:51:00,2020
22,2,True,True,8,26,0,True,active,5,2020-07-31 03:46:04+00:00,0,26,False,,,2020-07-31 05:51:00,2020
23,2,True,True,2,27,0,True,active,19,2020-07-31 03:38:15+00:00,0,27,False,,,2020-07-31 05:51:00,2020
24,0,True,True,9,29,0,True,active,6,2020-07-31 00:21:00+00:00,0,29,False,,,2020-07-31 05:51:00,2020
25,0,True,True,13,30,0,True,active,2,2020-07-31 05:32:12+00:00,0,30,False,,,2020-07-31 05:51:00,2020
26,1,True,True,0,31,0,True,active,18,2020-07-31 02:30:28+00:00,0,31,True,,,2020-07-31 05:51:00,2020
27,2,True,True,5,32,0,True,active,8,2020-07-31 04:49:47+00:00,0,32,False,,,2020-07-31 05:51:00,2020
28,0,True,True,4,33,0,True,active,23,2020-07-31 05:08:35+00:00,0,33,False,,,2020-07-31 05:51:00,2020
29,0,True,True,17,35,0,True,active,6,2020-07-31 01:46:18+00:00,0,35,False,,,2020-07-31 05:51:00,2020
30,0,True,True,30,36,0,True,active,3,2020-07-31 04:46:04+00:00,0,36,True,,,2020-07-31 05:51:00,2020
31,0,True,True,14,37,0,True,active,1,2020-07-31 01:20:58+00:00,0,37,True,,,2020-07-31 05:51:00,2020
32,0,True,True,14,39,0,True,active,9,2020-07-31 05:33:04+00:00,0,39,False,,,2020-07-31 05:51:00,2020
33,0,True,True,0,40,0,True,active,19,2020-07-31 05:19:16+00:00,0,40,False,,,2020-07-31 05:51:00,2020
34,1,True,True,1,41,0,True,active,25,2020-07-31 05:18:51+00:00,0,41,True,,,2020-07-31 05:51:00,2020
35,0,True,True,10,42,0,True,active,13,2020-07-31 00:48:53+00:00,0,42,False,,,2020-07-31 05:51:00,2020
36,0,True,True,11,43,0,True,active,4,2020-07-31 03:44:01+00:00,0,43,True,,,2020-07-31 05:51:00,2020
37,0,True,True,1,44,0,True,active,22,2020-07-31 03:45:20+00:00,0,44,False,,,2020-07-31 05:51:00,2020
38,0,True,True,0,46,0,True,active,19,2020-07-31 04:19:00+00:00,0,46,False,,,2020-07-31 05:51:00,2020
39,0,True,True,6,47,0,True,active,13,2020-07-31 05:48:00+00:00,0,47,True,,,2020-07-31 05:51:00,2020
40,0,True,True,14,48,0,True,active,5,2020-07-31 01:56:19+00:00,0,48,False,,,2020-07-31 05:51:00,2020
41,0,True,True,16,49,0,True,active,2,2020-07-31 03:29:11+00:00,0,49,False,,,2020-07-31 05:51:00,2020
42,0,True,True,15,50,0,True,active,0,2020-07-31 00:20:13+00:00,0,50,True,,,2020-07-31 05:51:00,2020
43,2,True,True,10,51,0,True,active,3,2020-07-31 05:19:24+00:00,0,51,False,,,2020-07-31 05:51:00,2020
44,1,True,True,12,52,0,True,active,10,2020-07-31 05:02:50+00:00,0,52,True,,,2020-07-31 05:51:00,2020
45,0,True,True,18,53,0,True,active,1,2020-07-31 04:59:58+00:00,0,53,False,,,2020-07-31 05:51:00,2020
46,0,True,True,13,54,0,True,active,2,2020-07-31 04:51:57+00:00,0,54,False,,,2020-07-31 05:51:00,2020
47,0,True,True,3,55,0,True,active,12,2020-07-31 05:48:01+00:00,0,55,False,,,2020-07-31 05:51:00,2020
48,0,True,True,7,56,0,True,active,11,2020-07-31 04:14:52+00:00,0,56,True,,,2020-07-31 05:51:00,2020
49,0,True,True,6,57,0,True,active,8,2020-07-31 05:07:26+00:00,0,57,True,,,2020-07-31 05:51:00,2020
50,0,True,True,17,58,0,True,active,2,2020-07-31 05:01:29+00:00,0,58,True,,,2020-07-31 05:51:00,2020
51,0,True,True,7,59,0,True,active,12,2020-07-31 04:39:51+00:00,0,59,True,,,2020-07-31 05:51:00,2020
52,0,True,True,14,60,0,True,active,5,2020-07-31 04:17:42+00:00,0,60,False,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 63, 'off_dock_capacity': 40, 'off_dock_count': 12, 'dock_blocked_count': 0, 'active': True, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS'}",2020-07-31 05:51:00,2020
53,0,True,True,19,61,0,True,active,0,2020-07-31 05:15:44+00:00,0,61,False,,,2020-07-31 05:51:00,2020
54,0,True,True,4,63,0,True,active,11,2020-07-31 03:00:04+00:00,0,63,False,,,2020-07-31 05:51:00,2020
55,1,True,True,10,64,0,True,active,8,2020-07-31 05:06:52+00:00,0,64,False,,,2020-07-31 05:51:00,2020
56,1,True,True,17,65,0,True,active,5,2020-07-31 05:10:34+00:00,0,65,False,,,2020-07-31 05:51:00,2020
57,0,True,True,0,66,0,True,active,15,2020-07-31 04:15:08+00:00,0,66,False,,,2020-07-31 05:51:00,2020
58,1,True,True,23,67,0,True,active,3,2020-07-31 05:40:14+00:00,0,67,True,,,2020-07-31 05:51:00,2020
59,1,True,True,7,68,0,True,active,11,2020-07-31 04:43:58+00:00,0,68,True,,,2020-07-31 05:51:00,2020
60,2,True,True,5,69,0,True,active,12,2020-07-31 04:07:06+00:00,0,69,True,,,2020-07-31 05:51:00,2020
61,0,True,True,9,70,0,True,active,14,2020-07-31 04:10:47+00:00,0,70,False,,,2020-07-31 05:51:00,2020
62,0,True,True,0,71,0,True,active,23,2020-07-31 04:09:48+00:00,0,71,False,,,2020-07-31 05:51:00,2020
63,0,True,True,22,72,0,True,active,1,2020-07-31 04:14:48+00:00,0,72,False,,,2020-07-31 05:51:00,2020
64,0,True,True,7,73,0,True,active,8,2020-07-31 04:10:11+00:00,0,73,False,,,2020-07-31 05:51:00,2020
65,0,True,True,16,74,0,True,active,3,2020-07-31 04:18:52+00:00,0,74,True,,,2020-07-31 05:51:00,2020
66,0,True,True,11,75,0,True,active,4,2020-07-31 04:51:26+00:00,0,75,False,,,2020-07-31 05:51:00,2020
67,0,True,True,4,76,0,True,active,13,2020-07-31 05:25:51+00:00,0,76,False,,,2020-07-31 05:51:00,2020
68,0,True,True,7,77,0,True,active,8,2020-07-31 02:46:05+00:00,0,77,False,,,2020-07-31 05:51:00,2020
69,1,True,True,3,78,0,True,active,15,2020-07-31 02:50:18+00:00,0,78,False,,,2020-07-31 05:51:00,2020
70,0,True,True,14,79,0,True,active,5,2020-07-31 05:23:58+00:00,0,79,False,,,2020-07-31 05:51:00,2020
71,0,True,True,34,80,0,True,active,1,2020-07-31 04:34:58+00:00,0,80,False,,,2020-07-31 05:51:00,2020
72,0,True,True,13,81,0,True,active,6,2020-07-31 05:26:36+00:00,0,81,False,,,2020-07-31 05:51:00,2020
73,0,True,True,10,82,0,True,active,5,2020-07-31 02:32:00+00:00,0,82,False,,,2020-07-31 05:51:00,2020
74,0,True,True,11,84,0,True,active,4,2020-07-31 04:04:51+00:00,0,84,False,,,2020-07-31 05:51:00,2020
75,0,True,True,19,85,0,True,active,0,2020-07-31 02:10:09+00:00,0,85,False,,,2020-07-31 05:51:00,2020
76,0,True,True,6,86,0,True,active,13,2020-07-31 03:57:09+00:00,0,86,False,,,2020-07-31 05:51:00,2020
77,1,True,True,1,87,0,True,active,13,2020-07-31 03:55:40+00:00,0,87,False,,,2020-07-31 05:51:00,2020
78,0,True,True,2,89,0,True,active,17,2020-07-31 03:39:31+00:00,0,89,False,,,2020-07-31 05:51:00,2020
