,eightd_has_available_keys,num_bikes_available,station_status,last_reported,num_docks_disabled,is_renting,is_returning,legacy_id,num_bikes_disabled,station_id,num_docks_available,is_installed,num_ebikes_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,False,4,active,2020-08-10 19:30:28+00:00,0,True,True,3,0,3,11,True,0,,,2020-08-10 19:54:45,2020
1,False,3,active,2020-08-10 19:34:33+00:00,0,True,True,4,0,4,16,True,0,,,2020-08-10 19:54:45,2020
2,False,0,active,2020-08-10 19:41:39+00:00,0,True,True,5,0,5,15,True,0,,,2020-08-10 19:54:45,2020
3,False,7,active,2020-08-10 19:53:40+00:00,0,True,True,6,1,6,7,True,0,,,2020-08-10 19:54:45,2020
4,False,5,active,2020-08-10 19:48:58+00:00,0,True,True,7,0,7,10,True,0,,,2020-08-10 19:54:45,2020
5,False,8,active,2020-08-10 19:47:40+00:00,0,True,True,8,1,8,10,True,0,,,2020-08-10 19:54:45,2020
6,False,4,active,2020-08-10 19:29:50+00:00,0,True,True,9,0,9,11,True,0,,,2020-08-10 19:54:45,2020
7,False,3,active,2020-08-10 18:47:56+00:00,0,True,True,10,2,10,6,True,0,,,2020-08-10 19:54:45,2020
8,False,8,active,2020-08-10 19:50:54+00:00,0,True,True,11,2,11,5,True,0,,,2020-08-10 19:54:45,2020
9,True,15,active,2020-08-10 19:51:10+00:00,0,True,True,12,2,12,1,True,0,,,2020-08-10 19:54:45,2020
10,False,17,active,2020-08-10 19:45:30+00:00,0,True,True,13,0,13,2,True,0,,,2020-08-10 19:54:45,2020
11,False,14,active,2020-08-10 19:40:46+00:00,0,True,True,14,2,14,9,True,0,,,2020-08-10 19:54:45,2020
12,False,14,active,2020-08-10 18:57:08+00:00,0,True,True,15,0,15,1,True,0,,,2020-08-10 19:54:45,2020
13,True,7,active,2020-08-10 19:45:33+00:00,0,True,True,16,0,16,12,True,0,,,2020-08-10 19:54:45,2020
14,False,2,active,2020-08-10 19:07:21+00:00,0,True,True,17,0,17,13,True,0,,,2020-08-10 19:54:45,2020
15,False,4,active,2020-08-10 19:47:18+00:00,0,True,True,19,0,19,11,True,0,,,2020-08-10 19:54:45,2020
16,True,6,active,2020-08-10 19:49:12+00:00,0,True,True,20,2,20,15,True,0,,,2020-08-10 19:54:45,2020
