,station_status,num_ebikes_available,is_returning,num_docks_disabled,legacy_id,is_renting,num_bikes_disabled,last_reported,eightd_has_available_keys,station_id,is_installed,num_bikes_available,num_docks_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
209,active,0,True,0,271,True,0,2020-08-05 17:15:27+00:00,False,271,True,7,8,,,2020-08-05 17:33:40,2020
210,active,0,True,0,272,True,0,2020-08-05 12:22:08+00:00,False,272,True,5,14,,,2020-08-05 17:33:40,2020
211,active,0,True,0,273,True,1,2020-08-05 17:24:59+00:00,False,273,True,24,15,,,2020-08-05 17:33:40,2020
212,active,0,True,0,279,True,0,2020-08-05 17:02:22+00:00,False,279,True,5,14,,,2020-08-05 17:33:40,2020
213,active,0,True,0,280,True,0,2020-08-05 16:23:01+00:00,False,280,True,5,14,,,2020-08-05 17:33:40,2020
214,active,0,True,0,282,True,0,2020-08-05 17:31:34+00:00,False,282,True,9,6,,,2020-08-05 17:33:40,2020
215,active,0,True,0,296,True,0,2020-08-05 17:29:43+00:00,False,296,True,7,16,,,2020-08-05 17:33:40,2020
216,active,0,True,0,318,True,0,2020-08-05 16:56:16+00:00,False,318,True,18,1,,,2020-08-05 17:33:40,2020
217,active,0,True,0,319,True,0,2020-08-05 14:24:33+00:00,False,319,True,15,10,,,2020-08-05 17:33:40,2020
218,active,0,True,0,327,True,0,2020-08-05 17:33:21+00:00,False,327,True,5,10,,,2020-08-05 17:33:40,2020
219,active,0,True,0,328,True,0,2020-08-05 17:09:25+00:00,False,328,True,8,7,,,2020-08-05 17:33:40,2020
220,active,0,True,0,329,True,1,2020-08-05 17:25:51+00:00,False,329,True,8,6,,,2020-08-05 17:33:40,2020
221,active,0,True,0,330,True,0,2020-08-05 17:11:31+00:00,False,330,True,6,9,,,2020-08-05 17:33:40,2020
222,active,0,True,0,331,True,0,2020-08-05 17:30:43+00:00,False,331,True,1,14,,,2020-08-05 17:33:40,2020
