,num_docks_available,station_id,num_bikes_disabled,num_docks_disabled,last_reported,legacy_id,station_status,is_returning,num_ebikes_available,is_installed,num_bikes_available,is_renting,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
93,14,104,0,0,2020-08-12 17:58:26+00:00,104,active,True,0,True,5,True,False,2020-08-12 19:15:20,2020
94,1,105,0,0,2020-08-12 18:59:58+00:00,105,active,True,0,True,18,True,False,2020-08-12 19:15:20,2020
95,11,106,1,0,2020-08-12 15:08:22+00:00,106,active,True,0,True,3,True,False,2020-08-12 19:15:20,2020
96,1,107,0,0,2020-08-12 19:14:48+00:00,107,active,True,0,True,18,True,False,2020-08-12 19:15:20,2020
97,5,108,0,0,2020-08-12 16:40:53+00:00,108,active,True,0,True,12,True,False,2020-08-12 19:15:20,2020
98,28,109,0,0,2020-08-12 18:42:02+00:00,109,active,True,0,True,7,True,False,2020-08-12 19:15:20,2020
99,12,110,0,0,2020-08-12 18:57:23+00:00,110,active,True,0,True,3,True,False,2020-08-12 19:15:20,2020
100,7,111,0,0,2020-08-12 18:04:12+00:00,111,active,True,0,True,8,True,False,2020-08-12 19:15:20,2020
101,3,112,0,0,2020-08-12 18:57:52+00:00,112,active,True,0,True,12,True,False,2020-08-12 19:15:20,2020
102,2,113,0,0,2020-08-12 18:58:24+00:00,113,active,True,0,True,13,True,False,2020-08-12 19:15:20,2020
103,10,114,0,0,2020-08-12 17:57:45+00:00,114,active,True,0,True,5,True,False,2020-08-12 19:15:20,2020
104,7,115,3,0,2020-08-12 19:08:13+00:00,115,active,True,0,True,9,True,False,2020-08-12 19:15:20,2020
105,14,116,0,0,2020-08-12 18:51:08+00:00,116,active,True,0,True,9,True,False,2020-08-12 19:15:20,2020
106,10,117,0,0,2020-08-12 19:13:08+00:00,117,active,True,0,True,9,True,False,2020-08-12 19:15:20,2020
107,6,118,1,0,2020-08-12 18:31:40+00:00,118,active,True,0,True,12,True,False,2020-08-12 19:15:20,2020
108,8,119,0,0,2020-08-12 18:45:09+00:00,119,active,True,0,True,7,True,False,2020-08-12 19:15:20,2020
109,0,120,0,0,2020-08-12 18:57:42+00:00,120,active,True,0,True,15,True,False,2020-08-12 19:15:20,2020
110,16,121,0,0,2020-08-12 18:33:08+00:00,121,active,True,0,True,1,True,False,2020-08-12 19:15:20,2020
111,12,122,0,0,2020-08-12 17:31:05+00:00,122,active,True,0,True,3,True,False,2020-08-12 19:15:20,2020
112,7,124,0,0,2020-08-12 17:55:36+00:00,124,active,True,0,True,8,True,False,2020-08-12 19:15:20,2020
113,15,125,0,0,2020-08-12 18:45:56+00:00,125,active,True,0,True,0,True,False,2020-08-12 19:15:20,2020
114,8,126,0,0,2020-08-12 14:49:41+00:00,126,active,True,0,True,7,True,False,2020-08-12 19:15:20,2020
115,14,128,0,0,2020-08-12 18:25:15+00:00,128,active,True,0,True,5,True,False,2020-08-12 19:15:20,2020
116,11,129,0,0,2020-08-12 17:20:34+00:00,129,active,True,0,True,8,True,False,2020-08-12 19:15:20,2020
117,2,130,0,0,2020-08-12 12:08:02+00:00,130,active,True,0,True,13,True,False,2020-08-12 19:15:20,2020
118,10,131,0,0,2020-08-12 19:06:45+00:00,131,active,True,0,True,8,True,False,2020-08-12 19:15:20,2020
119,14,133,0,0,2020-08-12 18:38:50+00:00,133,active,True,0,True,9,True,False,2020-08-12 19:15:20,2020
120,12,135,0,0,2020-08-12 18:50:50+00:00,135,active,True,0,True,5,True,False,2020-08-12 19:15:20,2020
121,14,136,0,0,2020-08-12 18:07:59+00:00,136,active,True,0,True,5,True,False,2020-08-12 19:15:20,2020
122,8,137,0,0,2020-08-12 17:41:31+00:00,137,active,True,0,True,7,True,False,2020-08-12 19:15:20,2020
123,0,138,1,0,2020-08-12 18:08:10+00:00,138,active,True,0,True,14,True,False,2020-08-12 19:15:20,2020
124,16,139,0,0,2020-08-12 19:07:07+00:00,139,active,True,0,True,3,True,False,2020-08-12 19:15:20,2020
125,3,140,0,0,2020-08-12 18:25:36+00:00,140,active,True,0,True,14,True,False,2020-08-12 19:15:20,2020
126,0,141,1,0,2020-08-12 18:52:14+00:00,141,active,True,0,True,14,True,False,2020-08-12 19:15:20,2020
127,10,142,1,0,2020-08-12 18:51:54+00:00,142,active,True,0,True,12,True,False,2020-08-12 19:15:20,2020
128,3,143,0,0,2020-08-12 19:12:19+00:00,143,active,True,0,True,20,True,False,2020-08-12 19:15:20,2020
129,2,144,1,0,2020-08-12 19:14:32+00:00,144,active,True,0,True,16,True,False,2020-08-12 19:15:20,2020
130,5,145,0,0,2020-08-12 16:03:53+00:00,145,active,True,0,True,14,True,False,2020-08-12 19:15:20,2020
131,10,146,0,0,2020-08-12 18:52:56+00:00,146,active,True,0,True,9,True,False,2020-08-12 19:15:20,2020
132,11,149,0,0,2020-08-12 19:10:54+00:00,149,active,True,0,True,7,True,True,2020-08-12 19:15:20,2020
133,5,150,0,0,2020-08-12 17:35:14+00:00,150,active,True,0,True,14,True,False,2020-08-12 19:15:20,2020
134,7,151,0,0,2020-08-12 18:08:12+00:00,151,active,True,0,True,12,True,False,2020-08-12 19:15:20,2020
135,12,152,0,0,2020-08-12 18:47:41+00:00,152,active,True,0,True,3,True,True,2020-08-12 19:15:20,2020
136,10,156,0,0,2020-08-12 18:47:11+00:00,156,active,True,0,True,5,True,False,2020-08-12 19:15:20,2020
137,1,157,1,0,2020-08-12 18:44:15+00:00,157,active,True,0,True,13,True,False,2020-08-12 19:15:20,2020
138,10,159,0,0,2020-08-12 18:34:10+00:00,159,active,True,0,True,5,True,False,2020-08-12 19:15:20,2020
139,10,160,0,0,2020-08-12 18:24:14+00:00,160,active,True,0,True,4,True,True,2020-08-12 19:15:20,2020
140,19,161,1,0,2020-08-12 19:09:10+00:00,161,active,True,0,True,3,True,True,2020-08-12 19:15:20,2020
141,9,162,0,0,2020-08-12 16:49:41+00:00,162,active,True,0,True,6,True,False,2020-08-12 19:15:20,2020
142,7,163,0,0,2020-08-12 17:57:38+00:00,163,active,True,0,True,12,True,True,2020-08-12 19:15:20,2020
143,14,167,0,0,2020-08-12 19:07:56+00:00,167,active,True,0,True,1,True,False,2020-08-12 19:15:20,2020
144,7,169,0,0,2020-08-12 18:45:53+00:00,169,active,True,0,True,12,True,False,2020-08-12 19:15:20,2020
145,13,170,1,0,2020-08-12 13:33:24+00:00,170,active,True,0,True,0,True,True,2020-08-12 19:15:20,2020
146,16,171,0,0,2020-08-12 15:34:14+00:00,171,active,True,0,True,7,True,True,2020-08-12 19:15:20,2020
147,6,173,0,0,2020-08-12 18:31:55+00:00,173,active,True,0,True,8,True,True,2020-08-12 19:15:20,2020
148,10,174,1,0,2020-08-12 17:59:09+00:00,174,active,True,0,True,4,True,False,2020-08-12 19:15:20,2020
149,12,175,0,0,2020-08-12 18:51:00+00:00,175,active,True,0,True,5,True,True,2020-08-12 19:15:20,2020
150,6,176,0,0,2020-08-12 18:17:23+00:00,176,active,True,0,True,9,True,False,2020-08-12 19:15:20,2020
151,17,177,0,0,2020-08-12 19:09:14+00:00,177,active,True,0,True,2,True,False,2020-08-12 19:15:20,2020
152,14,178,0,0,2020-08-12 19:06:59+00:00,178,active,True,0,True,5,True,False,2020-08-12 19:15:20,2020
153,7,179,0,0,2020-08-12 19:11:24+00:00,179,active,True,0,True,18,True,False,2020-08-12 19:15:20,2020
154,3,180,1,0,2020-08-12 17:59:42+00:00,180,active,True,0,True,15,True,False,2020-08-12 19:15:20,2020
155,12,181,0,0,2020-08-12 19:07:00+00:00,181,active,True,0,True,7,True,False,2020-08-12 19:15:20,2020
156,18,182,0,0,2020-08-12 19:04:31+00:00,182,active,True,0,True,1,True,True,2020-08-12 19:15:20,2020
157,13,183,0,0,2020-08-12 19:08:40+00:00,183,active,True,0,True,6,True,False,2020-08-12 19:15:20,2020
158,9,184,0,0,2020-08-12 19:13:14+00:00,184,active,True,0,True,10,True,False,2020-08-12 19:15:20,2020
159,9,185,0,0,2020-08-12 19:12:07+00:00,185,active,True,0,True,6,True,False,2020-08-12 19:15:20,2020
160,9,186,0,0,2020-08-12 18:57:43+00:00,186,active,True,0,True,6,True,True,2020-08-12 19:15:20,2020
161,8,187,0,0,2020-08-12 17:39:51+00:00,187,active,True,0,True,7,True,False,2020-08-12 19:15:20,2020
162,0,188,0,0,2020-08-12 13:30:54+00:00,188,active,True,0,True,15,True,False,2020-08-12 19:15:20,2020
163,7,189,0,0,2020-08-12 19:06:52+00:00,189,active,True,0,True,16,True,True,2020-08-12 19:15:20,2020
164,26,190,1,0,2020-08-12 19:04:42+00:00,190,active,True,0,True,10,True,True,2020-08-12 19:15:20,2020
165,11,191,0,0,2020-08-12 17:01:46+00:00,191,active,True,0,True,4,True,False,2020-08-12 19:15:20,2020
166,2,192,0,0,2020-08-12 19:14:51+00:00,192,active,True,0,True,17,True,False,2020-08-12 19:15:20,2020
167,10,193,2,0,2020-08-12 18:34:09+00:00,193,active,True,0,True,3,True,False,2020-08-12 19:15:20,2020
168,17,194,0,0,2020-08-12 17:43:20+00:00,194,active,True,0,True,2,True,False,2020-08-12 19:15:20,2020
169,17,195,0,0,2020-08-12 19:07:51+00:00,195,active,True,0,True,6,True,False,2020-08-12 19:15:20,2020
170,10,196,0,0,2020-08-12 18:10:07+00:00,196,active,True,0,True,0,True,True,2020-08-12 19:15:20,2020
171,9,197,0,0,2020-08-12 18:44:49+00:00,197,active,True,0,True,6,True,False,2020-08-12 19:15:20,2020
172,13,199,0,0,2020-08-12 16:56:33+00:00,199,active,True,0,True,2,True,False,2020-08-12 19:15:20,2020
173,2,200,1,0,2020-08-12 17:15:20+00:00,200,active,True,0,True,16,True,False,2020-08-12 19:15:20,2020
174,15,201,0,0,2020-08-12 12:04:48+00:00,201,active,True,0,True,0,True,False,2020-08-12 19:15:20,2020
175,10,202,0,0,2020-08-12 08:28:22+00:00,202,active,True,0,True,5,True,False,2020-08-12 19:15:20,2020
176,14,203,0,0,2020-08-12 08:43:55+00:00,203,active,True,0,True,1,True,False,2020-08-12 19:15:20,2020
177,15,204,0,0,2020-08-12 12:58:21+00:00,204,active,True,0,True,0,True,False,2020-08-12 19:15:20,2020
178,11,205,0,0,2020-08-12 18:58:44+00:00,205,active,True,0,True,4,True,False,2020-08-12 19:15:20,2020
179,16,206,1,0,2020-08-12 16:58:50+00:00,206,active,True,0,True,6,True,True,2020-08-12 19:15:20,2020
180,11,208,1,0,2020-08-12 18:02:28+00:00,208,active,True,0,True,3,True,True,2020-08-12 19:15:20,2020
181,11,209,0,0,2020-08-12 18:58:12+00:00,209,active,True,0,True,4,True,False,2020-08-12 19:15:20,2020
182,14,210,0,0,2020-08-12 12:40:11+00:00,210,active,True,0,True,1,True,False,2020-08-12 19:15:20,2020
183,13,211,0,0,2020-08-12 17:00:36+00:00,211,active,True,0,True,6,True,False,2020-08-12 19:15:20,2020
184,2,212,1,0,2020-08-12 18:28:16+00:00,212,active,True,0,True,30,True,False,2020-08-12 19:15:20,2020
185,11,213,0,0,2020-08-12 18:15:14+00:00,213,active,True,0,True,5,True,True,2020-08-12 19:15:20,2020
186,13,214,0,0,2020-08-12 17:45:52+00:00,214,active,True,0,True,2,True,False,2020-08-12 19:15:20,2020
187,9,215,1,0,2020-08-12 18:29:46+00:00,215,active,True,0,True,5,True,False,2020-08-12 19:15:20,2020
188,1,216,1,0,2020-08-12 16:28:35+00:00,216,active,True,0,True,17,True,False,2020-08-12 19:15:20,2020
189,4,217,0,0,2020-08-12 18:00:15+00:00,217,active,True,0,True,15,True,False,2020-08-12 19:15:20,2020
190,7,218,1,0,2020-08-12 18:22:08+00:00,218,active,True,0,True,7,True,False,2020-08-12 19:15:20,2020
191,7,219,2,0,2020-08-12 12:16:03+00:00,219,active,True,0,True,6,True,False,2020-08-12 19:15:20,2020
192,13,221,0,0,2020-08-12 18:20:51+00:00,221,active,True,0,True,6,True,False,2020-08-12 19:15:20,2020
193,12,222,0,0,2020-08-12 18:49:31+00:00,222,active,True,0,True,2,True,True,2020-08-12 19:15:20,2020
194,2,224,1,0,2020-08-12 14:08:37+00:00,224,active,True,0,True,14,True,False,2020-08-12 19:15:20,2020
195,17,225,0,0,2020-08-12 18:03:36+00:00,225,active,True,0,True,2,True,False,2020-08-12 19:15:20,2020
196,13,226,0,0,2020-08-12 19:13:37+00:00,226,active,True,0,True,2,True,False,2020-08-12 19:15:20,2020
197,4,227,3,0,2020-08-12 19:06:48+00:00,227,active,True,0,True,12,True,False,2020-08-12 19:15:20,2020
198,17,228,0,0,2020-08-12 19:03:54+00:00,228,active,True,0,True,2,True,False,2020-08-12 19:15:20,2020
199,3,232,0,0,2020-08-12 08:08:09+00:00,232,active,True,0,True,8,True,False,2020-08-12 19:15:20,2020
200,9,233,0,0,2020-08-12 18:16:55+00:00,233,active,False,0,True,6,False,False,2020-08-12 19:15:20,2020
201,14,234,0,0,2020-08-12 17:15:32+00:00,234,active,True,0,True,1,True,False,2020-08-12 19:15:20,2020
202,10,235,0,0,2020-08-12 19:07:58+00:00,235,active,True,0,True,5,True,False,2020-08-12 19:15:20,2020
203,7,236,0,0,2020-08-12 18:41:52+00:00,236,active,True,0,True,8,True,False,2020-08-12 19:15:20,2020
204,11,239,0,0,2020-08-12 17:42:23+00:00,239,active,True,0,True,4,True,False,2020-08-12 19:15:20,2020
205,7,255,0,0,2020-08-12 08:53:35+00:00,255,active,True,0,True,8,True,False,2020-08-12 19:15:20,2020
206,5,258,0,0,2020-08-12 08:54:13+00:00,258,active,True,0,True,10,True,False,2020-08-12 19:15:20,2020
207,0,259,0,0,2020-08-12 08:53:25+00:00,259,active,True,0,True,15,True,False,2020-08-12 19:15:20,2020
208,5,260,0,0,2020-08-12 17:27:23+00:00,260,active,True,0,True,10,True,False,2020-08-12 19:15:20,2020
209,10,271,0,0,2020-08-12 18:50:36+00:00,271,active,True,0,True,5,True,False,2020-08-12 19:15:20,2020
210,13,272,1,0,2020-08-12 19:10:32+00:00,272,active,True,0,True,5,True,False,2020-08-12 19:15:20,2020
211,21,273,0,0,2020-08-12 19:13:37+00:00,273,active,True,0,True,19,True,False,2020-08-12 19:15:20,2020
212,2,279,0,0,2020-08-12 18:56:00+00:00,279,active,True,0,True,17,True,False,2020-08-12 19:15:20,2020
213,10,280,0,0,2020-08-12 17:42:44+00:00,280,active,True,0,True,9,True,False,2020-08-12 19:15:20,2020
214,9,282,0,0,2020-08-12 19:12:23+00:00,282,active,True,0,True,6,True,False,2020-08-12 19:15:20,2020
215,11,296,0,0,2020-08-12 18:47:52+00:00,296,active,True,0,True,12,True,False,2020-08-12 19:15:20,2020
216,1,318,0,0,2020-08-12 19:11:29+00:00,318,active,True,0,True,18,True,False,2020-08-12 19:15:20,2020
217,22,319,0,0,2020-08-12 18:43:57+00:00,319,active,True,0,True,3,True,False,2020-08-12 19:15:20,2020
218,11,327,0,0,2020-08-12 17:20:58+00:00,327,active,True,0,True,4,True,False,2020-08-12 19:15:20,2020
219,7,328,1,0,2020-08-12 19:13:20+00:00,328,active,True,0,True,7,True,False,2020-08-12 19:15:20,2020
220,9,329,0,0,2020-08-12 18:45:13+00:00,329,active,True,0,True,6,True,False,2020-08-12 19:15:20,2020
221,7,330,0,0,2020-08-12 18:25:53+00:00,330,active,True,0,True,8,True,False,2020-08-12 19:15:20,2020
222,1,331,0,0,2020-08-12 19:14:51+00:00,331,active,True,0,True,14,True,False,2020-08-12 19:15:20,2020
223,12,332,1,0,2020-08-12 18:46:01+00:00,332,active,True,0,True,2,True,False,2020-08-12 19:15:20,2020
224,4,333,0,0,2020-08-12 17:55:38+00:00,333,active,True,0,True,21,True,False,2020-08-12 19:15:20,2020
225,1,334,2,0,2020-08-12 17:25:29+00:00,334,active,True,0,True,16,True,False,2020-08-12 19:15:20,2020
226,12,335,0,0,2020-08-12 19:13:41+00:00,335,active,True,0,True,7,True,False,2020-08-12 19:15:20,2020
227,7,336,0,0,2020-08-12 18:17:17+00:00,336,active,True,0,True,8,True,False,2020-08-12 19:15:20,2020
228,0,337,0,0,2020-08-12 13:06:03+00:00,337,active,True,0,True,15,True,False,2020-08-12 19:15:20,2020
229,13,338,1,0,2020-08-12 19:14:03+00:00,338,active,True,0,True,1,True,False,2020-08-12 19:15:20,2020
230,1,339,0,0,2020-08-12 17:49:47+00:00,339,active,True,0,True,14,True,False,2020-08-12 19:15:20,2020
231,1,340,0,0,2020-08-12 08:52:43+00:00,340,active,True,0,True,18,True,False,2020-08-12 19:15:20,2020
232,7,341,1,0,2020-08-12 13:49:12+00:00,341,active,True,0,True,7,True,True,2020-08-12 19:15:20,2020
