,num_docks_available,station_id,num_bikes_disabled,num_docks_disabled,last_reported,legacy_id,station_status,is_returning,num_ebikes_available,is_installed,num_bikes_available,is_renting,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
233,11,342,0,0,2020-08-12 19:14:43+00:00,342,active,True,0,True,4,True,False,2020-08-12 19:15:20,2020
234,11,343,0,0,2020-08-12 16:19:17+00:00,343,active,True,0,True,4,True,False,2020-08-12 19:15:20,2020
235,14,344,0,0,2020-08-12 18:49:53+00:00,344,active,True,0,True,5,True,False,2020-08-12 19:15:20,2020
236,15,345,0,0,2020-08-12 18:37:11+00:00,345,active,True,0,True,4,True,False,2020-08-12 19:15:20,2020
237,11,346,0,0,2020-08-12 18:39:42+00:00,346,active,True,0,True,4,True,False,2020-08-12 19:15:20,2020
238,2,347,0,0,2020-08-12 18:59:12+00:00,347,active,True,0,True,13,True,False,2020-08-12 19:15:20,2020
239,11,348,1,0,2020-08-12 16:08:58+00:00,348,active,True,0,True,3,True,False,2020-08-12 19:15:20,2020
240,10,349,1,0,2020-08-12 18:36:47+00:00,349,active,True,0,True,6,True,True,2020-08-12 19:15:20,2020
241,4,350,0,0,2020-08-12 16:34:03+00:00,350,active,True,0,True,13,True,False,2020-08-12 19:15:20,2020
242,11,351,0,0,2020-08-12 18:48:59+00:00,351,active,True,0,True,4,True,False,2020-08-12 19:15:20,2020
243,12,352,0,0,2020-08-12 19:10:45+00:00,352,active,True,0,True,3,True,False,2020-08-12 19:15:20,2020
244,9,353,0,0,2020-08-12 15:33:31+00:00,353,active,True,0,True,6,True,True,2020-08-12 19:15:20,2020
245,12,354,1,0,2020-08-12 18:56:03+00:00,354,active,True,0,True,2,True,False,2020-08-12 19:15:20,2020
246,1,355,0,0,2020-08-12 16:15:35+00:00,355,active,True,0,True,16,True,False,2020-08-12 19:15:20,2020
247,18,356,0,0,2020-08-12 18:42:14+00:00,356,active,True,0,True,5,True,False,2020-08-12 19:15:20,2020
248,12,357,0,0,2020-08-12 19:12:19+00:00,357,active,True,0,True,3,True,False,2020-08-12 19:15:20,2020
249,5,358,0,0,2020-08-12 17:42:47+00:00,358,active,True,0,True,14,True,False,2020-08-12 19:15:20,2020
250,11,359,0,0,2020-08-12 19:05:39+00:00,359,active,True,0,True,4,True,False,2020-08-12 19:15:20,2020
251,15,360,0,0,2020-08-12 19:02:21+00:00,360,active,True,0,True,0,True,False,2020-08-12 19:15:20,2020
252,14,361,0,0,2020-08-12 18:52:14+00:00,361,active,True,0,True,5,True,False,2020-08-12 19:15:20,2020
253,4,362,0,0,2020-08-12 18:41:49+00:00,362,active,True,0,True,15,True,False,2020-08-12 19:15:20,2020
254,12,363,0,0,2020-08-12 19:11:17+00:00,363,active,True,0,True,7,True,False,2020-08-12 19:15:20,2020
255,9,364,0,0,2020-08-12 19:13:35+00:00,364,active,True,0,True,10,True,False,2020-08-12 19:15:20,2020
256,13,365,1,0,2020-08-12 19:14:09+00:00,365,active,True,0,True,5,True,False,2020-08-12 19:15:20,2020
257,13,366,0,0,2020-08-12 19:14:55+00:00,366,active,True,0,True,2,True,False,2020-08-12 19:15:20,2020
258,4,367,1,0,2020-08-12 17:54:06+00:00,367,active,True,0,True,14,True,False,2020-08-12 19:15:20,2020
259,5,368,1,0,2020-08-12 19:10:46+00:00,368,active,True,0,True,9,True,False,2020-08-12 19:15:20,2020
260,10,369,0,0,2020-08-12 19:14:19+00:00,369,active,True,0,True,5,True,False,2020-08-12 19:15:20,2020
261,9,370,0,0,2020-08-12 18:53:39+00:00,370,active,True,0,True,10,True,False,2020-08-12 19:15:20,2020
262,12,371,0,0,2020-08-12 16:08:20+00:00,371,active,True,0,True,7,True,False,2020-08-12 19:15:20,2020
263,4,372,1,0,2020-08-12 19:02:45+00:00,372,active,True,0,True,14,True,False,2020-08-12 19:15:20,2020
264,7,373,1,0,2020-08-12 18:50:16+00:00,373,active,True,0,True,7,True,False,2020-08-12 19:15:20,2020
265,17,374,0,0,2020-08-12 19:05:05+00:00,374,active,True,0,True,2,True,False,2020-08-12 19:15:20,2020
266,8,376,1,0,2020-08-12 18:40:58+00:00,376,active,True,0,True,6,True,False,2020-08-12 19:15:20,2020
267,10,377,0,0,2020-08-12 19:08:14+00:00,377,active,True,0,True,9,True,False,2020-08-12 19:15:20,2020
268,17,378,0,0,2020-08-12 19:08:19+00:00,378,active,True,0,True,2,True,False,2020-08-12 19:15:20,2020
269,9,379,0,0,2020-08-12 19:15:09+00:00,379,active,True,0,True,6,True,False,2020-08-12 19:15:20,2020
270,13,380,0,0,2020-08-12 19:14:42+00:00,380,active,True,0,True,5,True,False,2020-08-12 19:15:20,2020
271,15,381,0,0,2020-08-12 19:01:42+00:00,381,active,True,0,True,4,True,False,2020-08-12 19:15:20,2020
272,14,384,0,0,2020-08-12 19:01:24+00:00,384,active,True,0,True,5,True,True,2020-08-12 19:15:20,2020
273,8,385,1,1,2020-08-12 19:00:46+00:00,385,active,True,0,True,5,True,False,2020-08-12 19:15:20,2020
274,13,386,0,0,2020-08-12 19:08:26+00:00,386,active,True,0,True,6,True,False,2020-08-12 19:15:20,2020
275,4,387,1,0,2020-08-12 16:34:35+00:00,387,active,True,0,True,10,True,False,2020-08-12 19:15:20,2020
276,7,388,0,0,2020-08-12 08:57:42+00:00,388,active,True,0,True,4,True,False,2020-08-12 19:15:20,2020
277,2,389,0,0,2020-08-12 15:52:13+00:00,389,active,True,0,True,12,True,False,2020-08-12 19:15:20,2020
278,0,390,0,0,2020-08-12 08:57:17+00:00,390,active,True,0,True,15,True,False,2020-08-12 19:15:20,2020
279,1,391,0,0,2020-08-12 08:59:04+00:00,391,active,True,0,True,14,True,False,2020-08-12 19:15:20,2020
280,10,392,0,0,2020-08-12 09:48:00+00:00,392,active,True,0,True,5,True,False,2020-08-12 19:15:20,2020
281,8,393,1,0,2020-08-12 15:19:15+00:00,393,active,True,0,True,6,True,False,2020-08-12 19:15:20,2020
282,12,394,0,0,2020-08-12 08:58:35+00:00,394,active,True,0,True,2,True,False,2020-08-12 19:15:20,2020
283,5,395,0,0,2020-08-12 15:00:11+00:00,395,active,True,0,True,10,True,False,2020-08-12 19:15:20,2020
284,3,396,0,0,2020-08-12 08:58:34+00:00,396,active,True,0,True,12,True,False,2020-08-12 19:15:20,2020
285,10,397,0,0,2020-08-12 18:36:15+00:00,397,active,True,0,True,5,True,False,2020-08-12 19:15:20,2020
286,7,398,0,0,2020-08-12 18:56:56+00:00,398,active,True,0,True,12,True,False,2020-08-12 19:15:20,2020
287,5,399,0,0,2020-08-12 18:56:03+00:00,399,active,True,0,True,10,True,False,2020-08-12 19:15:20,2020
288,20,400,0,0,2020-08-12 16:28:40+00:00,400,active,True,0,True,7,True,False,2020-08-12 19:15:20,2020
289,14,401,0,0,2020-08-12 17:45:16+00:00,401,active,True,0,True,1,True,False,2020-08-12 19:15:20,2020
290,6,402,0,0,2020-08-12 18:47:27+00:00,402,active,True,0,True,9,True,False,2020-08-12 19:15:20,2020
291,10,403,2,0,2020-08-12 18:58:36+00:00,403,active,True,0,True,3,True,False,2020-08-12 19:15:20,2020
292,15,404,0,0,2020-08-12 18:14:22+00:00,404,active,True,0,True,1,True,False,2020-08-12 19:15:20,2020
293,11,405,0,0,2020-08-12 19:09:59+00:00,405,active,True,0,True,8,True,False,2020-08-12 19:15:20,2020
294,3,406,0,0,2020-08-12 14:38:06+00:00,406,active,True,0,True,16,True,False,2020-08-12 19:15:20,2020
295,14,407,1,0,2020-08-12 17:55:16+00:00,407,active,True,0,True,4,True,False,2020-08-12 19:15:20,2020
296,13,408,0,0,2020-08-12 19:06:37+00:00,408,active,True,0,True,2,True,False,2020-08-12 19:15:20,2020
297,6,409,0,0,2020-08-12 19:02:07+00:00,409,active,True,0,True,13,True,False,2020-08-12 19:15:20,2020
298,9,410,0,0,2020-08-12 12:17:00+00:00,410,active,True,0,True,10,True,False,2020-08-12 19:15:20,2020
299,10,411,0,0,2020-08-12 18:06:43+00:00,411,active,True,0,True,5,True,False,2020-08-12 19:15:20,2020
300,10,412,1,0,2020-08-12 19:09:42+00:00,412,active,True,0,True,8,True,False,2020-08-12 19:15:20,2020
301,14,413,0,0,2020-08-12 18:57:53+00:00,413,active,True,0,True,5,True,False,2020-08-12 19:15:20,2020
302,22,414,0,0,2020-08-12 17:49:00+00:00,414,active,True,0,True,1,True,False,2020-08-12 19:15:20,2020
303,7,415,2,0,2020-08-12 17:50:33+00:00,415,active,True,0,True,10,True,False,2020-08-12 19:15:20,2020
304,6,416,0,0,2020-08-12 19:11:42+00:00,416,active,True,0,True,9,True,False,2020-08-12 19:15:20,2020
305,16,417,0,0,2020-08-12 18:53:12+00:00,417,active,True,0,True,3,True,False,2020-08-12 19:15:20,2020
306,1,419,0,0,2020-08-12 19:04:04+00:00,419,active,True,0,True,14,True,False,2020-08-12 19:15:20,2020
307,0,420,0,0,1970-01-02 00:00:00+00:00,420,out_of_service,False,0,False,0,False,False,2020-08-12 19:15:20,1970
308,5,421,0,0,2020-08-12 15:32:38+00:00,421,active,True,0,True,14,True,False,2020-08-12 19:15:20,2020
309,13,422,0,0,2020-08-12 13:17:00+00:00,422,active,True,0,True,2,True,False,2020-08-12 19:15:20,2020
310,16,423,0,0,2020-08-12 16:21:54+00:00,423,active,True,0,True,3,True,False,2020-08-12 19:15:20,2020
311,15,424,0,0,2020-08-12 19:13:59+00:00,424,active,True,0,True,4,True,False,2020-08-12 19:15:20,2020
312,14,425,0,0,2020-08-12 18:43:20+00:00,425,active,True,0,True,2,True,False,2020-08-12 19:15:20,2020
313,20,426,0,0,2020-08-12 18:24:21+00:00,426,active,True,0,True,7,True,False,2020-08-12 19:15:20,2020
314,13,427,0,0,2020-08-12 17:36:02+00:00,427,active,True,0,True,6,True,False,2020-08-12 19:15:20,2020
315,3,428,0,0,2020-08-12 18:19:05+00:00,428,active,True,0,True,16,True,False,2020-08-12 19:15:20,2020
316,4,430,0,0,2020-08-12 17:49:33+00:00,430,active,True,0,True,15,True,False,2020-08-12 19:15:20,2020
317,13,431,0,0,2020-08-12 18:30:58+00:00,431,active,True,0,True,2,True,False,2020-08-12 19:15:20,2020
318,11,432,0,0,2020-08-11 21:53:01+00:00,432,active,True,0,True,8,True,False,2020-08-12 19:15:20,2020
319,18,433,0,0,2020-08-12 08:57:31+00:00,433,active,True,0,True,1,True,False,2020-08-12 19:15:20,2020
320,19,434,0,0,2020-08-12 08:57:54+00:00,434,active,True,0,True,0,True,False,2020-08-12 19:15:20,2020
321,9,435,0,0,2020-08-12 10:48:20+00:00,435,active,True,0,True,6,True,False,2020-08-12 19:15:20,2020
322,11,436,0,0,2020-08-12 14:50:15+00:00,436,active,True,0,True,4,True,False,2020-08-12 19:15:20,2020
323,18,437,0,0,2020-08-12 19:11:47+00:00,437,active,True,0,True,1,True,False,2020-08-12 19:15:20,2020
324,5,440,0,0,2020-08-12 19:13:48+00:00,440,active,True,0,True,12,True,False,2020-08-12 19:15:20,2020
325,5,441,1,0,2020-08-12 19:05:56+00:00,441,active,True,0,True,13,True,False,2020-08-12 19:15:20,2020
326,4,442,1,0,2020-08-12 15:16:32+00:00,442,active,True,0,True,10,True,False,2020-08-12 19:15:20,2020
327,15,443,0,0,2020-08-12 18:41:18+00:00,443,active,True,0,True,4,True,False,2020-08-12 19:15:20,2020
328,10,445,0,0,2020-08-12 16:44:50+00:00,445,active,True,0,True,9,True,False,2020-08-12 19:15:20,2020
329,1,446,0,0,2020-08-12 19:06:45+00:00,446,active,True,0,True,11,True,False,2020-08-12 19:15:20,2020
330,14,447,0,0,2020-08-12 13:58:04+00:00,447,active,True,0,True,5,True,False,2020-08-12 19:15:20,2020
331,8,448,0,0,2020-08-12 08:59:09+00:00,448,active,True,0,True,3,True,False,2020-08-12 19:15:20,2020
332,0,449,0,0,1970-01-02 00:00:00+00:00,449,out_of_service,True,0,False,0,True,False,2020-08-12 19:15:20,1970
333,6,450,0,0,2020-08-12 18:57:57+00:00,450,active,True,0,True,9,True,False,2020-08-12 19:15:20,2020
334,9,451,0,0,2020-08-12 19:07:43+00:00,451,active,True,0,True,6,True,False,2020-08-12 19:15:20,2020
335,8,452,0,0,2020-08-12 18:54:19+00:00,452,active,True,0,True,7,True,False,2020-08-12 19:15:20,2020
336,9,453,1,0,2020-08-12 18:14:57+00:00,453,active,True,0,True,5,True,False,2020-08-12 19:15:20,2020
337,14,454,0,0,2020-08-12 16:43:54+00:00,454,active,True,0,True,1,True,False,2020-08-12 19:15:20,2020
338,10,455,1,0,2020-08-12 15:54:30+00:00,455,active,True,0,True,1,True,False,2020-08-12 19:15:20,2020
339,10,456,1,0,2020-08-12 18:22:14+00:00,456,active,True,0,True,8,True,False,2020-08-12 19:15:20,2020
340,8,457,0,0,2020-08-12 08:57:22+00:00,457,active,True,0,True,3,True,False,2020-08-12 19:15:20,2020
341,5,458,1,0,2020-08-12 18:43:37+00:00,458,active,True,0,True,5,True,False,2020-08-12 19:15:20,2020
