,num_docks_disabled,is_renting,station_status,num_bikes_available,num_ebikes_available,station_id,num_docks_available,eightd_has_available_keys,last_reported,is_installed,is_returning,num_bikes_disabled,legacy_id,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
61,0,True,active,20,0,70,1,False,2020-08-07 03:30:46+00:00,True,True,2,70,,,2020-08-07 08:27:10,2020
62,0,True,active,23,0,71,0,False,2020-08-07 07:22:33+00:00,True,True,0,71,,,2020-08-07 08:27:10,2020
63,0,True,active,3,0,72,20,False,2020-08-07 01:09:37+00:00,True,True,0,72,,,2020-08-07 08:27:10,2020
64,0,True,active,3,0,73,11,False,2020-08-07 04:42:27+00:00,True,True,1,73,,,2020-08-07 08:27:10,2020
65,0,True,active,4,0,74,15,False,2020-08-07 05:58:50+00:00,True,True,0,74,,,2020-08-07 08:27:10,2020
66,0,True,active,10,0,75,5,False,2020-08-07 06:50:21+00:00,True,True,0,75,,,2020-08-07 08:27:10,2020
67,0,True,active,9,0,76,7,False,2020-08-07 08:08:48+00:00,True,True,1,76,,,2020-08-07 08:27:10,2020
68,0,True,active,4,0,77,11,False,2020-08-07 03:47:11+00:00,True,True,0,77,,,2020-08-07 08:27:10,2020
69,0,True,active,17,0,78,1,False,2020-08-07 07:34:14+00:00,True,True,1,78,,,2020-08-07 08:27:10,2020
70,0,True,active,15,0,79,2,False,2020-08-07 07:55:50+00:00,True,True,2,79,,,2020-08-07 08:27:10,2020
71,0,True,active,0,0,80,35,False,2020-08-07 03:30:44+00:00,True,True,0,80,,,2020-08-07 08:27:10,2020
72,0,True,active,13,0,81,3,False,2020-08-07 07:41:38+00:00,True,True,3,81,,,2020-08-07 08:27:10,2020
73,0,True,active,8,0,82,7,False,2020-08-07 08:23:08+00:00,True,True,0,82,,,2020-08-07 08:27:10,2020
74,0,True,active,0,0,84,15,False,2020-08-07 08:13:57+00:00,True,True,0,84,,,2020-08-07 08:27:10,2020
75,0,True,active,2,0,85,17,False,2020-08-07 02:57:54+00:00,True,True,0,85,,,2020-08-07 08:27:10,2020
76,0,True,active,10,0,86,8,False,2020-08-07 08:14:02+00:00,True,True,1,86,,,2020-08-07 08:27:10,2020
77,0,True,active,14,0,87,1,False,2020-08-07 06:06:09+00:00,True,True,0,87,,,2020-08-07 08:27:10,2020
78,0,True,active,15,0,89,4,False,2020-08-07 08:12:47+00:00,True,True,0,89,,,2020-08-07 08:27:10,2020
79,0,True,active,4,0,90,15,False,2020-08-07 08:18:52+00:00,True,True,0,90,,,2020-08-07 08:27:10,2020
80,0,True,active,5,0,91,14,False,2020-08-07 08:18:05+00:00,True,True,0,91,,,2020-08-07 08:27:10,2020
81,0,True,active,8,0,92,11,False,2020-08-07 04:15:32+00:00,True,True,0,92,,,2020-08-07 08:27:10,2020
82,0,True,active,8,0,93,6,False,2020-08-07 02:07:47+00:00,True,True,1,93,,,2020-08-07 08:27:10,2020
83,0,True,active,6,0,94,5,False,2020-08-07 00:28:38+00:00,True,True,0,94,,,2020-08-07 08:27:10,2020
84,0,True,active,9,0,95,6,False,2020-08-07 08:24:25+00:00,True,True,0,95,,,2020-08-07 08:27:10,2020
85,0,True,active,5,0,96,14,False,2020-08-07 08:23:47+00:00,True,True,0,96,,,2020-08-07 08:27:10,2020
86,0,True,active,19,0,97,0,False,2020-08-07 06:23:21+00:00,True,True,0,97,,,2020-08-07 08:27:10,2020
87,0,True,active,16,0,98,6,False,2020-08-07 05:56:04+00:00,True,True,1,98,,,2020-08-07 08:27:10,2020
88,0,True,active,15,0,99,0,False,2020-08-07 08:22:48+00:00,True,True,0,99,,,2020-08-07 08:27:10,2020
89,0,True,active,19,0,100,5,True,2020-08-07 05:13:29+00:00,True,True,1,100,,,2020-08-07 08:27:10,2020
90,0,True,active,15,0,101,0,False,2020-08-07 01:41:34+00:00,True,True,0,101,,,2020-08-07 08:27:10,2020
91,0,True,active,8,0,102,6,False,2020-08-07 04:23:32+00:00,True,True,1,102,,,2020-08-07 08:27:10,2020
92,0,True,active,4,0,103,11,False,2020-08-07 01:53:55+00:00,True,True,0,103,,,2020-08-07 08:27:10,2020
93,0,True,active,10,0,104,9,False,2020-08-07 06:57:49+00:00,True,True,0,104,,,2020-08-07 08:27:10,2020
94,0,True,active,10,0,105,8,False,2020-08-07 03:58:39+00:00,True,True,1,105,,,2020-08-07 08:27:10,2020
95,0,True,active,4,0,106,11,False,2020-08-07 04:34:17+00:00,True,True,0,106,,,2020-08-07 08:27:10,2020
96,0,True,active,0,0,107,19,False,2020-08-07 03:24:39+00:00,True,True,0,107,,,2020-08-07 08:27:10,2020
97,0,True,active,3,0,108,14,False,2020-08-07 05:51:15+00:00,True,True,0,108,,,2020-08-07 08:27:10,2020
98,0,True,active,10,0,109,25,False,2020-08-07 00:21:13+00:00,True,True,0,109,,,2020-08-07 08:27:10,2020
99,0,True,active,6,0,110,9,False,2020-08-07 03:21:47+00:00,True,True,0,110,,,2020-08-07 08:27:10,2020
100,0,True,active,6,0,111,9,False,2020-08-07 07:28:06+00:00,True,True,0,111,,,2020-08-07 08:27:10,2020
101,0,True,active,4,0,112,11,False,2020-08-07 05:20:59+00:00,True,True,0,112,,,2020-08-07 08:27:10,2020
102,0,True,active,6,0,113,9,False,2020-08-07 05:15:25+00:00,True,True,0,113,,,2020-08-07 08:27:10,2020
103,0,True,active,12,0,114,3,False,2020-08-07 06:47:20+00:00,True,True,0,114,,,2020-08-07 08:27:10,2020
104,0,True,active,14,0,115,5,False,2020-08-07 05:16:09+00:00,True,True,0,115,,,2020-08-07 08:27:10,2020
105,0,True,active,18,0,116,4,False,2020-08-07 04:27:18+00:00,True,True,1,116,,,2020-08-07 08:27:10,2020
106,0,True,active,19,0,117,0,False,2020-08-07 08:24:19+00:00,True,True,0,117,,,2020-08-07 08:27:10,2020
107,0,True,active,16,0,118,3,False,2020-08-07 04:12:28+00:00,True,True,0,118,,,2020-08-07 08:27:10,2020
108,0,True,active,15,0,119,0,False,2020-08-07 03:30:14+00:00,True,True,0,119,,,2020-08-07 08:27:10,2020
109,0,True,active,6,0,120,9,False,2020-08-07 06:22:07+00:00,True,True,0,120,,,2020-08-07 08:27:10,2020
110,0,True,active,13,0,121,4,False,2020-08-07 07:16:23+00:00,True,True,0,121,,,2020-08-07 08:27:10,2020
111,0,True,active,5,0,122,10,False,2020-08-07 07:47:22+00:00,True,True,0,122,,,2020-08-07 08:27:10,2020
112,0,False,active,6,0,124,9,False,2020-08-07 01:17:04+00:00,True,False,0,124,,,2020-08-07 08:27:10,2020
113,0,True,active,9,0,125,5,False,2020-08-07 01:05:00+00:00,True,True,1,125,,,2020-08-07 08:27:10,2020
114,0,True,active,7,0,126,8,False,2020-08-07 06:56:13+00:00,True,True,0,126,,,2020-08-07 08:27:10,2020
115,0,True,active,13,0,128,6,False,2020-08-07 07:40:58+00:00,True,True,0,128,,,2020-08-07 08:27:10,2020
116,0,True,active,15,0,129,3,False,2020-08-06 23:13:49+00:00,True,True,1,129,,,2020-08-07 08:27:10,2020
117,0,True,active,12,0,130,3,False,2020-08-07 04:27:52+00:00,True,True,0,130,,,2020-08-07 08:27:10,2020
118,0,True,active,11,0,131,7,False,2020-08-07 04:51:34+00:00,True,True,0,131,,,2020-08-07 08:27:10,2020
119,0,True,active,14,0,133,9,False,2020-08-07 05:29:24+00:00,True,True,0,133,,,2020-08-07 08:27:10,2020
120,0,True,active,5,0,135,12,False,2020-08-07 01:57:54+00:00,True,True,0,135,,,2020-08-07 08:27:10,2020
121,0,True,active,3,0,136,16,False,2020-08-07 00:51:47+00:00,True,True,0,136,,,2020-08-07 08:27:10,2020
122,0,True,active,2,0,137,13,False,2020-08-07 04:31:01+00:00,True,True,0,137,,,2020-08-07 08:27:10,2020
123,0,True,active,7,0,138,8,False,2020-08-07 03:23:37+00:00,True,True,0,138,,,2020-08-07 08:27:10,2020
124,0,True,active,12,0,139,7,False,2020-08-07 03:37:13+00:00,True,True,0,139,,,2020-08-07 08:27:10,2020
125,0,True,active,13,0,140,2,False,2020-08-07 02:54:40+00:00,True,True,2,140,,,2020-08-07 08:27:10,2020
126,0,True,active,6,0,141,8,False,2020-08-07 04:00:39+00:00,True,True,1,141,,,2020-08-07 08:27:10,2020
127,0,True,active,10,0,142,11,False,2020-08-07 03:16:14+00:00,True,True,2,142,,,2020-08-07 08:27:10,2020
128,0,True,active,21,0,143,0,False,2020-08-07 04:00:01+00:00,True,True,2,143,,,2020-08-07 08:27:10,2020
129,0,True,active,14,0,144,5,False,2020-08-07 00:16:25+00:00,True,True,0,144,,,2020-08-07 08:27:10,2020
130,0,True,active,5,0,145,14,False,2020-08-07 03:48:11+00:00,True,True,0,145,,,2020-08-07 08:27:10,2020
131,0,True,active,8,0,146,10,False,2020-08-07 08:22:57+00:00,True,True,1,146,,,2020-08-07 08:27:10,2020
132,0,True,active,14,0,149,4,True,2020-08-07 07:53:30+00:00,True,True,0,149,,,2020-08-07 08:27:10,2020
133,0,True,active,6,0,150,12,False,2020-08-07 08:03:58+00:00,True,True,1,150,,,2020-08-07 08:27:10,2020
134,0,True,active,8,0,151,11,False,2020-08-07 02:29:14+00:00,True,True,0,151,,,2020-08-07 08:27:10,2020
135,0,True,active,14,0,152,1,True,2020-08-07 02:48:20+00:00,True,True,0,152,,,2020-08-07 08:27:10,2020
136,0,True,active,6,0,156,9,False,2020-08-07 00:28:21+00:00,True,True,0,156,,,2020-08-07 08:27:10,2020
137,0,True,active,2,0,157,13,False,2020-08-07 06:31:17+00:00,True,True,0,157,,,2020-08-07 08:27:10,2020
138,0,True,active,5,0,159,10,False,2020-08-07 08:22:43+00:00,True,True,0,159,,,2020-08-07 08:27:10,2020
139,0,True,active,3,0,160,11,True,2020-08-07 04:06:58+00:00,True,True,0,160,,,2020-08-07 08:27:10,2020
140,0,True,active,22,0,161,1,True,2020-08-07 07:03:35+00:00,True,True,0,161,,,2020-08-07 08:27:10,2020
141,0,True,active,8,0,162,7,False,2020-08-07 08:07:56+00:00,True,True,0,162,,,2020-08-07 08:27:10,2020
142,0,True,active,4,0,163,15,True,2020-08-07 03:00:59+00:00,True,True,0,163,,,2020-08-07 08:27:10,2020
143,0,True,active,1,0,167,14,False,2020-08-07 08:19:20+00:00,True,True,0,167,,,2020-08-07 08:27:10,2020
144,0,True,active,8,0,169,10,False,2020-08-07 02:11:28+00:00,True,True,1,169,,,2020-08-07 08:27:10,2020
145,0,True,active,1,0,170,13,True,2020-08-07 03:47:10+00:00,True,True,0,170,,,2020-08-07 08:27:10,2020
146,0,True,active,7,0,171,16,True,2020-08-07 01:13:25+00:00,True,True,0,171,,,2020-08-07 08:27:10,2020
147,0,True,active,5,0,173,9,True,2020-08-07 04:19:05+00:00,True,True,0,173,,,2020-08-07 08:27:10,2020
148,0,True,active,3,0,174,11,False,2020-08-07 04:56:42+00:00,True,True,1,174,,,2020-08-07 08:27:10,2020
149,0,True,active,2,0,175,15,True,2020-08-07 06:13:11+00:00,True,True,0,175,,,2020-08-07 08:27:10,2020
150,0,True,active,7,0,176,8,False,2020-08-07 02:55:47+00:00,True,True,0,176,,,2020-08-07 08:27:10,2020
151,0,True,active,2,0,177,17,False,2020-08-07 04:10:21+00:00,True,True,0,177,,,2020-08-07 08:27:10,2020
152,0,True,active,7,0,178,12,False,2020-08-07 07:08:43+00:00,True,True,0,178,,,2020-08-07 08:27:10,2020
153,0,True,active,2,0,179,23,False,2020-08-07 06:49:14+00:00,True,True,0,179,,,2020-08-07 08:27:10,2020
154,0,True,active,9,0,180,10,False,2020-08-07 04:48:39+00:00,True,True,0,180,,,2020-08-07 08:27:10,2020
155,0,True,active,19,0,181,0,False,2020-08-07 08:04:13+00:00,True,True,0,181,,,2020-08-07 08:27:10,2020
156,0,True,active,13,0,182,6,True,2020-08-07 01:31:43+00:00,True,True,0,182,,,2020-08-07 08:27:10,2020
157,0,True,active,4,0,183,15,False,2020-08-07 03:39:01+00:00,True,True,0,183,,,2020-08-07 08:27:10,2020
158,0,True,active,9,0,184,10,False,2020-08-07 04:13:07+00:00,True,True,0,184,,,2020-08-07 08:27:10,2020
159,0,True,active,12,0,185,3,False,2020-08-07 06:37:16+00:00,True,True,0,185,,,2020-08-07 08:27:10,2020
160,0,True,active,11,0,186,3,True,2020-08-07 07:40:08+00:00,True,True,1,186,,,2020-08-07 08:27:10,2020
161,0,True,active,14,0,187,1,False,2020-08-07 02:45:53+00:00,True,True,0,187,,,2020-08-07 08:27:10,2020
162,0,True,active,13,0,188,2,False,2020-08-07 07:41:04+00:00,True,True,0,188,,,2020-08-07 08:27:10,2020
163,0,True,active,14,0,189,9,True,2020-08-07 03:24:15+00:00,True,True,0,189,,,2020-08-07 08:27:10,2020
164,0,True,active,20,0,190,17,True,2020-08-07 04:08:36+00:00,True,True,0,190,,,2020-08-07 08:27:10,2020
165,0,True,active,6,0,191,9,False,2020-08-07 05:05:27+00:00,True,True,0,191,,,2020-08-07 08:27:10,2020
166,0,True,active,6,0,192,13,False,2020-08-07 04:57:58+00:00,True,True,0,192,,,2020-08-07 08:27:10,2020
167,0,True,active,1,0,193,13,True,2020-08-06 23:50:56+00:00,True,True,1,193,,,2020-08-07 08:27:10,2020
168,0,True,active,7,0,194,12,False,2020-08-07 04:42:58+00:00,True,True,0,194,,,2020-08-07 08:27:10,2020
169,0,True,active,11,0,195,11,False,2020-08-07 05:34:26+00:00,True,True,1,195,,,2020-08-07 08:27:10,2020
170,0,True,active,9,0,196,1,True,2020-08-07 08:20:07+00:00,True,True,0,196,,,2020-08-07 08:27:10,2020
171,0,True,active,3,0,197,12,False,2020-08-06 23:36:42+00:00,True,True,0,197,,,2020-08-07 08:27:10,2020
172,0,True,active,5,0,199,10,False,2020-08-06 23:35:08+00:00,True,True,0,199,,,2020-08-07 08:27:10,2020
173,0,True,active,17,0,200,2,False,2020-08-07 07:04:37+00:00,True,True,0,200,,,2020-08-07 08:27:10,2020
174,0,True,active,4,0,201,11,False,2020-08-06 19:37:33+00:00,True,True,0,201,,,2020-08-07 08:27:10,2020
175,0,True,active,6,0,202,8,False,2020-08-07 04:36:57+00:00,True,True,1,202,,,2020-08-07 08:27:10,2020
176,0,True,active,3,0,203,12,False,2020-08-07 00:32:50+00:00,True,True,0,203,,,2020-08-07 08:27:10,2020
177,0,True,active,6,0,204,9,False,2020-08-07 06:03:51+00:00,True,True,0,204,,,2020-08-07 08:27:10,2020
178,0,True,active,8,0,205,7,False,2020-08-06 22:02:09+00:00,True,True,0,205,,,2020-08-07 08:27:10,2020
179,0,True,active,0,0,206,23,True,2020-08-07 01:17:10+00:00,True,True,0,206,,,2020-08-07 08:27:10,2020
180,0,True,active,10,0,208,5,True,2020-08-07 03:32:13+00:00,True,True,0,208,,,2020-08-07 08:27:10,2020
181,0,True,active,13,0,209,2,False,2020-08-07 05:00:28+00:00,True,True,0,209,,,2020-08-07 08:27:10,2020
182,0,True,active,2,0,210,13,False,2020-08-07 08:08:29+00:00,True,True,0,210,,,2020-08-07 08:27:10,2020
183,0,True,active,8,0,211,11,False,2020-08-07 01:42:13+00:00,True,True,0,211,,,2020-08-07 08:27:10,2020
184,0,True,active,19,0,212,14,False,2020-08-07 06:37:51+00:00,True,True,0,212,,,2020-08-07 08:27:10,2020
185,0,True,active,7,0,213,9,True,2020-08-07 06:04:44+00:00,True,True,0,213,,,2020-08-07 08:27:10,2020
186,0,True,active,5,0,214,10,False,2020-08-07 04:36:19+00:00,True,True,0,214,,,2020-08-07 08:27:10,2020
187,0,True,active,8,0,215,6,False,2020-08-07 04:33:56+00:00,True,True,1,215,,,2020-08-07 08:27:10,2020
188,0,True,active,17,0,216,2,False,2020-08-06 08:37:47+00:00,True,True,0,216,,,2020-08-07 08:27:10,2020
189,0,True,active,19,0,217,0,False,2020-08-07 02:00:42+00:00,True,True,0,217,,,2020-08-07 08:27:10,2020
190,0,True,active,4,0,218,11,False,2020-08-07 08:08:58+00:00,True,True,0,218,,,2020-08-07 08:27:10,2020
191,0,True,active,12,0,219,3,False,2020-08-06 22:40:37+00:00,True,True,0,219,,,2020-08-07 08:27:10,2020
192,0,True,active,13,0,221,6,False,2020-08-07 06:49:02+00:00,True,True,0,221,,,2020-08-07 08:27:10,2020
193,0,True,active,5,0,222,9,True,2020-08-07 04:37:54+00:00,True,True,0,222,,,2020-08-07 08:27:10,2020
194,0,True,active,10,0,224,6,False,2020-08-07 08:10:18+00:00,True,True,1,224,,,2020-08-07 08:27:10,2020
195,0,True,active,9,0,225,10,False,2020-08-07 06:53:27+00:00,True,True,0,225,,,2020-08-07 08:27:10,2020
196,0,True,active,14,0,226,1,False,2020-08-07 07:19:28+00:00,True,True,0,226,,,2020-08-07 08:27:10,2020
197,0,True,active,3,0,227,15,False,2020-08-07 08:17:46+00:00,True,True,1,227,,,2020-08-07 08:27:10,2020
198,0,True,active,2,0,228,17,False,2020-08-07 02:48:02+00:00,True,True,0,228,,,2020-08-07 08:27:10,2020
199,0,True,active,2,0,232,9,False,2020-08-07 04:02:10+00:00,True,True,0,232,,,2020-08-07 08:27:10,2020
200,0,True,active,4,0,233,11,False,2020-08-07 06:41:17+00:00,True,True,0,233,,,2020-08-07 08:27:10,2020
201,0,True,active,10,0,234,4,False,2020-08-07 03:41:49+00:00,True,True,1,234,,,2020-08-07 08:27:10,2020
202,0,True,active,2,0,235,12,False,2020-08-07 03:24:22+00:00,True,True,1,235,,,2020-08-07 08:27:10,2020
203,0,True,active,11,0,236,4,False,2020-08-07 01:16:22+00:00,True,True,0,236,,,2020-08-07 08:27:10,2020
204,0,True,active,12,0,239,3,False,2020-08-07 04:17:44+00:00,True,True,0,239,,,2020-08-07 08:27:10,2020
205,0,True,active,12,0,255,3,False,2020-08-06 08:38:19+00:00,True,True,0,255,,,2020-08-07 08:27:10,2020
206,0,True,active,8,0,258,7,False,2020-08-07 02:40:28+00:00,True,True,0,258,,,2020-08-07 08:27:10,2020
207,0,True,active,2,0,259,13,False,2020-08-06 12:36:54+00:00,True,True,0,259,,,2020-08-07 08:27:10,2020
208,0,True,active,15,0,260,0,False,2020-08-07 03:35:48+00:00,True,True,0,260,,,2020-08-07 08:27:10,2020
209,0,True,active,9,0,271,6,False,2020-08-07 04:28:47+00:00,True,True,0,271,,,2020-08-07 08:27:10,2020
210,0,True,active,5,0,272,14,False,2020-08-07 05:44:57+00:00,True,True,0,272,,,2020-08-07 08:27:10,2020
211,0,True,active,27,0,273,13,False,2020-08-07 04:02:28+00:00,True,True,0,273,,,2020-08-07 08:27:10,2020
212,0,True,active,12,0,279,7,False,2020-08-07 05:28:07+00:00,True,True,0,279,,,2020-08-07 08:27:10,2020
213,0,True,active,12,0,280,7,False,2020-08-07 02:15:15+00:00,True,True,0,280,,,2020-08-07 08:27:10,2020
214,0,True,active,13,0,282,2,False,2020-08-07 02:26:17+00:00,True,True,0,282,,,2020-08-07 08:27:10,2020
215,0,True,active,8,0,296,14,False,2020-08-07 04:18:31+00:00,True,True,1,296,,,2020-08-07 08:27:10,2020
216,0,True,active,0,0,318,19,False,2020-08-07 04:00:35+00:00,True,True,0,318,,,2020-08-07 08:27:10,2020
217,0,True,active,13,0,319,12,False,2020-08-07 02:53:55+00:00,True,True,0,319,,,2020-08-07 08:27:10,2020
218,0,True,active,1,0,327,14,False,2020-08-07 04:53:45+00:00,True,True,0,327,,,2020-08-07 08:27:10,2020
219,0,True,active,10,0,328,5,False,2020-08-07 04:14:36+00:00,True,True,0,328,,,2020-08-07 08:27:10,2020
220,0,True,active,6,0,329,8,False,2020-08-07 02:47:27+00:00,True,True,1,329,,,2020-08-07 08:27:10,2020
