,is_returning,is_installed,is_renting,num_docks_available,station_id,legacy_id,last_reported,num_docks_disabled,num_bikes_disabled,station_status,num_bikes_available,num_ebikes_available,eightd_has_available_keys,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,True,True,True,7,3,3,2020-07-29 15:27:34+00:00,0,0,active,8,0,True,,,2020-07-29 16:01:55,2020
1,True,True,True,15,4,4,2020-07-29 14:57:32+00:00,0,0,active,4,0,False,,,2020-07-29 16:01:55,2020
2,True,True,True,6,5,5,2020-07-29 15:49:28+00:00,0,0,active,9,0,False,,,2020-07-29 16:01:55,2020
3,True,True,True,4,6,6,2020-07-29 15:59:56+00:00,0,0,active,11,0,False,,,2020-07-29 16:01:55,2020
4,True,True,True,14,7,7,2020-07-29 13:32:50+00:00,0,0,active,1,0,False,,,2020-07-29 16:01:55,2020
5,True,True,True,10,8,8,2020-07-29 15:48:54+00:00,0,1,active,8,0,False,,,2020-07-29 16:01:55,2020
6,True,True,True,12,9,9,2020-07-29 15:42:50+00:00,0,1,active,2,0,False,,,2020-07-29 16:01:55,2020
7,True,True,True,1,10,10,2020-07-29 15:43:36+00:00,0,1,active,9,0,False,,,2020-07-29 16:01:55,2020
8,True,True,True,11,11,11,2020-07-29 15:59:51+00:00,0,1,active,3,0,False,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'dock_blocked_count': 0, 'active': True, 'valet_revision': 69, 'region': 'BOS', 'off_dock_count': 58}",2020-07-29 16:01:55,2020
9,True,True,True,10,12,12,2020-07-29 16:00:28+00:00,0,0,active,8,0,True,,,2020-07-29 16:01:55,2020
10,True,True,True,0,13,13,2020-07-29 15:19:33+00:00,0,0,active,19,0,False,,,2020-07-29 16:01:55,2020
11,True,True,True,6,14,14,2020-07-29 16:00:09+00:00,0,0,active,19,0,False,,,2020-07-29 16:01:55,2020
12,True,True,True,6,15,15,2020-07-29 15:54:07+00:00,0,0,active,9,0,False,,,2020-07-29 16:01:55,2020
13,True,True,True,9,16,16,2020-07-29 15:44:45+00:00,0,1,active,9,0,True,,,2020-07-29 16:01:55,2020
14,True,True,True,2,17,17,2020-07-29 13:20:45+00:00,0,0,active,13,0,False,,,2020-07-29 16:01:55,2020
15,True,True,True,13,19,19,2020-07-29 15:51:11+00:00,0,0,active,2,0,False,,,2020-07-29 16:01:55,2020
16,True,True,True,10,20,20,2020-07-29 16:01:23+00:00,0,1,active,12,0,True,,,2020-07-29 16:01:55,2020
17,True,True,True,11,21,21,2020-07-29 15:44:42+00:00,0,0,active,7,0,False,,,2020-07-29 16:01:55,2020
18,True,True,True,38,22,22,2020-07-29 15:54:04+00:00,0,0,active,9,0,True,,,2020-07-29 16:01:55,2020
19,True,True,True,9,23,23,2020-07-29 15:55:28+00:00,0,0,active,12,0,True,,,2020-07-29 16:01:55,2020
20,True,True,True,11,24,24,2020-07-29 15:32:02+00:00,0,1,active,7,0,False,,,2020-07-29 16:01:55,2020
21,True,True,True,3,25,25,2020-07-29 15:47:08+00:00,0,0,active,12,0,False,,,2020-07-29 16:01:55,2020
22,True,True,True,3,26,26,2020-07-29 15:53:14+00:00,0,1,active,11,0,False,,,2020-07-29 16:01:55,2020
23,True,True,True,13,27,27,2020-07-29 15:49:20+00:00,0,1,active,9,0,False,,,2020-07-29 16:01:55,2020
24,True,True,True,3,29,29,2020-07-29 13:23:58+00:00,0,0,active,12,0,False,,,2020-07-29 16:01:55,2020
25,True,True,True,0,30,30,2020-07-29 15:56:57+00:00,0,0,active,15,0,False,,,2020-07-29 16:01:55,2020
26,True,True,True,11,31,31,2020-07-29 14:56:24+00:00,0,1,active,7,0,True,,,2020-07-29 16:01:55,2020
27,True,True,True,8,32,32,2020-07-29 16:00:51+00:00,0,0,active,7,0,False,,,2020-07-29 16:01:55,2020
28,True,True,True,9,33,33,2020-07-29 15:55:05+00:00,0,0,active,18,0,False,,,2020-07-29 16:01:55,2020
29,True,True,True,16,35,35,2020-07-29 15:53:32+00:00,0,0,active,7,0,False,,,2020-07-29 16:01:55,2020
30,True,True,True,12,36,36,2020-07-29 15:49:25+00:00,0,0,active,21,0,True,,,2020-07-29 16:01:55,2020
31,True,True,True,15,37,37,2020-07-29 13:17:22+00:00,0,0,active,0,0,True,,,2020-07-29 16:01:55,2020
32,True,True,True,10,39,39,2020-07-29 15:51:59+00:00,0,1,active,12,0,False,,,2020-07-29 16:01:55,2020
33,True,True,True,7,40,40,2020-07-29 15:56:55+00:00,0,0,active,12,0,False,,,2020-07-29 16:01:55,2020
34,True,True,True,15,41,41,2020-07-29 15:43:01+00:00,0,1,active,11,0,True,,,2020-07-29 16:01:55,2020
35,True,True,True,16,42,42,2020-07-29 15:49:18+00:00,0,1,active,6,0,False,,,2020-07-29 16:01:55,2020
36,True,True,True,11,43,43,2020-07-29 16:00:23+00:00,0,0,active,4,0,True,,,2020-07-29 16:01:55,2020
37,True,True,True,6,44,44,2020-07-29 14:43:56+00:00,0,0,active,17,0,False,,,2020-07-29 16:01:55,2020
38,True,True,True,12,46,46,2020-07-29 15:42:12+00:00,0,1,active,6,0,False,,,2020-07-29 16:01:55,2020
39,True,True,True,15,47,47,2020-07-29 15:59:41+00:00,0,0,active,4,0,True,,,2020-07-29 16:01:55,2020
40,True,True,True,4,48,48,2020-07-29 15:53:00+00:00,0,1,active,14,0,False,,,2020-07-29 16:01:55,2020
41,True,True,True,13,49,49,2020-07-29 15:55:11+00:00,0,0,active,5,0,False,,,2020-07-29 16:01:55,2020
42,True,True,True,1,50,50,2020-07-29 15:57:42+00:00,0,0,active,14,0,True,,,2020-07-29 16:01:55,2020
43,False,True,False,6,51,51,2020-07-29 15:59:11+00:00,0,4,active,5,0,False,,,2020-07-29 16:01:55,2020
44,True,True,True,16,52,52,2020-07-29 15:57:34+00:00,0,0,active,7,0,True,,,2020-07-29 16:01:55,2020
45,True,True,True,11,53,53,2020-07-29 16:00:25+00:00,0,0,active,8,0,False,,,2020-07-29 16:01:55,2020
46,True,True,True,14,54,54,2020-07-29 15:18:52+00:00,0,0,active,1,0,False,,,2020-07-29 16:01:55,2020
47,True,True,True,7,55,55,2020-07-29 16:01:14+00:00,0,2,active,6,0,False,,,2020-07-29 16:01:55,2020
48,True,True,True,2,56,56,2020-07-29 15:48:29+00:00,0,0,active,16,0,True,,,2020-07-29 16:01:55,2020
49,True,True,True,7,57,57,2020-07-29 15:52:35+00:00,0,0,active,7,0,True,,,2020-07-29 16:01:55,2020
50,True,True,True,15,58,58,2020-07-29 15:52:56+00:00,0,1,active,3,0,True,,,2020-07-29 16:01:55,2020
51,True,True,True,10,59,59,2020-07-29 15:35:29+00:00,0,0,active,9,0,True,,,2020-07-29 16:01:55,2020
52,True,True,True,15,60,60,2020-07-29 15:57:16+00:00,0,0,active,4,0,False,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_capacity': 40, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'dock_blocked_count': 0, 'active': True, 'valet_revision': 61, 'region': 'BOS', 'off_dock_count': 28}",2020-07-29 16:01:55,2020
53,True,True,True,6,61,61,2020-07-29 15:51:30+00:00,0,0,active,13,0,False,,,2020-07-29 16:01:55,2020
54,True,True,True,0,63,63,2020-07-29 10:45:40+00:00,0,0,active,15,0,False,,,2020-07-29 16:01:55,2020
55,True,True,True,5,64,64,2020-07-29 14:33:48+00:00,0,0,active,14,0,False,,,2020-07-29 16:01:55,2020
56,True,True,True,15,65,65,2020-07-29 15:24:17+00:00,0,1,active,7,0,False,,,2020-07-29 16:01:55,2020
57,True,True,True,14,66,66,2020-07-29 15:54:09+00:00,0,0,active,1,0,False,,,2020-07-29 16:01:55,2020
58,True,True,True,15,67,67,2020-07-29 15:55:04+00:00,0,3,active,9,0,True,,,2020-07-29 16:01:55,2020
