,eightd_has_available_keys,num_bikes_available,station_status,last_reported,num_docks_disabled,is_renting,is_returning,legacy_id,num_bikes_disabled,station_id,num_docks_available,is_installed,num_ebikes_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,False,4,active,2020-08-08 22:45:36+00:00,0,True,True,3,0,3,11,True,0,,,2020-08-08 22:47:40,2020
1,False,13,active,2020-08-08 22:32:16+00:00,0,True,True,4,0,4,6,True,0,,,2020-08-08 22:47:40,2020
2,False,5,active,2020-08-08 22:44:18+00:00,0,True,True,5,0,5,10,True,0,,,2020-08-08 22:47:40,2020
3,False,4,active,2020-08-08 22:39:32+00:00,0,True,True,6,1,6,10,True,0,,,2020-08-08 22:47:40,2020
4,False,6,active,2020-08-08 22:32:32+00:00,0,True,True,7,0,7,9,True,0,,,2020-08-08 22:47:40,2020
5,False,15,active,2020-08-08 22:46:35+00:00,0,True,True,8,0,8,4,True,0,,,2020-08-08 22:47:40,2020
6,False,2,active,2020-08-08 22:38:25+00:00,0,True,True,9,2,9,11,True,0,,,2020-08-08 22:47:40,2020
7,False,4,active,2020-08-08 22:46:28+00:00,0,True,True,10,1,10,6,True,0,,,2020-08-08 22:47:40,2020
8,False,1,active,2020-08-08 22:40:16+00:00,0,True,True,11,1,11,13,True,0,,,2020-08-08 22:47:40,2020
9,True,3,active,2020-08-08 22:42:14+00:00,0,True,True,12,0,12,15,True,0,,,2020-08-08 22:47:40,2020
10,False,1,active,2020-08-08 22:32:05+00:00,0,True,True,13,0,13,18,True,0,,,2020-08-08 22:47:40,2020
11,False,3,active,2020-08-08 22:46:47+00:00,0,True,True,14,1,14,21,True,0,,,2020-08-08 22:47:40,2020
12,False,10,active,2020-08-08 22:41:53+00:00,0,True,True,15,0,15,5,True,0,,,2020-08-08 22:47:40,2020
13,True,17,active,2020-08-08 22:26:12+00:00,0,True,True,16,0,16,2,True,0,,,2020-08-08 22:47:40,2020
14,False,2,active,2020-08-08 22:44:08+00:00,0,True,True,17,1,17,12,True,0,,,2020-08-08 22:47:40,2020
15,False,5,active,2020-08-08 22:33:49+00:00,0,True,True,19,0,19,10,True,0,,,2020-08-08 22:47:40,2020
16,True,5,active,2020-08-08 22:45:42+00:00,0,True,True,20,0,20,18,True,0,,,2020-08-08 22:47:40,2020
17,True,11,active,2020-08-08 22:45:55+00:00,0,True,True,21,0,21,7,True,0,,,2020-08-08 22:47:40,2020
18,True,19,active,2020-08-08 22:36:24+00:00,0,True,True,22,0,22,28,True,0,,,2020-08-08 22:47:40,2020
19,False,15,active,2020-08-08 22:42:02+00:00,0,True,True,23,0,23,6,True,0,,,2020-08-08 22:47:40,2020
20,False,18,active,2020-08-08 22:47:09+00:00,0,True,True,24,1,24,0,True,0,,,2020-08-08 22:47:40,2020
21,False,5,active,2020-08-08 22:42:56+00:00,0,True,True,25,0,25,10,True,0,,,2020-08-08 22:47:40,2020
22,False,7,active,2020-08-08 21:31:48+00:00,0,True,True,26,0,26,8,True,0,,,2020-08-08 22:47:40,2020
23,False,2,active,2020-08-08 22:47:29+00:00,0,True,True,27,0,27,21,True,0,,,2020-08-08 22:47:40,2020
24,False,1,active,2020-08-08 22:45:03+00:00,0,True,True,29,2,29,12,True,0,,,2020-08-08 22:47:40,2020
