,legacy_id,num_bikes_disabled,station_status,is_returning,num_ebikes_available,station_id,num_bikes_available,eightd_has_available_keys,is_installed,num_docks_available,last_reported,num_docks_disabled,is_renting,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,0,active,True,0,3,3,False,True,12,2020-07-28 17:43:49+00:00,0,True,,,2020-07-28 17:59:05,2020
1,4,0,active,True,0,4,15,False,True,4,2020-07-28 17:07:33+00:00,0,True,,,2020-07-28 17:59:05,2020
2,5,0,active,True,0,5,7,False,True,8,2020-07-28 17:49:36+00:00,0,True,,,2020-07-28 17:59:05,2020
3,6,0,active,True,0,6,4,False,True,11,2020-07-28 17:55:45+00:00,0,True,,,2020-07-28 17:59:05,2020
4,7,0,active,True,0,7,7,False,True,8,2020-07-28 17:42:57+00:00,0,True,,,2020-07-28 17:59:05,2020
5,8,1,active,True,0,8,1,False,True,17,2020-07-28 17:51:10+00:00,0,True,,,2020-07-28 17:59:05,2020
6,9,1,active,True,0,9,8,False,True,6,2020-07-28 17:52:52+00:00,0,True,,,2020-07-28 17:59:05,2020
7,10,1,active,True,0,10,9,False,True,1,2020-07-28 17:58:26+00:00,0,True,,,2020-07-28 17:59:05,2020
8,11,1,active,True,0,11,9,False,True,5,2020-07-28 17:56:48+00:00,0,True,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'region': 'BOS', 'valet_revision': 69, 'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'dock_blocked_count': 0, 'active': True, 'off_dock_count': 52}",2020-07-28 17:59:05,2020
9,12,0,active,True,0,12,16,True,True,2,2020-07-28 17:48:41+00:00,0,True,,,2020-07-28 17:59:05,2020
10,13,0,active,True,0,13,17,False,True,2,2020-07-28 17:42:10+00:00,0,True,,,2020-07-28 17:59:05,2020
11,14,0,active,True,0,14,14,False,True,11,2020-07-28 17:58:19+00:00,0,True,,,2020-07-28 17:59:05,2020
12,15,0,active,True,0,15,10,False,True,5,2020-07-28 17:02:05+00:00,0,True,,,2020-07-28 17:59:05,2020
13,16,1,active,True,0,16,8,True,True,10,2020-07-28 17:42:45+00:00,0,True,,,2020-07-28 17:59:05,2020
14,17,0,active,True,0,17,9,False,True,6,2020-07-28 17:09:50+00:00,0,True,,,2020-07-28 17:59:05,2020
15,19,0,active,True,0,19,1,False,True,14,2020-07-28 17:45:15+00:00,0,True,,,2020-07-28 17:59:05,2020
16,20,0,active,True,0,20,3,True,True,20,2020-07-28 17:41:26+00:00,0,True,,,2020-07-28 17:59:05,2020
17,21,1,active,True,0,21,4,True,True,13,2020-07-28 17:36:53+00:00,0,True,,,2020-07-28 17:59:05,2020
18,22,0,active,True,0,22,7,True,True,40,2020-07-28 17:58:24+00:00,0,True,,,2020-07-28 17:59:05,2020
19,23,2,active,True,0,23,19,True,True,0,2020-07-28 17:11:24+00:00,0,True,,,2020-07-28 17:59:05,2020
20,24,0,active,True,0,24,8,False,True,11,2020-07-28 17:41:44+00:00,0,True,,,2020-07-28 17:59:05,2020
21,25,0,active,True,0,25,12,False,True,3,2020-07-28 17:45:29+00:00,0,True,,,2020-07-28 17:59:05,2020
22,26,0,active,True,0,26,13,False,True,2,2020-07-28 17:50:35+00:00,0,True,,,2020-07-28 17:59:05,2020
23,27,0,active,True,0,27,10,False,True,13,2020-07-28 17:53:27+00:00,0,True,,,2020-07-28 17:59:05,2020
24,29,1,active,True,0,29,13,False,True,1,2020-07-28 16:01:36+00:00,0,True,,,2020-07-28 17:59:05,2020
25,30,0,active,True,0,30,10,False,True,5,2020-07-28 17:41:05+00:00,0,True,,,2020-07-28 17:59:05,2020
26,31,0,active,True,0,31,7,True,True,12,2020-07-28 17:33:23+00:00,0,True,,,2020-07-28 17:59:05,2020
27,32,0,active,True,0,32,3,False,True,12,2020-07-28 17:53:08+00:00,0,True,,,2020-07-28 17:59:05,2020
28,33,1,active,True,0,33,10,False,True,16,2020-07-28 17:41:59+00:00,0,True,,,2020-07-28 17:59:05,2020
29,35,1,active,True,0,35,18,False,True,4,2020-07-28 17:55:33+00:00,0,True,,,2020-07-28 17:59:05,2020
30,36,1,active,True,0,36,23,True,True,9,2020-07-28 17:12:15+00:00,0,True,,,2020-07-28 17:59:05,2020
31,37,0,active,True,0,37,0,True,True,15,2020-07-28 17:10:38+00:00,0,True,,,2020-07-28 17:59:05,2020
32,39,0,active,True,0,39,22,False,True,1,2020-07-28 17:32:58+00:00,0,True,,,2020-07-28 17:59:05,2020
33,40,0,active,True,0,40,11,False,True,8,2020-07-28 17:55:26+00:00,0,True,,,2020-07-28 17:59:05,2020
34,41,1,active,True,0,41,14,True,True,12,2020-07-28 17:49:18+00:00,0,True,,,2020-07-28 17:59:05,2020
35,42,1,active,True,0,42,22,False,True,0,2020-07-28 17:44:11+00:00,0,True,,,2020-07-28 17:59:05,2020
36,43,0,active,True,0,43,7,True,True,8,2020-07-28 17:38:26+00:00,0,True,,,2020-07-28 17:59:05,2020
37,44,0,active,True,0,44,7,False,True,16,2020-07-28 17:16:51+00:00,0,True,,,2020-07-28 17:59:05,2020
38,46,1,active,True,0,46,6,False,True,12,2020-07-28 17:52:47+00:00,0,True,,,2020-07-28 17:59:05,2020
