,num_docks_available,is_returning,is_renting,last_reported,eightd_has_available_keys,num_docks_disabled,legacy_id,num_bikes_available,num_ebikes_available,is_installed,station_status,station_id,num_bikes_disabled,timestamp_of_data_read_request,year_station_last_reported
72,6,True,True,2020-08-12 23:53:57+00:00,False,0,81,12,0,True,active,81,1,2020-08-13 00:01:30,2020
73,11,True,True,2020-08-12 23:44:32+00:00,False,0,82,4,0,True,active,82,0,2020-08-13 00:01:30,2020
74,11,True,True,2020-08-12 23:37:29+00:00,False,0,84,4,0,True,active,84,0,2020-08-13 00:01:30,2020
75,17,True,True,2020-08-12 23:25:30+00:00,False,0,85,2,0,True,active,85,0,2020-08-13 00:01:30,2020
76,12,True,True,2020-08-12 23:55:41+00:00,False,0,86,7,0,True,active,86,0,2020-08-13 00:01:30,2020
77,1,True,True,2020-08-12 23:50:12+00:00,False,0,87,14,0,True,active,87,0,2020-08-13 00:01:30,2020
78,4,True,True,2020-08-12 23:55:59+00:00,False,0,89,15,0,True,active,89,0,2020-08-13 00:01:30,2020
79,11,True,True,2020-08-12 23:59:06+00:00,False,0,90,8,0,True,active,90,0,2020-08-13 00:01:30,2020
80,19,True,True,2020-08-12 23:52:07+00:00,False,0,91,0,0,True,active,91,0,2020-08-13 00:01:30,2020
81,10,True,True,2020-08-13 00:00:27+00:00,False,0,92,8,0,True,active,92,1,2020-08-13 00:01:30,2020
82,2,True,True,2020-08-12 23:47:12+00:00,False,0,93,11,0,True,active,93,2,2020-08-13 00:01:30,2020
83,6,True,True,2020-08-12 23:58:58+00:00,False,0,94,5,0,True,active,94,0,2020-08-13 00:01:30,2020
84,11,True,True,2020-08-13 00:00:57+00:00,False,0,95,4,0,True,active,95,0,2020-08-13 00:01:30,2020
85,5,True,True,2020-08-13 00:00:58+00:00,False,0,96,13,0,True,active,96,1,2020-08-13 00:01:30,2020
86,3,True,True,2020-08-12 23:48:33+00:00,False,0,97,15,0,True,active,97,1,2020-08-13 00:01:30,2020
87,11,True,True,2020-08-12 23:44:00+00:00,False,0,98,11,0,True,active,98,1,2020-08-13 00:01:30,2020
88,8,True,True,2020-08-12 23:54:39+00:00,False,0,99,6,0,True,active,99,1,2020-08-13 00:01:30,2020
89,0,True,True,2020-08-12 23:54:54+00:00,True,0,100,25,0,True,active,100,0,2020-08-13 00:01:30,2020
90,3,True,True,2020-08-12 23:13:52+00:00,False,0,101,12,0,True,active,101,0,2020-08-13 00:01:30,2020
91,13,True,True,2020-08-12 23:59:26+00:00,False,0,102,2,0,True,active,102,0,2020-08-13 00:01:30,2020
92,3,True,True,2020-08-12 23:58:11+00:00,False,0,103,12,0,True,active,103,0,2020-08-13 00:01:30,2020
93,9,True,True,2020-08-12 23:31:33+00:00,False,0,104,10,0,True,active,104,0,2020-08-13 00:01:30,2020
94,1,True,True,2020-08-13 00:00:57+00:00,False,0,105,17,0,True,active,105,1,2020-08-13 00:01:30,2020
95,12,True,True,2020-08-12 23:24:22+00:00,False,0,106,2,0,True,active,106,1,2020-08-13 00:01:30,2020
96,18,True,True,2020-08-12 23:53:00+00:00,False,0,107,1,0,True,active,107,0,2020-08-13 00:01:30,2020
97,12,True,True,2020-08-12 23:18:46+00:00,False,0,108,5,0,True,active,108,0,2020-08-13 00:01:30,2020
98,33,True,True,2020-08-13 00:00:16+00:00,False,0,109,2,0,True,active,109,0,2020-08-13 00:01:30,2020
99,14,True,True,2020-08-12 23:54:01+00:00,False,0,110,1,0,True,active,110,0,2020-08-13 00:01:30,2020
100,7,True,True,2020-08-12 23:47:07+00:00,False,0,111,8,0,True,active,111,0,2020-08-13 00:01:30,2020
101,2,True,True,2020-08-12 23:52:57+00:00,False,0,112,13,0,True,active,112,0,2020-08-13 00:01:30,2020
102,10,True,True,2020-08-12 23:46:01+00:00,False,0,113,5,0,True,active,113,0,2020-08-13 00:01:30,2020
103,9,True,True,2020-08-12 23:44:11+00:00,False,0,114,5,0,True,active,114,1,2020-08-13 00:01:30,2020
104,0,True,True,2020-08-12 23:53:56+00:00,False,0,115,14,0,True,active,115,5,2020-08-13 00:01:30,2020
105,12,True,True,2020-08-12 23:56:14+00:00,False,0,116,11,0,True,active,116,0,2020-08-13 00:01:30,2020
106,12,True,True,2020-08-12 23:55:34+00:00,False,0,117,7,0,True,active,117,0,2020-08-13 00:01:30,2020
107,12,True,True,2020-08-12 23:44:00+00:00,False,0,118,6,0,True,active,118,1,2020-08-13 00:01:30,2020
108,8,True,True,2020-08-12 23:56:36+00:00,False,0,119,7,0,True,active,119,0,2020-08-13 00:01:30,2020
109,2,True,True,2020-08-12 23:57:04+00:00,False,0,120,11,0,True,active,120,2,2020-08-13 00:01:30,2020
110,13,True,True,2020-08-12 23:44:35+00:00,False,0,121,4,0,True,active,121,0,2020-08-13 00:01:30,2020
111,8,True,True,2020-08-12 23:56:10+00:00,False,0,122,7,0,True,active,122,0,2020-08-13 00:01:30,2020
112,10,True,True,2020-08-12 23:51:37+00:00,False,0,124,4,0,True,active,124,1,2020-08-13 00:01:30,2020
113,3,True,True,2020-08-12 23:47:35+00:00,False,0,125,12,0,True,active,125,0,2020-08-13 00:01:30,2020
114,7,True,True,2020-08-12 23:19:18+00:00,False,0,126,8,0,True,active,126,0,2020-08-13 00:01:30,2020
115,14,True,True,2020-08-12 23:25:17+00:00,False,0,128,5,0,True,active,128,0,2020-08-13 00:01:30,2020
116,6,True,True,2020-08-12 22:37:48+00:00,False,0,129,13,0,True,active,129,0,2020-08-13 00:01:30,2020
117,3,True,True,2020-08-12 23:31:39+00:00,False,0,130,12,0,True,active,130,0,2020-08-13 00:01:30,2020
118,9,True,True,2020-08-12 23:46:00+00:00,False,0,131,9,0,True,active,131,0,2020-08-13 00:01:30,2020
119,9,True,True,2020-08-12 22:51:13+00:00,False,0,133,13,0,True,active,133,1,2020-08-13 00:01:30,2020
120,15,True,True,2020-08-12 22:05:32+00:00,False,0,135,2,0,True,active,135,0,2020-08-13 00:01:30,2020
121,14,True,True,2020-08-12 22:08:54+00:00,False,0,136,4,0,True,active,136,1,2020-08-13 00:01:30,2020
122,7,True,True,2020-08-12 23:47:47+00:00,False,0,137,8,0,True,active,137,0,2020-08-13 00:01:30,2020
123,6,True,True,2020-08-12 22:44:36+00:00,False,0,138,8,0,True,active,138,1,2020-08-13 00:01:30,2020
124,0,True,True,2020-08-12 23:57:37+00:00,False,0,139,19,0,True,active,139,0,2020-08-13 00:01:30,2020
125,4,True,True,2020-08-12 23:50:57+00:00,False,0,140,13,0,True,active,140,0,2020-08-13 00:01:30,2020
126,10,True,True,2020-08-12 23:54:02+00:00,False,0,141,5,0,True,active,141,0,2020-08-13 00:01:30,2020
127,9,True,True,2020-08-12 23:05:16+00:00,False,0,142,13,0,True,active,142,1,2020-08-13 00:01:30,2020
128,6,True,True,2020-08-12 23:19:58+00:00,False,0,143,15,0,True,active,143,2,2020-08-13 00:01:30,2020
129,5,True,True,2020-08-12 23:37:09+00:00,False,0,144,13,0,True,active,144,1,2020-08-13 00:01:30,2020
130,2,True,True,2020-08-12 23:52:56+00:00,False,0,145,17,0,True,active,145,0,2020-08-13 00:01:30,2020
131,13,True,True,2020-08-12 23:55:05+00:00,False,0,146,6,0,True,active,146,0,2020-08-13 00:01:30,2020
132,15,True,True,2020-08-12 23:43:03+00:00,True,0,149,3,0,True,active,149,0,2020-08-13 00:01:30,2020
133,2,True,True,2020-08-12 23:51:31+00:00,False,0,150,17,0,True,active,150,0,2020-08-13 00:01:30,2020
134,9,True,True,2020-08-12 23:20:45+00:00,False,0,151,9,0,True,active,151,1,2020-08-13 00:01:30,2020
135,15,True,True,2020-08-12 23:59:25+00:00,True,0,152,0,0,True,active,152,0,2020-08-13 00:01:30,2020
136,11,True,True,2020-08-12 22:59:57+00:00,False,0,156,4,0,True,active,156,0,2020-08-13 00:01:30,2020
137,9,True,True,2020-08-12 23:54:55+00:00,False,0,157,5,0,True,active,157,1,2020-08-13 00:01:30,2020
138,8,True,True,2020-08-12 23:28:49+00:00,False,0,159,7,0,True,active,159,0,2020-08-13 00:01:30,2020
139,14,True,True,2020-08-12 23:31:11+00:00,True,0,160,0,0,True,active,160,0,2020-08-13 00:01:30,2020
140,8,True,True,2020-08-12 23:57:08+00:00,True,0,161,13,0,True,active,161,2,2020-08-13 00:01:30,2020
141,11,True,True,2020-08-12 21:49:04+00:00,False,0,162,4,0,True,active,162,0,2020-08-13 00:01:30,2020
142,9,True,True,2020-08-12 23:58:44+00:00,True,0,163,10,0,True,active,163,0,2020-08-13 00:01:30,2020
143,11,True,True,2020-08-12 23:56:48+00:00,False,0,167,4,0,True,active,167,0,2020-08-13 00:01:30,2020
144,16,True,True,2020-08-12 23:05:10+00:00,False,0,169,3,0,True,active,169,0,2020-08-13 00:01:30,2020
145,9,True,True,2020-08-12 23:30:14+00:00,True,0,170,4,0,True,active,170,1,2020-08-13 00:01:30,2020
146,13,True,True,2020-08-12 23:58:34+00:00,True,0,171,10,0,True,active,171,0,2020-08-13 00:01:30,2020
147,5,True,True,2020-08-12 22:29:02+00:00,True,0,173,9,0,True,active,173,0,2020-08-13 00:01:30,2020
148,13,True,True,2020-08-12 23:39:18+00:00,False,0,174,1,0,True,active,174,1,2020-08-13 00:01:30,2020
149,16,True,True,2020-08-12 23:01:00+00:00,True,0,175,0,0,True,active,175,1,2020-08-13 00:01:30,2020
150,2,True,True,2020-08-12 23:56:13+00:00,False,0,176,13,0,True,active,176,0,2020-08-13 00:01:30,2020
151,10,True,True,2020-08-12 23:52:25+00:00,False,0,177,8,0,True,active,177,1,2020-08-13 00:01:30,2020
152,17,True,True,2020-08-12 23:58:10+00:00,False,0,178,2,0,True,active,178,0,2020-08-13 00:01:30,2020
153,13,True,True,2020-08-12 23:51:51+00:00,False,0,179,12,0,True,active,179,0,2020-08-13 00:01:30,2020
154,9,True,True,2020-08-12 23:53:33+00:00,False,0,180,8,0,True,active,180,2,2020-08-13 00:01:30,2020
155,9,True,True,2020-08-12 23:02:31+00:00,False,0,181,10,0,True,active,181,0,2020-08-13 00:01:30,2020
156,18,True,True,2020-08-12 23:42:13+00:00,True,0,182,1,0,True,active,182,0,2020-08-13 00:01:30,2020
157,18,True,True,2020-08-12 23:34:21+00:00,False,0,183,0,0,True,active,183,1,2020-08-13 00:01:30,2020
158,10,True,True,2020-08-12 23:55:19+00:00,False,0,184,9,0,True,active,184,0,2020-08-13 00:01:30,2020
159,12,True,True,2020-08-12 23:18:52+00:00,False,0,185,3,0,True,active,185,0,2020-08-13 00:01:30,2020
160,10,True,True,2020-08-12 23:57:53+00:00,True,0,186,5,0,True,active,186,0,2020-08-13 00:01:30,2020
161,9,True,True,2020-08-12 23:58:45+00:00,False,0,187,6,0,True,active,187,0,2020-08-13 00:01:30,2020
162,0,True,True,2020-08-13 00:00:20+00:00,False,0,188,14,0,True,active,188,1,2020-08-13 00:01:30,2020
163,9,True,True,2020-08-12 23:48:46+00:00,True,0,189,14,0,True,active,189,0,2020-08-13 00:01:30,2020
164,25,True,True,2020-08-12 23:46:31+00:00,True,0,190,10,0,True,active,190,2,2020-08-13 00:01:30,2020
165,10,True,True,2020-08-12 23:35:49+00:00,False,0,191,5,0,True,active,191,0,2020-08-13 00:01:30,2020
166,15,True,True,2020-08-12 23:54:21+00:00,False,0,192,4,0,True,active,192,0,2020-08-13 00:01:30,2020
167,8,True,True,2020-08-12 23:49:49+00:00,False,0,193,5,0,True,active,193,2,2020-08-13 00:01:30,2020
168,18,True,True,2020-08-12 23:35:25+00:00,False,0,194,1,0,True,active,194,0,2020-08-13 00:01:30,2020
169,12,True,True,2020-08-13 00:00:21+00:00,False,0,195,11,0,True,active,195,0,2020-08-13 00:01:30,2020
170,8,True,True,2020-08-12 21:06:46+00:00,True,0,196,2,0,True,active,196,0,2020-08-13 00:01:30,2020
171,9,True,True,2020-08-12 22:24:17+00:00,False,0,197,6,0,True,active,197,0,2020-08-13 00:01:30,2020
172,10,True,True,2020-08-12 22:23:22+00:00,False,0,199,5,0,True,active,199,0,2020-08-13 00:01:30,2020
173,5,True,True,2020-08-12 23:49:42+00:00,False,0,200,13,0,True,active,200,1,2020-08-13 00:01:30,2020
174,15,True,True,2020-08-12 12:04:48+00:00,False,0,201,0,0,True,active,201,0,2020-08-13 00:01:30,2020
175,10,True,True,2020-08-12 23:37:00+00:00,False,0,202,5,0,True,active,202,0,2020-08-13 00:01:30,2020
176,14,True,True,2020-08-12 22:21:20+00:00,False,0,203,1,0,True,active,203,0,2020-08-13 00:01:30,2020
177,13,True,True,2020-08-12 23:45:02+00:00,False,0,204,1,0,True,active,204,1,2020-08-13 00:01:30,2020
178,11,True,True,2020-08-12 23:26:28+00:00,False,0,205,4,0,True,active,205,0,2020-08-13 00:01:30,2020
179,19,True,True,2020-08-12 23:43:14+00:00,True,0,206,3,0,True,active,206,1,2020-08-13 00:01:30,2020
180,11,True,True,2020-08-13 00:00:28+00:00,True,0,208,3,0,True,active,208,1,2020-08-13 00:01:30,2020
181,11,True,True,2020-08-12 19:30:28+00:00,False,0,209,4,0,True,active,209,0,2020-08-13 00:01:30,2020
182,14,True,True,2020-08-12 21:31:14+00:00,False,0,210,1,0,True,active,210,0,2020-08-13 00:01:30,2020
183,14,True,True,2020-08-12 23:45:35+00:00,False,0,211,5,0,True,active,211,0,2020-08-13 00:01:30,2020
184,3,True,True,2020-08-12 23:55:42+00:00,False,0,212,30,0,True,active,212,0,2020-08-13 00:01:30,2020
185,12,True,True,2020-08-12 23:59:18+00:00,True,0,213,4,0,True,active,213,0,2020-08-13 00:01:30,2020
186,14,True,True,2020-08-12 22:22:55+00:00,False,0,214,1,0,True,active,214,0,2020-08-13 00:01:30,2020
187,6,True,True,2020-08-12 23:24:33+00:00,False,0,215,8,0,True,active,215,1,2020-08-13 00:01:30,2020
188,0,True,True,2020-08-12 21:12:33+00:00,False,0,216,18,0,True,active,216,1,2020-08-13 00:01:30,2020
189,6,True,True,2020-08-12 23:53:19+00:00,False,0,217,13,0,True,active,217,0,2020-08-13 00:01:30,2020
190,5,True,True,2020-08-12 23:40:30+00:00,False,0,218,10,0,True,active,218,0,2020-08-13 00:01:30,2020
191,9,True,True,2020-08-12 23:57:55+00:00,False,0,219,5,0,True,active,219,1,2020-08-13 00:01:30,2020
192,10,True,True,2020-08-12 23:59:59+00:00,False,0,221,9,0,True,active,221,0,2020-08-13 00:01:30,2020
193,11,True,True,2020-08-12 23:58:24+00:00,True,0,222,3,0,True,active,222,0,2020-08-13 00:01:30,2020
194,3,True,True,2020-08-12 23:54:42+00:00,False,0,224,12,0,True,active,224,2,2020-08-13 00:01:30,2020
195,12,True,True,2020-08-13 00:00:17+00:00,False,0,225,7,0,True,active,225,0,2020-08-13 00:01:30,2020
196,14,True,True,2020-08-12 23:41:30+00:00,False,0,226,1,0,True,active,226,0,2020-08-13 00:01:30,2020
197,8,True,True,2020-08-13 00:00:02+00:00,False,0,227,8,0,True,active,227,3,2020-08-13 00:01:30,2020
198,17,True,True,2020-08-12 23:31:20+00:00,False,0,228,1,0,True,active,228,1,2020-08-13 00:01:30,2020
199,2,True,True,2020-08-12 23:16:57+00:00,False,0,232,9,0,True,active,232,0,2020-08-13 00:01:30,2020
200,9,False,False,2020-08-12 18:16:55+00:00,False,0,233,6,0,True,active,233,0,2020-08-13 00:01:30,2020
201,14,True,True,2020-08-12 22:27:28+00:00,False,0,234,1,0,True,active,234,0,2020-08-13 00:01:30,2020
202,10,True,True,2020-08-12 22:29:13+00:00,False,0,235,5,0,True,active,235,0,2020-08-13 00:01:30,2020
203,3,True,True,2020-08-12 23:23:57+00:00,False,0,236,12,0,True,active,236,0,2020-08-13 00:01:30,2020
204,7,True,True,2020-08-12 23:44:07+00:00,False,0,239,8,0,True,active,239,0,2020-08-13 00:01:30,2020
205,6,True,True,2020-08-12 21:50:25+00:00,False,0,255,9,0,True,active,255,0,2020-08-13 00:01:30,2020
206,6,True,True,2020-08-12 23:37:43+00:00,False,0,258,9,0,True,active,258,0,2020-08-13 00:01:30,2020
207,0,True,True,2020-08-12 08:53:25+00:00,False,0,259,15,0,True,active,259,0,2020-08-13 00:01:30,2020
208,3,False,False,2020-08-12 20:35:39+00:00,False,0,260,12,0,True,active,260,0,2020-08-13 00:01:30,2020
209,11,True,True,2020-08-12 22:03:53+00:00,False,0,271,4,0,True,active,271,0,2020-08-13 00:01:30,2020
210,13,True,True,2020-08-12 23:45:57+00:00,False,0,272,5,0,True,active,272,1,2020-08-13 00:01:30,2020
211,27,True,True,2020-08-12 23:57:39+00:00,False,0,273,13,0,True,active,273,0,2020-08-13 00:01:30,2020
212,1,True,True,2020-08-12 23:43:57+00:00,False,0,279,18,0,True,active,279,0,2020-08-13 00:01:30,2020
213,13,True,True,2020-08-12 23:49:15+00:00,False,0,280,6,0,True,active,280,0,2020-08-13 00:01:30,2020
214,7,True,True,2020-08-12 23:54:22+00:00,False,0,282,7,0,True,active,282,1,2020-08-13 00:01:30,2020
215,16,True,True,2020-08-12 23:48:29+00:00,False,0,296,7,0,True,active,296,0,2020-08-13 00:01:30,2020
216,18,True,True,2020-08-12 23:59:23+00:00,False,0,318,1,0,True,active,318,0,2020-08-13 00:01:30,2020
217,25,True,True,2020-08-12 23:49:52+00:00,False,0,319,0,0,True,active,319,0,2020-08-13 00:01:30,2020
218,9,True,True,2020-08-12 23:56:13+00:00,False,0,327,6,0,True,active,327,0,2020-08-13 00:01:30,2020
219,3,True,True,2020-08-12 23:35:16+00:00,False,0,328,11,0,True,active,328,1,2020-08-13 00:01:30,2020
220,9,True,True,2020-08-12 23:29:10+00:00,False,0,329,6,0,True,active,329,0,2020-08-13 00:01:30,2020
221,5,True,True,2020-08-12 23:38:48+00:00,False,0,330,10,0,True,active,330,0,2020-08-13 00:01:30,2020
222,14,True,True,2020-08-12 23:48:23+00:00,False,0,331,1,0,True,active,331,0,2020-08-13 00:01:30,2020
223,10,True,True,2020-08-12 23:58:03+00:00,False,0,332,4,0,True,active,332,1,2020-08-13 00:01:30,2020
224,4,True,True,2020-08-12 20:44:25+00:00,False,0,333,21,0,True,active,333,0,2020-08-13 00:01:30,2020
225,4,True,True,2020-08-13 00:00:48+00:00,False,0,334,13,0,True,active,334,2,2020-08-13 00:01:30,2020
226,8,True,True,2020-08-12 23:46:13+00:00,False,0,335,11,0,True,active,335,0,2020-08-13 00:01:30,2020
227,11,True,True,2020-08-12 23:37:27+00:00,False,0,336,4,0,True,active,336,0,2020-08-13 00:01:30,2020
228,0,True,True,2020-08-12 22:00:39+00:00,False,0,337,15,0,True,active,337,0,2020-08-13 00:01:30,2020
229,6,True,True,2020-08-12 23:20:49+00:00,False,0,338,8,0,True,active,338,1,2020-08-13 00:01:30,2020
230,1,True,True,2020-08-12 22:36:05+00:00,False,0,339,14,0,True,active,339,0,2020-08-13 00:01:30,2020
