,num_bikes_available,is_installed,is_returning,station_status,legacy_id,last_reported,is_renting,num_ebikes_available,station_id,num_docks_disabled,num_bikes_disabled,num_docks_available,eightd_has_available_keys,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
321,7,True,True,active,435,2020-08-10 19:23:56+00:00,True,0,435,0,0,8,False,,,2020-08-10 21:26:40,2020
322,3,True,True,active,436,2020-08-10 20:19:55+00:00,True,0,436,0,0,12,False,,,2020-08-10 21:26:40,2020
323,10,True,True,active,437,2020-08-10 21:22:38+00:00,True,0,437,0,0,9,False,,,2020-08-10 21:26:40,2020
324,5,True,True,active,440,2020-08-10 21:14:48+00:00,True,0,440,0,0,12,False,,,2020-08-10 21:26:40,2020
325,9,True,True,active,441,2020-08-10 21:19:27+00:00,True,0,441,0,0,10,False,,,2020-08-10 21:26:40,2020
326,12,True,True,active,442,2020-08-10 21:23:41+00:00,True,0,442,0,0,3,False,,,2020-08-10 21:26:40,2020
327,4,True,True,active,443,2020-08-10 13:53:34+00:00,True,0,443,0,0,15,False,,,2020-08-10 21:26:40,2020
328,7,True,True,active,445,2020-08-10 21:07:25+00:00,True,0,445,0,0,12,False,,,2020-08-10 21:26:40,2020
329,10,True,True,active,446,2020-08-10 21:14:38+00:00,True,0,446,0,0,2,False,,,2020-08-10 21:26:40,2020
330,0,True,True,active,447,2020-08-10 21:17:09+00:00,True,0,447,0,0,19,False,,,2020-08-10 21:26:40,2020
331,2,True,True,active,448,2020-08-10 07:51:17+00:00,True,0,448,0,0,9,False,,,2020-08-10 21:26:40,2020
332,0,False,True,out_of_service,449,1970-01-02 00:00:00+00:00,True,0,449,0,0,0,False,,,2020-08-10 21:26:40,1970
333,4,True,True,active,450,2020-08-10 21:00:09+00:00,True,0,450,0,0,11,False,,,2020-08-10 21:26:40,2020
334,0,True,True,active,451,2020-08-10 20:58:09+00:00,True,0,451,0,0,15,False,,,2020-08-10 21:26:40,2020
335,10,True,True,active,452,2020-08-10 21:24:38+00:00,True,0,452,0,0,5,False,,,2020-08-10 21:26:40,2020
336,4,True,True,active,453,2020-08-10 20:46:21+00:00,True,0,453,0,0,11,False,,,2020-08-10 21:26:40,2020
337,14,True,True,active,454,2020-08-10 21:24:30+00:00,True,0,454,0,1,0,False,,,2020-08-10 21:26:40,2020
338,0,True,True,active,455,2020-08-10 20:11:41+00:00,True,0,455,0,1,11,False,,,2020-08-10 21:26:40,2020
339,9,True,True,active,456,2020-08-10 15:44:15+00:00,True,0,456,0,0,10,False,,,2020-08-10 21:26:40,2020
340,0,True,True,active,457,2020-08-10 21:25:23+00:00,True,0,457,0,0,11,False,,,2020-08-10 21:26:40,2020
341,4,True,True,active,458,2020-08-10 19:44:43+00:00,True,0,458,0,0,7,False,,,2020-08-10 21:26:40,2020
