,is_returning,num_docks_available,last_reported,num_docks_disabled,legacy_id,num_ebikes_available,is_installed,num_bikes_disabled,num_bikes_available,station_status,station_id,eightd_has_available_keys,is_renting,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
217,True,20,2020-08-10 22:29:33+00:00,0,319,0,True,0,5,active,319,False,True,,,2020-08-10 22:38:15,2020
218,True,1,2020-08-10 22:17:23+00:00,0,327,0,True,0,14,active,327,False,True,,,2020-08-10 22:38:15,2020
219,True,9,2020-08-10 22:31:00+00:00,0,328,0,True,0,6,active,328,False,True,,,2020-08-10 22:38:15,2020
220,True,12,2020-08-10 21:51:52+00:00,0,329,0,True,0,3,active,329,False,True,,,2020-08-10 22:38:15,2020
221,True,5,2020-08-10 22:11:34+00:00,0,330,0,True,0,10,active,330,False,True,,,2020-08-10 22:38:15,2020
222,True,14,2020-08-10 22:35:39+00:00,0,331,0,True,0,1,active,331,False,True,,,2020-08-10 22:38:15,2020
223,True,3,2020-08-10 22:32:08+00:00,0,332,0,True,0,12,active,332,False,True,,,2020-08-10 22:38:15,2020
224,True,5,2020-08-10 22:27:37+00:00,0,333,0,True,0,20,active,333,False,True,,,2020-08-10 22:38:15,2020
225,True,3,2020-08-10 21:42:54+00:00,0,334,0,True,0,16,active,334,False,True,,,2020-08-10 22:38:15,2020
226,True,3,2020-08-10 22:34:20+00:00,0,335,0,True,0,16,active,335,False,True,,,2020-08-10 22:38:15,2020
227,True,2,2020-08-10 21:34:40+00:00,0,336,0,True,2,11,active,336,False,True,,,2020-08-10 22:38:15,2020
228,True,2,2020-08-10 21:45:45+00:00,0,337,0,True,0,13,active,337,False,True,,,2020-08-10 22:38:15,2020
229,True,14,2020-08-10 22:29:42+00:00,0,338,0,True,0,1,active,338,False,True,,,2020-08-10 22:38:15,2020
230,True,6,2020-08-10 22:34:17+00:00,0,339,0,True,0,9,active,339,False,True,,,2020-08-10 22:38:15,2020
231,True,1,2020-08-10 11:22:16+00:00,0,340,0,True,0,18,active,340,False,True,,,2020-08-10 22:38:15,2020
232,True,12,2020-08-10 18:47:06+00:00,0,341,0,True,0,3,active,341,True,True,,,2020-08-10 22:38:15,2020
233,True,15,2020-08-10 22:17:49+00:00,0,342,0,True,0,0,active,342,False,True,,,2020-08-10 22:38:15,2020
234,True,9,2020-08-10 04:41:14+00:00,0,343,0,True,0,6,active,343,False,True,,,2020-08-10 22:38:15,2020
235,True,16,2020-08-10 22:13:32+00:00,0,344,0,True,0,3,active,344,False,True,,,2020-08-10 22:38:15,2020
236,True,10,2020-08-10 22:35:08+00:00,0,345,0,True,2,7,active,345,False,True,,,2020-08-10 22:38:15,2020
237,True,13,2020-08-10 22:00:55+00:00,0,346,0,True,0,2,active,346,False,True,,,2020-08-10 22:38:15,2020
238,True,3,2020-08-10 18:56:34+00:00,0,347,0,True,0,12,active,347,False,True,,,2020-08-10 22:38:15,2020
239,True,10,2020-08-10 22:31:14+00:00,0,348,0,True,1,4,active,348,False,True,,,2020-08-10 22:38:15,2020
240,True,12,2020-08-10 22:16:36+00:00,0,349,0,True,0,5,active,349,True,True,,,2020-08-10 22:38:15,2020
241,True,4,2020-08-10 19:23:29+00:00,0,350,0,True,0,13,active,350,False,True,,,2020-08-10 22:38:15,2020
242,True,9,2020-08-10 22:33:17+00:00,0,351,0,True,0,6,active,351,False,True,,,2020-08-10 22:38:15,2020
243,True,8,2020-08-10 22:26:52+00:00,0,352,0,True,0,7,active,352,False,True,,,2020-08-10 22:38:15,2020
244,True,10,2020-08-10 15:45:32+00:00,0,353,0,True,0,5,active,353,True,True,,,2020-08-10 22:38:15,2020
245,True,14,2020-08-10 21:20:03+00:00,0,354,0,True,1,0,active,354,False,True,,,2020-08-10 22:38:15,2020
246,True,1,2020-08-10 21:33:12+00:00,0,355,0,True,0,16,active,355,False,True,,,2020-08-10 22:38:15,2020
247,True,17,2020-08-10 22:37:37+00:00,0,356,0,True,0,6,active,356,False,True,,,2020-08-10 22:38:15,2020
248,True,12,2020-08-10 22:08:27+00:00,0,357,0,True,0,3,active,357,False,True,,,2020-08-10 22:38:15,2020
249,True,11,2020-08-10 22:35:08+00:00,0,358,0,True,0,8,active,358,False,True,,,2020-08-10 22:38:15,2020
250,True,14,2020-08-10 22:21:46+00:00,0,359,0,True,0,1,active,359,False,True,,,2020-08-10 22:38:15,2020
251,True,7,2020-08-10 22:21:21+00:00,0,360,0,True,0,8,active,360,False,True,,,2020-08-10 22:38:15,2020
252,True,2,2020-08-10 22:26:33+00:00,0,361,0,True,0,17,active,361,False,True,,,2020-08-10 22:38:15,2020
253,True,8,2020-08-10 22:11:56+00:00,0,362,0,True,0,11,active,362,False,True,,,2020-08-10 22:38:15,2020
254,True,11,2020-08-10 22:32:19+00:00,0,363,0,True,1,7,active,363,False,True,,,2020-08-10 22:38:15,2020
255,True,10,2020-08-10 22:37:54+00:00,0,364,0,True,0,9,active,364,False,True,,,2020-08-10 22:38:15,2020
256,True,17,2020-08-10 21:59:12+00:00,0,365,0,True,2,0,active,365,False,True,,,2020-08-10 22:38:15,2020
257,True,0,2020-08-10 22:28:14+00:00,0,366,0,True,0,15,active,366,False,True,,,2020-08-10 22:38:15,2020
258,True,4,2020-08-10 20:27:23+00:00,0,367,0,True,0,15,active,367,False,True,,,2020-08-10 22:38:15,2020
259,True,7,2020-08-10 14:37:06+00:00,0,368,0,True,1,7,active,368,False,True,,,2020-08-10 22:38:15,2020
260,True,5,2020-08-10 22:20:03+00:00,0,369,0,True,1,9,active,369,False,True,,,2020-08-10 22:38:15,2020
261,True,3,2020-08-10 22:38:10+00:00,0,370,0,True,0,16,active,370,False,True,,,2020-08-10 22:38:15,2020
262,True,7,2020-08-10 22:24:27+00:00,0,371,0,True,0,12,active,371,False,True,,,2020-08-10 22:38:15,2020
263,True,2,2020-08-10 22:22:42+00:00,0,372,0,True,1,16,active,372,False,True,,,2020-08-10 22:38:15,2020
264,True,8,2020-08-10 21:39:18+00:00,0,373,0,True,0,7,active,373,False,True,,,2020-08-10 22:38:15,2020
265,True,15,2020-08-10 22:24:14+00:00,0,374,0,True,1,3,active,374,False,True,,,2020-08-10 22:38:15,2020
266,True,6,2020-08-10 22:34:55+00:00,0,376,0,True,0,9,active,376,False,True,,,2020-08-10 22:38:15,2020
267,True,8,2020-08-10 22:19:53+00:00,0,377,0,True,1,10,active,377,False,True,,,2020-08-10 22:38:15,2020
268,True,11,2020-08-10 22:35:49+00:00,0,378,0,True,0,8,active,378,False,True,,,2020-08-10 22:38:15,2020
269,True,5,2020-08-10 22:37:33+00:00,0,379,0,True,0,10,active,379,False,True,,,2020-08-10 22:38:15,2020
270,True,18,2020-08-10 22:35:47+00:00,0,380,0,True,0,0,active,380,False,True,,,2020-08-10 22:38:15,2020
271,True,12,2020-08-10 22:35:00+00:00,0,381,0,True,0,7,active,381,False,True,,,2020-08-10 22:38:15,2020
272,True,10,2020-08-10 22:28:03+00:00,0,384,0,True,2,7,active,384,True,True,,,2020-08-10 22:38:15,2020
273,True,10,2020-08-10 22:36:04+00:00,1,385,0,True,2,2,active,385,False,True,,,2020-08-10 22:38:15,2020
274,True,13,2020-08-10 22:33:28+00:00,0,386,0,True,0,6,active,386,False,True,,,2020-08-10 22:38:15,2020
275,True,0,2020-08-10 22:11:27+00:00,0,387,0,True,1,14,active,387,False,True,,,2020-08-10 22:38:15,2020
276,True,6,2020-08-10 11:31:51+00:00,0,388,0,True,0,5,active,388,False,True,,,2020-08-10 22:38:15,2020
277,True,0,2020-08-10 21:07:52+00:00,0,389,0,True,0,14,active,389,False,True,,,2020-08-10 22:38:15,2020
278,True,0,2020-08-10 17:18:21+00:00,0,390,0,True,0,15,active,390,False,True,,,2020-08-10 22:38:15,2020
279,True,2,2020-08-10 18:39:43+00:00,0,391,0,True,0,13,active,391,False,True,,,2020-08-10 22:38:15,2020
280,True,7,2020-08-10 21:53:47+00:00,0,392,0,True,0,8,active,392,False,True,,,2020-08-10 22:38:15,2020
281,True,8,2020-08-10 01:22:59+00:00,0,393,0,True,1,6,active,393,False,True,,,2020-08-10 22:38:15,2020
282,True,13,2020-08-10 20:23:12+00:00,0,394,0,True,0,1,active,394,False,True,,,2020-08-10 22:38:15,2020
283,True,5,2020-08-10 16:55:20+00:00,0,395,0,True,0,10,active,395,False,True,,,2020-08-10 22:38:15,2020
284,True,4,2020-08-10 13:36:34+00:00,0,396,0,True,0,11,active,396,False,True,,,2020-08-10 22:38:15,2020
285,True,5,2020-08-10 19:26:42+00:00,0,397,0,True,0,10,active,397,False,True,,,2020-08-10 22:38:15,2020
286,True,3,2020-08-10 22:38:06+00:00,0,398,0,True,0,16,active,398,False,True,,,2020-08-10 22:38:15,2020
287,True,2,2020-08-10 22:11:10+00:00,0,399,0,True,1,12,active,399,False,True,,,2020-08-10 22:38:15,2020
288,True,18,2020-08-10 20:50:16+00:00,0,400,0,True,0,9,active,400,False,True,,,2020-08-10 22:38:15,2020
289,True,10,2020-08-10 20:57:49+00:00,0,401,0,True,0,5,active,401,False,True,,,2020-08-10 22:38:15,2020
290,True,9,2020-08-10 21:07:45+00:00,0,402,0,True,1,5,active,402,False,True,,,2020-08-10 22:38:15,2020
291,True,8,2020-08-10 22:32:36+00:00,0,403,0,True,1,6,active,403,False,True,,,2020-08-10 22:38:15,2020
292,True,13,2020-08-10 22:37:14+00:00,0,404,0,True,1,2,active,404,False,True,,,2020-08-10 22:38:15,2020
293,True,15,2020-08-10 22:28:08+00:00,0,405,0,True,0,4,active,405,False,True,,,2020-08-10 22:38:15,2020
294,True,4,2020-08-10 20:32:06+00:00,0,406,0,True,0,15,active,406,False,True,,,2020-08-10 22:38:15,2020
295,True,17,2020-08-10 22:12:13+00:00,0,407,0,True,0,2,active,407,False,True,,,2020-08-10 22:38:15,2020
296,True,9,2020-08-10 21:49:35+00:00,0,408,0,True,0,6,active,408,False,True,,,2020-08-10 22:38:15,2020
297,True,4,2020-08-10 22:28:02+00:00,0,409,0,True,0,15,active,409,False,True,,,2020-08-10 22:38:15,2020
298,True,3,2020-08-10 21:44:58+00:00,0,410,0,True,0,16,active,410,False,True,,,2020-08-10 22:38:15,2020
299,True,10,2020-08-10 16:41:54+00:00,0,411,0,True,0,5,active,411,False,True,,,2020-08-10 22:38:15,2020
300,True,1,2020-08-10 22:19:26+00:00,0,412,0,True,1,17,active,412,False,True,,,2020-08-10 22:38:15,2020
301,True,16,2020-08-10 22:36:57+00:00,0,413,0,True,0,3,active,413,False,True,,,2020-08-10 22:38:15,2020
302,True,23,2020-08-10 22:19:00+00:00,0,414,0,True,0,0,active,414,False,True,,,2020-08-10 22:38:15,2020
303,True,0,2020-08-10 22:29:37+00:00,0,415,0,True,1,18,active,415,False,True,,,2020-08-10 22:38:15,2020
304,True,13,2020-08-10 22:34:38+00:00,0,416,0,True,0,2,active,416,False,True,,,2020-08-10 22:38:15,2020
305,True,9,2020-08-10 22:37:23+00:00,0,417,0,True,0,10,active,417,False,True,,,2020-08-10 22:38:15,2020
306,True,2,2020-08-10 22:22:09+00:00,0,419,0,True,0,13,active,419,False,True,,,2020-08-10 22:38:15,2020
307,False,0,1970-01-02 00:00:00+00:00,0,420,0,False,0,0,out_of_service,420,False,False,,,2020-08-10 22:38:15,1970
308,True,2,2020-08-10 15:34:47+00:00,0,421,0,True,2,15,active,421,False,True,,,2020-08-10 22:38:15,2020
309,True,0,2020-08-10 14:46:48+00:00,0,422,0,True,2,13,active,422,False,True,,,2020-08-10 22:38:15,2020
310,True,14,2020-08-10 22:24:01+00:00,0,423,0,True,0,5,active,423,False,True,,,2020-08-10 22:38:15,2020
311,True,11,2020-08-10 21:16:14+00:00,0,424,0,True,0,8,active,424,False,True,,,2020-08-10 22:38:15,2020
312,True,10,2020-08-10 22:18:30+00:00,0,425,0,True,0,6,active,425,False,True,,,2020-08-10 22:38:15,2020
313,True,22,2020-08-10 22:37:09+00:00,0,426,0,True,0,5,active,426,False,True,,,2020-08-10 22:38:15,2020
314,True,17,2020-08-10 14:34:54+00:00,0,427,0,True,0,2,active,427,False,True,,,2020-08-10 22:38:15,2020
315,True,4,2020-08-10 22:25:21+00:00,0,428,0,True,0,15,active,428,False,True,,,2020-08-10 22:38:15,2020
316,True,3,2020-08-10 19:45:33+00:00,0,430,0,True,2,14,active,430,False,True,,,2020-08-10 22:38:15,2020
317,True,15,2020-08-10 22:09:33+00:00,0,431,0,True,0,0,active,431,False,True,,,2020-08-10 22:38:15,2020
318,True,10,2020-08-10 21:56:17+00:00,0,432,0,True,0,9,active,432,False,True,,,2020-08-10 22:38:15,2020
319,True,18,2020-08-10 21:19:24+00:00,0,433,0,True,1,0,active,433,False,True,,,2020-08-10 22:38:15,2020
320,True,19,2020-08-10 08:56:28+00:00,0,434,0,True,0,0,active,434,False,True,,,2020-08-10 22:38:15,2020
321,True,7,2020-08-10 21:42:52+00:00,0,435,0,True,0,8,active,435,False,True,,,2020-08-10 22:38:15,2020
322,True,14,2020-08-10 22:17:34+00:00,0,436,0,True,0,1,active,436,False,True,,,2020-08-10 22:38:15,2020
323,True,9,2020-08-10 22:24:39+00:00,0,437,0,True,0,10,active,437,False,True,,,2020-08-10 22:38:15,2020
324,True,13,2020-08-10 21:48:11+00:00,0,440,0,True,0,4,active,440,False,True,,,2020-08-10 22:38:15,2020
325,True,7,2020-08-10 22:22:55+00:00,0,441,0,True,0,12,active,441,False,True,,,2020-08-10 22:38:15,2020
326,True,3,2020-08-10 21:58:23+00:00,0,442,0,True,0,12,active,442,False,True,,,2020-08-10 22:38:15,2020
327,True,15,2020-08-10 13:53:34+00:00,0,443,0,True,0,4,active,443,False,True,,,2020-08-10 22:38:15,2020
328,True,13,2020-08-10 22:27:42+00:00,0,445,0,True,0,6,active,445,False,True,,,2020-08-10 22:38:15,2020
329,True,3,2020-08-10 22:18:56+00:00,0,446,0,True,0,9,active,446,False,True,,,2020-08-10 22:38:15,2020
330,True,19,2020-08-10 21:17:09+00:00,0,447,0,True,0,0,active,447,False,True,,,2020-08-10 22:38:15,2020
331,True,8,2020-08-10 22:24:44+00:00,0,448,0,True,0,3,active,448,False,True,,,2020-08-10 22:38:15,2020
332,True,0,1970-01-02 00:00:00+00:00,0,449,0,False,0,0,out_of_service,449,False,True,,,2020-08-10 22:38:15,1970
333,True,13,2020-08-10 21:55:05+00:00,0,450,0,True,0,2,active,450,False,True,,,2020-08-10 22:38:15,2020
334,True,11,2020-08-10 22:22:51+00:00,0,451,0,True,0,4,active,451,False,True,,,2020-08-10 22:38:15,2020
335,True,6,2020-08-10 22:34:38+00:00,0,452,0,True,0,9,active,452,False,True,,,2020-08-10 22:38:15,2020
336,True,11,2020-08-10 22:33:13+00:00,0,453,0,True,0,4,active,453,False,True,,,2020-08-10 22:38:15,2020
337,True,5,2020-08-10 22:35:58+00:00,0,454,0,True,1,9,active,454,False,True,,,2020-08-10 22:38:15,2020
338,True,11,2020-08-10 20:11:41+00:00,0,455,0,True,1,0,active,455,False,True,,,2020-08-10 22:38:15,2020
339,True,12,2020-08-10 22:37:09+00:00,0,456,0,True,0,7,active,456,False,True,,,2020-08-10 22:38:15,2020
340,True,11,2020-08-10 21:25:23+00:00,0,457,0,True,0,0,active,457,False,True,,,2020-08-10 22:38:15,2020
341,True,9,2020-08-10 22:27:37+00:00,0,458,0,True,0,2,active,458,False,True,,,2020-08-10 22:38:15,2020
