,num_bikes_available,valet,last_reported,is_returning,legacy_id,num_bikes_disabled,station_status,num_docks_disabled,num_ebikes_available,station_id,is_installed,is_renting,eightd_has_available_keys,num_docks_available,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,10,"{'off_dock_capacity': 0, 'valet_revision': 3, 'off_dock_count': 0, 'station_id': '74cb9bf6-bb53-4c70-88d2-67998b99628c', 'region': 'BOS', 'active': True, 'dock_blocked_count': 0}",2020-08-03 00:36:12+00:00,True,296,1,active,0,0,296,True,True,False,12,[{'id': 'e4cf42bb-42a8-4a72-9a2f-5f76a12e7a7a'}],2020-08-03 01:06:10,2020
1,6,,2020-08-02 23:51:58+00:00,True,3,1,active,0,0,3,True,True,True,8,,2020-08-03 01:06:10,2020
2,8,,2020-08-03 00:32:51+00:00,True,4,0,active,0,0,4,True,True,False,11,,2020-08-03 01:06:10,2020
3,1,,2020-08-03 00:41:14+00:00,True,5,1,active,0,0,5,True,True,False,13,,2020-08-03 01:06:10,2020
4,6,,2020-08-03 00:54:19+00:00,True,6,0,active,0,0,6,True,True,False,9,,2020-08-03 01:06:10,2020
5,14,,2020-08-03 01:03:19+00:00,True,7,0,active,0,0,7,True,True,False,1,,2020-08-03 01:06:10,2020
6,9,,2020-08-03 01:05:17+00:00,True,8,3,active,0,0,8,True,True,False,7,,2020-08-03 01:06:10,2020
7,6,,2020-08-03 00:42:32+00:00,True,9,0,active,0,0,9,True,True,False,9,,2020-08-03 01:06:10,2020
8,2,,2020-08-03 00:36:07+00:00,True,10,1,active,0,0,10,True,True,False,8,,2020-08-03 01:06:10,2020
9,3,,2020-08-03 00:55:09+00:00,True,11,1,active,0,0,11,True,True,False,11,,2020-08-03 01:06:10,2020
10,5,,2020-08-03 00:50:45+00:00,True,12,1,active,0,0,12,True,True,True,12,,2020-08-03 01:06:10,2020
11,12,,2020-08-03 00:44:38+00:00,True,13,0,active,0,0,13,True,True,False,7,,2020-08-03 01:06:10,2020
12,7,,2020-08-03 00:58:08+00:00,True,14,1,active,0,0,14,True,True,False,17,,2020-08-03 01:06:10,2020
13,8,,2020-08-03 00:31:54+00:00,True,15,0,active,0,0,15,True,True,False,7,,2020-08-03 01:06:10,2020
14,11,,2020-08-03 01:02:00+00:00,True,16,0,active,0,0,16,True,True,True,8,,2020-08-03 01:06:10,2020
15,10,,2020-08-03 00:43:04+00:00,True,17,1,active,0,0,17,True,True,False,4,,2020-08-03 01:06:10,2020
16,2,,2020-08-02 23:41:27+00:00,True,19,0,active,0,0,19,True,True,False,13,,2020-08-03 01:06:10,2020
17,13,,2020-08-03 00:30:48+00:00,True,20,0,active,0,0,20,True,True,True,10,,2020-08-03 01:06:10,2020
18,10,,2020-08-03 00:09:52+00:00,True,21,0,active,0,0,21,True,True,True,8,,2020-08-03 01:06:10,2020
19,11,,2020-08-03 00:44:24+00:00,True,22,0,active,0,0,22,True,True,True,36,,2020-08-03 01:06:10,2020
20,4,,2020-08-03 01:04:51+00:00,True,23,0,active,0,0,23,True,True,True,17,,2020-08-03 01:06:10,2020
21,16,,2020-08-03 00:56:29+00:00,True,24,2,active,0,0,24,True,True,False,1,,2020-08-03 01:06:10,2020
22,4,,2020-08-03 00:19:59+00:00,True,25,2,active,0,0,25,True,True,False,9,,2020-08-03 01:06:10,2020
23,1,,2020-08-03 00:18:59+00:00,True,26,0,active,0,0,26,True,True,False,14,,2020-08-03 01:06:10,2020
24,13,,2020-08-03 01:02:51+00:00,True,27,1,active,0,0,27,True,True,False,9,,2020-08-03 01:06:10,2020
25,6,,2020-08-02 20:54:08+00:00,True,29,0,active,0,0,29,True,True,False,9,,2020-08-03 01:06:10,2020
26,7,,2020-08-03 01:05:24+00:00,True,30,4,active,0,0,30,True,True,False,4,,2020-08-03 01:06:10,2020
27,0,,2020-08-02 22:34:48+00:00,True,31,0,active,0,0,31,True,True,True,19,,2020-08-03 01:06:10,2020
28,9,,2020-08-03 01:05:41+00:00,True,32,3,active,0,0,32,True,True,False,3,,2020-08-03 01:06:10,2020
29,4,,2020-08-03 01:03:15+00:00,True,33,2,active,0,0,33,True,True,False,21,,2020-08-03 01:06:10,2020
30,9,,2020-08-03 00:03:51+00:00,True,35,0,active,0,0,35,True,True,False,14,,2020-08-03 01:06:10,2020
31,16,,2020-08-02 23:53:20+00:00,True,36,0,active,0,0,36,True,True,True,17,,2020-08-03 01:06:10,2020
32,9,,2020-08-02 22:22:15+00:00,True,37,0,active,0,0,37,True,True,True,6,,2020-08-03 01:06:10,2020
33,4,,2020-08-03 00:53:47+00:00,True,39,1,active,0,0,39,True,True,False,18,,2020-08-03 01:06:10,2020
34,16,,2020-08-02 23:49:57+00:00,True,40,3,active,0,0,40,True,True,False,0,,2020-08-03 01:06:10,2020
35,14,,2020-08-03 00:59:45+00:00,True,41,5,active,0,0,41,True,True,True,8,,2020-08-03 01:06:10,2020
36,6,,2020-08-03 00:11:52+00:00,True,42,2,active,0,0,42,True,True,False,15,,2020-08-03 01:06:10,2020
37,5,,2020-08-03 01:00:11+00:00,True,43,0,active,0,0,43,True,True,True,10,,2020-08-03 01:06:10,2020
38,3,,2020-08-03 00:57:04+00:00,True,44,1,active,0,0,44,True,True,False,19,,2020-08-03 01:06:10,2020
39,9,,2020-08-03 00:58:56+00:00,True,46,1,active,0,0,46,True,True,False,9,,2020-08-03 01:06:10,2020
40,15,,2020-08-03 01:02:16+00:00,True,47,0,active,0,0,47,True,True,True,4,,2020-08-03 01:06:10,2020
41,1,,2020-08-02 23:24:46+00:00,True,48,0,active,0,0,48,True,True,False,18,,2020-08-03 01:06:10,2020
