,num_bikes_available,legacy_id,station_status,num_ebikes_available,station_id,is_installed,num_bikes_disabled,last_reported,is_renting,num_docks_disabled,is_returning,num_docks_available,eightd_has_available_keys,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,1,3,active,0,3,True,0,2020-08-01 03:15:07+00:00,True,0,True,14,False,,,2020-08-01 03:17:30,2020
1,0,4,active,0,4,True,0,2020-08-01 02:59:52+00:00,True,0,True,19,False,,,2020-08-01 03:17:30,2020
2,2,5,active,0,5,True,0,2020-08-01 02:35:51+00:00,True,0,True,13,False,,,2020-08-01 03:17:30,2020
3,0,6,active,0,6,True,0,2020-08-01 02:25:51+00:00,True,0,True,15,False,,,2020-08-01 03:17:30,2020
4,9,7,active,0,7,True,0,2020-08-01 02:26:01+00:00,True,0,True,6,False,,,2020-08-01 03:17:30,2020
5,10,8,active,0,8,True,2,2020-08-01 02:37:46+00:00,True,0,True,7,False,,,2020-08-01 03:17:30,2020
6,13,9,active,0,9,True,0,2020-08-01 03:04:25+00:00,True,0,True,2,False,,,2020-08-01 03:17:30,2020
7,4,10,active,0,10,True,1,2020-08-01 03:05:12+00:00,True,0,True,6,False,,,2020-08-01 03:17:30,2020
8,3,11,active,0,11,True,1,2020-08-01 02:54:51+00:00,True,0,True,11,False,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'region': 'BOS', 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'active': True, 'valet_revision': 75, 'off_dock_count': 20, 'off_dock_capacity': 50, 'dock_blocked_count': 0}",2020-08-01 03:17:30,2020
9,0,12,active,0,12,True,2,2020-08-01 03:12:19+00:00,True,0,True,16,True,,,2020-08-01 03:17:30,2020
10,5,13,active,0,13,True,0,2020-08-01 03:03:43+00:00,True,0,True,14,False,,,2020-08-01 03:17:30,2020
11,0,14,active,0,14,True,0,2020-08-01 02:04:01+00:00,True,0,True,25,False,,,2020-08-01 03:17:30,2020
12,9,15,active,0,15,True,3,2020-08-01 03:04:03+00:00,True,0,True,3,False,,,2020-08-01 03:17:30,2020
13,12,16,active,0,16,True,2,2020-08-01 03:12:20+00:00,True,0,True,5,True,,,2020-08-01 03:17:30,2020
14,1,17,active,0,17,True,0,2020-08-01 02:57:31+00:00,True,0,True,14,False,,,2020-08-01 03:17:30,2020
15,14,19,active,0,19,True,0,2020-08-01 02:59:01+00:00,True,0,True,1,False,,,2020-08-01 03:17:30,2020
16,2,20,active,0,20,True,0,2020-08-01 03:06:21+00:00,True,0,True,21,True,,,2020-08-01 03:17:30,2020
17,3,21,active,0,21,True,0,2020-08-01 02:47:58+00:00,True,0,True,15,True,,,2020-08-01 03:17:30,2020
18,24,22,active,0,22,True,2,2020-08-01 02:02:45+00:00,True,0,True,21,True,,,2020-08-01 03:17:30,2020
19,10,23,active,0,23,True,0,2020-08-01 02:34:55+00:00,True,0,True,11,True,,,2020-08-01 03:17:30,2020
20,0,24,active,0,24,True,0,2020-08-01 02:54:02+00:00,True,0,True,19,False,,,2020-08-01 03:17:30,2020
