,is_renting,num_bikes_disabled,num_docks_disabled,station_id,is_installed,num_bikes_available,legacy_id,last_reported,num_docks_available,is_returning,station_status,num_ebikes_available,eightd_has_available_keys,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,0,0,3,True,6,3,2020-08-08 21:38:51+00:00,9,True,active,0,False,,,2020-08-08 21:46:20,2020
1,True,0,0,4,True,14,4,2020-08-08 21:44:12+00:00,5,True,active,0,False,,,2020-08-08 21:46:20,2020
2,True,0,0,5,True,0,5,2020-08-08 21:05:11+00:00,15,True,active,0,False,,,2020-08-08 21:46:20,2020
3,True,1,0,6,True,3,6,2020-08-08 21:43:16+00:00,11,True,active,0,False,,,2020-08-08 21:46:20,2020
4,True,0,0,7,True,6,7,2020-08-08 21:43:05+00:00,9,True,active,0,False,,,2020-08-08 21:46:20,2020
5,True,0,0,8,True,12,8,2020-08-08 21:42:52+00:00,7,True,active,0,False,,,2020-08-08 21:46:20,2020
6,True,2,0,9,True,5,9,2020-08-08 21:45:57+00:00,8,True,active,0,False,,,2020-08-08 21:46:20,2020
7,True,1,0,10,True,2,10,2020-08-08 21:22:45+00:00,8,True,active,0,False,,,2020-08-08 21:46:20,2020
8,True,1,0,11,True,3,11,2020-08-08 21:43:47+00:00,11,True,active,0,False,,,2020-08-08 21:46:20,2020
9,True,0,0,12,True,1,12,2020-08-08 21:42:57+00:00,17,True,active,0,True,,,2020-08-08 21:46:20,2020
10,True,0,0,13,True,0,13,2020-08-08 21:34:52+00:00,19,True,active,0,False,,,2020-08-08 21:46:20,2020
11,True,0,0,14,True,9,14,2020-08-08 21:34:40+00:00,16,True,active,0,False,,,2020-08-08 21:46:20,2020
12,True,0,0,15,True,10,15,2020-08-08 21:43:46+00:00,5,True,active,0,False,,,2020-08-08 21:46:20,2020
13,True,0,0,16,True,19,16,2020-08-08 21:20:07+00:00,0,True,active,0,True,,,2020-08-08 21:46:20,2020
14,True,1,0,17,True,4,17,2020-08-08 21:16:57+00:00,10,True,active,0,False,,,2020-08-08 21:46:20,2020
15,True,0,0,19,True,2,19,2020-08-08 21:25:29+00:00,13,True,active,0,False,,,2020-08-08 21:46:20,2020
16,True,0,0,20,True,11,20,2020-08-08 21:32:02+00:00,12,True,active,0,True,,,2020-08-08 21:46:20,2020
17,True,0,0,21,True,7,21,2020-08-08 21:37:03+00:00,11,True,active,0,True,,,2020-08-08 21:46:20,2020
18,True,0,0,22,True,19,22,2020-08-08 21:44:34+00:00,28,True,active,0,True,,,2020-08-08 21:46:20,2020
19,True,0,0,23,True,19,23,2020-08-08 21:45:21+00:00,2,True,active,0,False,,,2020-08-08 21:46:20,2020
20,True,0,0,24,True,6,24,2020-08-08 21:45:36+00:00,13,True,active,0,False,,,2020-08-08 21:46:20,2020
21,True,0,0,25,True,7,25,2020-08-08 21:22:43+00:00,8,True,active,0,False,,,2020-08-08 21:46:20,2020
22,True,0,0,26,True,7,26,2020-08-08 21:31:48+00:00,8,True,active,0,False,,,2020-08-08 21:46:20,2020
23,True,0,0,27,True,6,27,2020-08-08 21:41:15+00:00,17,True,active,0,False,,,2020-08-08 21:46:20,2020
24,True,2,0,29,True,1,29,2020-08-08 21:32:29+00:00,12,True,active,0,False,,,2020-08-08 21:46:20,2020
25,True,0,0,30,True,2,30,2020-08-08 21:04:55+00:00,13,True,active,0,False,,,2020-08-08 21:46:20,2020
26,True,0,0,31,True,10,31,2020-08-08 21:09:53+00:00,9,True,active,0,False,,,2020-08-08 21:46:20,2020
27,True,1,0,32,True,14,32,2020-08-08 21:46:06+00:00,0,True,active,0,False,,,2020-08-08 21:46:20,2020
28,True,1,0,33,True,6,33,2020-08-08 21:06:38+00:00,20,True,active,0,False,,,2020-08-08 21:46:20,2020
29,True,1,0,35,True,9,35,2020-08-08 21:46:02+00:00,13,True,active,0,False,,,2020-08-08 21:46:20,2020
30,True,0,0,36,True,29,36,2020-08-08 21:40:11+00:00,4,True,active,0,True,,,2020-08-08 21:46:20,2020
31,True,0,0,37,True,2,37,2020-08-08 21:32:01+00:00,13,True,active,0,True,,,2020-08-08 21:46:20,2020
32,True,0,0,39,True,8,39,2020-08-08 21:32:42+00:00,15,True,active,0,False,,,2020-08-08 21:46:20,2020
33,True,4,0,40,True,10,40,2020-08-08 21:45:01+00:00,5,True,active,0,False,,,2020-08-08 21:46:20,2020
34,True,1,0,41,True,6,41,2020-08-08 21:38:30+00:00,20,True,active,0,True,,,2020-08-08 21:46:20,2020
