,num_bikes_available,last_reported,is_returning,legacy_id,num_bikes_disabled,station_status,num_docks_disabled,num_ebikes_available,station_id,is_installed,is_renting,eightd_has_available_keys,num_docks_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,5,2020-08-01 16:21:50+00:00,True,3,0,active,0,0,3,True,True,True,10,,,2020-08-01 16:33:40,2020
1,1,2020-08-01 16:31:21+00:00,True,4,0,active,0,0,4,True,True,False,18,,,2020-08-01 16:33:40,2020
2,0,2020-08-01 16:28:17+00:00,True,5,0,active,0,0,5,True,True,False,15,,,2020-08-01 16:33:40,2020
3,0,2020-08-01 16:15:29+00:00,True,6,0,active,0,0,6,True,True,False,15,,,2020-08-01 16:33:40,2020
4,3,2020-08-01 15:44:51+00:00,True,7,0,active,0,0,7,True,True,False,12,,,2020-08-01 16:33:40,2020
5,3,2020-08-01 16:24:15+00:00,True,8,2,active,0,0,8,True,True,False,14,,,2020-08-01 16:33:40,2020
6,10,2020-08-01 16:08:53+00:00,True,9,0,active,0,0,9,True,True,False,5,,,2020-08-01 16:33:40,2020
7,5,2020-08-01 16:19:37+00:00,True,10,1,active,0,0,10,True,True,False,5,,,2020-08-01 16:33:40,2020
8,11,2020-08-01 16:30:03+00:00,True,11,2,active,0,0,11,True,True,False,2,"{'off_dock_capacity': 50, 'valet_revision': 75, 'off_dock_count': 20, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'active': True, 'dock_blocked_count': 0}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-01 16:33:40,2020
9,1,2020-08-01 16:25:52+00:00,True,12,2,active,0,0,12,True,True,True,15,,,2020-08-01 16:33:40,2020
10,17,2020-08-01 16:23:22+00:00,True,13,0,active,0,0,13,True,True,False,2,,,2020-08-01 16:33:40,2020
11,14,2020-08-01 16:32:16+00:00,True,14,0,active,0,0,14,True,True,False,11,,,2020-08-01 16:33:40,2020
12,9,2020-08-01 16:30:53+00:00,True,15,1,active,0,0,15,True,True,False,5,,,2020-08-01 16:33:40,2020
13,16,2020-08-01 16:29:40+00:00,True,16,2,active,0,0,16,True,True,True,1,,,2020-08-01 16:33:40,2020
14,8,2020-08-01 16:26:22+00:00,True,17,0,active,0,0,17,True,True,False,7,,,2020-08-01 16:33:40,2020
15,5,2020-08-01 16:05:01+00:00,True,19,0,active,0,0,19,True,True,False,10,,,2020-08-01 16:33:40,2020
16,7,2020-08-01 16:13:37+00:00,True,20,0,active,0,0,20,True,True,True,16,,,2020-08-01 16:33:40,2020
17,3,2020-08-01 16:25:43+00:00,True,21,0,active,0,0,21,True,True,True,15,,,2020-08-01 16:33:40,2020
18,4,2020-08-01 16:31:01+00:00,True,22,2,active,0,0,22,True,True,True,41,,,2020-08-01 16:33:40,2020
19,7,2020-08-01 16:31:17+00:00,True,23,0,active,0,0,23,True,True,True,14,,,2020-08-01 16:33:40,2020
20,6,2020-08-01 16:32:16+00:00,True,24,0,active,0,0,24,True,True,False,13,,,2020-08-01 16:33:40,2020
21,8,2020-08-01 16:30:33+00:00,True,25,1,active,0,0,25,True,True,False,6,,,2020-08-01 16:33:40,2020
22,3,2020-08-01 16:30:05+00:00,True,26,0,active,0,0,26,True,True,False,12,,,2020-08-01 16:33:40,2020
23,6,2020-08-01 16:28:09+00:00,True,27,2,active,0,0,27,True,True,False,15,,,2020-08-01 16:33:40,2020
24,8,2020-08-01 16:32:48+00:00,True,29,0,active,0,0,29,True,True,False,7,,,2020-08-01 16:33:40,2020
25,3,2020-08-01 16:20:26+00:00,True,30,1,active,0,0,30,True,True,False,11,,,2020-08-01 16:33:40,2020
26,5,2020-08-01 14:30:58+00:00,True,31,0,active,0,0,31,True,True,True,14,,,2020-08-01 16:33:40,2020
27,4,2020-08-01 16:33:04+00:00,True,32,3,active,0,0,32,True,True,False,8,,,2020-08-01 16:33:40,2020
28,11,2020-08-01 16:25:33+00:00,True,33,1,active,0,0,33,True,True,False,15,,,2020-08-01 16:33:40,2020
29,11,2020-08-01 16:25:26+00:00,True,35,0,active,0,0,35,True,True,False,12,,,2020-08-01 16:33:40,2020
