,num_docks_available,num_docks_disabled,last_reported,num_ebikes_available,station_id,station_status,is_renting,num_bikes_disabled,is_installed,legacy_id,num_bikes_available,is_returning,eightd_has_available_keys,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,11,0,2020-07-29 22:35:48+00:00,0,3,active,True,2,True,3,2,True,True,,,2020-07-29 22:40:20,2020
1,0,0,2020-07-29 22:39:12+00:00,0,4,active,True,1,True,4,18,True,False,,,2020-07-29 22:40:20,2020
2,12,0,2020-07-29 22:38:44+00:00,0,5,active,True,0,True,5,3,True,False,,,2020-07-29 22:40:20,2020
3,5,0,2020-07-29 22:37:46+00:00,0,6,active,True,0,True,6,10,True,False,,,2020-07-29 22:40:20,2020
4,8,0,2020-07-29 21:40:19+00:00,0,7,active,True,0,True,7,7,True,False,,,2020-07-29 22:40:20,2020
5,14,0,2020-07-29 22:33:34+00:00,0,8,active,True,1,True,8,4,True,False,,,2020-07-29 22:40:20,2020
6,8,0,2020-07-29 22:40:13+00:00,0,9,active,True,1,True,9,6,True,False,,,2020-07-29 22:40:20,2020
7,8,0,2020-07-29 21:45:24+00:00,0,10,active,True,1,True,10,2,True,False,,,2020-07-29 22:40:20,2020
8,13,0,2020-07-29 22:20:55+00:00,0,11,active,True,1,True,11,1,True,False,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_count': 12, 'region': 'BOS', 'active': True, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'valet_revision': 69, 'dock_blocked_count': 0, 'off_dock_capacity': 50}",2020-07-29 22:40:20,2020
9,4,0,2020-07-29 22:33:31+00:00,0,12,active,True,1,True,12,13,True,True,,,2020-07-29 22:40:20,2020
10,12,0,2020-07-29 22:29:23+00:00,0,13,active,True,0,True,13,7,True,False,,,2020-07-29 22:40:20,2020
11,25,0,2020-07-29 22:39:54+00:00,0,14,active,True,0,True,14,0,True,False,,,2020-07-29 22:40:20,2020
12,4,0,2020-07-29 22:30:49+00:00,0,15,active,True,0,True,15,11,True,False,,,2020-07-29 22:40:20,2020
13,4,0,2020-07-29 22:30:12+00:00,0,16,active,True,2,True,16,13,True,True,,,2020-07-29 22:40:20,2020
