,last_reported,num_docks_available,station_id,num_ebikes_available,legacy_id,station_status,num_docks_disabled,num_bikes_available,is_renting,is_installed,eightd_has_available_keys,num_bikes_disabled,is_returning,timestamp_of_data_read_request,year_station_last_reported
104,2020-08-19 02:52:59+00:00,6,115,0,115,active,0,13,True,True,False,0,True,2020-08-19 05:17:00,2020
105,2020-08-19 02:49:32+00:00,10,116,0,116,active,0,13,True,True,False,0,True,2020-08-19 05:17:00,2020
106,2020-08-19 02:33:46+00:00,13,117,0,117,active,0,5,True,True,False,1,True,2020-08-19 05:17:00,2020
107,2020-08-19 02:38:52+00:00,0,118,0,118,active,0,18,True,True,False,1,True,2020-08-19 05:17:00,2020
108,2020-08-19 02:47:01+00:00,0,119,0,119,active,0,13,True,True,False,2,True,2020-08-19 05:17:00,2020
109,2020-08-19 03:01:06+00:00,0,120,0,120,active,0,15,True,True,False,0,True,2020-08-19 05:17:00,2020
110,2020-08-19 05:04:17+00:00,3,121,0,121,active,0,11,True,True,False,3,True,2020-08-19 05:17:00,2020
111,2020-08-19 00:33:38+00:00,12,122,0,122,active,0,3,True,True,False,0,True,2020-08-19 05:17:00,2020
112,2020-08-18 21:10:49+00:00,14,124,0,124,active,0,1,True,True,False,0,True,2020-08-19 05:17:00,2020
113,2020-08-19 04:41:51+00:00,6,125,0,125,active,1,6,True,True,False,2,True,2020-08-19 05:17:00,2020
114,2020-08-19 01:27:37+00:00,1,126,0,126,active,0,13,True,True,False,1,True,2020-08-19 05:17:00,2020
115,2020-08-19 01:56:21+00:00,4,128,0,128,active,0,15,True,True,False,0,True,2020-08-19 05:17:00,2020
116,2020-08-19 03:51:59+00:00,6,129,0,129,active,0,13,True,True,False,0,True,2020-08-19 05:17:00,2020
117,2020-08-19 02:31:00+00:00,1,130,0,130,active,0,14,True,True,False,0,True,2020-08-19 05:17:00,2020
118,2020-08-19 02:55:20+00:00,3,131,0,131,active,0,15,True,True,False,0,True,2020-08-19 05:17:00,2020
119,2020-08-19 05:03:37+00:00,2,133,0,133,active,0,19,True,True,False,2,True,2020-08-19 05:17:00,2020
120,2020-08-19 01:34:13+00:00,16,135,0,135,active,0,1,True,True,False,0,True,2020-08-19 05:17:00,2020
121,2020-08-19 01:30:38+00:00,18,136,0,136,active,0,0,True,True,False,1,True,2020-08-19 05:17:00,2020
122,2020-08-19 02:56:46+00:00,1,137,0,137,active,0,14,True,True,False,0,True,2020-08-19 05:17:00,2020
123,2020-08-19 04:26:59+00:00,3,138,0,138,active,0,11,True,True,False,1,True,2020-08-19 05:17:00,2020
124,2020-08-19 04:17:35+00:00,0,139,0,139,active,0,19,True,True,False,0,True,2020-08-19 05:17:00,2020
125,2020-08-19 01:12:40+00:00,7,140,0,140,active,0,10,True,True,False,0,True,2020-08-19 05:17:00,2020
126,2020-08-19 04:01:37+00:00,9,141,0,141,active,0,6,True,True,False,0,True,2020-08-19 05:17:00,2020
127,2020-08-19 01:41:17+00:00,4,142,0,142,active,0,19,True,True,False,0,True,2020-08-19 05:17:00,2020
128,2020-08-19 04:26:29+00:00,18,143,0,143,active,0,4,True,True,False,1,True,2020-08-19 05:17:00,2020
129,2020-08-19 00:08:04+00:00,0,144,0,144,active,0,19,True,True,False,0,True,2020-08-19 05:17:00,2020
130,2020-08-19 04:38:20+00:00,2,145,0,145,active,0,17,True,True,False,0,True,2020-08-19 05:17:00,2020
131,2020-08-19 01:47:14+00:00,0,146,0,146,active,0,18,True,True,False,1,True,2020-08-19 05:17:00,2020
132,2020-08-19 02:53:35+00:00,3,149,0,149,active,0,14,True,True,True,1,True,2020-08-19 05:17:00,2020
133,2020-08-19 05:10:07+00:00,6,150,0,150,active,0,12,True,True,False,1,True,2020-08-19 05:17:00,2020
134,2020-08-19 05:08:58+00:00,5,151,0,151,active,0,14,True,True,False,0,True,2020-08-19 05:17:00,2020
135,2020-08-19 04:00:34+00:00,0,152,0,152,active,0,15,True,True,True,0,True,2020-08-19 05:17:00,2020
136,2020-08-19 02:08:26+00:00,8,156,0,156,active,0,6,True,True,False,1,True,2020-08-19 05:17:00,2020
137,2020-08-19 04:21:17+00:00,7,157,0,157,active,0,6,True,True,False,2,True,2020-08-19 05:17:00,2020
138,2020-08-19 02:59:36+00:00,12,159,0,159,active,0,3,True,True,False,0,True,2020-08-19 05:17:00,2020
139,2020-08-19 01:11:04+00:00,10,160,0,160,active,0,4,True,True,True,0,True,2020-08-19 05:17:00,2020
140,2020-08-19 03:16:07+00:00,0,161,0,161,active,0,22,True,True,True,1,True,2020-08-19 05:17:00,2020
141,2020-08-19 00:12:49+00:00,8,162,0,162,active,0,7,True,True,False,0,True,2020-08-19 05:17:00,2020
142,2020-08-19 04:17:48+00:00,18,163,0,163,active,0,1,True,True,True,0,True,2020-08-19 05:17:00,2020
143,2020-08-19 03:46:18+00:00,6,167,0,167,active,0,9,True,True,False,0,True,2020-08-19 05:17:00,2020
144,2020-08-19 02:28:05+00:00,11,169,0,169,active,0,8,True,True,False,0,True,2020-08-19 05:17:00,2020
145,2020-08-18 22:24:55+00:00,14,170,0,170,active,0,0,True,True,True,0,True,2020-08-19 05:17:00,2020
146,2020-08-19 00:23:19+00:00,20,171,0,171,active,0,3,True,True,True,0,True,2020-08-19 05:17:00,2020
147,2020-08-19 02:54:35+00:00,2,173,0,173,active,0,12,True,True,True,0,True,2020-08-19 05:17:00,2020
148,2020-08-19 04:29:08+00:00,12,174,0,174,active,0,3,True,True,False,0,True,2020-08-19 05:17:00,2020
149,2020-08-19 04:44:39+00:00,9,175,0,175,active,0,7,True,True,True,1,True,2020-08-19 05:17:00,2020
150,2020-08-19 00:52:10+00:00,4,176,0,176,active,0,11,True,True,False,0,True,2020-08-19 05:17:00,2020
151,2020-08-19 04:51:35+00:00,5,177,0,177,active,0,14,True,True,False,0,True,2020-08-19 05:17:00,2020
152,2020-08-19 05:16:02+00:00,16,178,0,178,active,0,2,True,True,False,1,True,2020-08-19 05:17:00,2020
153,2020-08-19 05:15:56+00:00,9,179,0,179,active,0,16,True,True,False,0,True,2020-08-19 05:17:00,2020
154,2020-08-19 01:11:59+00:00,9,180,0,180,active,0,10,True,True,False,0,True,2020-08-19 05:17:00,2020
155,2020-08-19 03:34:59+00:00,8,181,0,181,active,0,11,True,True,False,0,True,2020-08-19 05:17:00,2020
156,2020-08-19 02:09:08+00:00,15,182,0,182,active,0,4,True,True,True,0,True,2020-08-19 05:17:00,2020
157,2020-08-19 00:06:14+00:00,11,183,0,183,active,0,8,True,True,False,0,True,2020-08-19 05:17:00,2020
158,2020-08-19 02:27:23+00:00,13,184,0,184,active,0,6,True,True,False,0,True,2020-08-19 05:17:00,2020
159,2020-08-19 02:24:49+00:00,13,185,0,185,active,0,1,True,True,False,1,True,2020-08-19 05:17:00,2020
160,2020-08-19 00:39:06+00:00,14,186,0,186,active,0,1,True,True,True,0,True,2020-08-19 05:17:00,2020
161,2020-08-19 00:43:12+00:00,5,187,0,187,active,0,10,True,True,False,0,True,2020-08-19 05:17:00,2020
162,2020-08-19 03:29:46+00:00,1,188,0,188,active,0,14,True,True,False,0,True,2020-08-19 05:17:00,2020
163,2020-08-19 04:24:22+00:00,12,189,0,189,active,0,11,True,True,True,0,True,2020-08-19 05:17:00,2020
164,2020-08-19 05:05:30+00:00,15,190,0,190,active,0,20,True,True,True,2,True,2020-08-19 05:17:00,2020
165,2020-08-19 02:41:04+00:00,11,191,0,191,active,0,4,True,True,False,0,True,2020-08-19 05:17:00,2020
166,2020-08-18 23:56:26+00:00,19,192,0,192,active,0,0,True,True,False,0,True,2020-08-19 05:17:00,2020
167,2020-08-19 04:21:20+00:00,12,193,0,193,active,0,3,True,True,True,0,True,2020-08-19 05:17:00,2020
168,2020-08-19 02:33:22+00:00,16,194,0,194,active,0,0,True,True,False,3,True,2020-08-19 05:17:00,2020
169,2020-08-19 04:15:32+00:00,7,195,0,195,active,0,15,True,True,False,1,True,2020-08-19 05:17:00,2020
170,2020-08-19 01:13:46+00:00,10,196,0,196,active,0,0,True,True,False,0,True,2020-08-19 05:17:00,2020
171,2020-08-19 01:03:45+00:00,7,197,0,197,active,0,7,True,True,False,1,True,2020-08-19 05:17:00,2020
172,2020-08-19 01:27:28+00:00,4,199,0,199,active,0,11,True,True,False,0,True,2020-08-19 05:17:00,2020
173,2020-08-19 01:38:18+00:00,1,200,0,200,active,0,18,True,True,False,0,True,2020-08-19 05:17:00,2020
174,2020-08-19 00:54:48+00:00,13,201,0,201,active,0,2,True,True,False,0,True,2020-08-19 05:17:00,2020
175,2020-08-18 23:32:32+00:00,13,202,0,202,active,0,2,True,True,False,0,True,2020-08-19 05:17:00,2020
176,2020-08-18 22:44:51+00:00,8,203,0,203,active,0,6,True,True,False,1,True,2020-08-19 05:17:00,2020
177,2020-08-19 00:14:31+00:00,14,204,0,204,active,0,1,True,True,False,0,True,2020-08-19 05:17:00,2020
178,2020-08-18 23:29:38+00:00,11,205,0,205,active,0,4,True,True,False,0,True,2020-08-19 05:17:00,2020
179,2020-08-19 05:07:15+00:00,19,206,0,206,active,0,3,True,True,True,1,True,2020-08-19 05:17:00,2020
180,2020-08-19 03:51:53+00:00,2,208,0,208,active,0,13,True,True,True,0,True,2020-08-19 05:17:00,2020
181,2020-08-19 01:54:46+00:00,1,209,0,209,active,0,13,True,True,False,1,True,2020-08-19 05:17:00,2020
182,2020-08-19 02:43:49+00:00,7,210,0,210,active,0,7,True,True,False,1,True,2020-08-19 05:17:00,2020
183,2020-08-19 01:25:35+00:00,15,211,0,211,active,0,4,True,True,False,0,True,2020-08-19 05:17:00,2020
184,2020-08-19 05:04:14+00:00,31,212,0,212,active,0,2,True,True,False,0,True,2020-08-19 05:17:00,2020
185,2020-08-18 21:21:10+00:00,16,213,0,213,active,0,0,True,True,True,0,True,2020-08-19 05:17:00,2020
186,2020-08-19 02:01:06+00:00,4,214,0,214,active,0,11,True,True,False,0,True,2020-08-19 05:17:00,2020
187,2020-08-19 02:57:55+00:00,1,215,0,215,active,0,12,True,True,False,2,True,2020-08-19 05:17:00,2020
188,2020-08-18 23:12:50+00:00,0,216,0,216,active,0,19,True,True,False,0,True,2020-08-19 05:17:00,2020
189,2020-08-19 05:03:03+00:00,14,217,0,217,active,0,4,True,True,False,1,True,2020-08-19 05:17:00,2020
190,2020-08-19 04:17:37+00:00,12,218,0,218,active,0,0,True,True,False,3,True,2020-08-19 05:17:00,2020
191,2020-08-18 21:48:43+00:00,13,219,0,219,active,0,2,True,True,False,0,True,2020-08-19 05:17:00,2020
192,2020-08-19 03:40:47+00:00,9,221,0,221,active,0,9,True,True,False,1,True,2020-08-19 05:17:00,2020
193,2020-08-19 02:15:32+00:00,11,222,0,222,active,0,3,True,True,True,0,True,2020-08-19 05:17:00,2020
194,2020-08-18 23:06:42+00:00,4,224,0,224,active,0,12,True,True,False,1,True,2020-08-19 05:17:00,2020
195,2020-08-19 04:52:29+00:00,7,225,0,225,active,0,11,True,True,False,1,True,2020-08-19 05:17:00,2020
196,2020-08-19 04:04:12+00:00,5,226,0,226,active,0,9,True,True,False,1,True,2020-08-19 05:17:00,2020
197,2020-08-19 04:24:50+00:00,19,227,0,227,active,0,0,True,True,False,0,True,2020-08-19 05:17:00,2020
198,2020-08-19 00:26:03+00:00,16,228,0,228,active,0,3,True,True,False,0,True,2020-08-19 05:17:00,2020
199,2020-08-19 04:06:06+00:00,9,232,0,232,active,0,2,True,True,False,0,True,2020-08-19 05:17:00,2020
200,2020-08-19 05:10:59+00:00,8,233,0,233,active,0,7,True,True,False,0,True,2020-08-19 05:17:00,2020
201,2020-08-19 01:25:14+00:00,9,234,0,234,active,0,6,True,True,False,0,True,2020-08-19 05:17:00,2020
202,2020-08-19 02:44:27+00:00,12,235,0,235,active,0,3,True,True,False,0,True,2020-08-19 05:17:00,2020
203,2020-08-19 03:05:30+00:00,5,236,0,236,active,0,10,True,True,False,0,True,2020-08-19 05:17:00,2020
204,2020-08-19 05:12:08+00:00,4,239,0,239,active,0,11,True,True,False,0,True,2020-08-19 05:17:00,2020
205,2020-08-19 02:23:54+00:00,9,255,0,255,active,0,5,True,True,False,1,True,2020-08-19 05:17:00,2020
206,2020-08-19 00:03:23+00:00,7,258,0,258,active,0,8,True,True,False,0,True,2020-08-19 05:17:00,2020
207,2020-08-18 17:28:18+00:00,5,259,0,259,active,0,10,True,True,False,0,True,2020-08-19 05:17:00,2020
208,2020-08-19 04:03:07+00:00,9,260,0,260,active,0,6,True,True,False,0,True,2020-08-19 05:17:00,2020
209,2020-08-19 04:26:33+00:00,3,271,0,271,active,0,12,True,True,False,0,True,2020-08-19 05:17:00,2020
210,2020-08-19 04:38:26+00:00,9,272,0,272,active,0,10,True,True,False,0,True,2020-08-19 05:17:00,2020
211,2020-08-19 04:29:49+00:00,12,273,0,273,active,0,28,True,True,False,0,True,2020-08-19 05:17:00,2020
212,2020-08-19 05:16:22+00:00,1,279,0,279,active,0,18,True,True,False,0,True,2020-08-19 05:17:00,2020
213,2020-08-18 22:54:33+00:00,5,280,0,280,active,0,14,True,True,False,0,True,2020-08-19 05:17:00,2020
214,2020-08-19 01:12:51+00:00,0,282,0,282,active,0,15,True,True,False,0,True,2020-08-19 05:17:00,2020
215,2020-08-19 01:07:04+00:00,0,296,0,296,active,0,22,True,True,False,1,True,2020-08-19 05:17:00,2020
216,2020-08-19 04:48:03+00:00,16,318,0,318,active,0,3,True,True,False,0,True,2020-08-19 05:17:00,2020
217,2020-08-19 01:58:56+00:00,15,319,0,319,active,0,10,True,True,False,0,True,2020-08-19 05:17:00,2020
218,2020-08-19 04:55:32+00:00,12,327,0,327,active,0,3,True,True,False,0,True,2020-08-19 05:17:00,2020
219,2020-08-19 04:29:31+00:00,7,328,0,328,active,0,8,True,True,False,0,True,2020-08-19 05:17:00,2020
220,2020-08-19 03:57:50+00:00,4,329,0,329,active,0,10,True,True,False,1,True,2020-08-19 05:17:00,2020
221,2020-08-18 23:25:25+00:00,14,330,0,330,active,0,1,True,True,False,0,True,2020-08-19 05:17:00,2020
222,2020-08-19 05:15:56+00:00,10,331,0,331,active,0,4,True,True,False,1,True,2020-08-19 05:17:00,2020
223,2020-08-19 04:50:02+00:00,1,332,0,332,active,0,13,True,True,False,1,True,2020-08-19 05:17:00,2020
224,2020-08-19 00:49:02+00:00,1,333,0,333,active,0,24,True,True,False,0,True,2020-08-19 05:17:00,2020
225,2020-08-19 03:02:45+00:00,4,334,0,334,active,0,15,True,True,False,0,True,2020-08-19 05:17:00,2020
226,2020-08-19 04:37:12+00:00,18,335,0,335,active,0,1,True,True,False,0,True,2020-08-19 05:17:00,2020
227,2020-08-18 21:08:08+00:00,12,336,0,336,active,0,3,True,True,False,0,True,2020-08-19 05:17:00,2020
228,2020-08-18 21:44:03+00:00,2,337,0,337,active,0,13,True,True,False,0,True,2020-08-19 05:17:00,2020
229,2020-08-19 05:14:32+00:00,1,338,0,338,active,0,14,True,True,False,0,True,2020-08-19 05:17:00,2020
230,2020-08-19 01:01:24+00:00,5,339,0,339,active,0,10,False,True,False,0,False,2020-08-19 05:17:00,2020
