,last_reported,num_docks_available,station_id,num_ebikes_available,legacy_id,station_status,num_docks_disabled,num_bikes_available,is_renting,is_installed,eightd_has_available_keys,num_bikes_disabled,is_returning,timestamp_of_data_read_request,year_station_last_reported
231,2020-08-18 19:23:25+00:00,1,340,0,340,active,0,18,True,True,False,0,True,2020-08-19 05:17:00,2020
232,2020-08-19 00:17:17+00:00,3,341,0,341,active,0,12,True,True,True,0,True,2020-08-19 05:17:00,2020
233,2020-08-19 05:05:17+00:00,3,342,0,342,active,0,12,True,True,False,0,True,2020-08-19 05:17:00,2020
234,2020-08-18 21:51:30+00:00,10,343,0,343,active,0,4,True,True,False,1,True,2020-08-19 05:17:00,2020
235,2020-08-19 04:37:45+00:00,8,344,0,344,active,0,11,True,True,False,0,True,2020-08-19 05:17:00,2020
236,2020-08-19 03:13:52+00:00,5,345,0,345,active,0,13,True,True,False,1,True,2020-08-19 05:17:00,2020
237,2020-08-19 04:16:57+00:00,11,346,0,346,active,0,4,True,True,False,0,True,2020-08-19 05:17:00,2020
238,2020-08-19 02:50:13+00:00,4,347,0,347,active,0,11,True,True,False,0,True,2020-08-19 05:17:00,2020
239,2020-08-18 21:30:35+00:00,14,348,0,348,active,0,1,True,True,False,0,True,2020-08-19 05:17:00,2020
240,2020-08-19 00:15:46+00:00,13,349,0,349,active,0,4,True,True,False,0,True,2020-08-19 05:17:00,2020
241,2020-08-19 02:33:22+00:00,5,350,0,350,active,0,12,True,True,False,0,True,2020-08-19 05:17:00,2020
242,2020-08-19 03:11:27+00:00,2,351,0,351,active,0,13,True,True,False,0,True,2020-08-19 05:17:00,2020
243,2020-08-19 02:36:34+00:00,9,352,0,352,active,0,6,True,True,False,0,True,2020-08-19 05:17:00,2020
244,2020-08-19 00:06:01+00:00,5,353,0,353,active,0,10,True,True,True,0,True,2020-08-19 05:17:00,2020
245,2020-08-19 05:14:36+00:00,10,354,0,354,active,0,5,True,True,False,0,True,2020-08-19 05:17:00,2020
246,2020-08-19 00:01:42+00:00,1,355,0,355,active,0,16,True,True,False,0,True,2020-08-19 05:17:00,2020
247,2020-08-19 02:57:57+00:00,20,356,0,356,active,0,3,True,True,False,0,True,2020-08-19 05:17:00,2020
248,2020-08-19 05:08:15+00:00,5,357,0,357,active,0,10,True,True,False,0,True,2020-08-19 05:17:00,2020
249,2020-08-19 01:14:55+00:00,0,358,0,358,active,0,19,True,True,False,0,True,2020-08-19 05:17:00,2020
250,2020-08-19 04:32:09+00:00,8,359,0,359,active,0,7,True,True,False,0,True,2020-08-19 05:17:00,2020
251,2020-08-19 04:18:51+00:00,0,360,0,360,active,0,15,True,True,False,0,True,2020-08-19 05:17:00,2020
252,2020-08-19 04:54:29+00:00,8,361,0,361,active,0,11,True,True,False,0,True,2020-08-19 05:17:00,2020
253,2020-08-19 03:40:08+00:00,11,362,0,362,active,0,7,True,True,False,1,True,2020-08-19 05:17:00,2020
254,2020-08-19 02:33:45+00:00,13,363,0,363,active,0,6,True,True,False,0,True,2020-08-19 05:17:00,2020
255,2020-08-19 05:02:31+00:00,3,364,0,364,active,0,15,True,True,False,1,True,2020-08-19 05:17:00,2020
256,2020-08-19 01:32:48+00:00,14,365,0,365,active,0,5,True,True,False,0,True,2020-08-19 05:17:00,2020
257,2020-08-19 04:35:35+00:00,3,366,0,366,active,0,12,True,True,False,0,True,2020-08-19 05:17:00,2020
258,2020-08-19 02:40:09+00:00,0,367,0,367,active,0,19,True,True,False,0,True,2020-08-19 05:17:00,2020
259,2020-08-19 01:34:16+00:00,12,368,0,368,active,0,3,True,True,False,0,True,2020-08-19 05:17:00,2020
260,2020-08-19 01:56:56+00:00,0,369,0,369,active,0,15,True,True,False,0,True,2020-08-19 05:17:00,2020
261,2020-08-19 03:34:53+00:00,19,370,0,370,active,0,0,True,True,False,0,True,2020-08-19 05:17:00,2020
262,2020-08-19 00:55:37+00:00,12,371,0,371,active,0,7,True,True,False,0,True,2020-08-19 05:17:00,2020
263,2020-08-19 03:49:13+00:00,15,372,0,372,active,0,1,True,True,False,3,True,2020-08-19 05:17:00,2020
264,2020-08-18 22:53:16+00:00,6,373,0,373,active,0,9,True,True,False,0,True,2020-08-19 05:17:00,2020
265,2020-08-19 05:00:31+00:00,17,374,0,374,active,0,1,True,True,False,1,True,2020-08-19 05:17:00,2020
266,2020-08-19 04:14:36+00:00,0,376,0,376,active,0,15,True,True,False,0,True,2020-08-19 05:17:00,2020
267,2020-08-19 03:27:35+00:00,10,377,0,377,active,0,9,True,True,False,0,True,2020-08-19 05:17:00,2020
268,2020-08-19 04:12:32+00:00,12,378,0,378,active,0,7,True,True,False,0,True,2020-08-19 05:17:00,2020
269,2020-08-19 03:30:45+00:00,5,379,0,379,active,0,9,True,True,False,1,True,2020-08-19 05:17:00,2020
270,2020-08-19 03:41:01+00:00,18,380,0,380,active,0,0,True,True,False,0,True,2020-08-19 05:17:00,2020
271,2020-08-19 04:05:11+00:00,5,381,0,381,active,0,14,True,True,False,0,True,2020-08-19 05:17:00,2020
272,2020-08-19 03:00:26+00:00,14,384,0,384,active,0,5,True,True,True,0,True,2020-08-19 05:17:00,2020
273,2020-08-19 02:09:53+00:00,13,385,0,385,active,1,1,True,True,False,0,True,2020-08-19 05:17:00,2020
274,2020-08-19 04:58:52+00:00,5,386,0,386,active,0,14,True,True,False,0,True,2020-08-19 05:17:00,2020
275,2020-08-19 00:57:27+00:00,3,387,0,387,active,0,10,True,True,False,2,True,2020-08-19 05:17:00,2020
276,2020-08-18 23:01:40+00:00,3,388,0,388,active,0,8,True,True,False,0,True,2020-08-19 05:17:00,2020
277,2020-08-19 02:04:50+00:00,9,389,0,389,active,0,5,True,True,False,0,True,2020-08-19 05:17:00,2020
278,2020-08-18 15:43:58+00:00,7,390,0,390,active,0,8,True,True,False,0,True,2020-08-19 05:17:00,2020
279,2020-08-18 13:31:28+00:00,1,391,0,391,active,0,14,True,True,False,0,True,2020-08-19 05:17:00,2020
280,2020-08-18 23:56:12+00:00,7,392,0,392,active,0,8,True,True,False,0,True,2020-08-19 05:17:00,2020
281,2020-08-18 21:41:59+00:00,7,393,0,393,active,0,8,True,True,False,0,True,2020-08-19 05:17:00,2020
282,2020-08-18 22:40:56+00:00,14,394,0,394,active,0,0,True,True,False,0,True,2020-08-19 05:17:00,2020
283,2020-08-18 21:35:53+00:00,4,395,0,395,active,0,11,True,True,False,0,True,2020-08-19 05:17:00,2020
284,2020-08-19 01:54:18+00:00,2,396,0,396,active,0,13,True,True,False,0,True,2020-08-19 05:17:00,2020
285,2020-08-18 20:30:21+00:00,8,397,0,397,active,0,6,True,True,False,1,True,2020-08-19 05:17:00,2020
286,2020-08-19 01:22:52+00:00,7,398,0,398,active,0,12,True,True,False,0,True,2020-08-19 05:17:00,2020
287,2020-08-19 00:27:57+00:00,12,399,0,399,active,0,3,True,True,False,0,True,2020-08-19 05:17:00,2020
288,2020-08-19 01:22:46+00:00,8,400,0,400,active,0,19,True,True,False,0,True,2020-08-19 05:17:00,2020
289,2020-08-19 01:19:12+00:00,3,401,0,401,active,0,12,True,True,False,0,True,2020-08-19 05:17:00,2020
290,2020-08-19 03:01:58+00:00,6,402,0,402,active,0,9,True,True,False,0,True,2020-08-19 05:17:00,2020
291,2020-08-19 04:17:37+00:00,5,403,0,403,active,0,9,True,True,False,1,True,2020-08-19 05:17:00,2020
292,2020-08-19 04:02:17+00:00,3,404,0,404,active,0,13,True,True,False,0,True,2020-08-19 05:17:00,2020
293,2020-08-19 01:25:31+00:00,6,405,0,405,active,0,13,True,True,False,0,True,2020-08-19 05:17:00,2020
294,2020-08-18 23:22:58+00:00,0,406,0,406,active,0,19,True,True,False,0,True,2020-08-19 05:17:00,2020
295,2020-08-19 01:53:25+00:00,17,407,0,407,active,0,2,True,True,False,0,True,2020-08-19 05:17:00,2020
296,2020-08-19 03:24:19+00:00,5,408,0,408,active,0,9,True,True,False,1,True,2020-08-19 05:17:00,2020
297,2020-08-19 02:14:37+00:00,6,409,0,409,active,0,13,True,True,False,0,True,2020-08-19 05:17:00,2020
298,2020-08-19 02:38:14+00:00,11,410,0,410,active,0,8,True,True,False,0,True,2020-08-19 05:17:00,2020
299,2020-08-19 04:33:11+00:00,11,411,0,411,active,0,4,True,True,False,0,True,2020-08-19 05:17:00,2020
300,2020-08-19 03:44:10+00:00,9,412,0,412,active,0,10,True,True,False,0,True,2020-08-19 05:17:00,2020
301,2020-08-19 05:10:41+00:00,7,413,0,413,active,0,9,True,True,False,3,True,2020-08-19 05:17:00,2020
302,2020-08-19 04:07:36+00:00,19,414,0,414,active,0,4,True,True,False,0,True,2020-08-19 05:17:00,2020
303,2020-08-19 03:37:30+00:00,16,415,0,415,active,0,3,True,True,False,0,True,2020-08-19 05:17:00,2020
304,2020-08-19 03:07:15+00:00,10,416,0,416,active,0,2,True,True,False,3,True,2020-08-19 05:17:00,2020
305,2020-08-19 04:53:34+00:00,8,417,0,417,active,0,11,True,True,False,0,True,2020-08-19 05:17:00,2020
306,2020-08-19 02:21:54+00:00,6,419,0,419,active,0,9,True,True,False,0,True,2020-08-19 05:17:00,2020
307,1970-01-02 00:00:00+00:00,0,420,0,420,out_of_service,0,0,False,False,False,0,False,2020-08-19 05:17:00,1970
308,2020-08-17 16:27:03+00:00,0,421,0,421,active,0,19,True,True,False,0,True,2020-08-19 05:17:00,2020
309,2020-08-19 00:39:44+00:00,9,422,0,422,active,0,5,True,True,False,1,True,2020-08-19 05:17:00,2020
310,2020-08-19 01:35:22+00:00,9,423,0,423,active,0,10,True,True,False,0,True,2020-08-19 05:17:00,2020
311,2020-08-19 02:40:02+00:00,16,424,0,424,active,0,3,True,True,False,0,True,2020-08-19 05:17:00,2020
312,2020-08-18 22:46:58+00:00,16,425,0,425,active,0,0,True,True,False,0,True,2020-08-19 05:17:00,2020
313,2020-08-19 00:56:00+00:00,26,426,0,426,active,0,1,True,True,False,0,True,2020-08-19 05:17:00,2020
314,2020-08-18 14:14:07+00:00,18,427,0,427,active,0,1,True,True,False,0,True,2020-08-19 05:17:00,2020
315,2020-08-19 00:44:14+00:00,12,428,0,428,active,0,6,True,True,False,1,True,2020-08-19 05:17:00,2020
316,2020-08-18 22:24:09+00:00,3,430,0,430,active,0,16,True,True,False,0,True,2020-08-19 05:17:00,2020
317,2020-08-18 15:50:09+00:00,14,431,0,431,active,0,1,True,True,False,0,True,2020-08-19 05:17:00,2020
318,2020-08-19 00:27:01+00:00,15,432,0,432,active,0,4,True,True,False,0,True,2020-08-19 05:17:00,2020
319,2020-08-19 01:44:49+00:00,17,433,0,433,active,0,2,True,True,False,0,True,2020-08-19 05:17:00,2020
320,2020-08-19 00:42:49+00:00,17,434,0,434,active,0,2,True,True,False,0,True,2020-08-19 05:17:00,2020
321,2020-08-18 22:40:18+00:00,6,435,0,435,active,0,9,True,True,False,0,True,2020-08-19 05:17:00,2020
322,2020-08-19 04:05:59+00:00,13,436,0,436,active,0,2,True,True,False,0,True,2020-08-19 05:17:00,2020
323,2020-08-19 04:28:50+00:00,15,437,0,437,active,0,4,True,True,False,0,True,2020-08-19 05:17:00,2020
324,2020-08-19 00:24:28+00:00,0,440,0,440,active,0,17,True,True,False,0,True,2020-08-19 05:17:00,2020
325,2020-08-19 02:44:53+00:00,5,441,0,441,active,0,13,True,True,False,1,True,2020-08-19 05:17:00,2020
326,2020-08-18 21:01:08+00:00,0,442,0,442,active,0,15,True,True,False,0,True,2020-08-19 05:17:00,2020
327,2020-08-19 02:14:19+00:00,14,443,0,443,active,0,5,True,True,False,0,True,2020-08-19 05:17:00,2020
328,2020-08-19 01:47:02+00:00,9,445,0,445,active,0,10,True,True,False,0,True,2020-08-19 05:17:00,2020
329,2020-08-19 04:51:25+00:00,12,446,0,446,active,0,0,True,True,False,0,True,2020-08-19 05:17:00,2020
330,2020-08-19 00:58:46+00:00,12,447,0,447,active,0,7,True,True,False,0,True,2020-08-19 05:17:00,2020
331,2020-08-18 08:58:50+00:00,4,448,0,448,active,0,7,True,True,False,0,True,2020-08-19 05:17:00,2020
332,1970-01-02 00:00:00+00:00,0,449,0,449,out_of_service,0,0,True,False,False,0,True,2020-08-19 05:17:00,1970
333,2020-08-19 01:40:53+00:00,5,450,0,450,active,0,10,True,True,False,0,True,2020-08-19 05:17:00,2020
334,2020-08-19 05:11:27+00:00,3,451,0,451,active,0,12,True,True,False,0,True,2020-08-19 05:17:00,2020
335,2020-08-19 05:05:31+00:00,2,452,0,452,active,0,13,True,True,False,0,True,2020-08-19 05:17:00,2020
336,2020-08-19 03:15:46+00:00,8,453,0,453,active,0,7,True,True,False,0,True,2020-08-19 05:17:00,2020
337,2020-08-19 01:51:42+00:00,15,454,0,454,active,0,0,True,True,False,0,True,2020-08-19 05:17:00,2020
338,2020-08-19 01:08:48+00:00,5,455,0,455,active,0,7,True,True,False,0,True,2020-08-19 05:17:00,2020
339,2020-08-19 04:29:02+00:00,13,456,0,456,active,0,6,True,True,False,0,True,2020-08-19 05:17:00,2020
340,2020-08-19 01:12:46+00:00,0,457,0,457,active,0,11,True,True,False,0,True,2020-08-19 05:17:00,2020
341,2020-08-18 23:32:08+00:00,3,458,0,458,active,0,6,True,True,False,2,True,2020-08-19 05:17:00,2020
