,is_renting,legacy_id,num_docks_available,eightd_has_available_keys,num_bikes_available,is_returning,station_id,num_bikes_disabled,is_installed,num_docks_disabled,num_ebikes_available,station_status,last_reported,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,True,3,3,False,12,True,3,0,True,0,0,active,2020-08-18 21:12:54+00:00,,,2020-08-18 21:17:10,2020
1,True,4,12,False,7,True,4,0,True,0,0,active,2020-08-18 21:14:50+00:00,,,2020-08-18 21:17:10,2020
2,True,5,11,False,3,True,5,1,True,0,0,active,2020-08-18 21:13:55+00:00,,,2020-08-18 21:17:10,2020
3,True,6,9,False,5,True,6,1,True,0,0,active,2020-08-18 21:14:07+00:00,,,2020-08-18 21:17:10,2020
4,True,7,11,False,3,True,7,1,True,0,0,active,2020-08-18 21:05:47+00:00,,,2020-08-18 21:17:10,2020
5,True,8,15,False,0,True,8,4,True,0,0,active,2020-08-18 21:12:33+00:00,,,2020-08-18 21:17:10,2020
6,True,9,11,False,3,True,9,1,True,0,0,active,2020-08-18 21:09:29+00:00,,,2020-08-18 21:17:10,2020
7,True,10,10,False,1,True,10,0,True,0,0,active,2020-08-18 21:15:55+00:00,,,2020-08-18 21:17:10,2020
8,True,11,4,False,11,True,11,0,True,0,0,active,2020-08-18 21:16:28+00:00,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'region': 'BOS', 'active': True, 'valet_revision': 92, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 50, 'dock_blocked_count': 0, 'off_dock_count': 26}",2020-08-18 21:17:10,2020
9,True,12,11,False,7,True,12,0,True,0,0,active,2020-08-18 21:12:12+00:00,,,2020-08-18 21:17:10,2020
10,True,13,18,False,0,True,13,1,True,0,0,active,2020-08-18 21:08:46+00:00,,,2020-08-18 21:17:10,2020
11,True,14,21,False,3,True,14,1,True,0,0,active,2020-08-18 21:11:20+00:00,,,2020-08-18 21:17:10,2020
12,True,15,0,False,14,True,15,1,True,0,0,active,2020-08-18 20:27:32+00:00,,,2020-08-18 21:17:10,2020
13,True,16,7,True,10,True,16,2,True,0,0,active,2020-08-18 21:12:31+00:00,,,2020-08-18 21:17:10,2020
14,True,17,13,False,2,True,17,0,True,0,0,active,2020-08-18 21:15:39+00:00,,,2020-08-18 21:17:10,2020
15,True,19,11,False,4,True,19,0,True,0,0,active,2020-08-18 20:35:13+00:00,,,2020-08-18 21:17:10,2020
