,num_docks_disabled,num_bikes_available,station_status,num_ebikes_available,legacy_id,num_bikes_disabled,is_installed,last_reported,is_renting,station_id,num_docks_available,eightd_has_available_keys,is_returning,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,0,1,active,0,3,0,True,2020-08-10 21:49:38+00:00,True,3,14,False,True,,,2020-08-10 21:57:20,2020
1,0,5,active,0,4,0,True,2020-08-10 21:46:10+00:00,True,4,14,False,True,,,2020-08-10 21:57:20,2020
2,0,0,active,0,5,0,True,2020-08-10 21:55:11+00:00,True,5,15,False,True,,,2020-08-10 21:57:20,2020
3,0,0,active,0,6,1,True,2020-08-10 21:40:51+00:00,True,6,14,False,True,,,2020-08-10 21:57:20,2020
4,0,4,active,0,7,0,True,2020-08-10 21:24:20+00:00,True,7,11,False,True,,,2020-08-10 21:57:20,2020
5,0,13,active,0,8,1,True,2020-08-10 21:42:43+00:00,True,8,5,False,True,,,2020-08-10 21:57:20,2020
6,0,2,active,0,9,0,True,2020-08-10 21:56:12+00:00,True,9,13,False,True,,,2020-08-10 21:57:20,2020
7,0,6,active,0,10,1,True,2020-08-10 21:52:13+00:00,True,10,4,False,True,,,2020-08-10 21:57:20,2020
8,0,14,active,0,11,1,True,2020-08-10 21:48:00+00:00,True,11,0,False,True,,,2020-08-10 21:57:20,2020
9,0,16,active,0,12,1,True,2020-08-10 21:48:20+00:00,True,12,1,True,True,,,2020-08-10 21:57:20,2020
10,0,0,active,0,13,0,True,2020-08-10 21:26:33+00:00,True,13,19,False,True,,,2020-08-10 21:57:20,2020
11,0,1,active,0,14,1,True,2020-08-10 21:55:05+00:00,True,14,23,False,True,,,2020-08-10 21:57:20,2020
12,0,15,active,0,15,0,True,2020-08-10 21:06:56+00:00,True,15,0,False,True,,,2020-08-10 21:57:20,2020
13,0,10,active,0,16,0,True,2020-08-10 21:31:36+00:00,True,16,9,True,True,,,2020-08-10 21:57:20,2020
14,0,1,active,0,17,0,True,2020-08-10 21:52:43+00:00,True,17,14,False,True,,,2020-08-10 21:57:20,2020
15,0,6,active,0,19,0,True,2020-08-10 21:46:53+00:00,True,19,9,False,True,,,2020-08-10 21:57:20,2020
16,0,10,active,0,20,3,True,2020-08-10 21:55:53+00:00,True,20,10,True,True,,,2020-08-10 21:57:20,2020
17,0,6,active,0,21,0,True,2020-08-10 21:53:36+00:00,True,21,12,True,True,,,2020-08-10 21:57:20,2020
18,0,13,active,0,22,2,True,2020-08-10 21:50:31+00:00,True,22,32,True,True,,,2020-08-10 21:57:20,2020
19,0,5,active,0,23,0,True,2020-08-10 21:54:58+00:00,True,23,16,False,True,,,2020-08-10 21:57:20,2020
20,0,3,active,0,24,1,True,2020-08-10 21:29:01+00:00,True,24,15,False,True,,,2020-08-10 21:57:20,2020
21,0,7,active,0,25,1,True,2020-08-10 21:18:05+00:00,True,25,7,False,True,,,2020-08-10 21:57:20,2020
22,0,10,active,0,26,0,True,2020-08-10 21:50:17+00:00,True,26,5,False,True,,,2020-08-10 21:57:20,2020
23,0,14,active,0,27,1,True,2020-08-10 21:56:55+00:00,True,27,8,False,True,,,2020-08-10 21:57:20,2020
24,0,6,active,0,29,1,True,2020-08-10 21:21:39+00:00,True,29,8,False,True,,,2020-08-10 21:57:20,2020
25,0,0,active,0,30,0,True,2020-08-10 21:33:32+00:00,True,30,15,False,True,,,2020-08-10 21:57:20,2020
26,0,2,active,0,31,1,True,2020-08-10 21:20:05+00:00,True,31,16,True,True,,,2020-08-10 21:57:20,2020
27,0,12,active,0,32,0,True,2020-08-10 21:55:22+00:00,True,32,3,False,True,,,2020-08-10 21:57:20,2020
28,0,9,active,0,33,0,True,2020-08-10 21:55:25+00:00,True,33,18,False,True,,,2020-08-10 21:57:20,2020
29,0,12,active,0,35,1,True,2020-08-10 21:47:04+00:00,True,35,10,False,True,,,2020-08-10 21:57:20,2020
30,0,10,active,0,36,0,True,2020-08-10 21:56:25+00:00,True,36,23,True,True,,,2020-08-10 21:57:20,2020
31,0,10,active,0,37,0,True,2020-08-10 21:20:00+00:00,True,37,5,True,True,,,2020-08-10 21:57:20,2020
32,0,3,active,0,39,0,True,2020-08-10 21:45:06+00:00,True,39,20,False,True,,,2020-08-10 21:57:20,2020
33,0,12,active,0,40,0,True,2020-08-10 21:56:27+00:00,True,40,7,False,True,,,2020-08-10 21:57:20,2020
34,0,2,active,0,41,3,True,2020-08-10 21:54:47+00:00,True,41,22,True,True,,,2020-08-10 21:57:20,2020
35,0,16,active,0,42,5,True,2020-08-10 21:47:32+00:00,True,42,2,False,True,,,2020-08-10 21:57:20,2020
36,0,1,active,0,43,0,True,2020-08-10 21:38:35+00:00,True,43,14,True,True,,,2020-08-10 21:57:20,2020
37,0,1,active,0,44,1,True,2020-08-10 21:20:01+00:00,True,44,21,False,True,,,2020-08-10 21:57:20,2020
38,0,14,active,0,46,2,True,2020-08-10 21:55:14+00:00,True,46,3,False,True,,,2020-08-10 21:57:20,2020
39,0,8,active,0,47,1,True,2020-08-10 21:55:46+00:00,True,47,10,True,True,,,2020-08-10 21:57:20,2020
40,0,7,active,0,48,0,True,2020-08-10 21:52:44+00:00,True,48,12,False,True,,,2020-08-10 21:57:20,2020
41,0,9,active,0,49,1,True,2020-08-10 21:55:50+00:00,True,49,8,False,True,,,2020-08-10 21:57:20,2020
42,0,6,active,0,50,0,True,2020-08-10 21:36:26+00:00,True,50,9,True,True,,,2020-08-10 21:57:20,2020
43,0,1,active,0,51,0,True,2020-08-10 21:51:55+00:00,True,51,14,False,True,,,2020-08-10 21:57:20,2020
44,0,12,active,0,52,0,True,2020-08-10 21:55:52+00:00,True,52,11,True,True,,,2020-08-10 21:57:20,2020
45,0,15,active,0,53,0,True,2020-08-10 21:52:10+00:00,True,53,4,False,True,,,2020-08-10 21:57:20,2020
46,0,3,active,0,54,1,True,2020-08-10 21:56:00+00:00,True,54,11,False,True,,,2020-08-10 21:57:20,2020
47,0,7,active,0,55,2,True,2020-08-10 21:54:42+00:00,True,55,6,False,True,,,2020-08-10 21:57:20,2020
48,0,6,active,0,56,1,True,2020-08-10 21:54:59+00:00,True,56,11,True,True,,,2020-08-10 21:57:20,2020
49,0,7,active,0,57,0,True,2020-08-10 21:36:47+00:00,True,57,7,True,True,,,2020-08-10 21:57:20,2020
50,0,12,active,0,58,4,True,2020-08-10 21:39:14+00:00,True,58,3,True,True,,,2020-08-10 21:57:20,2020
51,0,2,active,0,59,0,True,2020-08-10 21:55:13+00:00,True,59,17,True,True,,,2020-08-10 21:57:20,2020
52,0,11,active,0,60,2,True,2020-08-10 21:55:37+00:00,True,60,6,False,True,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 71, 'active': True, 'off_dock_capacity': 40, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 13, 'dock_blocked_count': 0, 'region': 'BOS'}",2020-08-10 21:57:20,2020
53,0,15,active,0,61,2,True,2020-08-10 21:55:59+00:00,True,61,2,False,True,,,2020-08-10 21:57:20,2020
54,0,3,active,0,63,2,True,2020-08-10 21:38:13+00:00,True,63,10,False,True,,,2020-08-10 21:57:20,2020
55,0,4,active,0,64,1,True,2020-08-10 21:46:54+00:00,True,64,14,False,True,,,2020-08-10 21:57:20,2020
56,0,5,active,0,65,0,True,2020-08-10 20:43:38+00:00,True,65,18,False,True,,,2020-08-10 21:57:20,2020
57,0,3,active,0,66,0,True,2020-08-10 21:48:16+00:00,True,66,12,False,True,,,2020-08-10 21:57:20,2020
58,0,14,active,0,67,0,True,2020-08-10 21:57:10+00:00,True,67,13,True,True,,,2020-08-10 21:57:20,2020
59,0,9,active,0,68,0,True,2020-08-10 21:51:15+00:00,True,68,10,True,True,,,2020-08-10 21:57:20,2020
60,0,6,active,0,69,0,True,2020-08-10 21:50:40+00:00,True,69,13,True,True,,,2020-08-10 21:57:20,2020
61,0,19,active,0,70,0,True,2020-08-10 21:42:08+00:00,True,70,4,False,True,,,2020-08-10 21:57:20,2020
