,is_renting,num_bikes_available,eightd_has_available_keys,station_status,num_bikes_disabled,last_reported,legacy_id,is_returning,num_ebikes_available,num_docks_disabled,num_docks_available,station_id,is_installed,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,13,True,active,0,2020-07-27 13:54:29+00:00,3,True,0,0,2,3,True,,,2020-07-27 13:59:10,2020
1,True,12,False,active,0,2020-07-27 13:34:36+00:00,4,True,0,0,7,4,True,,,2020-07-27 13:59:10,2020
2,True,1,False,active,0,2020-07-27 13:53:39+00:00,5,True,0,0,14,5,True,,,2020-07-27 13:59:10,2020
3,True,11,False,active,2,2020-07-27 13:57:33+00:00,6,True,0,0,2,6,True,,,2020-07-27 13:59:10,2020
4,True,10,False,active,0,2020-07-27 13:38:07+00:00,7,True,0,0,5,7,True,,,2020-07-27 13:59:10,2020
5,True,7,False,active,0,2020-07-27 13:44:46+00:00,8,True,0,0,12,8,True,,,2020-07-27 13:59:10,2020
6,True,12,False,active,1,2020-07-27 13:56:38+00:00,9,True,0,0,2,9,True,,,2020-07-27 13:59:10,2020
7,True,5,False,active,1,2020-07-27 13:57:39+00:00,10,True,0,0,5,10,True,,,2020-07-27 13:59:10,2020
8,True,7,False,active,0,2020-07-27 13:58:14+00:00,11,True,0,0,8,11,True,"{'dock_blocked_count': 0, 'active': True, 'region': 'BOS', 'off_dock_capacity': 50, 'valet_revision': 69, 'off_dock_count': 56, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-27 13:59:10,2020
9,True,15,True,active,0,2020-07-27 13:55:47+00:00,12,True,0,0,3,12,True,,,2020-07-27 13:59:10,2020
10,True,16,False,active,3,2020-07-27 13:26:17+00:00,13,True,0,0,0,13,True,,,2020-07-27 13:59:10,2020
11,True,12,False,active,1,2020-07-27 13:57:48+00:00,14,True,0,0,12,14,True,,,2020-07-27 13:59:10,2020
12,True,14,False,active,1,2020-07-27 13:31:30+00:00,15,True,0,0,0,15,True,,,2020-07-27 13:59:10,2020
13,True,9,True,active,1,2020-07-27 13:57:41+00:00,16,True,0,0,9,16,True,,,2020-07-27 13:59:10,2020
14,True,7,False,active,0,2020-07-27 13:58:16+00:00,17,True,0,0,8,17,True,,,2020-07-27 13:59:10,2020
15,True,0,False,active,2,2020-07-27 12:35:04+00:00,19,True,0,0,13,19,True,,,2020-07-27 13:59:10,2020
16,True,0,True,active,1,2020-07-27 13:59:01+00:00,20,True,0,0,22,20,True,,,2020-07-27 13:59:10,2020
