,is_returning,is_renting,is_installed,eightd_has_available_keys,station_status,last_reported,legacy_id,num_ebikes_available,num_bikes_available,num_docks_available,num_bikes_disabled,station_id,num_docks_disabled,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
285,True,True,True,False,active,2020-07-28 10:59:12+00:00,397,0,15,0,0,397,0,,,2020-07-28 16:04:50,2020
286,True,True,True,False,active,2020-07-28 15:37:34+00:00,398,0,8,11,0,398,0,,,2020-07-28 16:04:50,2020
287,True,True,True,False,active,2020-07-28 15:58:46+00:00,399,0,3,12,0,399,0,,,2020-07-28 16:04:50,2020
288,True,True,True,False,active,2020-07-28 13:10:47+00:00,400,0,9,18,0,400,0,,,2020-07-28 16:04:50,2020
289,True,True,True,False,active,2020-07-28 15:26:38+00:00,401,0,13,2,0,401,0,,,2020-07-28 16:04:50,2020
290,True,True,True,False,active,2020-07-28 16:04:36+00:00,402,0,0,14,1,402,0,,,2020-07-28 16:04:50,2020
291,True,True,True,False,active,2020-07-28 16:04:23+00:00,403,0,1,14,0,403,0,,,2020-07-28 16:04:50,2020
292,True,True,True,False,active,2020-07-28 15:56:48+00:00,404,0,6,10,0,404,0,,,2020-07-28 16:04:50,2020
293,True,True,True,False,active,2020-07-28 09:41:06+00:00,405,0,16,3,0,405,0,,,2020-07-28 16:04:50,2020
294,True,True,True,False,active,2020-07-28 12:35:55+00:00,406,0,4,11,0,406,0,,,2020-07-28 16:04:50,2020
295,True,True,True,False,active,2020-07-28 13:42:56+00:00,407,0,9,10,0,407,0,,,2020-07-28 16:04:50,2020
296,True,True,True,False,active,2020-07-28 12:14:13+00:00,408,0,10,5,0,408,0,,,2020-07-28 16:04:50,2020
297,True,True,True,False,active,2020-07-28 15:59:50+00:00,409,0,5,14,0,409,0,,,2020-07-28 16:04:50,2020
298,True,True,True,False,active,2020-07-28 12:13:41+00:00,410,0,17,1,1,410,0,,,2020-07-28 16:04:50,2020
299,True,True,True,False,active,2020-07-27 08:59:02+00:00,411,0,14,0,1,411,0,,,2020-07-28 16:04:50,2020
300,True,True,True,False,active,2020-07-28 15:26:00+00:00,412,0,17,2,0,412,0,,,2020-07-28 16:04:50,2020
301,True,True,True,False,active,2020-07-28 15:53:02+00:00,413,0,7,12,0,413,0,,,2020-07-28 16:04:50,2020
302,True,True,True,False,active,2020-07-28 14:20:40+00:00,414,0,3,20,0,414,0,,,2020-07-28 16:04:50,2020
303,True,True,True,False,active,2020-07-28 15:53:38+00:00,415,0,0,19,0,415,0,,,2020-07-28 16:04:50,2020
304,True,True,True,False,active,2020-07-28 15:45:23+00:00,416,0,11,4,0,416,0,,,2020-07-28 16:04:50,2020
305,True,True,True,False,active,2020-07-28 16:00:40+00:00,417,0,6,13,0,417,0,,,2020-07-28 16:04:50,2020
306,True,True,True,False,active,2020-07-28 13:37:50+00:00,419,0,9,6,0,419,0,,,2020-07-28 16:04:50,2020
307,False,False,False,False,out_of_service,1970-01-02 00:00:00+00:00,420,0,0,0,0,420,0,,,2020-07-28 16:04:50,1970
308,True,True,True,False,active,2020-07-27 08:58:50+00:00,421,0,10,9,0,421,0,,,2020-07-28 16:04:50,2020
309,True,True,True,False,active,2020-07-28 13:43:38+00:00,422,0,14,1,0,422,0,,,2020-07-28 16:04:50,2020
310,True,True,True,False,active,2020-07-28 12:51:15+00:00,423,0,9,10,0,423,0,,,2020-07-28 16:04:50,2020
311,True,True,True,False,active,2020-07-28 11:20:12+00:00,424,0,8,11,0,424,0,,,2020-07-28 16:04:50,2020
312,True,True,True,False,active,2020-07-28 08:58:09+00:00,425,0,3,13,0,425,0,,,2020-07-28 16:04:50,2020
313,True,True,True,False,active,2020-07-28 16:03:53+00:00,426,0,12,15,0,426,0,,,2020-07-28 16:04:50,2020
314,True,True,True,False,active,2020-07-28 08:55:04+00:00,427,0,10,9,0,427,0,,,2020-07-28 16:04:50,2020
315,True,True,True,False,active,2020-07-28 14:27:42+00:00,428,0,17,2,0,428,0,,,2020-07-28 16:04:50,2020
316,True,True,True,False,active,2020-07-28 13:12:35+00:00,430,0,15,4,0,430,0,,,2020-07-28 16:04:50,2020
317,True,True,True,False,active,2020-07-28 14:49:55+00:00,431,0,1,14,0,431,0,,,2020-07-28 16:04:50,2020
318,True,True,True,False,active,2020-07-28 08:59:30+00:00,432,0,7,12,0,432,0,,,2020-07-28 16:04:50,2020
319,True,True,True,False,active,2020-07-28 08:58:29+00:00,433,0,1,18,0,433,0,,,2020-07-28 16:04:50,2020
320,True,True,True,False,active,2020-07-28 06:15:49+00:00,434,0,10,9,0,434,0,,,2020-07-28 16:04:50,2020
321,True,True,True,False,active,2020-07-28 15:40:13+00:00,435,0,8,6,1,435,0,,,2020-07-28 16:04:50,2020
322,True,True,True,False,active,2020-07-28 13:55:50+00:00,436,0,8,7,0,436,0,,,2020-07-28 16:04:50,2020
323,True,True,True,False,active,2020-07-28 16:03:29+00:00,437,0,15,4,0,437,0,,,2020-07-28 16:04:50,2020
324,True,True,True,False,active,2020-07-28 16:01:51+00:00,440,0,5,12,0,440,0,,,2020-07-28 16:04:50,2020
325,True,True,True,False,active,2020-07-28 13:08:11+00:00,441,0,16,3,0,441,0,,,2020-07-28 16:04:50,2020
326,True,True,True,False,active,2020-07-28 15:57:16+00:00,442,0,7,8,0,442,0,,,2020-07-28 16:04:50,2020
327,True,True,True,False,active,2020-07-28 13:51:59+00:00,443,0,3,16,0,443,0,,,2020-07-28 16:04:50,2020
328,True,True,True,False,active,2020-07-28 15:44:41+00:00,445,0,10,9,0,445,0,,,2020-07-28 16:04:50,2020
329,True,True,True,False,active,2020-07-28 14:47:08+00:00,446,0,10,2,0,446,0,,,2020-07-28 16:04:50,2020
330,True,True,True,False,active,2020-07-28 15:13:32+00:00,447,0,6,13,0,447,0,,,2020-07-28 16:04:50,2020
331,True,True,True,False,active,2020-07-28 08:59:00+00:00,448,0,0,11,0,448,0,,,2020-07-28 16:04:50,2020
332,True,True,False,False,out_of_service,1970-01-02 00:00:00+00:00,449,0,0,0,0,449,0,,,2020-07-28 16:04:50,1970
333,True,True,True,False,active,2020-07-28 15:43:34+00:00,450,0,1,14,0,450,0,,,2020-07-28 16:04:50,2020
334,True,True,True,False,active,2020-07-28 15:14:25+00:00,451,0,0,15,0,451,0,,,2020-07-28 16:04:50,2020
335,True,True,True,False,active,2020-07-28 15:22:37+00:00,452,0,2,13,0,452,0,,,2020-07-28 16:04:50,2020
336,True,True,True,False,active,2020-07-28 15:24:55+00:00,453,0,2,13,0,453,0,,,2020-07-28 16:04:50,2020
337,True,True,True,False,active,2020-07-28 15:57:24+00:00,454,0,10,5,0,454,0,,,2020-07-28 16:04:50,2020
