,num_docks_available,legacy_id,num_bikes_available,is_installed,is_returning,station_status,num_docks_disabled,is_renting,eightd_has_available_keys,last_reported,station_id,num_bikes_disabled,num_ebikes_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,4,3,11,True,True,active,0,True,False,2020-08-13 17:29:10+00:00,3,0,0,,,2020-08-13 17:43:25,2020
1,14,4,5,True,True,active,0,True,False,2020-08-13 17:41:13+00:00,4,0,0,,,2020-08-13 17:43:25,2020
2,13,5,2,True,True,active,0,True,False,2020-08-13 17:34:49+00:00,5,0,0,,,2020-08-13 17:43:25,2020
3,14,6,0,True,True,active,0,True,False,2020-08-13 17:25:29+00:00,6,1,0,,,2020-08-13 17:43:25,2020
4,9,7,6,True,True,active,0,True,False,2020-08-13 17:18:12+00:00,7,0,0,,,2020-08-13 17:43:25,2020
5,8,8,11,True,True,active,0,True,False,2020-08-13 17:30:08+00:00,8,0,0,,,2020-08-13 17:43:25,2020
6,2,9,12,True,True,active,0,True,False,2020-08-13 17:30:49+00:00,9,1,0,,,2020-08-13 17:43:25,2020
7,3,10,7,True,True,active,0,True,False,2020-08-13 17:12:45+00:00,10,1,0,,,2020-08-13 17:43:25,2020
8,5,11,9,True,True,active,0,True,False,2020-08-13 17:41:02+00:00,11,1,0,"{'dock_blocked_count': 0, 'off_dock_count': 1, 'active': True, 'off_dock_capacity': 50, 'valet_revision': 85, 'region': 'BOS', 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-13 17:43:25,2020
9,9,12,8,True,True,active,0,True,True,2020-08-13 17:32:52+00:00,12,1,0,,,2020-08-13 17:43:25,2020
10,11,13,8,True,True,active,0,True,False,2020-08-13 17:39:43+00:00,13,0,0,,,2020-08-13 17:43:25,2020
11,5,14,20,True,True,active,0,True,False,2020-08-13 17:25:25+00:00,14,0,0,,,2020-08-13 17:43:25,2020
12,10,15,5,True,True,active,0,True,False,2020-08-13 16:51:32+00:00,15,0,0,,,2020-08-13 17:43:25,2020
13,4,16,15,True,True,active,0,True,True,2020-08-13 17:30:51+00:00,16,0,0,,,2020-08-13 17:43:25,2020
14,11,17,3,True,True,active,0,True,False,2020-08-13 17:07:05+00:00,17,1,0,,,2020-08-13 17:43:25,2020
15,13,19,1,True,True,active,0,True,False,2020-08-13 17:36:12+00:00,19,1,0,,,2020-08-13 17:43:25,2020
16,13,20,10,True,True,active,0,True,True,2020-08-13 17:15:49+00:00,20,0,0,,,2020-08-13 17:43:25,2020
17,15,21,1,True,True,active,0,True,True,2020-08-13 17:35:19+00:00,21,2,0,,,2020-08-13 17:43:25,2020
18,41,22,6,True,True,active,0,True,True,2020-08-13 17:37:48+00:00,22,0,0,,,2020-08-13 17:43:25,2020
19,12,23,9,True,True,active,0,True,False,2020-08-13 17:42:38+00:00,23,0,0,,,2020-08-13 17:43:25,2020
20,4,24,14,True,True,active,0,True,False,2020-08-13 17:17:51+00:00,24,1,0,,,2020-08-13 17:43:25,2020
21,9,25,5,True,True,active,0,True,False,2020-08-13 17:24:27+00:00,25,1,0,,,2020-08-13 17:43:25,2020
22,5,26,9,True,True,active,0,True,False,2020-08-13 17:18:26+00:00,26,1,0,,,2020-08-13 17:43:25,2020
23,6,27,17,True,True,active,0,True,False,2020-08-13 16:54:42+00:00,27,0,0,,,2020-08-13 17:43:25,2020
24,5,29,10,True,True,active,0,True,False,2020-08-13 16:18:17+00:00,29,0,0,,,2020-08-13 17:43:25,2020
25,2,30,12,True,True,active,0,True,False,2020-08-13 17:43:05+00:00,30,1,0,,,2020-08-13 17:43:25,2020
26,13,31,6,True,True,active,0,True,True,2020-08-13 17:25:51+00:00,31,0,0,,,2020-08-13 17:43:25,2020
27,7,32,8,True,True,active,0,True,False,2020-08-13 17:41:16+00:00,32,0,0,,,2020-08-13 17:43:25,2020
28,23,33,4,True,True,active,0,True,False,2020-08-13 17:15:40+00:00,33,0,0,,,2020-08-13 17:43:25,2020
29,11,35,12,True,True,active,0,True,False,2020-08-13 17:34:23+00:00,35,0,0,,,2020-08-13 17:43:25,2020
30,17,36,16,True,True,active,0,True,True,2020-08-13 17:40:07+00:00,36,0,0,,,2020-08-13 17:43:25,2020
31,13,37,2,True,True,active,0,True,True,2020-08-13 14:09:27+00:00,37,0,0,,,2020-08-13 17:43:25,2020
32,6,39,17,True,True,active,0,True,False,2020-08-13 17:29:27+00:00,39,0,0,,,2020-08-13 17:43:25,2020
