,legacy_id,num_docks_available,is_renting,is_returning,is_installed,station_status,num_ebikes_available,station_id,eightd_has_available_keys,num_docks_disabled,num_bikes_available,last_reported,num_bikes_disabled,timestamp_of_data_read_request,year_station_last_reported
224,333,1,True,True,True,active,0,333,False,0,24,2020-08-13 00:54:06+00:00,0,2020-08-13 01:43:35,2020
225,334,0,True,True,True,active,0,334,False,0,17,2020-08-13 01:33:57+00:00,2,2020-08-13 01:43:35,2020
226,335,6,True,True,True,active,0,335,False,0,13,2020-08-13 01:17:32+00:00,0,2020-08-13 01:43:35,2020
227,336,10,True,True,True,active,0,336,False,0,5,2020-08-13 00:21:42+00:00,0,2020-08-13 01:43:35,2020
228,337,0,True,True,True,active,0,337,False,0,15,2020-08-12 22:00:39+00:00,0,2020-08-13 01:43:35,2020
229,338,7,True,True,True,active,0,338,False,0,7,2020-08-13 01:34:30+00:00,1,2020-08-13 01:43:35,2020
230,339,0,True,True,True,active,0,339,False,0,15,2020-08-13 00:33:01+00:00,0,2020-08-13 01:43:35,2020
231,340,1,True,True,True,active,0,340,False,0,18,2020-08-12 08:52:43+00:00,0,2020-08-13 01:43:35,2020
232,341,4,True,True,True,active,0,341,True,0,10,2020-08-13 00:05:27+00:00,1,2020-08-13 01:43:35,2020
233,342,1,True,True,True,active,0,342,False,0,14,2020-08-13 01:35:30+00:00,0,2020-08-13 01:43:35,2020
234,343,11,True,True,True,active,0,343,False,0,4,2020-08-12 16:19:17+00:00,0,2020-08-13 01:43:35,2020
235,344,12,True,True,True,active,0,344,False,0,7,2020-08-12 23:41:56+00:00,0,2020-08-13 01:43:35,2020
236,345,16,True,True,True,active,0,345,False,0,3,2020-08-13 01:39:41+00:00,0,2020-08-13 01:43:35,2020
237,346,10,True,True,True,active,0,346,False,0,5,2020-08-13 00:48:40+00:00,0,2020-08-13 01:43:35,2020
238,347,3,True,True,True,active,0,347,False,0,12,2020-08-13 00:46:53+00:00,0,2020-08-13 01:43:35,2020
239,348,11,True,True,True,active,0,348,False,0,3,2020-08-13 00:46:50+00:00,1,2020-08-13 01:43:35,2020
240,349,10,True,True,True,active,0,349,True,0,6,2020-08-12 18:36:47+00:00,1,2020-08-13 01:43:35,2020
241,350,4,True,True,True,active,0,350,False,0,13,2020-08-13 00:14:45+00:00,0,2020-08-13 01:43:35,2020
242,351,8,True,True,True,active,0,351,False,0,7,2020-08-12 23:49:00+00:00,0,2020-08-13 01:43:35,2020
243,352,12,True,True,True,active,0,352,False,0,3,2020-08-13 01:36:31+00:00,0,2020-08-13 01:43:35,2020
244,353,8,True,True,True,active,0,353,True,0,7,2020-08-13 00:43:01+00:00,0,2020-08-13 01:43:35,2020
245,354,10,True,True,True,active,0,354,False,0,4,2020-08-13 01:26:19+00:00,1,2020-08-13 01:43:35,2020
246,355,4,True,True,True,active,0,355,False,0,13,2020-08-13 01:18:04+00:00,0,2020-08-13 01:43:35,2020
247,356,13,True,True,True,active,0,356,False,0,10,2020-08-13 01:42:06+00:00,0,2020-08-13 01:43:35,2020
248,357,8,True,True,True,active,0,357,False,0,6,2020-08-13 01:30:22+00:00,1,2020-08-13 01:43:35,2020
249,358,0,True,True,True,active,0,358,False,0,19,2020-08-12 22:08:38+00:00,0,2020-08-13 01:43:35,2020
250,359,12,True,True,True,active,0,359,False,0,3,2020-08-13 01:41:48+00:00,0,2020-08-13 01:43:35,2020
251,360,12,True,True,True,active,0,360,False,0,3,2020-08-13 01:40:12+00:00,0,2020-08-13 01:43:35,2020
252,361,11,True,True,True,active,0,361,False,0,8,2020-08-13 00:47:22+00:00,0,2020-08-13 01:43:35,2020
253,362,1,True,True,True,active,0,362,False,0,17,2020-08-13 01:23:12+00:00,1,2020-08-13 01:43:35,2020
254,363,2,True,True,True,active,0,363,False,0,17,2020-08-13 00:37:50+00:00,0,2020-08-13 01:43:35,2020
255,364,6,True,True,True,active,0,364,False,0,13,2020-08-13 01:21:10+00:00,0,2020-08-13 01:43:35,2020
256,365,12,True,True,True,active,0,365,False,0,7,2020-08-13 01:39:09+00:00,0,2020-08-13 01:43:35,2020
257,366,1,True,True,True,active,0,366,False,0,14,2020-08-13 01:40:41+00:00,0,2020-08-13 01:43:35,2020
258,367,6,True,True,True,active,0,367,False,0,13,2020-08-12 23:29:37+00:00,0,2020-08-13 01:43:35,2020
259,368,3,True,True,True,active,0,368,False,0,11,2020-08-12 23:03:49+00:00,1,2020-08-13 01:43:35,2020
260,369,8,True,True,True,active,0,369,False,0,7,2020-08-13 01:27:07+00:00,0,2020-08-13 01:43:35,2020
261,370,3,True,True,True,active,0,370,False,0,16,2020-08-13 01:13:15+00:00,0,2020-08-13 01:43:35,2020
262,371,9,True,True,True,active,0,371,False,0,10,2020-08-12 23:32:56+00:00,0,2020-08-13 01:43:35,2020
263,372,8,True,True,True,active,0,372,False,0,10,2020-08-13 01:24:50+00:00,1,2020-08-13 01:43:35,2020
264,373,8,True,True,True,active,0,373,False,0,7,2020-08-12 22:46:22+00:00,0,2020-08-13 01:43:35,2020
265,374,19,True,True,True,active,0,374,False,0,0,2020-08-13 01:30:22+00:00,0,2020-08-13 01:43:35,2020
266,376,0,True,True,True,active,0,376,False,0,14,2020-08-13 01:25:58+00:00,1,2020-08-13 01:43:35,2020
267,377,7,True,True,True,active,0,377,False,0,12,2020-08-13 01:25:53+00:00,0,2020-08-13 01:43:35,2020
268,378,5,True,True,True,active,0,378,False,0,13,2020-08-13 00:37:26+00:00,1,2020-08-13 01:43:35,2020
269,379,0,True,True,True,active,0,379,False,0,15,2020-08-13 01:28:57+00:00,0,2020-08-13 01:43:35,2020
270,380,18,True,True,True,active,0,380,False,0,0,2020-08-13 00:53:32+00:00,0,2020-08-13 01:43:35,2020
271,381,1,True,True,True,active,0,381,False,0,18,2020-08-13 01:23:25+00:00,0,2020-08-13 01:43:35,2020
272,384,16,True,True,True,active,0,384,True,0,3,2020-08-13 01:27:31+00:00,0,2020-08-13 01:43:35,2020
273,385,11,True,True,True,active,0,385,False,1,2,2020-08-13 01:28:50+00:00,1,2020-08-13 01:43:35,2020
274,386,10,True,True,True,active,0,386,False,0,9,2020-08-13 01:17:15+00:00,0,2020-08-13 01:43:35,2020
275,387,1,True,True,True,active,0,387,False,0,13,2020-08-13 00:56:20+00:00,1,2020-08-13 01:43:35,2020
276,388,8,True,True,True,active,0,388,False,0,3,2020-08-13 00:54:55+00:00,0,2020-08-13 01:43:35,2020
277,389,1,True,True,True,active,0,389,False,0,13,2020-08-13 01:26:16+00:00,0,2020-08-13 01:43:35,2020
278,390,1,True,True,True,active,0,390,False,0,14,2020-08-12 19:23:05+00:00,0,2020-08-13 01:43:35,2020
279,391,3,True,True,True,active,0,391,False,0,12,2020-08-13 00:29:36+00:00,0,2020-08-13 01:43:35,2020
280,392,9,True,True,True,active,0,392,False,0,6,2020-08-13 00:50:27+00:00,0,2020-08-13 01:43:35,2020
281,393,8,True,True,True,active,0,393,False,0,6,2020-08-12 15:19:15+00:00,1,2020-08-13 01:43:35,2020
282,394,12,True,True,True,active,0,394,False,0,2,2020-08-12 08:58:35+00:00,0,2020-08-13 01:43:35,2020
283,395,4,True,True,True,active,0,395,False,0,11,2020-08-12 23:54:26+00:00,0,2020-08-13 01:43:35,2020
284,396,3,True,True,True,active,0,396,False,0,12,2020-08-12 08:58:34+00:00,0,2020-08-13 01:43:35,2020
285,397,7,True,True,True,active,0,397,False,0,8,2020-08-12 22:11:10+00:00,0,2020-08-13 01:43:35,2020
286,398,10,True,True,True,active,0,398,False,0,9,2020-08-13 01:19:03+00:00,0,2020-08-13 01:43:35,2020
287,399,11,True,True,True,active,0,399,False,0,4,2020-08-13 00:56:36+00:00,0,2020-08-13 01:43:35,2020
288,400,22,True,True,True,active,0,400,False,0,5,2020-08-12 23:42:12+00:00,0,2020-08-13 01:43:35,2020
289,401,12,True,True,True,active,0,401,False,0,3,2020-08-13 00:46:51+00:00,0,2020-08-13 01:43:35,2020
290,402,11,True,True,True,active,0,402,False,0,4,2020-08-13 00:49:25+00:00,0,2020-08-13 01:43:35,2020
291,403,10,True,True,True,active,0,403,False,0,3,2020-08-13 01:26:56+00:00,2,2020-08-13 01:43:35,2020
292,404,13,True,True,True,active,0,404,False,0,3,2020-08-13 01:20:28+00:00,0,2020-08-13 01:43:35,2020
293,405,8,True,True,True,active,0,405,False,0,11,2020-08-13 00:26:13+00:00,0,2020-08-13 01:43:35,2020
294,406,3,True,True,True,active,0,406,False,0,16,2020-08-13 01:11:15+00:00,0,2020-08-13 01:43:35,2020
295,407,11,True,True,True,active,0,407,False,0,7,2020-08-13 00:24:40+00:00,1,2020-08-13 01:43:35,2020
296,408,9,True,True,True,active,0,408,False,0,6,2020-08-13 01:42:50+00:00,0,2020-08-13 01:43:35,2020
297,409,7,True,True,True,active,0,409,False,0,12,2020-08-13 01:09:33+00:00,0,2020-08-13 01:43:35,2020
298,410,7,True,True,True,active,0,410,False,0,12,2020-08-13 01:23:20+00:00,0,2020-08-13 01:43:35,2020
299,411,11,True,True,True,active,0,411,False,0,3,2020-08-12 22:49:17+00:00,1,2020-08-13 01:43:35,2020
300,412,1,True,True,True,active,0,412,False,0,17,2020-08-13 00:45:52+00:00,1,2020-08-13 01:43:35,2020
301,413,2,True,True,True,active,0,413,False,0,17,2020-08-13 01:42:01+00:00,0,2020-08-13 01:43:35,2020
302,414,22,True,True,True,active,0,414,False,0,1,2020-08-13 00:14:44+00:00,0,2020-08-13 01:43:35,2020
303,415,12,True,True,True,active,0,415,False,0,7,2020-08-13 00:58:08+00:00,0,2020-08-13 01:43:35,2020
304,416,11,True,True,True,active,0,416,False,0,3,2020-08-13 01:12:06+00:00,1,2020-08-13 01:43:35,2020
305,417,3,True,True,True,active,0,417,False,0,16,2020-08-13 01:30:43+00:00,0,2020-08-13 01:43:35,2020
306,419,3,True,True,True,active,0,419,False,0,12,2020-08-13 01:27:53+00:00,0,2020-08-13 01:43:35,2020
307,420,0,False,False,False,out_of_service,0,420,False,0,0,1970-01-02 00:00:00+00:00,0,2020-08-13 01:43:35,1970
308,421,4,True,True,True,active,0,421,False,0,15,2020-08-12 23:26:43+00:00,0,2020-08-13 01:43:35,2020
309,422,12,True,True,True,active,0,422,False,0,3,2020-08-12 22:58:55+00:00,0,2020-08-13 01:43:35,2020
310,423,16,True,True,True,active,0,423,False,0,3,2020-08-12 16:21:54+00:00,0,2020-08-13 01:43:35,2020
311,424,13,True,True,True,active,0,424,False,0,6,2020-08-12 22:18:20+00:00,0,2020-08-13 01:43:35,2020
312,425,13,True,True,True,active,0,425,False,0,3,2020-08-12 22:43:29+00:00,0,2020-08-13 01:43:35,2020
313,426,18,True,True,True,active,0,426,False,0,9,2020-08-13 01:04:43+00:00,0,2020-08-13 01:43:35,2020
314,427,12,True,True,True,active,0,427,False,0,7,2020-08-13 01:24:35+00:00,0,2020-08-13 01:43:35,2020
315,428,0,True,True,True,active,0,428,False,0,19,2020-08-13 01:37:44+00:00,0,2020-08-13 01:43:35,2020
316,430,4,True,True,True,active,0,430,False,0,15,2020-08-12 22:52:47+00:00,0,2020-08-13 01:43:35,2020
317,431,12,True,True,True,active,0,431,False,0,3,2020-08-13 01:09:14+00:00,0,2020-08-13 01:43:35,2020
318,432,11,True,True,True,active,0,432,False,0,8,2020-08-13 01:21:14+00:00,0,2020-08-13 01:43:35,2020
319,433,18,True,True,True,active,0,433,False,0,1,2020-08-12 08:57:31+00:00,0,2020-08-13 01:43:35,2020
320,434,19,True,True,True,active,0,434,False,0,0,2020-08-12 21:19:52+00:00,0,2020-08-13 01:43:35,2020
321,435,8,True,True,True,active,0,435,False,0,7,2020-08-13 01:30:48+00:00,0,2020-08-13 01:43:35,2020
322,436,9,True,True,True,active,0,436,False,0,6,2020-08-13 01:23:16+00:00,0,2020-08-13 01:43:35,2020
323,437,7,True,True,True,active,0,437,False,0,11,2020-08-13 00:41:21+00:00,1,2020-08-13 01:43:35,2020
324,440,7,True,True,True,active,0,440,False,0,10,2020-08-13 01:30:49+00:00,0,2020-08-13 01:43:35,2020
325,441,0,True,True,True,active,0,441,False,0,19,2020-08-13 01:19:28+00:00,0,2020-08-13 01:43:35,2020
326,442,2,True,True,True,active,0,442,False,0,12,2020-08-12 22:13:59+00:00,1,2020-08-13 01:43:35,2020
327,443,16,True,True,True,active,0,443,False,0,3,2020-08-13 00:51:41+00:00,0,2020-08-13 01:43:35,2020
328,445,7,True,True,True,active,0,445,False,0,12,2020-08-13 01:00:56+00:00,0,2020-08-13 01:43:35,2020
329,446,3,True,True,True,active,0,446,False,0,9,2020-08-13 00:47:16+00:00,0,2020-08-13 01:43:35,2020
330,447,18,True,True,True,active,0,447,False,0,1,2020-08-12 22:39:48+00:00,0,2020-08-13 01:43:35,2020
331,448,8,True,True,True,active,0,448,False,0,3,2020-08-12 21:56:06+00:00,0,2020-08-13 01:43:35,2020
332,449,0,True,True,False,out_of_service,0,449,False,0,0,1970-01-02 00:00:00+00:00,0,2020-08-13 01:43:35,1970
333,450,3,True,True,True,active,0,450,False,0,12,2020-08-12 23:49:38+00:00,0,2020-08-13 01:43:35,2020
334,451,6,True,True,True,active,0,451,False,0,9,2020-08-13 00:55:09+00:00,0,2020-08-13 01:43:35,2020
335,452,11,True,True,True,active,0,452,False,0,4,2020-08-13 01:39:10+00:00,0,2020-08-13 01:43:35,2020
336,453,13,True,True,True,active,0,453,False,0,1,2020-08-13 01:35:39+00:00,1,2020-08-13 01:43:35,2020
337,454,1,True,True,True,active,0,454,False,0,14,2020-08-13 00:57:04+00:00,0,2020-08-13 01:43:35,2020
338,455,11,True,True,True,active,0,455,False,0,0,2020-08-12 23:31:24+00:00,1,2020-08-13 01:43:35,2020
339,456,11,True,True,True,active,0,456,False,0,7,2020-08-13 01:09:39+00:00,1,2020-08-13 01:43:35,2020
340,457,9,True,True,True,active,0,457,False,0,2,2020-08-12 22:47:47+00:00,0,2020-08-13 01:43:35,2020
341,458,5,True,True,True,active,0,458,False,0,5,2020-08-12 18:43:37+00:00,1,2020-08-13 01:43:35,2020
