,station_status,station_id,eightd_has_available_keys,is_returning,is_installed,last_reported,num_bikes_available,num_bikes_disabled,num_ebikes_available,is_renting,num_docks_available,num_docks_disabled,legacy_id,timestamp_of_data_read_request,year_station_last_reported
0,active,3,False,True,True,2020-08-13 05:29:06+00:00,0,0,0,True,15,0,3,2020-08-13 07:51:25,2020
1,active,4,False,True,True,2020-08-13 03:53:52+00:00,19,0,0,True,0,0,4,2020-08-13 07:51:25,2020
2,active,5,False,True,True,2020-08-13 04:57:56+00:00,5,0,0,True,10,0,5,2020-08-13 07:51:25,2020
3,active,6,False,True,True,2020-08-13 04:51:58+00:00,2,1,0,True,12,0,6,2020-08-13 07:51:25,2020
4,active,7,False,True,True,2020-08-13 04:04:59+00:00,0,0,0,True,15,0,7,2020-08-13 07:51:25,2020
5,active,8,False,True,True,2020-08-13 06:21:21+00:00,16,0,0,True,3,0,8,2020-08-13 07:51:25,2020
6,active,9,False,True,True,2020-08-13 03:58:51+00:00,14,1,0,True,0,0,9,2020-08-13 07:51:25,2020
7,active,10,False,True,True,2020-08-13 03:15:42+00:00,3,0,0,True,8,0,10,2020-08-13 07:51:25,2020
8,active,11,False,True,True,2020-08-13 06:32:25+00:00,10,2,0,True,3,0,11,2020-08-13 07:51:25,2020
9,active,12,True,True,True,2020-08-13 05:49:18+00:00,13,0,0,True,5,0,12,2020-08-13 07:51:25,2020
10,active,13,False,True,True,2020-08-13 04:34:37+00:00,3,0,0,True,16,0,13,2020-08-13 07:51:25,2020
11,active,14,False,True,True,2020-08-13 04:17:08+00:00,0,0,0,True,25,0,14,2020-08-13 07:51:25,2020
12,active,15,False,True,True,2020-08-13 03:58:02+00:00,13,0,0,True,2,0,15,2020-08-13 07:51:25,2020
13,active,16,True,True,True,2020-08-13 07:05:12+00:00,13,0,0,True,6,0,16,2020-08-13 07:51:25,2020
14,active,17,False,True,True,2020-08-13 06:14:24+00:00,2,1,0,True,12,0,17,2020-08-13 07:51:25,2020
15,active,19,False,True,True,2020-08-13 06:52:54+00:00,7,1,0,True,7,0,19,2020-08-13 07:51:25,2020
16,active,20,True,True,True,2020-08-13 04:18:40+00:00,14,0,0,True,9,0,20,2020-08-13 07:51:25,2020
17,active,21,True,True,True,2020-08-13 05:45:26+00:00,8,0,0,True,10,0,21,2020-08-13 07:51:25,2020
18,active,22,True,True,True,2020-08-13 06:16:39+00:00,2,0,0,True,45,0,22,2020-08-13 07:51:25,2020
19,active,23,False,True,True,2020-08-13 03:17:16+00:00,0,0,0,True,21,0,23,2020-08-13 07:51:25,2020
20,active,24,False,True,True,2020-08-13 07:17:50+00:00,10,1,0,True,8,0,24,2020-08-13 07:51:25,2020
21,active,25,False,True,True,2020-08-13 05:42:12+00:00,13,1,0,True,1,0,25,2020-08-13 07:51:25,2020
22,active,26,False,True,True,2020-08-13 06:11:09+00:00,13,0,0,True,2,0,26,2020-08-13 07:51:25,2020
23,active,27,False,True,True,2020-08-13 05:15:08+00:00,21,1,0,True,1,0,27,2020-08-13 07:51:25,2020
24,active,29,False,True,True,2020-08-13 03:16:26+00:00,7,0,0,True,8,0,29,2020-08-13 07:51:25,2020
25,active,30,False,True,True,2020-08-13 05:58:42+00:00,6,1,0,True,8,0,30,2020-08-13 07:51:25,2020
26,active,31,True,True,True,2020-08-13 03:16:23+00:00,2,0,0,True,17,0,31,2020-08-13 07:51:25,2020
27,active,32,False,True,True,2020-08-13 05:03:59+00:00,3,0,0,True,12,0,32,2020-08-13 07:51:25,2020
28,active,33,False,True,True,2020-08-13 04:27:11+00:00,10,0,0,True,17,0,33,2020-08-13 07:51:25,2020
29,active,35,False,True,True,2020-08-13 05:19:01+00:00,8,0,0,True,15,0,35,2020-08-13 07:51:25,2020
30,active,36,True,True,True,2020-08-13 04:56:59+00:00,2,0,0,True,31,0,36,2020-08-13 07:51:25,2020
31,active,37,True,True,True,2020-08-13 03:39:24+00:00,5,0,0,True,10,0,37,2020-08-13 07:51:25,2020
32,active,39,False,True,True,2020-08-13 04:53:24+00:00,20,0,0,True,3,0,39,2020-08-13 07:51:25,2020
33,active,40,False,True,True,2020-08-13 05:58:00+00:00,13,2,0,True,4,0,40,2020-08-13 07:51:25,2020
34,active,41,True,True,True,2020-08-13 06:16:43+00:00,18,0,0,True,9,0,41,2020-08-13 07:51:25,2020
35,active,42,False,True,True,2020-08-13 03:15:35+00:00,12,1,0,True,10,0,42,2020-08-13 07:51:25,2020
36,active,43,True,True,True,2020-08-13 04:22:39+00:00,10,0,0,True,5,0,43,2020-08-13 07:51:25,2020
37,active,44,False,True,True,2020-08-13 07:15:51+00:00,4,0,0,True,19,0,44,2020-08-13 07:51:25,2020
38,active,46,False,True,True,2020-08-13 06:26:40+00:00,16,0,0,True,3,0,46,2020-08-13 07:51:25,2020
39,active,47,True,True,True,2020-08-13 04:56:08+00:00,14,0,0,True,5,0,47,2020-08-13 07:51:25,2020
