,station_status,legacy_id,num_ebikes_available,is_renting,num_bikes_disabled,station_id,num_bikes_available,num_docks_available,is_returning,is_installed,eightd_has_available_keys,num_docks_disabled,last_reported,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,active,3,0,True,0,3,10,5,True,True,True,0,2020-07-30 19:10:25+00:00,,,2020-07-30 19:18:00,2020
1,active,4,0,True,0,4,16,3,True,True,False,0,2020-07-30 19:00:09+00:00,,,2020-07-30 19:18:00,2020
2,active,5,0,True,0,5,3,12,True,True,False,0,2020-07-30 19:02:35+00:00,,,2020-07-30 19:18:00,2020
3,active,6,0,True,0,6,9,6,True,True,False,0,2020-07-30 19:15:17+00:00,,,2020-07-30 19:18:00,2020
4,active,7,0,True,1,7,13,1,True,True,False,0,2020-07-30 19:12:02+00:00,,,2020-07-30 19:18:00,2020
5,active,8,0,True,2,8,4,13,True,True,False,0,2020-07-30 19:11:30+00:00,,,2020-07-30 19:18:00,2020
6,active,9,0,True,0,9,8,7,True,True,False,0,2020-07-30 18:49:16+00:00,,,2020-07-30 19:18:00,2020
7,active,10,0,True,0,10,3,8,True,True,False,0,2020-07-30 17:57:14+00:00,,,2020-07-30 19:18:00,2020
8,active,11,0,True,0,11,11,4,True,True,False,0,2020-07-30 19:17:38+00:00,"{'region': 'BOS', 'valet_revision': 73, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'dock_blocked_count': 0, 'off_dock_capacity': 50, 'active': True, 'off_dock_count': 64}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-30 19:18:00,2020
9,active,12,0,True,1,12,5,12,True,True,True,0,2020-07-30 19:11:33+00:00,,,2020-07-30 19:18:00,2020
10,active,13,0,True,0,13,16,3,True,True,False,0,2020-07-30 19:14:39+00:00,,,2020-07-30 19:18:00,2020
11,active,14,0,True,0,14,21,4,True,True,False,0,2020-07-30 19:15:22+00:00,,,2020-07-30 19:18:00,2020
12,active,15,0,True,0,15,9,6,True,True,False,0,2020-07-30 18:38:12+00:00,,,2020-07-30 19:18:00,2020
13,active,16,0,True,2,16,8,9,True,True,True,0,2020-07-30 19:17:34+00:00,,,2020-07-30 19:18:00,2020
14,active,17,0,True,0,17,7,8,True,True,False,0,2020-07-30 18:48:56+00:00,,,2020-07-30 19:18:00,2020
15,active,19,0,True,0,19,2,13,True,True,False,0,2020-07-30 18:39:48+00:00,,,2020-07-30 19:18:00,2020
16,active,20,0,True,0,20,13,10,True,True,True,0,2020-07-30 19:15:48+00:00,,,2020-07-30 19:18:00,2020
17,active,21,0,True,0,21,10,8,True,True,True,0,2020-07-30 18:50:49+00:00,,,2020-07-30 19:18:00,2020
18,active,22,0,True,0,22,10,37,True,True,True,0,2020-07-30 18:50:22+00:00,,,2020-07-30 19:18:00,2020
19,active,23,0,True,0,23,15,6,True,True,True,0,2020-07-30 19:16:54+00:00,,,2020-07-30 19:18:00,2020
20,active,24,0,True,1,24,17,1,True,True,False,0,2020-07-30 19:15:24+00:00,,,2020-07-30 19:18:00,2020
21,active,25,0,True,0,25,7,8,True,True,False,0,2020-07-30 18:16:52+00:00,,,2020-07-30 19:18:00,2020
22,active,26,0,True,2,26,3,10,True,True,False,0,2020-07-30 19:16:14+00:00,,,2020-07-30 19:18:00,2020
23,active,27,0,True,2,27,4,17,True,True,False,0,2020-07-30 19:02:41+00:00,,,2020-07-30 19:18:00,2020
24,active,29,0,True,0,29,10,5,True,True,False,0,2020-07-30 17:48:55+00:00,,,2020-07-30 19:18:00,2020
25,active,30,0,True,0,30,13,2,True,True,False,0,2020-07-30 19:11:57+00:00,,,2020-07-30 19:18:00,2020
26,active,31,0,True,1,31,9,9,True,True,True,0,2020-07-30 15:39:12+00:00,,,2020-07-30 19:18:00,2020
27,active,32,0,True,1,32,12,2,True,True,False,0,2020-07-30 19:14:41+00:00,,,2020-07-30 19:18:00,2020
28,active,33,0,True,2,33,18,7,True,True,False,0,2020-07-30 19:04:58+00:00,,,2020-07-30 19:18:00,2020
29,active,35,0,True,0,35,20,3,True,True,False,0,2020-07-30 17:57:15+00:00,,,2020-07-30 19:18:00,2020
30,active,36,0,True,0,36,4,29,True,True,True,0,2020-07-30 19:07:08+00:00,,,2020-07-30 19:18:00,2020
31,active,37,0,True,0,37,2,13,True,True,True,0,2020-07-30 18:12:44+00:00,,,2020-07-30 19:18:00,2020
32,active,39,0,True,0,39,16,7,True,True,False,0,2020-07-30 18:43:14+00:00,,,2020-07-30 19:18:00,2020
33,active,40,0,True,1,40,6,12,True,True,False,0,2020-07-30 19:11:00+00:00,,,2020-07-30 19:18:00,2020
34,active,41,0,True,1,41,7,19,True,True,True,0,2020-07-30 18:58:01+00:00,,,2020-07-30 19:18:00,2020
35,active,42,0,True,0,42,18,5,True,True,False,0,2020-07-30 19:14:32+00:00,,,2020-07-30 19:18:00,2020
36,active,43,0,True,0,43,10,5,True,True,True,0,2020-07-30 19:00:51+00:00,,,2020-07-30 19:18:00,2020
37,active,44,0,True,0,44,17,6,True,True,False,0,2020-07-30 19:16:57+00:00,,,2020-07-30 19:18:00,2020
38,active,46,0,True,0,46,0,19,True,True,False,0,2020-07-30 19:16:13+00:00,,,2020-07-30 19:18:00,2020
39,active,47,0,True,0,47,8,11,True,True,True,0,2020-07-30 19:10:57+00:00,,,2020-07-30 19:18:00,2020
40,active,48,0,True,0,48,9,10,True,True,False,0,2020-07-30 18:23:45+00:00,,,2020-07-30 19:18:00,2020
41,active,49,0,True,0,49,4,14,True,True,False,0,2020-07-30 18:44:13+00:00,,,2020-07-30 19:18:00,2020
42,active,50,0,True,0,50,6,9,True,True,True,0,2020-07-30 19:10:56+00:00,,,2020-07-30 19:18:00,2020
43,active,51,0,True,1,51,4,10,True,True,False,0,2020-07-30 18:20:15+00:00,,,2020-07-30 19:18:00,2020
44,active,52,0,True,0,52,5,18,True,True,True,0,2020-07-30 19:14:14+00:00,,,2020-07-30 19:18:00,2020
45,active,53,0,True,0,53,0,19,True,True,False,0,2020-07-30 19:09:40+00:00,,,2020-07-30 19:18:00,2020
46,active,54,0,True,0,54,7,8,True,True,False,0,2020-07-30 18:54:27+00:00,,,2020-07-30 19:18:00,2020
47,active,55,0,True,0,55,8,7,True,True,False,0,2020-07-30 19:16:58+00:00,,,2020-07-30 19:18:00,2020
48,active,56,0,True,3,56,8,7,True,True,True,0,2020-07-30 19:17:00+00:00,,,2020-07-30 19:18:00,2020
49,active,57,0,True,0,57,5,9,True,True,True,0,2020-07-30 19:11:09+00:00,,,2020-07-30 19:18:00,2020
50,active,58,0,True,0,58,15,4,True,True,True,0,2020-07-30 18:57:10+00:00,,,2020-07-30 19:18:00,2020
51,active,59,0,True,0,59,12,7,True,True,True,0,2020-07-30 19:03:50+00:00,,,2020-07-30 19:18:00,2020
52,active,60,0,True,0,60,2,17,True,True,False,0,2020-07-30 19:12:38+00:00,"{'region': 'BOS', 'valet_revision': 63, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'dock_blocked_count': 0, 'off_dock_capacity': 40, 'active': True, 'off_dock_count': 40}",[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],2020-07-30 19:18:00,2020
53,active,61,0,True,0,61,6,13,True,True,False,0,2020-07-30 19:05:53+00:00,,,2020-07-30 19:18:00,2020
