,num_ebikes_available,is_installed,num_bikes_available,station_status,is_returning,num_docks_available,num_docks_disabled,eightd_has_available_keys,is_renting,num_bikes_disabled,station_id,last_reported,legacy_id,timestamp_of_data_read_request,year_station_last_reported
201,0,True,6,active,True,9,0,False,True,0,234,2020-08-14 02:14:15+00:00,234,2020-08-14 02:34:50,2020
202,0,True,9,active,True,6,0,False,True,0,235,2020-08-14 02:31:28+00:00,235,2020-08-14 02:34:50,2020
203,0,True,7,active,True,8,0,False,True,0,236,2020-08-14 01:20:32+00:00,236,2020-08-14 02:34:50,2020
204,0,True,9,active,True,6,0,False,True,0,239,2020-08-14 01:40:09+00:00,239,2020-08-14 02:34:50,2020
205,0,True,10,active,True,5,0,False,True,0,255,2020-08-13 12:33:28+00:00,255,2020-08-14 02:34:50,2020
206,0,True,13,active,True,1,0,False,True,1,258,2020-08-14 01:18:10+00:00,258,2020-08-14 02:34:50,2020
207,0,True,14,active,True,1,0,False,True,0,259,2020-08-13 18:35:59+00:00,259,2020-08-14 02:34:50,2020
208,0,True,14,active,True,1,0,False,True,0,260,2020-08-14 02:04:02+00:00,260,2020-08-14 02:34:50,2020
209,0,True,10,active,True,5,0,False,True,0,271,2020-08-14 01:20:34+00:00,271,2020-08-14 02:34:50,2020
210,0,True,7,active,True,11,0,False,True,1,272,2020-08-13 22:50:46+00:00,272,2020-08-14 02:34:50,2020
211,0,True,15,active,True,25,0,False,True,0,273,2020-08-14 02:12:13+00:00,273,2020-08-14 02:34:50,2020
212,0,True,18,active,True,1,0,False,True,0,279,2020-08-14 02:03:07+00:00,279,2020-08-14 02:34:50,2020
213,0,True,10,active,True,8,0,False,True,1,280,2020-08-14 02:24:22+00:00,280,2020-08-14 02:34:50,2020
214,0,True,9,active,True,5,0,False,True,1,282,2020-08-14 02:06:41+00:00,282,2020-08-14 02:34:50,2020
215,0,True,8,active,True,15,0,False,True,0,296,2020-08-14 02:24:31+00:00,296,2020-08-14 02:34:50,2020
216,0,True,0,active,True,18,0,False,True,1,318,2020-08-14 00:40:09+00:00,318,2020-08-14 02:34:50,2020
217,0,True,4,active,True,21,0,False,True,0,319,2020-08-14 00:41:06+00:00,319,2020-08-14 02:34:50,2020
218,0,True,0,active,True,15,0,False,True,0,327,2020-08-13 23:03:24+00:00,327,2020-08-14 02:34:50,2020
219,0,True,11,active,True,2,0,False,True,2,328,2020-08-14 01:54:47+00:00,328,2020-08-14 02:34:50,2020
220,0,True,13,active,True,2,0,False,True,0,329,2020-08-14 01:32:09+00:00,329,2020-08-14 02:34:50,2020
