,num_bikes_available,legacy_id,station_status,num_ebikes_available,station_id,is_installed,num_bikes_disabled,last_reported,is_renting,eightd_active_station_services,num_docks_disabled,is_returning,valet,num_docks_available,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
0,7,296,active,0,296,True,0,2020-08-02 05:30:34+00:00,True,[{'id': 'e4cf42bb-42a8-4a72-9a2f-5f76a12e7a7a'}],0,True,"{'region': 'BOS', 'station_id': '74cb9bf6-bb53-4c70-88d2-67998b99628c', 'active': True, 'valet_revision': 3, 'off_dock_count': 0, 'off_dock_capacity': 0, 'dock_blocked_count': 0}",16,False,2020-08-02 05:40:25,2020
1,4,3,active,0,3,True,0,2020-08-02 04:57:49+00:00,True,,0,True,,11,True,2020-08-02 05:40:25,2020
2,6,4,active,0,4,True,0,2020-08-02 05:08:04+00:00,True,,0,True,,13,False,2020-08-02 05:40:25,2020
3,11,5,active,0,5,True,0,2020-08-02 05:26:18+00:00,True,,0,True,,4,False,2020-08-02 05:40:25,2020
4,10,6,active,0,6,True,0,2020-08-02 05:32:52+00:00,True,,0,True,,5,False,2020-08-02 05:40:25,2020
5,0,7,active,0,7,True,0,2020-08-02 03:44:58+00:00,True,,0,True,,15,False,2020-08-02 05:40:25,2020
6,14,8,active,0,8,True,3,2020-08-02 05:39:09+00:00,True,,0,True,,2,False,2020-08-02 05:40:25,2020
7,14,9,active,0,9,True,0,2020-08-02 04:45:07+00:00,True,,0,True,,1,False,2020-08-02 05:40:25,2020
8,2,10,active,0,10,True,1,2020-08-02 02:55:33+00:00,True,,0,True,,8,False,2020-08-02 05:40:25,2020
9,1,11,active,0,11,True,1,2020-08-02 04:24:56+00:00,True,,0,True,,13,False,2020-08-02 05:40:25,2020
10,5,12,active,0,12,True,0,2020-08-02 04:20:44+00:00,True,,0,True,,13,True,2020-08-02 05:40:25,2020
11,11,13,active,0,13,True,0,2020-08-02 04:37:48+00:00,True,,0,True,,8,False,2020-08-02 05:40:25,2020
12,1,14,active,0,14,True,1,2020-08-02 03:36:32+00:00,True,,0,True,,23,False,2020-08-02 05:40:25,2020
13,8,15,active,0,15,True,1,2020-08-02 05:01:59+00:00,True,,0,True,,6,False,2020-08-02 05:40:25,2020
14,17,16,active,0,16,True,1,2020-08-02 04:25:29+00:00,True,,0,True,,1,True,2020-08-02 05:40:25,2020
15,7,17,active,0,17,True,0,2020-08-02 03:51:44+00:00,True,,0,True,,8,False,2020-08-02 05:40:25,2020
16,11,19,active,0,19,True,1,2020-08-02 05:22:16+00:00,True,,0,True,,3,False,2020-08-02 05:40:25,2020
17,0,20,active,0,20,True,0,2020-08-02 05:38:40+00:00,True,,0,True,,23,True,2020-08-02 05:40:25,2020
18,12,21,active,0,21,True,0,2020-08-02 04:47:58+00:00,True,,0,True,,6,True,2020-08-02 05:40:25,2020
19,0,22,active,0,22,True,2,2020-08-02 04:41:49+00:00,True,,0,True,,45,True,2020-08-02 05:40:25,2020
20,3,23,active,0,23,True,1,2020-08-02 05:39:01+00:00,True,,0,True,,17,True,2020-08-02 05:40:25,2020
21,0,24,active,0,24,True,0,2020-08-02 05:09:41+00:00,True,,0,True,,19,False,2020-08-02 05:40:25,2020
22,8,25,active,0,25,True,1,2020-08-02 04:34:53+00:00,False,,0,False,,6,False,2020-08-02 05:40:25,2020
23,6,26,active,0,26,True,0,2020-08-02 04:48:49+00:00,True,,0,True,,9,False,2020-08-02 05:40:25,2020
24,18,27,active,0,27,True,2,2020-08-02 05:28:39+00:00,True,,0,True,,3,False,2020-08-02 05:40:25,2020
25,7,29,active,0,29,True,0,2020-08-02 01:20:41+00:00,True,,0,True,,8,False,2020-08-02 05:40:25,2020
26,8,30,active,0,30,True,3,2020-08-02 05:12:24+00:00,True,,0,True,,4,False,2020-08-02 05:40:25,2020
27,19,31,active,0,31,True,0,2020-08-02 05:27:29+00:00,True,,0,True,,0,True,2020-08-02 05:40:25,2020
28,10,32,active,0,32,True,3,2020-08-02 05:18:40+00:00,True,,0,True,,2,False,2020-08-02 05:40:25,2020
29,17,33,active,0,33,True,1,2020-08-02 05:37:54+00:00,True,,0,True,,9,False,2020-08-02 05:40:25,2020
30,3,35,active,0,35,True,0,2020-08-02 04:08:02+00:00,True,,0,True,,20,False,2020-08-02 05:40:25,2020
31,7,36,active,0,36,True,0,2020-08-02 05:31:32+00:00,True,,0,True,,26,True,2020-08-02 05:40:25,2020
32,5,37,active,0,37,True,0,2020-08-02 04:58:26+00:00,True,,0,True,,10,True,2020-08-02 05:40:25,2020
33,21,39,active,0,39,True,0,2020-08-02 05:31:09+00:00,True,,0,True,,2,False,2020-08-02 05:40:25,2020
34,17,40,active,0,40,True,0,2020-08-02 05:39:35+00:00,True,,0,True,,2,False,2020-08-02 05:40:25,2020
35,14,41,active,0,41,True,5,2020-08-02 05:22:32+00:00,True,,0,True,,8,True,2020-08-02 05:40:25,2020
36,4,42,active,0,42,True,0,2020-08-02 04:08:29+00:00,True,,0,True,,19,False,2020-08-02 05:40:25,2020
37,4,43,active,0,43,True,4,2020-08-02 05:18:52+00:00,True,,0,True,,7,True,2020-08-02 05:40:25,2020
38,17,44,active,0,44,True,0,2020-08-02 05:39:38+00:00,True,,0,True,,6,False,2020-08-02 05:40:25,2020
39,17,46,active,0,46,True,1,2020-08-02 05:29:42+00:00,True,,0,True,,1,False,2020-08-02 05:40:25,2020
40,0,47,active,0,47,True,0,2020-08-02 05:20:58+00:00,True,,0,True,,19,True,2020-08-02 05:40:25,2020
41,4,48,active,0,48,True,0,2020-08-02 05:32:10+00:00,True,,0,True,,15,False,2020-08-02 05:40:25,2020
42,4,49,active,0,49,True,1,2020-08-02 04:56:39+00:00,True,,0,True,,13,False,2020-08-02 05:40:25,2020
43,2,50,active,0,50,True,0,2020-08-02 03:19:35+00:00,True,,0,True,,13,False,2020-08-02 05:40:25,2020
44,10,51,active,0,51,True,0,2020-08-02 03:08:25+00:00,True,,0,True,,5,False,2020-08-02 05:40:25,2020
45,0,52,active,0,52,True,1,2020-08-02 05:27:08+00:00,True,,0,True,,22,True,2020-08-02 05:40:25,2020
46,6,53,active,0,53,True,1,2020-08-02 05:35:46+00:00,True,,0,True,,12,False,2020-08-02 05:40:25,2020
47,12,54,active,0,54,True,1,2020-08-02 05:17:43+00:00,True,,0,True,,2,False,2020-08-02 05:40:25,2020
48,6,55,active,0,55,True,0,2020-08-02 05:35:37+00:00,True,,0,True,,9,False,2020-08-02 05:40:25,2020
49,13,56,active,0,56,True,0,2020-08-02 04:26:33+00:00,True,,0,True,,5,True,2020-08-02 05:40:25,2020
50,7,57,active,0,57,True,0,2020-08-02 05:22:35+00:00,True,,0,True,,7,True,2020-08-02 05:40:25,2020
51,8,58,active,0,58,True,0,2020-08-02 05:34:00+00:00,True,,0,True,,11,True,2020-08-02 05:40:25,2020
52,14,59,active,0,59,True,0,2020-08-02 04:33:41+00:00,True,,0,True,,5,True,2020-08-02 05:40:25,2020
53,2,60,active,0,60,True,2,2020-08-02 05:25:12+00:00,True,,0,True,,15,False,2020-08-02 05:40:25,2020
54,0,61,active,0,61,True,0,2020-08-02 02:44:42+00:00,True,,0,True,,19,False,2020-08-02 05:40:25,2020
55,3,63,active,0,63,True,0,2020-08-02 03:14:21+00:00,True,,0,True,,12,False,2020-08-02 05:40:25,2020
56,2,64,active,0,64,True,1,2020-08-02 05:05:22+00:00,True,,0,True,,16,False,2020-08-02 05:40:25,2020
57,23,65,active,0,65,True,0,2020-08-01 20:25:07+00:00,True,,0,True,,0,False,2020-08-02 05:40:25,2020
58,9,66,active,0,66,True,1,2020-08-02 05:37:32+00:00,True,,0,True,,5,False,2020-08-02 05:40:25,2020
59,2,67,active,0,67,True,2,2020-08-02 04:57:07+00:00,True,,0,True,,23,True,2020-08-02 05:40:25,2020
60,7,68,active,0,68,True,0,2020-08-02 04:45:53+00:00,True,,0,True,,12,True,2020-08-02 05:40:25,2020
61,11,69,active,0,69,True,1,2020-08-02 05:33:02+00:00,True,,0,True,,7,True,2020-08-02 05:40:25,2020
62,1,70,active,0,70,True,1,2020-08-02 04:15:02+00:00,True,,0,True,,21,False,2020-08-02 05:40:25,2020
63,16,71,active,0,71,True,2,2020-08-02 03:46:46+00:00,True,,0,True,,5,False,2020-08-02 05:40:25,2020
64,1,72,active,0,72,True,0,2020-08-02 04:08:28+00:00,True,,0,True,,22,False,2020-08-02 05:40:25,2020
65,5,73,active,0,73,True,0,2020-08-02 04:52:09+00:00,True,,0,True,,10,False,2020-08-02 05:40:25,2020
66,4,74,active,0,74,True,2,2020-08-02 05:34:09+00:00,True,,0,True,,13,True,2020-08-02 05:40:25,2020
67,3,75,active,0,75,True,1,2020-08-02 04:41:57+00:00,True,,0,True,,11,False,2020-08-02 05:40:25,2020
68,4,76,active,0,76,True,0,2020-08-02 05:36:03+00:00,True,,0,True,,13,False,2020-08-02 05:40:25,2020
69,7,77,active,0,77,True,1,2020-08-02 04:30:46+00:00,True,,0,True,,7,False,2020-08-02 05:40:25,2020
70,13,78,active,0,78,True,1,2020-08-02 05:02:39+00:00,True,,0,True,,5,False,2020-08-02 05:40:25,2020
71,15,79,active,0,79,True,0,2020-08-02 05:23:48+00:00,True,,0,True,,4,False,2020-08-02 05:40:25,2020
72,1,80,active,0,80,True,1,2020-08-02 04:58:47+00:00,True,,0,True,,33,False,2020-08-02 05:40:25,2020
73,18,81,active,0,81,True,0,2020-08-02 04:40:34+00:00,True,,0,True,,1,False,2020-08-02 05:40:25,2020
74,3,82,active,0,82,True,0,2020-08-02 04:11:39+00:00,True,,0,True,,12,False,2020-08-02 05:40:25,2020
75,6,84,active,0,84,True,0,2020-08-02 05:02:13+00:00,True,,0,True,,9,False,2020-08-02 05:40:25,2020
76,0,85,active,0,85,True,0,2020-08-02 04:28:19+00:00,True,,0,True,,19,False,2020-08-02 05:40:25,2020
