,station_id,last_reported,num_docks_disabled,station_status,num_bikes_disabled,is_installed,num_ebikes_available,is_renting,is_returning,num_docks_available,legacy_id,eightd_has_available_keys,num_bikes_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,3,2020-08-06 16:11:00+00:00,0,active,0,True,0,True,True,3,3,False,12,,,2020-08-06 16:25:35,2020
1,4,2020-08-06 16:19:53+00:00,0,active,0,True,0,True,True,3,4,False,16,,,2020-08-06 16:25:35,2020
2,5,2020-08-06 15:54:17+00:00,0,active,1,True,0,True,True,9,5,False,5,,,2020-08-06 16:25:35,2020
3,6,2020-08-06 16:25:09+00:00,0,active,2,True,0,True,True,5,6,False,8,,,2020-08-06 16:25:35,2020
4,7,2020-08-06 15:48:24+00:00,0,active,0,True,0,True,True,10,7,False,5,,,2020-08-06 16:25:35,2020
5,8,2020-08-06 16:13:25+00:00,0,active,1,True,0,True,True,13,8,False,5,,,2020-08-06 16:25:35,2020
6,9,2020-08-06 16:19:29+00:00,0,active,0,True,0,True,True,4,9,False,11,,,2020-08-06 16:25:35,2020
7,10,2020-08-06 15:42:45+00:00,0,active,0,True,0,True,True,4,10,False,7,,,2020-08-06 16:25:35,2020
8,11,2020-08-06 16:17:15+00:00,0,active,1,True,0,True,True,2,11,False,12,"{'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'valet_revision': 79, 'off_dock_capacity': 50, 'active': True, 'dock_blocked_count': 0, 'off_dock_count': 46}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-06 16:25:35,2020
9,12,2020-08-06 16:25:24+00:00,0,active,0,True,0,True,True,1,12,True,17,,,2020-08-06 16:25:35,2020
10,13,2020-08-06 16:24:10+00:00,0,active,0,True,0,True,True,4,13,False,15,,,2020-08-06 16:25:35,2020
11,14,2020-08-06 16:21:53+00:00,0,active,2,True,0,True,True,0,14,False,23,,,2020-08-06 16:25:35,2020
12,15,2020-08-06 15:23:43+00:00,0,active,0,True,0,True,True,9,15,False,6,,,2020-08-06 16:25:35,2020
13,16,2020-08-06 16:17:38+00:00,0,active,0,True,0,True,True,19,16,True,0,,,2020-08-06 16:25:35,2020
14,17,2020-08-06 16:15:55+00:00,0,active,0,True,0,True,True,15,17,False,0,,,2020-08-06 16:25:35,2020
15,19,2020-08-06 16:02:52+00:00,0,active,1,True,0,True,True,12,19,False,2,,,2020-08-06 16:25:35,2020
16,20,2020-08-06 16:10:27+00:00,0,active,0,True,0,True,True,19,20,True,4,,,2020-08-06 16:25:35,2020
17,21,2020-08-06 16:17:05+00:00,0,active,0,True,0,True,True,13,21,True,5,,,2020-08-06 16:25:35,2020
18,22,2020-08-06 16:23:06+00:00,0,active,0,True,0,True,True,27,22,True,20,,,2020-08-06 16:25:35,2020
19,23,2020-08-06 16:19:32+00:00,0,active,0,True,0,True,True,6,23,True,15,,,2020-08-06 16:25:35,2020
20,24,2020-08-06 16:19:39+00:00,0,active,0,True,0,True,True,2,24,False,17,,,2020-08-06 16:25:35,2020
21,25,2020-08-06 16:20:48+00:00,0,active,1,True,0,True,True,11,25,False,3,,,2020-08-06 16:25:35,2020
22,26,2020-08-06 16:09:30+00:00,0,active,1,True,0,True,True,13,26,False,1,,,2020-08-06 16:25:35,2020
23,27,2020-08-06 16:10:49+00:00,0,active,2,True,0,True,True,10,27,False,11,,,2020-08-06 16:25:35,2020
24,29,2020-08-06 16:20:59+00:00,0,active,1,True,0,True,True,8,29,False,6,,,2020-08-06 16:25:35,2020
25,30,2020-08-06 16:21:54+00:00,0,active,0,True,0,True,True,4,30,False,11,,,2020-08-06 16:25:35,2020
26,31,2020-08-06 16:07:22+00:00,0,active,0,True,0,True,True,19,31,True,0,,,2020-08-06 16:25:35,2020
27,32,2020-08-06 16:25:24+00:00,0,active,0,True,0,True,True,11,32,False,4,,,2020-08-06 16:25:35,2020
28,33,2020-08-06 15:57:12+00:00,0,active,0,True,0,True,True,16,33,False,11,,,2020-08-06 16:25:35,2020
29,35,2020-08-06 16:22:48+00:00,0,active,0,True,0,True,True,12,35,False,11,,,2020-08-06 16:25:35,2020
30,36,2020-08-06 16:07:37+00:00,0,active,0,True,0,True,True,5,36,True,28,,,2020-08-06 16:25:35,2020
31,37,2020-08-06 14:36:03+00:00,0,active,0,True,0,True,True,5,37,True,10,,,2020-08-06 16:25:35,2020
32,39,2020-08-06 16:25:08+00:00,0,active,0,True,0,True,True,11,39,False,12,,,2020-08-06 16:25:35,2020
33,40,2020-08-06 16:24:13+00:00,0,active,1,True,0,True,True,4,40,False,14,,,2020-08-06 16:25:35,2020
34,41,2020-08-06 16:17:57+00:00,0,active,0,True,0,True,True,16,41,True,11,,,2020-08-06 16:25:35,2020
35,42,2020-08-06 16:14:57+00:00,0,active,2,True,0,True,True,5,42,False,16,,,2020-08-06 16:25:35,2020
36,43,2020-08-06 15:51:05+00:00,0,active,0,True,0,True,True,3,43,True,12,,,2020-08-06 16:25:35,2020
37,44,2020-08-06 15:57:41+00:00,0,active,0,True,0,True,True,8,44,False,15,,,2020-08-06 16:25:35,2020
38,46,2020-08-06 16:00:25+00:00,0,active,0,True,0,True,True,19,46,False,0,,,2020-08-06 16:25:35,2020
39,47,2020-08-06 16:18:18+00:00,0,active,0,True,0,True,True,12,47,True,7,,,2020-08-06 16:25:35,2020
40,48,2020-08-06 15:49:47+00:00,0,active,0,True,0,True,True,7,48,False,12,,,2020-08-06 16:25:35,2020
41,49,2020-08-06 15:31:57+00:00,0,active,0,True,0,True,True,2,49,False,16,,,2020-08-06 16:25:35,2020
42,50,2020-08-06 16:14:20+00:00,0,active,0,True,0,True,True,1,50,True,14,,,2020-08-06 16:25:35,2020
43,51,2020-08-06 16:02:41+00:00,0,active,0,True,0,True,True,12,51,False,3,,,2020-08-06 16:25:35,2020
44,52,2020-08-06 16:19:25+00:00,0,active,0,True,0,True,True,15,52,True,8,,,2020-08-06 16:25:35,2020
45,53,2020-08-06 16:22:21+00:00,0,active,1,True,0,True,True,5,53,False,13,,,2020-08-06 16:25:35,2020
46,54,2020-08-06 16:18:36+00:00,0,active,1,True,0,True,True,2,54,False,12,,,2020-08-06 16:25:35,2020
47,55,2020-08-06 16:16:12+00:00,0,active,1,True,0,True,True,7,55,False,7,,,2020-08-06 16:25:35,2020
48,56,2020-08-06 16:13:00+00:00,0,active,0,True,0,True,True,11,56,True,7,,,2020-08-06 16:25:35,2020
49,57,2020-08-06 16:14:26+00:00,0,active,1,True,0,True,True,8,57,True,5,,,2020-08-06 16:25:35,2020
50,58,2020-08-06 16:24:06+00:00,0,active,1,True,0,True,True,6,58,True,12,,,2020-08-06 16:25:35,2020
51,59,2020-08-06 16:04:13+00:00,0,active,0,True,0,True,True,0,59,True,19,,,2020-08-06 16:25:35,2020
52,60,2020-08-06 16:24:21+00:00,0,active,0,True,0,True,True,7,60,False,12,"{'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'valet_revision': 69, 'off_dock_capacity': 40, 'active': True, 'dock_blocked_count': 0, 'off_dock_count': 35}",[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],2020-08-06 16:25:35,2020
53,61,2020-08-06 16:19:17+00:00,0,active,0,True,0,True,True,2,61,False,17,,,2020-08-06 16:25:35,2020
54,63,2020-08-06 15:56:43+00:00,0,active,0,True,0,True,True,14,63,False,1,,,2020-08-06 16:25:35,2020
55,64,2020-08-06 16:16:18+00:00,0,active,0,True,0,True,True,14,64,False,5,,,2020-08-06 16:25:35,2020
56,65,2020-08-06 13:09:20+00:00,0,active,1,True,0,True,True,18,65,False,4,,,2020-08-06 16:25:35,2020
57,66,2020-08-06 15:59:06+00:00,0,active,0,True,0,True,True,14,66,False,1,,,2020-08-06 16:25:35,2020
58,67,2020-08-06 16:18:36+00:00,0,active,0,True,0,True,True,12,67,True,15,,,2020-08-06 16:25:35,2020
