,is_renting,last_reported,station_status,is_installed,station_id,num_bikes_disabled,num_docks_available,eightd_has_available_keys,legacy_id,is_returning,num_docks_disabled,num_bikes_available,num_ebikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
241,True,2020-08-04 18:39:49+00:00,active,True,350,0,13,False,350,True,0,4,0,,,2020-08-04 21:07:00,2020
242,True,2020-08-04 19:00:32+00:00,active,True,351,3,4,False,351,True,0,8,0,,,2020-08-04 21:07:00,2020
243,True,2020-08-04 20:54:26+00:00,active,True,352,0,9,False,352,True,0,6,0,,,2020-08-04 21:07:00,2020
244,True,2020-08-04 18:26:56+00:00,active,True,353,0,7,True,353,True,0,8,0,,,2020-08-04 21:07:00,2020
245,True,2020-08-04 20:36:49+00:00,active,True,354,0,4,False,354,True,0,11,0,,,2020-08-04 21:07:00,2020
246,True,2020-08-04 20:05:31+00:00,active,True,355,0,8,False,355,True,0,9,0,,,2020-08-04 21:07:00,2020
247,True,2020-08-04 20:39:54+00:00,active,True,356,0,9,False,356,True,0,14,0,,,2020-08-04 21:07:00,2020
248,True,2020-08-04 20:22:27+00:00,active,True,357,0,5,False,357,True,0,10,0,,,2020-08-04 21:07:00,2020
249,True,2020-08-04 17:10:35+00:00,active,True,358,0,6,False,358,True,0,13,0,,,2020-08-04 21:07:00,2020
250,True,2020-08-04 20:51:58+00:00,active,True,359,0,11,False,359,True,0,4,0,,,2020-08-04 21:07:00,2020
251,True,2020-08-04 20:24:34+00:00,active,True,360,0,14,False,360,True,0,1,0,,,2020-08-04 21:07:00,2020
252,True,2020-08-04 20:40:47+00:00,active,True,361,0,14,False,361,True,0,5,0,,,2020-08-04 21:07:00,2020
253,True,2020-08-04 20:51:04+00:00,active,True,362,0,1,False,362,True,0,18,0,,,2020-08-04 21:07:00,2020
254,True,2020-08-04 20:43:12+00:00,active,True,363,0,7,False,363,True,0,12,0,,,2020-08-04 21:07:00,2020
255,True,2020-08-04 20:34:48+00:00,active,True,364,0,13,False,364,True,0,6,0,,,2020-08-04 21:07:00,2020
256,True,2020-08-04 20:03:27+00:00,active,True,365,1,18,False,365,True,0,0,0,,,2020-08-04 21:07:00,2020
257,True,2020-08-04 20:41:27+00:00,active,True,366,0,11,False,366,True,0,4,0,,,2020-08-04 21:07:00,2020
258,True,2020-08-04 20:06:45+00:00,active,True,367,0,11,False,367,True,0,8,0,,,2020-08-04 21:07:00,2020
259,True,2020-08-04 19:32:05+00:00,active,True,368,1,12,False,368,True,0,2,0,,,2020-08-04 21:07:00,2020
260,True,2020-08-04 20:31:53+00:00,active,True,369,0,6,False,369,True,0,9,0,,,2020-08-04 21:07:00,2020
261,True,2020-08-04 21:03:58+00:00,active,True,370,0,8,False,370,True,0,11,0,,,2020-08-04 21:07:00,2020
262,True,2020-08-04 16:52:53+00:00,active,True,371,0,6,False,371,True,0,13,0,,,2020-08-04 21:07:00,2020
263,True,2020-08-04 20:08:32+00:00,active,True,372,0,14,False,372,True,0,5,0,,,2020-08-04 21:07:00,2020
264,True,2020-08-04 18:26:55+00:00,active,True,373,0,4,False,373,True,0,11,0,,,2020-08-04 21:07:00,2020
265,True,2020-08-04 21:02:49+00:00,active,True,374,0,9,False,374,True,0,10,0,,,2020-08-04 21:07:00,2020
266,True,2020-08-04 19:07:18+00:00,active,True,376,0,15,False,376,True,0,0,0,,,2020-08-04 21:07:00,2020
267,True,2020-08-04 20:28:53+00:00,active,True,377,0,16,False,377,True,0,3,0,,,2020-08-04 21:07:00,2020
268,True,2020-08-04 20:49:04+00:00,active,True,378,0,7,False,378,True,0,12,0,,,2020-08-04 21:07:00,2020
269,True,2020-08-04 20:57:52+00:00,active,True,379,0,8,False,379,True,0,7,0,,,2020-08-04 21:07:00,2020
270,True,2020-08-04 20:30:22+00:00,active,True,380,0,9,False,380,True,0,9,0,,,2020-08-04 21:07:00,2020
271,True,2020-08-04 20:59:36+00:00,active,True,381,0,6,False,381,True,0,13,0,,,2020-08-04 21:07:00,2020
272,True,2020-08-04 20:26:38+00:00,active,True,384,0,12,True,384,True,0,7,0,,,2020-08-04 21:07:00,2020
273,True,2020-08-04 21:06:05+00:00,active,True,385,1,10,False,385,True,1,3,0,,,2020-08-04 21:07:00,2020
274,True,2020-08-04 19:39:33+00:00,active,True,386,0,11,False,386,True,0,8,0,,,2020-08-04 21:07:00,2020
275,True,2020-08-04 19:16:02+00:00,active,True,387,0,5,False,387,True,0,10,0,,,2020-08-04 21:07:00,2020
276,True,2020-08-04 11:37:15+00:00,active,True,388,0,7,False,388,True,0,4,0,,,2020-08-04 21:07:00,2020
277,True,2020-08-04 17:32:40+00:00,active,True,389,0,1,False,389,True,0,13,0,,,2020-08-04 21:07:00,2020
278,True,2020-08-04 18:26:07+00:00,active,True,390,0,2,False,390,True,0,13,0,,,2020-08-04 21:07:00,2020
279,True,2020-08-04 16:04:42+00:00,active,True,391,0,4,False,391,True,0,11,0,,,2020-08-04 21:07:00,2020
280,True,2020-08-04 19:32:18+00:00,active,True,392,0,7,False,392,True,0,8,0,,,2020-08-04 21:07:00,2020
281,True,2020-08-04 08:55:15+00:00,active,True,393,0,9,False,393,True,0,6,0,,,2020-08-04 21:07:00,2020
282,True,2020-08-04 18:37:46+00:00,active,True,394,0,13,False,394,True,0,1,0,,,2020-08-04 21:07:00,2020
283,True,2020-08-04 18:15:15+00:00,active,True,395,0,4,False,395,True,0,11,0,,,2020-08-04 21:07:00,2020
284,True,2020-08-04 08:56:09+00:00,active,True,396,0,3,False,396,True,0,12,0,,,2020-08-04 21:07:00,2020
285,True,2020-08-04 19:19:21+00:00,active,True,397,0,11,False,397,True,0,4,0,,,2020-08-04 21:07:00,2020
286,True,2020-08-04 20:55:13+00:00,active,True,398,0,12,False,398,True,0,7,0,,,2020-08-04 21:07:00,2020
287,True,2020-08-04 20:47:28+00:00,active,True,399,0,3,False,399,True,0,12,0,,,2020-08-04 21:07:00,2020
288,True,2020-08-04 21:05:20+00:00,active,True,400,1,20,False,400,True,0,6,0,,,2020-08-04 21:07:00,2020
289,True,2020-08-04 18:22:52+00:00,active,True,401,0,6,False,401,True,0,9,0,,,2020-08-04 21:07:00,2020
290,True,2020-08-04 19:54:26+00:00,active,True,402,0,14,False,402,True,0,1,0,,,2020-08-04 21:07:00,2020
291,True,2020-08-04 20:32:50+00:00,active,True,403,0,4,False,403,True,0,11,0,,,2020-08-04 21:07:00,2020
292,True,2020-08-04 21:05:13+00:00,active,True,404,0,7,False,404,True,0,9,0,,,2020-08-04 21:07:00,2020
293,True,2020-08-04 18:34:44+00:00,active,True,405,0,3,False,405,True,0,16,0,,,2020-08-04 21:07:00,2020
294,True,2020-08-04 12:43:27+00:00,active,True,406,0,2,False,406,True,0,13,0,,,2020-08-04 21:07:00,2020
295,True,2020-08-04 16:51:36+00:00,active,True,407,0,13,False,407,True,0,6,0,,,2020-08-04 21:07:00,2020
296,True,2020-08-04 20:59:18+00:00,active,True,408,0,11,False,408,True,0,4,0,,,2020-08-04 21:07:00,2020
297,True,2020-08-04 21:01:58+00:00,active,True,409,0,6,False,409,True,0,13,0,,,2020-08-04 21:07:00,2020
298,True,2020-08-04 19:17:28+00:00,active,True,410,0,4,False,410,True,0,15,0,,,2020-08-04 21:07:00,2020
299,True,2020-08-04 20:40:31+00:00,active,True,411,0,2,False,411,True,0,13,0,,,2020-08-04 21:07:00,2020
300,True,2020-08-04 20:23:42+00:00,active,True,412,0,11,False,412,True,0,8,0,,,2020-08-04 21:07:00,2020
301,True,2020-08-04 21:04:57+00:00,active,True,413,0,3,False,413,True,0,16,0,,,2020-08-04 21:07:00,2020
302,True,2020-08-04 20:44:19+00:00,active,True,414,0,22,False,414,True,0,1,0,,,2020-08-04 21:07:00,2020
303,True,2020-08-04 21:05:59+00:00,active,True,415,0,0,False,415,True,0,19,0,,,2020-08-04 21:07:00,2020
304,True,2020-08-04 20:35:04+00:00,active,True,416,1,9,False,416,True,0,5,0,,,2020-08-04 21:07:00,2020
305,True,2020-08-04 20:54:22+00:00,active,True,417,0,10,False,417,True,0,9,0,,,2020-08-04 21:07:00,2020
306,True,2020-08-04 19:25:47+00:00,active,True,419,0,5,False,419,True,0,10,0,,,2020-08-04 21:07:00,2020
307,False,1970-01-02 00:00:00+00:00,out_of_service,False,420,0,0,False,420,False,0,0,0,,,2020-08-04 21:07:00,1970
308,True,2020-08-04 12:11:15+00:00,active,True,421,1,6,False,421,True,0,12,0,,,2020-08-04 21:07:00,2020
309,True,2020-08-04 20:30:09+00:00,active,True,422,0,1,False,422,True,0,14,0,,,2020-08-04 21:07:00,2020
310,True,2020-08-04 20:20:51+00:00,active,True,423,0,10,False,423,True,0,9,0,,,2020-08-04 21:07:00,2020
311,True,2020-08-04 20:31:48+00:00,active,True,424,0,14,False,424,True,0,5,0,,,2020-08-04 21:07:00,2020
312,True,2020-08-04 10:32:00+00:00,active,True,425,0,16,False,425,True,0,0,0,,,2020-08-04 21:07:00,2020
313,True,2020-08-04 20:35:50+00:00,active,True,426,0,22,False,426,True,0,5,0,,,2020-08-04 21:07:00,2020
314,True,2020-08-04 17:25:29+00:00,active,True,427,0,17,False,427,True,0,2,0,,,2020-08-04 21:07:00,2020
315,True,2020-08-04 20:44:16+00:00,active,True,428,0,0,False,428,True,0,19,0,,,2020-08-04 21:07:00,2020
316,True,2020-08-04 14:55:40+00:00,active,True,430,0,2,False,430,True,0,17,0,,,2020-08-04 21:07:00,2020
317,True,2020-08-04 16:08:38+00:00,active,True,431,0,14,False,431,True,0,1,0,,,2020-08-04 21:07:00,2020
318,True,2020-08-04 15:44:55+00:00,active,True,432,0,12,False,432,True,0,7,0,,,2020-08-04 21:07:00,2020
319,True,2020-08-04 15:16:13+00:00,active,True,433,0,19,False,433,True,0,0,0,,,2020-08-04 21:07:00,2020
320,True,2020-08-04 15:00:23+00:00,active,True,434,0,15,False,434,True,0,4,0,,,2020-08-04 21:07:00,2020
321,True,2020-08-04 18:39:43+00:00,active,True,435,0,0,False,435,True,0,15,0,,,2020-08-04 21:07:00,2020
322,True,2020-08-04 20:48:42+00:00,active,True,436,2,10,False,436,True,0,3,0,,,2020-08-04 21:07:00,2020
323,True,2020-08-04 20:56:54+00:00,active,True,437,2,1,False,437,True,0,16,0,,,2020-08-04 21:07:00,2020
324,True,2020-08-04 20:58:38+00:00,active,True,440,0,3,False,440,True,0,14,0,,,2020-08-04 21:07:00,2020
325,True,2020-08-04 19:59:41+00:00,active,True,441,1,3,False,441,True,0,15,0,,,2020-08-04 21:07:00,2020
326,True,2020-08-04 20:57:40+00:00,active,True,442,0,10,False,442,True,0,5,0,,,2020-08-04 21:07:00,2020
327,True,2020-08-04 08:56:51+00:00,active,True,443,0,17,False,443,True,0,2,0,,,2020-08-04 21:07:00,2020
328,True,2020-08-04 20:09:07+00:00,active,True,445,0,4,False,445,True,0,15,0,,,2020-08-04 21:07:00,2020
329,True,2020-08-04 20:28:27+00:00,active,True,446,1,6,False,446,True,0,5,0,,,2020-08-04 21:07:00,2020
330,True,2020-08-04 08:59:54+00:00,active,True,447,0,19,False,447,True,0,0,0,,,2020-08-04 21:07:00,2020
331,True,2020-08-04 19:23:50+00:00,active,True,448,0,9,False,448,True,0,2,0,,,2020-08-04 21:07:00,2020
332,True,1970-01-02 00:00:00+00:00,out_of_service,False,449,0,0,False,449,True,0,0,0,,,2020-08-04 21:07:00,1970
333,True,2020-08-04 20:18:33+00:00,active,True,450,0,12,False,450,True,0,3,0,,,2020-08-04 21:07:00,2020
334,True,2020-08-04 20:46:57+00:00,active,True,451,0,12,False,451,True,0,3,0,,,2020-08-04 21:07:00,2020
335,True,2020-08-04 20:51:48+00:00,active,True,452,1,6,False,452,True,0,8,0,,,2020-08-04 21:07:00,2020
336,True,2020-08-04 20:55:50+00:00,active,True,453,0,8,False,453,True,0,7,0,,,2020-08-04 21:07:00,2020
337,True,2020-08-04 19:27:11+00:00,active,True,454,0,6,False,454,True,0,9,0,,,2020-08-04 21:07:00,2020
338,True,2020-08-04 20:37:11+00:00,active,True,455,0,2,False,455,True,0,10,0,,,2020-08-04 21:07:00,2020
