,is_returning,num_bikes_available,last_reported,num_docks_available,num_ebikes_available,num_docks_disabled,is_installed,is_renting,eightd_has_available_keys,station_status,num_bikes_disabled,legacy_id,station_id,timestamp_of_data_read_request,year_station_last_reported
225,True,14,2020-08-22 00:49:56+00:00,5,0,0,True,True,False,active,0,334,334,2020-08-22 01:33:30,2020
226,True,6,2020-08-22 01:27:16+00:00,13,0,0,True,True,False,active,0,335,335,2020-08-22 01:33:30,2020
227,True,4,2020-08-21 21:26:12+00:00,11,0,0,True,True,False,active,0,336,336,2020-08-22 01:33:30,2020
228,True,15,2020-08-22 00:22:27+00:00,0,0,0,True,True,False,active,0,337,337,2020-08-22 01:33:30,2020
229,True,7,2020-08-22 01:11:26+00:00,8,0,0,True,True,False,active,0,338,338,2020-08-22 01:33:30,2020
230,True,15,2020-08-21 23:28:46+00:00,0,0,0,True,True,False,active,0,339,339,2020-08-22 01:33:30,2020
231,True,15,2020-08-21 08:56:34+00:00,4,0,0,True,True,False,active,0,340,340,2020-08-22 01:33:30,2020
232,True,14,2020-08-22 01:31:25+00:00,1,0,0,True,True,True,active,0,341,341,2020-08-22 01:33:30,2020
233,True,9,2020-08-22 01:28:00+00:00,5,0,0,True,True,False,active,1,342,342,2020-08-22 01:33:30,2020
234,True,3,2020-08-21 08:51:37+00:00,12,0,0,True,True,False,active,0,343,343,2020-08-22 01:33:30,2020
235,True,1,2020-08-22 01:04:42+00:00,18,0,0,True,True,False,active,0,344,344,2020-08-22 01:33:30,2020
236,True,8,2020-08-22 00:02:03+00:00,10,0,0,True,True,False,active,1,345,345,2020-08-22 01:33:30,2020
237,True,2,2020-08-22 00:47:24+00:00,13,0,0,True,True,False,active,0,346,346,2020-08-22 01:33:30,2020
238,True,14,2020-08-21 18:50:00+00:00,1,0,0,True,True,False,active,0,347,347,2020-08-22 01:33:30,2020
239,True,6,2020-08-22 01:29:49+00:00,9,0,0,True,True,False,active,0,348,348,2020-08-22 01:33:30,2020
240,True,5,2020-08-22 00:40:33+00:00,12,0,0,True,True,False,active,0,349,349,2020-08-22 01:33:30,2020
241,True,12,2020-08-22 00:24:03+00:00,5,0,0,True,True,False,active,0,350,350,2020-08-22 01:33:30,2020
242,True,12,2020-08-22 01:08:40+00:00,3,0,0,True,True,False,active,0,351,351,2020-08-22 01:33:30,2020
243,True,9,2020-08-22 01:23:45+00:00,6,0,0,True,True,False,active,0,352,352,2020-08-22 01:33:30,2020
244,True,8,2020-08-21 13:30:07+00:00,7,0,0,True,True,True,active,0,353,353,2020-08-22 01:33:30,2020
245,True,6,2020-08-22 00:54:40+00:00,9,0,0,True,True,False,active,0,354,354,2020-08-22 01:33:30,2020
246,True,15,2020-08-22 00:12:22+00:00,2,0,0,True,True,False,active,0,355,355,2020-08-22 01:33:30,2020
247,True,16,2020-08-22 01:13:27+00:00,7,0,0,True,True,False,active,0,356,356,2020-08-22 01:33:30,2020
248,True,12,2020-08-22 01:11:33+00:00,3,0,0,True,True,False,active,0,357,357,2020-08-22 01:33:30,2020
249,True,11,2020-08-22 00:20:29+00:00,8,0,0,True,True,False,active,0,358,358,2020-08-22 01:33:30,2020
250,True,3,2020-08-22 01:27:36+00:00,12,0,0,True,True,False,active,0,359,359,2020-08-22 01:33:30,2020
251,True,2,2020-08-22 00:17:22+00:00,13,0,0,True,True,False,active,0,360,360,2020-08-22 01:33:30,2020
252,True,3,2020-08-22 01:32:00+00:00,16,0,0,True,True,False,active,0,361,361,2020-08-22 01:33:30,2020
253,True,7,2020-08-22 01:17:18+00:00,12,0,0,True,True,False,active,0,362,362,2020-08-22 01:33:30,2020
254,True,14,2020-08-22 01:31:49+00:00,5,0,0,True,True,False,active,0,363,363,2020-08-22 01:33:30,2020
255,True,5,2020-08-22 01:27:23+00:00,13,0,0,True,True,False,active,1,364,364,2020-08-22 01:33:30,2020
256,True,5,2020-08-22 01:05:48+00:00,14,0,0,True,True,False,active,0,365,365,2020-08-22 01:33:30,2020
257,True,0,1970-01-02 00:00:00+00:00,0,0,0,False,True,False,out_of_service,0,366,366,2020-08-22 01:33:30,1970
258,True,16,2020-08-22 01:03:01+00:00,2,0,0,True,True,False,active,1,367,367,2020-08-22 01:33:30,2020
259,True,2,2020-08-21 18:01:46+00:00,13,0,0,True,True,False,active,0,368,368,2020-08-22 01:33:30,2020
260,True,11,2020-08-22 01:20:25+00:00,4,0,0,True,True,False,active,0,369,369,2020-08-22 01:33:30,2020
261,True,7,2020-08-22 01:00:52+00:00,12,0,0,True,True,False,active,0,370,370,2020-08-22 01:33:30,2020
262,True,8,2020-08-22 00:49:24+00:00,11,0,0,True,True,False,active,0,371,371,2020-08-22 01:33:30,2020
263,True,16,2020-08-22 01:05:12+00:00,2,0,0,True,True,False,active,1,372,372,2020-08-22 01:33:30,2020
264,True,9,2020-08-22 00:09:58+00:00,6,0,0,True,True,False,active,0,373,373,2020-08-22 01:33:30,2020
265,True,14,2020-08-22 01:25:13+00:00,5,0,0,True,True,False,active,0,374,374,2020-08-22 01:33:30,2020
266,True,9,2020-08-21 23:55:51+00:00,6,0,0,True,True,True,active,0,376,376,2020-08-22 01:33:30,2020
267,True,8,2020-08-22 01:32:07+00:00,11,0,0,True,True,False,active,0,377,377,2020-08-22 01:33:30,2020
268,True,5,2020-08-22 01:22:13+00:00,14,0,0,True,True,False,active,0,378,378,2020-08-22 01:33:30,2020
269,True,15,2020-08-22 00:40:40+00:00,0,0,0,True,True,False,active,0,379,379,2020-08-22 01:33:30,2020
270,True,0,2020-08-22 01:17:40+00:00,18,0,0,True,True,False,active,0,380,380,2020-08-22 01:33:30,2020
271,True,18,2020-08-22 00:22:37+00:00,0,0,0,True,True,False,active,1,381,381,2020-08-22 01:33:30,2020
272,True,13,2020-08-22 00:38:51+00:00,6,0,0,True,True,True,active,0,384,384,2020-08-22 01:33:30,2020
273,True,2,2020-08-22 00:22:41+00:00,12,0,1,True,True,False,active,0,385,385,2020-08-22 01:33:30,2020
274,True,10,2020-08-22 01:23:02+00:00,9,0,0,True,True,False,active,0,386,386,2020-08-22 01:33:30,2020
275,True,10,2020-08-22 00:42:48+00:00,5,0,0,True,True,False,active,0,387,387,2020-08-22 01:33:30,2020
276,True,10,2020-08-21 22:02:33+00:00,1,0,0,True,True,False,active,0,388,388,2020-08-22 01:33:30,2020
277,True,6,2020-08-21 18:44:35+00:00,8,0,0,True,True,False,active,0,389,389,2020-08-22 01:33:30,2020
278,True,9,2020-08-21 17:53:00+00:00,6,0,0,True,True,False,active,0,390,390,2020-08-22 01:33:30,2020
279,True,11,2020-08-21 22:51:56+00:00,4,0,0,True,True,False,active,0,391,391,2020-08-22 01:33:30,2020
280,True,4,2020-08-21 21:41:34+00:00,11,0,0,True,True,False,active,0,392,392,2020-08-22 01:33:30,2020
281,True,9,2020-08-21 22:13:33+00:00,6,0,0,True,True,False,active,0,393,393,2020-08-22 01:33:30,2020
282,True,0,2020-08-20 09:00:38+00:00,14,0,0,True,True,False,active,0,394,394,2020-08-22 01:33:30,2020
283,True,13,2020-08-22 00:59:22+00:00,2,0,0,True,True,False,active,0,395,395,2020-08-22 01:33:30,2020
284,True,13,2020-08-21 16:20:39+00:00,2,0,0,True,True,False,active,0,396,396,2020-08-22 01:33:30,2020
285,True,10,2020-08-21 14:41:02+00:00,5,0,0,True,True,False,active,0,397,397,2020-08-22 01:33:30,2020
286,True,4,2020-08-22 00:01:44+00:00,15,0,0,True,True,False,active,0,398,398,2020-08-22 01:33:30,2020
287,True,11,2020-08-22 00:31:49+00:00,4,0,0,True,True,False,active,0,399,399,2020-08-22 01:33:30,2020
288,True,21,2020-08-22 00:32:45+00:00,6,0,0,True,True,False,active,0,400,400,2020-08-22 01:33:30,2020
289,True,10,2020-08-22 00:28:13+00:00,5,0,0,True,True,False,active,0,401,401,2020-08-22 01:33:30,2020
290,True,5,2020-08-22 00:42:59+00:00,10,0,0,True,True,False,active,0,402,402,2020-08-22 01:33:30,2020
291,True,7,2020-08-22 01:09:12+00:00,7,0,0,True,True,False,active,1,403,403,2020-08-22 01:33:30,2020
292,True,2,2020-08-22 01:32:01+00:00,14,0,0,True,True,False,active,0,404,404,2020-08-22 01:33:30,2020
293,True,18,2020-08-21 23:11:37+00:00,1,0,0,True,True,False,active,0,405,405,2020-08-22 01:33:30,2020
294,True,9,2020-08-22 01:19:52+00:00,10,0,0,True,True,False,active,0,406,406,2020-08-22 01:33:30,2020
295,True,1,2020-08-21 23:49:56+00:00,18,0,0,True,True,False,active,0,407,407,2020-08-22 01:33:30,2020
296,True,7,2020-08-22 00:33:20+00:00,8,0,0,True,True,False,active,0,408,408,2020-08-22 01:33:30,2020
297,True,8,2020-08-22 01:31:45+00:00,11,0,0,True,True,False,active,0,409,409,2020-08-22 01:33:30,2020
298,True,9,2020-08-22 00:49:22+00:00,10,0,0,True,True,False,active,0,410,410,2020-08-22 01:33:30,2020
299,True,4,2020-08-22 00:12:03+00:00,11,0,0,True,True,False,active,0,411,411,2020-08-22 01:33:30,2020
300,True,17,2020-08-22 01:30:24+00:00,2,0,0,True,True,False,active,0,412,412,2020-08-22 01:33:30,2020
301,True,16,2020-08-22 01:16:05+00:00,2,0,0,True,True,False,active,1,413,413,2020-08-22 01:33:30,2020
302,True,4,2020-08-21 22:20:59+00:00,19,0,0,True,True,False,active,0,414,414,2020-08-22 01:33:30,2020
303,True,14,2020-08-22 01:29:14+00:00,5,0,0,True,True,False,active,0,415,415,2020-08-22 01:33:30,2020
304,True,12,2020-08-22 01:14:14+00:00,2,0,0,True,True,False,active,1,416,416,2020-08-22 01:33:30,2020
305,True,12,2020-08-22 00:49:31+00:00,7,0,0,True,True,False,active,0,417,417,2020-08-22 01:33:30,2020
306,True,13,2020-08-22 00:25:53+00:00,2,0,0,True,True,False,active,0,419,419,2020-08-22 01:33:30,2020
307,False,0,1970-01-02 00:00:00+00:00,0,0,0,False,False,False,out_of_service,0,420,420,2020-08-22 01:33:30,1970
308,True,8,2020-08-21 20:02:09+00:00,11,0,0,True,True,False,active,0,421,421,2020-08-22 01:33:30,2020
309,True,5,2020-08-21 08:57:39+00:00,10,0,0,True,True,False,active,0,422,422,2020-08-22 01:33:30,2020
310,True,10,2020-08-21 22:57:05+00:00,9,0,0,True,True,False,active,0,423,423,2020-08-22 01:33:30,2020
311,True,8,2020-08-22 01:01:51+00:00,11,0,0,True,True,False,active,0,424,424,2020-08-22 01:33:30,2020
312,True,0,2020-08-21 22:36:22+00:00,16,0,0,True,True,False,active,0,425,425,2020-08-22 01:33:30,2020
313,True,14,2020-08-22 00:24:28+00:00,13,0,0,True,True,False,active,0,426,426,2020-08-22 01:33:30,2020
314,True,1,2020-08-22 00:13:48+00:00,18,0,0,True,True,False,active,0,427,427,2020-08-22 01:33:30,2020
315,True,2,2020-08-22 01:04:13+00:00,17,0,0,True,True,False,active,0,428,428,2020-08-22 01:33:30,2020
316,True,15,2020-08-20 23:16:43+00:00,4,0,0,True,True,False,active,0,430,430,2020-08-22 01:33:30,2020
317,True,1,2020-08-21 16:43:22+00:00,14,0,0,True,True,False,active,0,431,431,2020-08-22 01:33:30,2020
318,True,8,2020-08-22 00:31:25+00:00,11,0,0,True,True,False,active,0,432,432,2020-08-22 01:33:30,2020
319,True,5,2020-08-22 00:40:57+00:00,14,0,0,True,True,False,active,0,433,433,2020-08-22 01:33:30,2020
320,True,2,2020-08-22 01:09:46+00:00,17,0,0,True,True,False,active,0,434,434,2020-08-22 01:33:30,2020
321,True,8,2020-08-21 17:31:11+00:00,7,0,0,True,True,False,active,0,435,435,2020-08-22 01:33:30,2020
322,True,5,2020-08-22 01:00:24+00:00,10,0,0,True,True,False,active,0,436,436,2020-08-22 01:33:30,2020
323,True,3,2020-08-22 01:12:08+00:00,16,0,0,True,True,False,active,0,437,437,2020-08-22 01:33:30,2020
324,True,8,2020-08-22 01:03:32+00:00,9,0,0,True,True,False,active,0,440,440,2020-08-22 01:33:30,2020
325,True,16,2020-08-21 23:14:24+00:00,3,0,0,True,True,False,active,0,441,441,2020-08-22 01:33:30,2020
326,True,14,2020-08-21 22:49:06+00:00,1,0,0,True,True,False,active,0,442,442,2020-08-22 01:33:30,2020
327,True,3,2020-08-22 00:59:04+00:00,16,0,0,True,True,False,active,0,443,443,2020-08-22 01:33:30,2020
328,True,17,2020-08-22 01:22:18+00:00,2,0,0,True,True,False,active,0,445,445,2020-08-22 01:33:30,2020
329,True,0,2020-08-22 00:22:51+00:00,12,0,0,True,True,False,active,0,446,446,2020-08-22 01:33:30,2020
330,True,0,2020-08-21 23:40:27+00:00,19,0,0,True,True,False,active,0,447,447,2020-08-22 01:33:30,2020
331,True,5,2020-08-21 07:50:58+00:00,6,0,0,True,True,False,active,0,448,448,2020-08-22 01:33:30,2020
332,True,0,1970-01-02 00:00:00+00:00,0,0,0,False,True,False,out_of_service,0,449,449,2020-08-22 01:33:30,1970
333,True,3,2020-08-22 00:46:31+00:00,12,0,0,True,True,False,active,0,450,450,2020-08-22 01:33:30,2020
334,True,2,2020-08-22 00:56:43+00:00,13,0,0,True,True,False,active,0,451,451,2020-08-22 01:33:30,2020
335,True,9,2020-08-22 01:21:04+00:00,6,0,0,True,True,False,active,0,452,452,2020-08-22 01:33:30,2020
336,True,9,2020-08-22 01:33:05+00:00,4,0,0,True,True,False,active,2,453,453,2020-08-22 01:33:30,2020
337,True,4,2020-08-22 01:08:43+00:00,11,0,0,True,True,False,active,0,454,454,2020-08-22 01:33:30,2020
338,True,10,2020-08-22 01:18:24+00:00,2,0,0,True,True,False,active,0,455,455,2020-08-22 01:33:30,2020
339,True,2,2020-08-22 01:21:29+00:00,17,0,0,True,True,False,active,0,456,456,2020-08-22 01:33:30,2020
340,True,9,2020-08-21 22:39:07+00:00,2,0,0,True,True,False,active,0,457,457,2020-08-22 01:33:30,2020
341,True,8,2020-08-22 01:16:04+00:00,3,0,0,True,True,False,active,0,458,458,2020-08-22 01:33:30,2020
342,True,9,2020-08-22 01:18:09+00:00,13,0,0,True,True,False,active,1,459,459,2020-08-22 01:33:30,2020
