,station_id,num_bikes_available,num_ebikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
0,3,11,0,0,4,0,True,True,True,2020-03-27 00:43:12+00:00,True,2020-03-27 01:09:56,2020
1,4,12,0,0,7,0,True,True,True,2020-03-26 22:56:23+00:00,False,2020-03-27 01:09:56,2020
2,5,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-27 01:09:56,1970
3,6,4,0,0,11,0,True,True,True,2020-03-26 23:18:10+00:00,False,2020-03-27 01:09:56,2020
4,7,1,0,0,14,0,True,True,True,2020-03-26 19:24:39+00:00,False,2020-03-27 01:09:56,2020
5,8,12,0,0,7,0,True,True,True,2020-03-27 00:56:42+00:00,False,2020-03-27 01:09:56,2020
6,9,11,0,0,4,0,True,True,True,2020-03-26 23:37:25+00:00,False,2020-03-27 01:09:56,2020
7,10,0,0,0,11,0,True,True,True,2020-03-26 21:52:02+00:00,False,2020-03-27 01:09:56,2020
8,11,4,0,0,11,0,True,True,True,2020-03-26 23:45:04+00:00,False,2020-03-27 01:09:56,2020
9,12,7,0,0,11,0,True,True,True,2020-03-26 23:59:48+00:00,True,2020-03-27 01:09:56,2020
10,13,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-27 01:09:56,1970
11,14,12,0,1,12,0,True,True,True,2020-03-27 01:05:10+00:00,False,2020-03-27 01:09:56,2020
12,15,2,0,0,13,0,True,True,True,2020-03-27 00:24:23+00:00,False,2020-03-27 01:09:56,2020
13,16,15,0,0,4,0,True,True,True,2020-03-26 22:28:25+00:00,True,2020-03-27 01:09:56,2020
14,17,6,0,0,9,0,True,True,True,2020-03-26 23:26:39+00:00,False,2020-03-27 01:09:56,2020
15,19,2,0,1,12,0,True,True,True,2020-03-26 23:57:23+00:00,False,2020-03-27 01:09:56,2020
16,20,13,0,0,10,0,True,True,True,2020-03-26 23:53:33+00:00,True,2020-03-27 01:09:56,2020
17,21,14,0,0,4,0,True,True,True,2020-03-26 22:56:26+00:00,True,2020-03-27 01:09:56,2020
18,22,14,0,1,32,0,True,True,True,2020-03-26 22:44:41+00:00,True,2020-03-27 01:09:56,2020
19,23,8,0,0,13,0,True,True,True,2020-03-26 22:13:37+00:00,True,2020-03-27 01:09:56,2020
20,24,12,0,1,6,0,True,True,True,2020-03-26 22:17:40+00:00,False,2020-03-27 01:09:56,2020
21,25,11,0,0,4,0,True,True,True,2020-03-26 22:40:51+00:00,False,2020-03-27 01:09:56,2020
22,26,13,0,0,2,0,True,True,True,2020-03-27 00:46:02+00:00,False,2020-03-27 01:09:56,2020
23,27,10,0,0,13,0,True,True,True,2020-03-27 00:05:21+00:00,False,2020-03-27 01:09:56,2020
24,29,1,0,1,13,0,True,True,True,2020-03-26 23:51:49+00:00,False,2020-03-27 01:09:56,2020
25,30,8,0,1,6,0,True,True,True,2020-03-27 00:34:42+00:00,False,2020-03-27 01:09:56,2020
26,31,11,0,0,8,0,True,True,True,2020-03-26 21:41:48+00:00,False,2020-03-27 01:09:56,2020
