,num_docks_available,is_renting,last_reported,num_bikes_available,legacy_id,station_id,num_ebikes_available,num_docks_disabled,eightd_has_available_keys,num_bikes_disabled,is_installed,is_returning,station_status,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
232,6,True,2020-07-30 12:03:50+00:00,9,341,341,0,0,True,0,True,True,active,,,2020-07-30 17:35:50,2020
233,10,True,2020-07-30 17:22:45+00:00,4,342,342,0,0,False,1,True,True,active,,,2020-07-30 17:35:50,2020
234,10,True,2020-07-29 22:58:46+00:00,4,343,343,0,0,False,1,True,True,active,,,2020-07-30 17:35:50,2020
235,19,True,2020-07-30 17:05:19+00:00,0,344,344,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
236,18,True,2020-07-30 16:58:12+00:00,1,345,345,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
237,14,True,2020-07-30 17:30:35+00:00,1,346,346,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
238,10,True,2020-07-30 17:21:07+00:00,5,347,347,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
239,4,True,2020-07-30 17:34:40+00:00,9,348,348,0,0,False,2,True,True,active,,,2020-07-30 17:35:50,2020
240,7,True,2020-07-30 16:05:49+00:00,10,349,349,0,0,True,0,True,True,active,,,2020-07-30 17:35:50,2020
241,16,True,2020-07-30 12:54:11+00:00,1,350,350,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
242,4,True,2020-07-30 17:35:02+00:00,11,351,351,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
243,9,True,2020-07-30 17:07:12+00:00,6,352,352,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
244,3,True,2020-07-29 23:34:02+00:00,12,353,353,0,0,True,0,True,True,active,,,2020-07-30 17:35:50,2020
245,15,True,2020-07-30 17:27:10+00:00,0,354,354,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
246,6,True,2020-07-30 12:36:50+00:00,11,355,355,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
247,7,True,2020-07-30 17:13:38+00:00,16,356,356,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
248,2,True,2020-07-30 17:27:30+00:00,13,357,357,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
249,13,True,2020-07-30 16:57:28+00:00,6,358,358,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
250,12,True,2020-07-30 17:26:33+00:00,3,359,359,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
251,13,True,2020-07-30 16:30:55+00:00,2,360,360,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
252,14,True,2020-07-30 16:45:55+00:00,5,361,361,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
253,18,True,2020-07-30 16:30:11+00:00,1,362,362,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
254,6,True,2020-07-30 15:53:28+00:00,13,363,363,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
255,12,True,2020-07-30 17:06:20+00:00,6,364,364,0,0,False,1,True,True,active,,,2020-07-30 17:35:50,2020
256,17,True,2020-07-30 17:21:45+00:00,2,365,365,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
257,4,True,2020-07-30 17:32:55+00:00,11,366,366,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
258,2,True,2020-07-30 16:48:42+00:00,17,367,367,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
259,14,True,2020-07-30 17:07:43+00:00,1,368,368,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
260,6,True,2020-07-30 17:12:46+00:00,9,369,369,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
261,15,True,2020-07-30 17:15:12+00:00,3,370,370,0,0,False,1,True,True,active,,,2020-07-30 17:35:50,2020
262,11,True,2020-07-30 11:55:47+00:00,8,371,371,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
263,6,True,2020-07-30 17:31:02+00:00,13,372,372,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
264,6,True,2020-07-30 08:13:12+00:00,9,373,373,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
265,11,True,2020-07-30 17:34:22+00:00,8,374,374,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
266,3,True,2020-07-30 17:32:29+00:00,12,376,376,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
267,5,True,2020-07-30 14:56:57+00:00,14,377,377,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
268,16,True,2020-07-30 16:57:47+00:00,2,378,378,0,0,False,1,True,True,active,,,2020-07-30 17:35:50,2020
269,13,True,2020-07-30 17:32:53+00:00,2,379,379,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
270,3,True,2020-07-30 17:32:07+00:00,13,380,380,0,0,False,2,True,True,active,,,2020-07-30 17:35:50,2020
271,9,True,2020-07-30 17:32:08+00:00,10,381,381,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
272,7,True,2020-07-30 17:33:31+00:00,12,384,384,0,0,True,0,True,True,active,,,2020-07-30 17:35:50,2020
273,4,True,2020-07-30 17:29:21+00:00,10,385,385,0,1,False,0,True,True,active,,,2020-07-30 17:35:50,2020
274,10,True,2020-07-30 17:07:45+00:00,9,386,386,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
275,7,True,2020-07-30 17:17:30+00:00,8,387,387,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
276,8,True,2020-07-29 08:59:07+00:00,3,388,388,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
277,2,True,2020-07-30 16:33:56+00:00,12,389,389,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
278,2,True,2020-07-30 08:55:07+00:00,13,390,390,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
279,3,True,2020-07-30 08:01:34+00:00,12,391,391,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
280,10,True,2020-07-30 16:45:54+00:00,5,392,392,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
281,9,True,2020-07-30 08:56:58+00:00,6,393,393,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
282,14,True,2020-07-30 16:32:03+00:00,0,394,394,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
283,10,True,2020-07-30 17:29:54+00:00,5,395,395,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
284,5,True,2020-07-30 08:55:01+00:00,10,396,396,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
285,4,True,2020-07-30 10:30:46+00:00,11,397,397,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
286,16,True,2020-07-30 17:23:44+00:00,3,398,398,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
287,14,True,2020-07-30 17:23:03+00:00,1,399,399,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
288,15,True,2020-07-30 16:40:46+00:00,12,400,400,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
289,3,True,2020-07-30 17:10:12+00:00,12,401,401,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
290,13,True,2020-07-30 17:09:53+00:00,2,402,402,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
291,12,True,2020-07-30 17:05:43+00:00,3,403,403,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
292,7,True,2020-07-30 17:32:07+00:00,9,404,404,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
293,4,True,2020-07-30 08:56:05+00:00,14,405,405,0,0,False,1,True,True,active,,,2020-07-30 17:35:50,2020
294,11,True,2020-07-30 15:28:46+00:00,2,406,406,0,0,False,2,True,True,active,,,2020-07-30 17:35:50,2020
295,19,True,2020-07-30 17:32:18+00:00,0,407,407,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
296,4,True,2020-07-30 16:01:25+00:00,11,408,408,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
297,15,True,2020-07-30 17:04:19+00:00,4,409,409,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
298,5,True,2020-07-30 14:15:18+00:00,14,410,410,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
299,3,True,2020-07-30 08:36:48+00:00,12,411,411,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
300,18,True,2020-07-30 17:33:14+00:00,1,412,412,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
301,7,True,2020-07-30 17:08:15+00:00,12,413,413,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
302,19,True,2020-07-30 13:21:51+00:00,4,414,414,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
303,12,True,2020-07-30 17:27:07+00:00,6,415,415,0,0,False,1,True,True,active,,,2020-07-30 17:35:50,2020
304,8,True,2020-07-30 17:24:53+00:00,7,416,416,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
305,14,True,2020-07-30 17:00:37+00:00,5,417,417,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
306,4,True,2020-07-30 14:59:52+00:00,10,419,419,0,0,False,1,True,True,active,,,2020-07-30 17:35:50,2020
307,0,False,1970-01-02 00:00:00+00:00,0,420,420,0,0,False,0,False,False,out_of_service,,,2020-07-30 17:35:50,1970
308,9,True,2020-07-30 12:27:49+00:00,9,421,421,0,0,False,1,True,True,active,,,2020-07-30 17:35:50,2020
309,0,True,2020-07-30 01:12:02+00:00,15,422,422,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
310,9,True,2020-07-30 12:20:56+00:00,10,423,423,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
311,16,True,2020-07-30 15:16:34+00:00,3,424,424,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
312,15,True,2020-07-30 14:09:03+00:00,1,425,425,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
313,9,True,2020-07-30 17:22:30+00:00,17,426,426,0,0,False,1,True,True,active,,,2020-07-30 17:35:50,2020
314,10,True,2020-07-30 16:15:28+00:00,9,427,427,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
315,4,True,2020-07-30 16:28:50+00:00,15,428,428,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
316,4,True,2020-07-30 17:07:43+00:00,15,430,430,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
317,13,True,2020-07-30 00:37:18+00:00,1,431,431,0,0,False,1,True,True,active,,,2020-07-30 17:35:50,2020
318,13,True,2020-07-30 08:56:06+00:00,6,432,432,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
319,19,True,2020-07-30 07:26:40+00:00,0,433,433,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
320,10,True,2020-07-29 21:07:27+00:00,8,434,434,0,0,False,1,True,True,active,,,2020-07-30 17:35:50,2020
321,1,True,2020-07-30 17:28:11+00:00,12,435,435,0,0,False,2,True,True,active,,,2020-07-30 17:35:50,2020
322,14,True,2020-07-30 12:25:14+00:00,1,436,436,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
323,8,True,2020-07-30 17:25:54+00:00,10,437,437,0,0,False,1,True,True,active,,,2020-07-30 17:35:50,2020
324,13,True,2020-07-30 17:07:02+00:00,4,440,440,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
325,9,True,2020-07-30 13:00:27+00:00,10,441,441,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
326,12,True,2020-07-30 15:49:51+00:00,3,442,442,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
327,14,True,2020-07-30 17:24:27+00:00,5,443,443,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
328,6,True,2020-07-30 16:56:18+00:00,13,445,445,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
329,5,True,2020-07-30 17:10:39+00:00,7,446,446,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
330,19,True,2020-07-30 15:12:53+00:00,0,447,447,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
331,7,True,2020-07-29 14:20:33+00:00,4,448,448,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
332,0,True,1970-01-02 00:00:00+00:00,0,449,449,0,0,False,0,False,True,out_of_service,,,2020-07-30 17:35:50,1970
333,15,True,2020-07-30 16:20:07+00:00,0,450,450,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
334,15,True,2020-07-30 14:26:45+00:00,0,451,451,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
335,9,True,2020-07-30 17:26:19+00:00,6,452,452,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
336,13,True,2020-07-30 17:01:49+00:00,2,453,453,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
337,11,True,2020-07-30 16:45:08+00:00,4,454,454,0,0,False,0,True,True,active,,,2020-07-30 17:35:50,2020
