,station_id,num_bikes_disabled,eightd_has_available_keys,is_renting,station_status,legacy_id,last_reported,is_installed,num_ebikes_available,num_docks_disabled,num_docks_available,num_bikes_available,is_returning,timestamp_of_data_read_request,year_station_last_reported
229,338,0,False,True,active,338,2020-08-22 00:15:34+00:00,True,0,0,9,6,True,2020-08-22 00:22:00,2020
230,339,0,False,True,active,339,2020-08-21 23:28:46+00:00,True,0,0,0,15,True,2020-08-22 00:22:00,2020
231,340,0,False,True,active,340,2020-08-21 08:56:34+00:00,True,0,0,4,15,True,2020-08-22 00:22:00,2020
232,341,0,True,True,active,341,2020-08-21 23:45:49+00:00,True,0,0,2,13,True,2020-08-22 00:22:00,2020
233,342,1,False,True,active,342,2020-08-22 00:21:23+00:00,True,0,0,2,12,True,2020-08-22 00:22:00,2020
234,343,0,False,True,active,343,2020-08-21 08:51:37+00:00,True,0,0,12,3,True,2020-08-22 00:22:00,2020
235,344,0,False,True,active,344,2020-08-21 23:40:43+00:00,True,0,0,17,2,True,2020-08-22 00:22:00,2020
236,345,1,False,True,active,345,2020-08-22 00:02:03+00:00,True,0,0,10,8,True,2020-08-22 00:22:00,2020
237,346,0,False,True,active,346,2020-08-22 00:20:07+00:00,True,0,0,11,4,True,2020-08-22 00:22:00,2020
238,347,0,False,True,active,347,2020-08-21 18:50:00+00:00,True,0,0,1,14,True,2020-08-22 00:22:00,2020
239,348,0,False,True,active,348,2020-08-21 20:14:18+00:00,True,0,0,8,7,True,2020-08-22 00:22:00,2020
240,349,0,False,True,active,349,2020-08-22 00:17:07+00:00,True,0,0,15,2,True,2020-08-22 00:22:00,2020
241,350,0,False,True,active,350,2020-08-21 17:54:21+00:00,True,0,0,5,12,True,2020-08-22 00:22:00,2020
242,351,0,False,True,active,351,2020-08-22 00:18:25+00:00,True,0,0,5,10,True,2020-08-22 00:22:00,2020
243,352,0,False,True,active,352,2020-08-22 00:11:32+00:00,True,0,0,6,9,True,2020-08-22 00:22:00,2020
244,353,0,True,True,active,353,2020-08-21 13:30:07+00:00,True,0,0,7,8,True,2020-08-22 00:22:00,2020
245,354,0,False,True,active,354,2020-08-21 23:44:04+00:00,True,0,0,9,6,True,2020-08-22 00:22:00,2020
246,355,0,False,True,active,355,2020-08-22 00:12:22+00:00,True,0,0,2,15,True,2020-08-22 00:22:00,2020
247,356,0,False,True,active,356,2020-08-22 00:13:48+00:00,True,0,0,13,10,True,2020-08-22 00:22:00,2020
248,357,0,False,True,active,357,2020-08-21 23:49:32+00:00,True,0,0,2,13,True,2020-08-22 00:22:00,2020
249,358,0,False,True,active,358,2020-08-22 00:20:29+00:00,True,0,0,8,11,True,2020-08-22 00:22:00,2020
250,359,0,False,True,active,359,2020-08-22 00:13:44+00:00,True,0,0,13,2,True,2020-08-22 00:22:00,2020
251,360,0,False,True,active,360,2020-08-22 00:17:22+00:00,True,0,0,13,2,True,2020-08-22 00:22:00,2020
252,361,0,False,True,active,361,2020-08-22 00:07:31+00:00,True,0,0,19,0,True,2020-08-22 00:22:00,2020
253,362,0,False,True,active,362,2020-08-22 00:14:09+00:00,True,0,0,10,9,True,2020-08-22 00:22:00,2020
254,363,0,False,True,active,363,2020-08-22 00:17:47+00:00,True,0,0,6,13,True,2020-08-22 00:22:00,2020
255,364,1,False,True,active,364,2020-08-22 00:21:40+00:00,True,0,0,15,3,True,2020-08-22 00:22:00,2020
256,365,0,False,True,active,365,2020-08-21 22:36:31+00:00,True,0,0,12,7,True,2020-08-22 00:22:00,2020
257,366,0,False,True,out_of_service,366,1970-01-02 00:00:00+00:00,False,0,0,0,0,True,2020-08-22 00:22:00,1970
258,367,1,False,True,active,367,2020-08-22 00:15:32+00:00,True,0,0,1,17,True,2020-08-22 00:22:00,2020
259,368,0,False,True,active,368,2020-08-21 18:01:46+00:00,True,0,0,13,2,True,2020-08-22 00:22:00,2020
260,369,0,False,True,active,369,2020-08-22 00:07:01+00:00,True,0,0,2,13,True,2020-08-22 00:22:00,2020
261,370,0,False,True,active,370,2020-08-22 00:20:29+00:00,True,0,0,12,7,True,2020-08-22 00:22:00,2020
262,371,0,False,True,active,371,2020-08-22 00:20:08+00:00,True,0,0,12,7,True,2020-08-22 00:22:00,2020
263,372,1,False,True,active,372,2020-08-22 00:17:50+00:00,True,0,0,7,11,True,2020-08-22 00:22:00,2020
264,373,0,False,True,active,373,2020-08-22 00:09:58+00:00,True,0,0,6,9,True,2020-08-22 00:22:00,2020
265,374,0,False,True,active,374,2020-08-22 00:20:38+00:00,True,0,0,6,13,True,2020-08-22 00:22:00,2020
266,376,0,True,True,active,376,2020-08-21 23:55:51+00:00,True,0,0,6,9,True,2020-08-22 00:22:00,2020
267,377,0,False,True,active,377,2020-08-21 22:42:39+00:00,True,0,0,13,6,True,2020-08-22 00:22:00,2020
268,378,1,False,True,active,378,2020-08-22 00:19:58+00:00,True,0,0,11,7,True,2020-08-22 00:22:00,2020
269,379,0,False,True,active,379,2020-08-22 00:12:48+00:00,True,0,0,2,13,True,2020-08-22 00:22:00,2020
270,380,0,False,True,active,380,2020-08-22 00:20:42+00:00,True,0,0,15,3,True,2020-08-22 00:22:00,2020
271,381,1,False,True,active,381,2020-08-22 00:02:27+00:00,True,0,0,2,16,True,2020-08-22 00:22:00,2020
272,384,0,True,True,active,384,2020-08-22 00:08:15+00:00,True,0,0,5,14,True,2020-08-22 00:22:00,2020
273,385,0,False,True,active,385,2020-08-21 22:05:59+00:00,True,0,1,14,0,True,2020-08-22 00:22:00,2020
274,386,0,False,True,active,386,2020-08-22 00:19:11+00:00,True,0,0,13,6,True,2020-08-22 00:22:00,2020
275,387,0,False,True,active,387,2020-08-21 23:59:47+00:00,True,0,0,7,8,True,2020-08-22 00:22:00,2020
276,388,0,False,True,active,388,2020-08-21 22:02:33+00:00,True,0,0,1,10,True,2020-08-22 00:22:00,2020
277,389,0,False,True,active,389,2020-08-21 18:44:35+00:00,True,0,0,8,6,True,2020-08-22 00:22:00,2020
278,390,0,False,True,active,390,2020-08-21 17:53:00+00:00,True,0,0,6,9,True,2020-08-22 00:22:00,2020
279,391,0,False,True,active,391,2020-08-21 22:51:56+00:00,True,0,0,4,11,True,2020-08-22 00:22:00,2020
280,392,0,False,True,active,392,2020-08-21 21:41:34+00:00,True,0,0,11,4,True,2020-08-22 00:22:00,2020
281,393,0,False,True,active,393,2020-08-21 22:13:33+00:00,True,0,0,6,9,True,2020-08-22 00:22:00,2020
282,394,0,False,True,active,394,2020-08-20 09:00:38+00:00,True,0,0,14,0,True,2020-08-22 00:22:00,2020
283,395,0,False,True,active,395,2020-08-21 23:42:33+00:00,True,0,0,3,12,True,2020-08-22 00:22:00,2020
284,396,0,False,True,active,396,2020-08-21 16:20:39+00:00,True,0,0,2,13,True,2020-08-22 00:22:00,2020
285,397,0,False,True,active,397,2020-08-21 14:41:02+00:00,True,0,0,5,10,True,2020-08-22 00:22:00,2020
286,398,0,False,True,active,398,2020-08-22 00:01:44+00:00,True,0,0,15,4,True,2020-08-22 00:22:00,2020
287,399,0,False,True,active,399,2020-08-21 23:32:27+00:00,True,0,0,3,12,True,2020-08-22 00:22:00,2020
288,400,0,False,True,active,400,2020-08-21 23:30:04+00:00,True,0,0,5,22,True,2020-08-22 00:22:00,2020
289,401,0,False,True,active,401,2020-08-21 23:50:43+00:00,True,0,0,3,12,True,2020-08-22 00:22:00,2020
290,402,1,False,True,active,402,2020-08-21 23:31:53+00:00,True,0,0,10,4,True,2020-08-22 00:22:00,2020
291,403,1,False,True,active,403,2020-08-22 00:21:10+00:00,True,0,0,12,2,True,2020-08-22 00:22:00,2020
292,404,0,False,True,active,404,2020-08-22 00:18:28+00:00,True,0,0,6,10,True,2020-08-22 00:22:00,2020
293,405,0,False,True,active,405,2020-08-21 23:11:37+00:00,True,0,0,1,18,True,2020-08-22 00:22:00,2020
294,406,0,False,True,active,406,2020-08-21 23:08:38+00:00,True,0,0,12,7,True,2020-08-22 00:22:00,2020
295,407,0,False,True,active,407,2020-08-21 23:49:56+00:00,True,0,0,18,1,True,2020-08-22 00:22:00,2020
296,408,0,False,True,active,408,2020-08-22 00:20:55+00:00,True,0,0,7,8,True,2020-08-22 00:22:00,2020
297,409,0,False,True,active,409,2020-08-22 00:19:16+00:00,True,0,0,17,2,True,2020-08-22 00:22:00,2020
298,410,0,False,True,active,410,2020-08-22 00:07:11+00:00,True,0,0,11,8,True,2020-08-22 00:22:00,2020
299,411,0,False,True,active,411,2020-08-22 00:12:03+00:00,True,0,0,11,4,True,2020-08-22 00:22:00,2020
300,412,0,False,True,active,412,2020-08-22 00:18:23+00:00,True,0,0,4,15,True,2020-08-22 00:22:00,2020
301,413,1,False,True,active,413,2020-08-22 00:09:25+00:00,True,0,0,0,18,True,2020-08-22 00:22:00,2020
302,414,0,False,True,active,414,2020-08-21 22:20:59+00:00,True,0,0,19,4,True,2020-08-22 00:22:00,2020
303,415,0,False,True,active,415,2020-08-22 00:02:40+00:00,True,0,0,2,17,True,2020-08-22 00:22:00,2020
304,416,1,False,True,active,416,2020-08-22 00:08:19+00:00,True,0,0,6,8,True,2020-08-22 00:22:00,2020
305,417,0,False,True,active,417,2020-08-22 00:15:02+00:00,True,0,0,9,10,True,2020-08-22 00:22:00,2020
306,419,0,False,True,active,419,2020-08-22 00:11:47+00:00,True,0,0,0,15,True,2020-08-22 00:22:00,2020
307,420,0,False,False,out_of_service,420,1970-01-02 00:00:00+00:00,False,0,0,0,0,False,2020-08-22 00:22:00,1970
308,421,0,False,True,active,421,2020-08-21 20:02:09+00:00,True,0,0,11,8,True,2020-08-22 00:22:00,2020
309,422,0,False,True,active,422,2020-08-21 08:57:39+00:00,True,0,0,10,5,True,2020-08-22 00:22:00,2020
310,423,0,False,True,active,423,2020-08-21 22:57:05+00:00,True,0,0,9,10,True,2020-08-22 00:22:00,2020
311,424,0,False,True,active,424,2020-08-22 00:13:03+00:00,True,0,0,13,6,True,2020-08-22 00:22:00,2020
312,425,0,False,True,active,425,2020-08-21 22:36:22+00:00,True,0,0,16,0,True,2020-08-22 00:22:00,2020
313,426,0,False,True,active,426,2020-08-22 00:00:43+00:00,True,0,0,12,15,True,2020-08-22 00:22:00,2020
314,427,0,False,True,active,427,2020-08-22 00:13:48+00:00,True,0,0,18,1,True,2020-08-22 00:22:00,2020
315,428,0,False,True,active,428,2020-08-22 00:05:50+00:00,True,0,0,18,1,True,2020-08-22 00:22:00,2020
316,430,0,False,True,active,430,2020-08-20 23:16:43+00:00,True,0,0,4,15,True,2020-08-22 00:22:00,2020
317,431,0,False,True,active,431,2020-08-21 16:43:22+00:00,True,0,0,14,1,True,2020-08-22 00:22:00,2020
318,432,0,False,True,active,432,2020-08-21 22:04:36+00:00,True,0,0,11,8,True,2020-08-22 00:22:00,2020
319,433,0,False,True,active,433,2020-08-21 17:40:20+00:00,True,0,0,14,5,True,2020-08-22 00:22:00,2020
320,434,0,False,True,active,434,2020-08-21 22:31:53+00:00,True,0,0,17,2,True,2020-08-22 00:22:00,2020
321,435,0,False,True,active,435,2020-08-21 17:31:11+00:00,True,0,0,7,8,True,2020-08-22 00:22:00,2020
322,436,0,False,True,active,436,2020-08-22 00:06:38+00:00,True,0,0,13,2,True,2020-08-22 00:22:00,2020
323,437,0,False,True,active,437,2020-08-22 00:20:24+00:00,True,0,0,17,2,True,2020-08-22 00:22:00,2020
324,440,0,False,True,active,440,2020-08-21 22:55:57+00:00,True,0,0,8,9,True,2020-08-22 00:22:00,2020
325,441,0,False,True,active,441,2020-08-21 23:14:24+00:00,True,0,0,3,16,True,2020-08-22 00:22:00,2020
326,442,0,False,True,active,442,2020-08-21 22:49:06+00:00,True,0,0,1,14,True,2020-08-22 00:22:00,2020
327,443,0,False,True,active,443,2020-08-21 22:22:02+00:00,True,0,0,17,2,True,2020-08-22 00:22:00,2020
328,445,0,False,True,active,445,2020-08-21 23:59:21+00:00,True,0,0,2,17,True,2020-08-22 00:22:00,2020
329,446,0,False,True,active,446,2020-08-22 00:20:16+00:00,True,0,0,11,1,True,2020-08-22 00:22:00,2020
330,447,0,False,True,active,447,2020-08-21 23:40:27+00:00,True,0,0,19,0,True,2020-08-22 00:22:00,2020
331,448,0,False,True,active,448,2020-08-21 07:50:58+00:00,True,0,0,6,5,True,2020-08-22 00:22:00,2020
332,449,0,False,True,out_of_service,449,1970-01-02 00:00:00+00:00,False,0,0,0,0,True,2020-08-22 00:22:00,1970
333,450,0,False,True,active,450,2020-08-21 23:51:48+00:00,True,0,0,14,1,True,2020-08-22 00:22:00,2020
334,451,0,False,True,active,451,2020-08-21 23:51:32+00:00,True,0,0,14,1,True,2020-08-22 00:22:00,2020
335,452,0,False,True,active,452,2020-08-22 00:17:11+00:00,True,0,0,7,8,True,2020-08-22 00:22:00,2020
336,453,2,False,True,active,453,2020-08-21 23:47:29+00:00,True,0,0,4,9,True,2020-08-22 00:22:00,2020
337,454,0,False,True,active,454,2020-08-22 00:06:38+00:00,True,0,0,11,4,True,2020-08-22 00:22:00,2020
338,455,0,False,True,active,455,2020-08-22 00:08:29+00:00,True,0,0,3,9,True,2020-08-22 00:22:00,2020
339,456,0,False,True,active,456,2020-08-22 00:03:29+00:00,True,0,0,15,4,True,2020-08-22 00:22:00,2020
340,457,0,False,True,active,457,2020-08-21 22:39:07+00:00,True,0,0,2,9,True,2020-08-22 00:22:00,2020
341,458,0,False,True,active,458,2020-08-22 00:01:37+00:00,True,0,0,2,9,True,2020-08-22 00:22:00,2020
342,459,1,False,True,active,459,2020-08-22 00:17:02+00:00,True,0,0,12,10,True,2020-08-22 00:22:00,2020
