,num_docks_disabled,num_ebikes_available,is_renting,eightd_has_available_keys,station_id,num_bikes_available,num_docks_available,is_installed,legacy_id,last_reported,num_bikes_disabled,station_status,is_returning,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,0,0,True,False,3,11,4,True,3,2020-08-06 16:02:04+00:00,0,active,True,,,2020-08-06 16:05:05,2020
1,0,0,True,False,4,18,1,True,4,2020-08-06 15:48:20+00:00,0,active,True,,,2020-08-06 16:05:05,2020
2,0,0,True,False,5,5,9,True,5,2020-08-06 15:54:17+00:00,1,active,True,,,2020-08-06 16:05:05,2020
3,0,0,True,False,6,9,4,True,6,2020-08-06 16:01:21+00:00,2,active,True,,,2020-08-06 16:05:05,2020
4,0,0,True,False,7,5,10,True,7,2020-08-06 15:48:24+00:00,0,active,True,,,2020-08-06 16:05:05,2020
5,0,0,True,False,8,4,14,True,8,2020-08-06 15:41:27+00:00,1,active,True,,,2020-08-06 16:05:05,2020
6,0,0,True,False,9,12,3,True,9,2020-08-06 15:51:42+00:00,0,active,True,,,2020-08-06 16:05:05,2020
7,0,0,True,False,10,7,4,True,10,2020-08-06 15:42:45+00:00,0,active,True,,,2020-08-06 16:05:05,2020
8,0,0,True,False,11,14,0,True,11,2020-08-06 15:45:16+00:00,1,active,True,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_capacity': 50, 'region': 'BOS', 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'active': True, 'dock_blocked_count': 0, 'off_dock_count': 46, 'valet_revision': 79}",2020-08-06 16:05:05,2020
9,0,0,True,True,12,18,0,True,12,2020-08-06 15:49:45+00:00,0,active,True,,,2020-08-06 16:05:05,2020
10,0,0,True,False,13,18,1,True,13,2020-08-06 15:52:04+00:00,0,active,True,,,2020-08-06 16:05:05,2020
11,0,0,True,False,14,23,0,True,14,2020-08-06 15:42:47+00:00,2,active,True,,,2020-08-06 16:05:05,2020
12,0,0,True,False,15,6,9,True,15,2020-08-06 15:23:43+00:00,0,active,True,,,2020-08-06 16:05:05,2020
13,0,0,True,True,16,0,19,True,16,2020-08-06 15:39:53+00:00,0,active,True,,,2020-08-06 16:05:05,2020
14,0,0,True,False,17,1,14,True,17,2020-08-06 15:12:28+00:00,0,active,True,,,2020-08-06 16:05:05,2020
15,0,0,True,False,19,2,12,True,19,2020-08-06 16:02:52+00:00,1,active,True,,,2020-08-06 16:05:05,2020
16,0,0,True,True,20,3,20,True,20,2020-08-06 16:04:12+00:00,0,active,True,,,2020-08-06 16:05:05,2020
17,0,0,True,True,21,4,14,True,21,2020-08-06 16:00:45+00:00,0,active,True,,,2020-08-06 16:05:05,2020
18,0,0,True,True,22,20,27,True,22,2020-08-06 16:00:02+00:00,0,active,True,,,2020-08-06 16:05:05,2020
19,0,0,True,True,23,15,6,True,23,2020-08-06 16:02:39+00:00,0,active,True,,,2020-08-06 16:05:05,2020
20,0,0,True,False,24,16,3,True,24,2020-08-06 15:39:57+00:00,0,active,True,,,2020-08-06 16:05:05,2020
21,0,0,True,False,25,6,8,True,25,2020-08-06 15:44:40+00:00,1,active,True,,,2020-08-06 16:05:05,2020
22,0,0,True,False,26,0,14,True,26,2020-08-06 15:25:33+00:00,1,active,True,,,2020-08-06 16:05:05,2020
23,0,0,True,False,27,11,10,True,27,2020-08-06 15:55:32+00:00,2,active,True,,,2020-08-06 16:05:05,2020
24,0,0,True,False,29,7,7,True,29,2020-08-06 15:19:52+00:00,1,active,True,,,2020-08-06 16:05:05,2020
