,is_renting,legacy_id,num_docks_available,eightd_has_available_keys,num_bikes_available,is_returning,station_id,num_bikes_disabled,is_installed,num_docks_disabled,num_ebikes_available,station_status,last_reported,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,True,3,10,False,5,True,3,0,True,0,0,active,2020-08-18 22:11:17+00:00,,,2020-08-18 22:18:25,2020
1,True,4,11,False,8,True,4,0,True,0,0,active,2020-08-18 22:05:26+00:00,,,2020-08-18 22:18:25,2020
2,True,5,9,False,5,True,5,1,True,0,0,active,2020-08-18 22:16:09+00:00,,,2020-08-18 22:18:25,2020
3,True,6,13,False,1,True,6,1,True,0,0,active,2020-08-18 22:18:06+00:00,,,2020-08-18 22:18:25,2020
4,True,7,9,False,5,True,7,1,True,0,0,active,2020-08-18 22:15:30+00:00,,,2020-08-18 22:18:25,2020
5,True,8,15,False,0,True,8,4,True,0,0,active,2020-08-18 22:16:42+00:00,,,2020-08-18 22:18:25,2020
6,True,9,12,False,2,True,9,1,True,0,0,active,2020-08-18 22:16:14+00:00,,,2020-08-18 22:18:25,2020
7,True,10,8,False,3,True,10,0,True,0,0,active,2020-08-18 22:15:23+00:00,,,2020-08-18 22:18:25,2020
8,True,11,8,False,7,True,11,0,True,0,0,active,2020-08-18 22:12:56+00:00,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'region': 'BOS', 'active': True, 'valet_revision': 92, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 50, 'dock_blocked_count': 0, 'off_dock_count': 8}",2020-08-18 22:18:25,2020
9,True,12,13,False,5,True,12,0,True,0,0,active,2020-08-18 21:45:04+00:00,,,2020-08-18 22:18:25,2020
10,True,13,18,False,0,True,13,1,True,0,0,active,2020-08-18 22:14:50+00:00,,,2020-08-18 22:18:25,2020
11,True,14,24,False,0,True,14,1,True,0,0,active,2020-08-18 22:15:22+00:00,,,2020-08-18 22:18:25,2020
12,True,15,0,False,14,True,15,1,True,0,0,active,2020-08-18 22:16:15+00:00,,,2020-08-18 22:18:25,2020
13,True,16,7,True,11,True,16,1,True,0,0,active,2020-08-18 22:16:34+00:00,,,2020-08-18 22:18:25,2020
14,True,17,10,False,4,True,17,1,True,0,0,active,2020-08-18 22:04:38+00:00,,,2020-08-18 22:18:25,2020
15,True,19,9,False,6,True,19,0,True,0,0,active,2020-08-18 22:14:38+00:00,,,2020-08-18 22:18:25,2020
16,True,20,12,True,11,True,20,0,True,0,0,active,2020-08-18 22:18:17+00:00,,,2020-08-18 22:18:25,2020
17,True,21,9,True,9,True,21,0,True,0,0,active,2020-08-18 22:10:23+00:00,,,2020-08-18 22:18:25,2020
18,True,22,34,True,12,True,22,1,True,0,0,active,2020-08-18 22:13:26+00:00,,,2020-08-18 22:18:25,2020
19,True,23,19,False,2,True,23,0,True,0,0,active,2020-08-18 22:16:20+00:00,,,2020-08-18 22:18:25,2020
20,True,24,3,False,15,True,24,1,True,0,0,active,2020-08-18 22:17:39+00:00,,,2020-08-18 22:18:25,2020
21,True,25,4,False,11,True,25,0,True,0,0,active,2020-08-18 22:17:19+00:00,,,2020-08-18 22:18:25,2020
22,True,26,4,False,11,True,26,0,True,0,0,active,2020-08-18 22:17:07+00:00,,,2020-08-18 22:18:25,2020
23,True,27,7,False,16,True,27,0,True,0,0,active,2020-08-18 22:17:55+00:00,,,2020-08-18 22:18:25,2020
24,True,29,7,False,7,True,29,1,True,0,0,active,2020-08-18 21:16:36+00:00,,,2020-08-18 22:18:25,2020
25,True,30,14,False,1,True,30,0,True,0,0,active,2020-08-18 22:18:19+00:00,,,2020-08-18 22:18:25,2020
26,True,31,16,True,3,True,31,0,True,0,0,active,2020-08-18 22:06:17+00:00,,,2020-08-18 22:18:25,2020
27,True,32,6,False,7,True,32,2,True,0,0,active,2020-08-18 22:15:41+00:00,,,2020-08-18 22:18:25,2020
28,True,33,7,False,20,True,33,0,True,0,0,active,2020-08-18 22:10:58+00:00,,,2020-08-18 22:18:25,2020
29,True,35,18,False,5,True,35,0,True,0,0,active,2020-08-18 22:13:27+00:00,,,2020-08-18 22:18:25,2020
30,True,36,17,True,16,True,36,0,True,0,0,active,2020-08-18 22:14:59+00:00,,,2020-08-18 22:18:25,2020
31,True,37,1,True,14,True,37,0,True,0,0,active,2020-08-18 22:04:21+00:00,,,2020-08-18 22:18:25,2020
32,True,39,23,False,0,True,39,0,True,0,0,active,2020-08-18 22:07:29+00:00,,,2020-08-18 22:18:25,2020
33,True,40,11,False,7,True,40,1,True,0,0,active,2020-08-18 22:15:09+00:00,,,2020-08-18 22:18:25,2020
34,True,41,10,True,16,True,41,1,True,0,0,active,2020-08-18 22:17:45+00:00,,,2020-08-18 22:18:25,2020
35,True,42,12,False,10,True,42,1,True,0,0,active,2020-08-18 22:16:05+00:00,,,2020-08-18 22:18:25,2020
36,True,43,14,True,1,True,43,0,True,0,0,active,2020-08-18 21:59:47+00:00,,,2020-08-18 22:18:25,2020
37,True,44,10,False,13,True,44,0,True,0,0,active,2020-08-18 21:52:41+00:00,,,2020-08-18 22:18:25,2020
38,True,46,16,False,3,True,46,0,True,0,0,active,2020-08-18 22:15:29+00:00,,,2020-08-18 22:18:25,2020
39,True,47,11,True,8,True,47,0,True,0,0,active,2020-08-18 22:17:46+00:00,,,2020-08-18 22:18:25,2020
40,True,48,8,False,11,True,48,0,True,0,0,active,2020-08-18 22:06:07+00:00,,,2020-08-18 22:18:25,2020
41,True,49,7,False,11,True,49,0,True,0,0,active,2020-08-18 22:17:56+00:00,,,2020-08-18 22:18:25,2020
42,True,50,4,True,11,True,50,0,True,0,0,active,2020-08-18 22:11:06+00:00,,,2020-08-18 22:18:25,2020
43,True,51,15,False,0,True,51,0,True,0,0,active,2020-08-18 22:00:01+00:00,,,2020-08-18 22:18:25,2020
44,True,52,1,True,20,True,52,2,True,0,0,active,2020-08-18 22:16:10+00:00,,,2020-08-18 22:18:25,2020
45,True,53,11,False,5,True,53,3,True,0,0,active,2020-08-18 22:16:32+00:00,,,2020-08-18 22:18:25,2020
46,True,54,2,False,13,True,54,0,True,0,0,active,2020-08-18 22:17:49+00:00,,,2020-08-18 22:18:25,2020
47,True,55,13,False,2,True,55,0,True,0,0,active,2020-08-18 22:11:38+00:00,,,2020-08-18 22:18:25,2020
48,True,56,10,False,7,True,56,1,True,0,0,active,2020-08-18 21:36:55+00:00,,,2020-08-18 22:18:25,2020
49,True,57,11,True,3,True,57,0,True,0,0,active,2020-08-18 22:16:44+00:00,,,2020-08-18 22:18:25,2020
50,True,58,10,True,7,True,58,2,True,0,0,active,2020-08-18 22:14:08+00:00,,,2020-08-18 22:18:25,2020
51,True,59,17,True,2,True,59,0,True,0,0,active,2020-08-18 22:02:31+00:00,,,2020-08-18 22:18:25,2020
52,True,60,11,False,8,True,60,0,True,0,0,active,2020-08-18 22:18:13+00:00,,,2020-08-18 22:18:25,2020
53,True,61,14,False,5,True,61,0,True,0,0,active,2020-08-18 22:14:14+00:00,,,2020-08-18 22:18:25,2020
54,True,63,2,False,13,True,63,0,True,0,0,active,2020-08-18 22:15:47+00:00,,,2020-08-18 22:18:25,2020
55,True,64,12,False,7,True,64,0,True,0,0,active,2020-08-18 22:13:37+00:00,,,2020-08-18 22:18:25,2020
56,True,65,23,False,0,True,65,0,True,0,0,active,2020-08-18 22:07:36+00:00,,,2020-08-18 22:18:25,2020
