,num_docks_available,num_bikes_available,eightd_has_available_keys,num_ebikes_available,is_installed,is_renting,legacy_id,num_docks_disabled,is_returning,last_reported,num_bikes_disabled,station_status,station_id,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
14,9,6,False,0,True,True,17,0,True,2020-07-31 21:55:56+00:00,0,active,17,,,2020-07-31 22:00:35,2020
15,12,3,False,0,True,True,19,0,True,2020-07-31 21:56:05+00:00,0,active,19,,,2020-07-31 22:00:35,2020
16,12,11,True,0,True,True,20,0,True,2020-07-31 21:58:32+00:00,0,active,20,,,2020-07-31 22:00:35,2020
17,14,4,True,0,True,True,21,0,True,2020-07-31 21:50:00+00:00,0,active,21,,,2020-07-31 22:00:35,2020
18,30,15,True,0,True,True,22,0,True,2020-07-31 21:59:53+00:00,2,active,22,,,2020-07-31 22:00:35,2020
19,9,12,True,0,True,True,23,0,True,2020-07-31 21:56:17+00:00,0,active,23,,,2020-07-31 22:00:35,2020
20,8,11,False,0,True,True,24,0,True,2020-07-31 21:50:33+00:00,0,active,24,,,2020-07-31 22:00:35,2020
21,3,10,False,0,True,True,25,0,True,2020-07-31 21:51:34+00:00,2,active,25,,,2020-07-31 22:00:35,2020
22,5,9,False,0,True,True,26,0,True,2020-07-31 22:00:20+00:00,1,active,26,,,2020-07-31 22:00:35,2020
23,17,4,False,0,True,True,27,0,True,2020-07-31 21:48:25+00:00,2,active,27,,,2020-07-31 22:00:35,2020
24,7,8,False,0,True,True,29,0,True,2020-07-31 16:37:02+00:00,0,active,29,,,2020-07-31 22:00:35,2020
25,14,0,False,0,True,True,30,0,True,2020-07-31 21:44:02+00:00,1,active,30,,,2020-07-31 22:00:35,2020
26,2,17,True,0,True,True,31,0,True,2020-07-31 21:45:21+00:00,0,active,31,,,2020-07-31 22:00:35,2020
27,1,11,False,0,True,True,32,0,True,2020-07-31 21:59:38+00:00,3,active,32,,,2020-07-31 22:00:35,2020
28,0,27,False,0,True,True,33,0,True,2020-07-31 21:36:35+00:00,0,active,33,,,2020-07-31 22:00:35,2020
29,12,9,False,0,True,True,35,0,True,2020-07-31 21:58:41+00:00,2,active,35,,,2020-07-31 22:00:35,2020
30,18,15,True,0,True,True,36,0,True,2020-07-31 22:00:19+00:00,0,active,36,,,2020-07-31 22:00:35,2020
31,15,0,True,0,True,True,37,0,True,2020-07-31 17:59:24+00:00,0,active,37,,,2020-07-31 22:00:35,2020
32,21,2,False,0,True,True,39,0,True,2020-07-31 21:30:14+00:00,0,active,39,,,2020-07-31 22:00:35,2020
33,19,0,False,0,True,True,40,0,True,2020-07-31 21:56:39+00:00,0,active,40,,,2020-07-31 22:00:35,2020
34,21,4,True,0,True,True,41,0,True,2020-07-31 21:53:11+00:00,2,active,41,,,2020-07-31 22:00:35,2020
35,1,19,False,0,True,True,42,0,True,2020-07-31 21:52:59+00:00,3,active,42,,,2020-07-31 22:00:35,2020
36,10,5,True,0,True,True,43,0,True,2020-07-31 21:59:50+00:00,0,active,43,,,2020-07-31 22:00:35,2020
37,17,6,False,0,True,True,44,0,True,2020-07-31 21:59:19+00:00,0,active,44,,,2020-07-31 22:00:35,2020
38,10,9,False,0,True,True,46,0,True,2020-07-31 22:00:00+00:00,0,active,46,,,2020-07-31 22:00:35,2020
39,9,10,True,0,True,True,47,0,True,2020-07-31 21:56:12+00:00,0,active,47,,,2020-07-31 22:00:35,2020
40,14,5,False,0,True,True,48,0,True,2020-07-31 21:59:40+00:00,0,active,48,,,2020-07-31 22:00:35,2020
41,15,3,False,0,True,True,49,0,True,2020-07-31 21:47:13+00:00,0,active,49,,,2020-07-31 22:00:35,2020
42,11,4,True,0,True,True,50,0,True,2020-07-31 21:48:35+00:00,0,active,50,,,2020-07-31 22:00:35,2020
43,8,6,False,0,True,True,51,0,True,2020-07-31 21:09:44+00:00,1,active,51,,,2020-07-31 22:00:35,2020
44,1,21,True,0,True,True,52,0,True,2020-07-31 22:00:24+00:00,1,active,52,,,2020-07-31 22:00:35,2020
45,11,7,False,0,True,True,53,0,True,2020-07-31 21:50:16+00:00,1,active,53,,,2020-07-31 22:00:35,2020
46,7,8,False,0,True,True,54,0,True,2020-07-31 21:56:41+00:00,0,active,54,,,2020-07-31 22:00:35,2020
47,12,3,False,0,True,True,55,0,True,2020-07-31 21:58:34+00:00,0,active,55,,,2020-07-31 22:00:35,2020
48,11,7,True,0,True,True,56,0,True,2020-07-31 21:57:43+00:00,0,active,56,,,2020-07-31 22:00:35,2020
49,12,2,True,0,True,True,57,0,True,2020-07-31 21:45:32+00:00,0,active,57,,,2020-07-31 22:00:35,2020
50,11,8,True,0,True,True,58,0,True,2020-07-31 21:49:10+00:00,0,active,58,,,2020-07-31 22:00:35,2020
51,16,3,False,0,True,True,59,0,True,2020-07-31 21:50:33+00:00,0,active,59,,,2020-07-31 22:00:35,2020
52,3,16,False,0,True,True,60,0,True,2020-07-31 22:00:06+00:00,0,active,60,"{'active': True, 'off_dock_capacity': 40, 'off_dock_count': 2, 'dock_blocked_count': 0, 'valet_revision': 63, 'region': 'BOS', 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}",[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],2020-07-31 22:00:35,2020
53,3,16,False,0,True,True,61,0,True,2020-07-31 21:58:12+00:00,0,active,61,,,2020-07-31 22:00:35,2020
54,9,6,False,0,True,True,63,0,True,2020-07-31 21:43:10+00:00,0,active,63,,,2020-07-31 22:00:35,2020
55,0,18,False,0,True,True,64,0,True,2020-07-31 21:49:49+00:00,1,active,64,,,2020-07-31 22:00:35,2020
56,17,6,False,0,True,True,65,0,True,2020-07-31 21:40:52+00:00,0,active,65,,,2020-07-31 22:00:35,2020
57,14,1,False,0,True,True,66,0,True,2020-07-31 21:58:02+00:00,0,active,66,,,2020-07-31 22:00:35,2020
58,24,0,True,0,True,True,67,0,True,2020-07-31 21:40:13+00:00,3,active,67,,,2020-07-31 22:00:35,2020
59,8,11,True,0,True,True,68,0,True,2020-07-31 22:00:14+00:00,0,active,68,,,2020-07-31 22:00:35,2020
60,16,3,True,0,True,True,69,0,True,2020-07-31 21:59:14+00:00,0,active,69,,,2020-07-31 22:00:35,2020
61,3,19,False,0,True,True,70,0,True,2020-07-31 21:57:45+00:00,1,active,70,,,2020-07-31 22:00:35,2020
62,8,15,False,0,True,True,71,0,True,2020-07-31 21:47:22+00:00,0,active,71,,,2020-07-31 22:00:35,2020
63,22,1,False,0,True,True,72,0,True,2020-07-31 21:25:20+00:00,0,active,72,,,2020-07-31 22:00:35,2020
64,1,14,False,0,True,True,73,0,True,2020-07-31 21:57:36+00:00,0,active,73,,,2020-07-31 22:00:35,2020
65,12,5,True,0,True,True,74,0,True,2020-07-31 21:44:21+00:00,2,active,74,,,2020-07-31 22:00:35,2020
66,10,5,False,0,True,True,75,0,True,2020-07-31 21:55:50+00:00,0,active,75,,,2020-07-31 22:00:35,2020
67,12,4,False,0,True,True,76,0,True,2020-07-31 21:49:57+00:00,1,active,76,,,2020-07-31 22:00:35,2020
68,8,7,False,0,True,True,77,0,True,2020-07-31 21:25:33+00:00,0,active,77,,,2020-07-31 22:00:35,2020
69,4,14,False,0,True,True,78,0,True,2020-07-31 21:56:51+00:00,1,active,78,,,2020-07-31 22:00:35,2020
70,16,3,False,0,True,True,79,0,True,2020-07-31 21:47:07+00:00,0,active,79,,,2020-07-31 22:00:35,2020
71,11,22,False,0,True,True,80,0,True,2020-07-31 21:53:40+00:00,2,active,80,,,2020-07-31 22:00:35,2020
72,6,12,False,0,True,True,81,0,True,2020-07-31 22:00:28+00:00,1,active,81,,,2020-07-31 22:00:35,2020
73,12,3,False,0,True,True,82,0,True,2020-07-31 21:27:40+00:00,0,active,82,,,2020-07-31 22:00:35,2020
74,12,3,False,0,True,True,84,0,True,2020-07-31 21:55:35+00:00,0,active,84,,,2020-07-31 22:00:35,2020
75,19,0,False,0,True,True,85,0,True,2020-07-31 21:38:56+00:00,0,active,85,,,2020-07-31 22:00:35,2020
76,17,2,False,0,True,True,86,0,True,2020-07-31 21:52:33+00:00,0,active,86,,,2020-07-31 22:00:35,2020
77,9,5,False,0,True,True,87,0,True,2020-07-31 22:00:10+00:00,1,active,87,,,2020-07-31 22:00:35,2020
78,3,16,False,0,True,True,89,0,True,2020-07-31 21:55:04+00:00,0,active,89,,,2020-07-31 22:00:35,2020
79,19,0,False,0,True,True,90,0,True,2020-07-31 21:57:52+00:00,0,active,90,,,2020-07-31 22:00:35,2020
80,14,5,False,0,True,True,91,0,True,2020-07-31 21:52:08+00:00,0,active,91,,,2020-07-31 22:00:35,2020
81,7,12,False,0,True,True,92,0,True,2020-07-31 21:06:51+00:00,0,active,92,,,2020-07-31 22:00:35,2020
82,2,10,False,0,True,True,93,0,True,2020-07-31 21:08:56+00:00,3,active,93,,,2020-07-31 22:00:35,2020
83,5,6,False,0,True,True,94,0,True,2020-07-31 21:59:47+00:00,0,active,94,,,2020-07-31 22:00:35,2020
84,10,5,False,0,True,True,95,0,True,2020-07-31 21:58:49+00:00,0,active,95,,,2020-07-31 22:00:35,2020
85,16,3,False,0,True,True,96,0,True,2020-07-31 21:38:08+00:00,0,active,96,,,2020-07-31 22:00:35,2020
86,19,0,False,0,True,True,97,0,True,2020-07-31 21:16:39+00:00,0,active,97,,,2020-07-31 22:00:35,2020
87,17,5,False,0,True,True,98,0,True,2020-07-31 21:59:03+00:00,0,active,98,,,2020-07-31 22:00:35,2020
88,10,4,False,0,True,True,99,0,True,2020-07-31 21:48:30+00:00,1,active,99,,,2020-07-31 22:00:35,2020
89,11,13,True,0,True,True,100,0,True,2020-07-31 21:56:05+00:00,1,active,100,,,2020-07-31 22:00:35,2020
90,13,2,False,0,True,True,101,0,True,2020-07-31 20:37:43+00:00,0,active,101,,,2020-07-31 22:00:35,2020
91,14,1,False,0,True,True,102,0,True,2020-07-31 22:00:29+00:00,0,active,102,,,2020-07-31 22:00:35,2020
92,13,1,False,0,True,True,103,0,True,2020-07-31 21:54:12+00:00,1,active,103,,,2020-07-31 22:00:35,2020
93,5,14,False,0,True,True,104,0,True,2020-07-31 21:46:40+00:00,0,active,104,,,2020-07-31 22:00:35,2020
94,0,19,False,0,True,True,105,0,True,2020-07-31 21:56:53+00:00,0,active,105,,,2020-07-31 22:00:35,2020
95,10,4,False,0,True,True,106,0,True,2020-07-31 21:54:06+00:00,1,active,106,,,2020-07-31 22:00:35,2020
96,7,12,False,0,True,True,107,0,True,2020-07-31 21:55:31+00:00,0,active,107,,,2020-07-31 22:00:35,2020
97,4,13,False,0,True,True,108,0,True,2020-07-31 21:43:50+00:00,0,active,108,,,2020-07-31 22:00:35,2020
98,9,24,False,0,True,True,109,0,True,2020-07-31 21:15:26+00:00,2,active,109,,,2020-07-31 22:00:35,2020
99,4,10,False,0,True,True,110,0,True,2020-07-31 22:00:12+00:00,1,active,110,,,2020-07-31 22:00:35,2020
100,12,3,False,0,True,True,111,0,True,2020-07-31 21:57:00+00:00,0,active,111,,,2020-07-31 22:00:35,2020
101,10,5,False,0,True,True,112,0,True,2020-07-31 21:34:08+00:00,0,active,112,,,2020-07-31 22:00:35,2020
102,7,8,False,0,True,True,113,0,True,2020-07-31 21:40:53+00:00,0,active,113,,,2020-07-31 22:00:35,2020
103,12,3,False,0,True,True,114,0,True,2020-07-31 21:45:34+00:00,0,active,114,,,2020-07-31 22:00:35,2020
104,0,18,False,0,True,True,115,0,True,2020-07-31 22:00:28+00:00,1,active,115,,,2020-07-31 22:00:35,2020
105,17,6,False,0,True,True,116,0,True,2020-07-31 21:30:43+00:00,0,active,116,,,2020-07-31 22:00:35,2020
106,11,7,False,0,True,True,117,0,True,2020-07-31 21:42:24+00:00,1,active,117,,,2020-07-31 22:00:35,2020
107,11,7,False,0,True,True,118,0,True,2020-07-31 21:08:48+00:00,1,active,118,,,2020-07-31 22:00:35,2020
108,8,6,False,0,True,True,119,0,True,2020-07-31 21:54:34+00:00,1,active,119,,,2020-07-31 22:00:35,2020
109,0,14,False,0,True,True,120,0,True,2020-07-31 21:38:48+00:00,1,active,120,,,2020-07-31 22:00:35,2020
110,16,1,False,0,True,True,121,0,True,2020-07-31 21:54:34+00:00,0,active,121,,,2020-07-31 22:00:35,2020
111,3,12,False,0,True,True,122,0,True,2020-07-31 21:09:32+00:00,0,active,122,,,2020-07-31 22:00:35,2020
112,9,6,False,0,True,True,124,0,True,2020-07-31 18:32:13+00:00,0,active,124,,,2020-07-31 22:00:35,2020
113,12,3,False,0,True,True,125,0,True,2020-07-31 21:54:26+00:00,0,active,125,,,2020-07-31 22:00:35,2020
114,6,9,False,0,True,True,126,0,True,2020-07-31 20:08:45+00:00,0,active,126,,,2020-07-31 22:00:35,2020
115,1,18,False,0,True,True,128,0,True,2020-07-31 21:59:43+00:00,0,active,128,,,2020-07-31 22:00:35,2020
116,12,7,False,0,True,True,129,0,True,2020-07-31 21:46:37+00:00,0,active,129,,,2020-07-31 22:00:35,2020
117,1,14,False,0,True,True,130,0,True,2020-07-31 21:00:18+00:00,0,active,130,,,2020-07-31 22:00:35,2020
118,10,4,False,0,True,True,131,0,True,2020-07-31 21:38:28+00:00,4,active,131,,,2020-07-31 22:00:35,2020
119,9,14,False,0,True,True,133,0,True,2020-07-31 21:35:56+00:00,0,active,133,,,2020-07-31 22:00:35,2020
120,16,1,False,0,True,True,135,0,True,2020-07-31 21:34:09+00:00,0,active,135,,,2020-07-31 22:00:35,2020
121,0,19,False,0,True,True,136,0,True,2020-07-31 21:59:14+00:00,0,active,136,,,2020-07-31 22:00:35,2020
122,11,4,False,0,True,True,137,0,True,2020-07-31 21:50:13+00:00,0,active,137,,,2020-07-31 22:00:35,2020
123,7,8,False,0,True,True,138,0,True,2020-07-31 21:22:02+00:00,0,active,138,,,2020-07-31 22:00:35,2020
124,11,8,False,0,True,True,139,0,True,2020-07-31 21:55:42+00:00,0,active,139,,,2020-07-31 22:00:35,2020
125,14,3,False,0,True,True,140,0,True,2020-07-31 21:59:48+00:00,0,active,140,,,2020-07-31 22:00:35,2020
126,15,0,False,0,True,True,141,0,True,2020-07-31 21:39:34+00:00,0,active,141,,,2020-07-31 22:00:35,2020
127,6,17,False,0,True,True,142,0,True,2020-07-31 21:52:34+00:00,0,active,142,,,2020-07-31 22:00:35,2020
128,12,8,False,0,True,True,143,0,True,2020-07-31 21:50:48+00:00,3,active,143,,,2020-07-31 22:00:35,2020
129,13,6,False,0,True,True,144,0,True,2020-07-31 21:46:53+00:00,0,active,144,,,2020-07-31 22:00:35,2020
130,10,9,False,0,True,True,145,0,True,2020-07-31 21:44:55+00:00,0,active,145,,,2020-07-31 22:00:35,2020
131,0,19,False,0,True,True,146,0,True,2020-07-31 21:29:07+00:00,0,active,146,,,2020-07-31 22:00:35,2020
132,8,10,True,0,True,True,149,0,True,2020-07-31 21:58:02+00:00,0,active,149,,,2020-07-31 22:00:35,2020
133,2,16,False,0,True,True,150,0,True,2020-07-31 21:54:47+00:00,1,active,150,,,2020-07-31 22:00:35,2020
134,10,7,False,0,True,True,151,0,True,2020-07-31 21:50:33+00:00,2,active,151,,,2020-07-31 22:00:35,2020
135,8,7,True,0,True,True,152,0,True,2020-07-31 20:33:51+00:00,0,active,152,,,2020-07-31 22:00:35,2020
136,14,1,False,0,True,True,156,0,True,2020-07-31 21:36:47+00:00,0,active,156,,,2020-07-31 22:00:35,2020
137,0,14,False,0,True,True,157,0,True,2020-07-31 21:58:01+00:00,1,active,157,,,2020-07-31 22:00:35,2020
138,13,1,False,0,True,True,159,0,True,2020-07-31 21:49:18+00:00,1,active,159,,,2020-07-31 22:00:35,2020
139,4,10,True,0,True,True,160,0,True,2020-07-31 21:37:23+00:00,0,active,160,,,2020-07-31 22:00:35,2020
140,16,7,True,0,True,True,161,0,True,2020-07-31 21:55:54+00:00,0,active,161,,,2020-07-31 22:00:35,2020
141,10,5,False,0,True,True,162,0,True,2020-07-31 19:30:05+00:00,0,active,162,,,2020-07-31 22:00:35,2020
142,9,10,True,0,True,True,163,0,True,2020-07-31 21:44:05+00:00,0,active,163,,,2020-07-31 22:00:35,2020
143,9,5,False,0,True,True,167,0,True,2020-07-31 21:54:10+00:00,1,active,167,,,2020-07-31 22:00:35,2020
144,13,6,False,0,True,True,169,0,True,2020-07-31 21:40:43+00:00,0,active,169,,,2020-07-31 22:00:35,2020
145,12,2,True,0,True,True,170,0,True,2020-07-31 20:29:24+00:00,0,active,170,,,2020-07-31 22:00:35,2020
146,15,7,True,0,True,True,171,0,True,2020-07-31 20:17:15+00:00,1,active,171,,,2020-07-31 22:00:35,2020
147,8,4,True,0,True,True,173,0,True,2020-07-31 21:50:57+00:00,2,active,173,,,2020-07-31 22:00:35,2020
148,5,10,False,0,True,True,174,0,True,2020-07-31 21:47:12+00:00,0,active,174,,,2020-07-31 22:00:35,2020
149,13,3,True,0,True,True,175,0,True,2020-07-31 22:00:25+00:00,1,active,175,,,2020-07-31 22:00:35,2020
150,12,3,False,0,True,True,176,0,True,2020-07-31 21:43:11+00:00,0,active,176,,,2020-07-31 22:00:35,2020
151,8,11,False,0,True,True,177,0,True,2020-07-31 21:58:13+00:00,0,active,177,,,2020-07-31 22:00:35,2020
152,18,1,False,0,True,True,178,0,True,2020-07-31 21:59:08+00:00,0,active,178,,,2020-07-31 22:00:35,2020
153,13,11,False,0,True,True,179,0,True,2020-07-31 21:59:47+00:00,1,active,179,,,2020-07-31 22:00:35,2020
154,8,11,False,0,True,True,180,0,True,2020-07-31 20:55:04+00:00,0,active,180,,,2020-07-31 22:00:35,2020
155,14,4,False,0,True,True,181,0,True,2020-07-31 21:47:21+00:00,1,active,181,,,2020-07-31 22:00:35,2020
156,10,8,True,0,True,True,182,0,True,2020-07-31 21:52:30+00:00,1,active,182,,,2020-07-31 22:00:35,2020
157,19,0,False,0,True,True,183,0,True,2020-07-31 20:56:26+00:00,0,active,183,,,2020-07-31 22:00:35,2020
158,11,8,False,0,True,True,184,0,True,2020-07-31 21:44:04+00:00,0,active,184,,,2020-07-31 22:00:35,2020
159,8,7,False,0,True,True,185,0,True,2020-07-31 21:34:38+00:00,0,active,185,,,2020-07-31 22:00:35,2020
160,1,13,True,0,True,True,186,0,True,2020-07-31 21:58:04+00:00,1,active,186,,,2020-07-31 22:00:35,2020
161,4,11,False,0,True,True,187,0,True,2020-07-31 21:14:28+00:00,0,active,187,,,2020-07-31 22:00:35,2020
162,7,8,False,0,True,True,188,0,True,2020-07-31 21:06:49+00:00,0,active,188,,,2020-07-31 22:00:35,2020
163,20,3,True,0,True,True,189,0,True,2020-07-31 21:47:59+00:00,0,active,189,,,2020-07-31 22:00:35,2020
164,7,27,True,0,True,True,190,0,True,2020-07-31 21:58:02+00:00,3,active,190,,,2020-07-31 22:00:35,2020
165,13,2,False,0,True,True,191,0,True,2020-07-31 20:45:59+00:00,0,active,191,,,2020-07-31 22:00:35,2020
166,13,4,False,0,True,True,192,0,True,2020-07-31 21:56:40+00:00,2,active,192,,,2020-07-31 22:00:35,2020
167,6,9,True,0,True,True,193,0,True,2020-07-31 21:58:54+00:00,0,active,193,,,2020-07-31 22:00:35,2020
168,5,14,False,0,True,True,194,0,True,2020-07-31 19:33:38+00:00,0,active,194,,,2020-07-31 22:00:35,2020
169,7,16,False,0,True,True,195,0,True,2020-07-31 21:58:35+00:00,0,active,195,,,2020-07-31 22:00:35,2020
170,8,1,True,0,True,True,196,0,True,2020-07-31 19:10:47+00:00,1,active,196,,,2020-07-31 22:00:35,2020
171,13,2,False,0,True,True,197,0,True,2020-07-31 21:43:44+00:00,0,active,197,,,2020-07-31 22:00:35,2020
172,8,5,False,0,True,True,199,0,True,2020-07-31 18:45:24+00:00,2,active,199,,,2020-07-31 22:00:35,2020
173,0,19,False,0,True,True,200,0,True,2020-07-31 21:59:38+00:00,0,active,200,,,2020-07-31 22:00:35,2020
174,15,0,False,0,True,True,201,0,True,2020-07-31 08:12:47+00:00,0,active,201,,,2020-07-31 22:00:35,2020
175,14,1,False,0,True,True,202,0,True,2020-07-31 20:53:11+00:00,0,active,202,,,2020-07-31 22:00:35,2020
176,8,7,False,0,True,True,203,0,True,2020-07-31 21:42:41+00:00,0,active,203,,,2020-07-31 22:00:35,2020
177,10,5,False,0,True,True,204,0,True,2020-07-31 20:37:24+00:00,0,active,204,,,2020-07-31 22:00:35,2020
178,8,7,False,0,True,True,205,0,True,2020-07-31 17:39:13+00:00,0,active,205,,,2020-07-31 22:00:35,2020
179,7,16,False,0,True,True,206,0,True,2020-07-31 21:23:23+00:00,0,active,206,,,2020-07-31 22:00:35,2020
180,5,10,True,0,True,True,208,0,True,2020-07-31 19:23:45+00:00,0,active,208,,,2020-07-31 22:00:35,2020
181,4,10,False,0,True,True,209,0,True,2020-07-31 18:24:14+00:00,1,active,209,,,2020-07-31 22:00:35,2020
182,14,1,False,0,True,True,210,0,True,2020-07-31 20:34:21+00:00,0,active,210,,,2020-07-31 22:00:35,2020
183,2,17,False,0,True,True,211,0,True,2020-07-31 20:25:51+00:00,0,active,211,,,2020-07-31 22:00:35,2020
184,20,13,False,0,True,True,212,0,True,2020-07-31 21:45:41+00:00,0,active,212,,,2020-07-31 22:00:35,2020
185,11,5,True,0,True,True,213,0,True,2020-07-31 21:36:35+00:00,0,active,213,,,2020-07-31 22:00:35,2020
186,12,3,False,0,True,True,214,0,True,2020-07-31 21:54:40+00:00,0,active,214,,,2020-07-31 22:00:35,2020
187,5,10,False,0,True,True,215,0,True,2020-07-31 20:55:39+00:00,0,active,215,,,2020-07-31 22:00:35,2020
188,3,16,False,0,True,True,216,0,True,2020-07-31 08:26:03+00:00,0,active,216,,,2020-07-31 22:00:35,2020
189,14,5,False,0,True,True,217,0,True,2020-07-31 21:16:35+00:00,0,active,217,,,2020-07-31 22:00:35,2020
190,1,14,False,0,True,True,218,0,True,2020-07-31 21:47:54+00:00,0,active,218,,,2020-07-31 22:00:35,2020
191,4,10,False,0,True,True,219,0,True,2020-07-31 15:00:03+00:00,1,active,219,,,2020-07-31 22:00:35,2020
192,16,3,False,0,True,True,221,0,True,2020-07-31 21:45:05+00:00,0,active,221,,,2020-07-31 22:00:35,2020
193,13,1,True,0,True,True,222,0,True,2020-07-31 21:16:43+00:00,0,active,222,,,2020-07-31 22:00:35,2020
194,3,13,False,0,True,True,224,0,True,2020-07-31 21:41:02+00:00,1,active,224,,,2020-07-31 22:00:35,2020
195,7,12,False,0,True,True,225,0,True,2020-07-31 21:58:35+00:00,0,active,225,,,2020-07-31 22:00:35,2020
196,9,5,False,0,True,True,226,0,True,2020-07-31 21:49:19+00:00,1,active,226,,,2020-07-31 22:00:35,2020
197,18,1,False,0,True,True,227,0,True,2020-07-31 21:53:43+00:00,0,active,227,,,2020-07-31 22:00:35,2020
198,7,12,False,0,True,True,228,0,True,2020-07-31 21:47:41+00:00,0,active,228,,,2020-07-31 22:00:35,2020
199,7,4,False,0,True,True,232,0,True,2020-07-31 08:16:55+00:00,0,active,232,,,2020-07-31 22:00:35,2020
200,5,9,False,0,True,True,233,0,True,2020-07-31 21:47:12+00:00,1,active,233,,,2020-07-31 22:00:35,2020
201,10,5,False,0,True,True,234,0,True,2020-07-31 21:15:05+00:00,0,active,234,,,2020-07-31 22:00:35,2020
202,6,9,False,0,True,True,235,0,True,2020-07-31 21:29:33+00:00,0,active,235,,,2020-07-31 22:00:35,2020
203,9,6,False,0,True,True,236,0,True,2020-07-31 21:56:29+00:00,0,active,236,,,2020-07-31 22:00:35,2020
204,12,2,False,0,True,True,239,0,True,2020-07-31 21:58:27+00:00,1,active,239,,,2020-07-31 22:00:35,2020
205,3,12,False,0,True,True,255,0,True,2020-07-31 21:41:07+00:00,0,active,255,,,2020-07-31 22:00:35,2020
206,4,11,False,0,True,True,258,0,True,2020-07-31 19:26:15+00:00,0,active,258,,,2020-07-31 22:00:35,2020
207,15,0,False,0,True,True,259,0,True,2020-07-31 08:31:40+00:00,0,active,259,,,2020-07-31 22:00:35,2020
208,8,7,False,0,True,True,260,0,True,2020-07-31 21:57:10+00:00,0,active,260,,,2020-07-31 22:00:35,2020
209,15,0,False,0,True,True,271,0,True,2020-07-31 21:22:43+00:00,0,active,271,,,2020-07-31 22:00:35,2020
210,11,6,False,0,True,True,272,0,True,2020-07-31 21:54:15+00:00,2,active,272,,,2020-07-31 22:00:35,2020
211,14,26,False,0,True,True,273,0,True,2020-07-31 21:28:24+00:00,0,active,273,,,2020-07-31 22:00:35,2020
212,14,5,False,0,True,True,279,0,True,2020-07-31 21:48:04+00:00,0,active,279,,,2020-07-31 22:00:35,2020
213,13,5,False,0,True,True,280,0,True,2020-07-31 21:54:32+00:00,1,active,280,,,2020-07-31 22:00:35,2020
214,4,8,False,0,True,True,282,0,True,2020-07-31 21:40:55+00:00,3,active,282,,,2020-07-31 22:00:35,2020
215,5,18,False,0,True,True,296,0,True,2020-07-31 21:53:05+00:00,0,active,296,,,2020-07-31 22:00:35,2020
216,11,8,False,0,True,True,318,0,True,2020-07-31 21:58:57+00:00,0,active,318,,,2020-07-31 22:00:35,2020
217,19,6,False,0,True,True,319,0,True,2020-07-31 21:55:47+00:00,0,active,319,,,2020-07-31 22:00:35,2020
218,14,1,False,0,True,True,327,0,True,2020-07-31 21:53:28+00:00,0,active,327,,,2020-07-31 22:00:35,2020
219,12,3,False,0,True,True,328,0,True,2020-07-31 21:53:04+00:00,0,active,328,,,2020-07-31 22:00:35,2020
