,legacy_id,is_returning,eightd_has_available_keys,last_reported,num_bikes_available,station_id,num_ebikes_available,num_docks_disabled,is_renting,num_bikes_disabled,station_status,num_docks_available,is_installed,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,True,False,2020-08-07 00:06:05+00:00,2,3,0,0,True,0,active,13,True,,,2020-08-07 00:06:25,2020
1,4,True,False,2020-08-06 23:59:44+00:00,16,4,0,0,True,0,active,3,True,,,2020-08-07 00:06:25,2020
2,5,True,False,2020-08-07 00:03:19+00:00,6,5,0,0,True,1,active,8,True,,,2020-08-07 00:06:25,2020
3,6,True,False,2020-08-06 23:59:12+00:00,1,6,0,0,True,1,active,13,True,,,2020-08-07 00:06:25,2020
4,7,True,False,2020-08-06 23:42:50+00:00,14,7,0,0,True,0,active,1,True,,,2020-08-07 00:06:25,2020
5,8,True,False,2020-08-06 23:48:52+00:00,7,8,0,0,True,0,active,12,True,,,2020-08-07 00:06:25,2020
6,9,True,False,2020-08-06 23:49:03+00:00,10,9,0,0,True,1,active,4,True,,,2020-08-07 00:06:25,2020
7,10,True,False,2020-08-07 00:03:49+00:00,8,10,0,0,True,0,active,3,True,,,2020-08-07 00:06:25,2020
8,11,True,False,2020-08-06 23:10:04+00:00,0,11,0,0,True,1,active,14,True,,,2020-08-07 00:06:25,2020
9,12,True,True,2020-08-07 00:03:20+00:00,14,12,0,0,True,0,active,4,True,,,2020-08-07 00:06:25,2020
10,13,True,False,2020-08-06 23:58:25+00:00,0,13,0,0,True,0,active,19,True,,,2020-08-07 00:06:25,2020
11,14,True,False,2020-08-06 23:54:00+00:00,0,14,0,0,True,2,active,23,True,,,2020-08-07 00:06:25,2020
12,15,True,False,2020-08-06 23:42:57+00:00,9,15,0,0,True,0,active,6,True,,,2020-08-07 00:06:25,2020
13,16,True,True,2020-08-07 00:04:59+00:00,9,16,0,0,True,0,active,10,True,,,2020-08-07 00:06:25,2020
14,17,True,False,2020-08-06 23:33:23+00:00,6,17,0,0,True,1,active,8,True,,,2020-08-07 00:06:25,2020
15,19,True,False,2020-08-06 23:40:46+00:00,6,19,0,0,True,0,active,9,True,,,2020-08-07 00:06:25,2020
16,20,True,True,2020-08-06 23:34:28+00:00,7,20,0,0,True,1,active,15,True,,,2020-08-07 00:06:25,2020
17,21,True,True,2020-08-06 23:58:06+00:00,9,21,0,0,True,0,active,9,True,,,2020-08-07 00:06:25,2020
18,22,True,True,2020-08-06 23:43:48+00:00,2,22,0,0,True,1,active,44,True,,,2020-08-07 00:06:25,2020
19,23,True,True,2020-08-07 00:00:41+00:00,16,23,0,0,True,0,active,5,True,,,2020-08-07 00:06:25,2020
20,24,True,False,2020-08-06 23:50:36+00:00,11,24,0,0,True,2,active,6,True,,,2020-08-07 00:06:25,2020
21,25,True,False,2020-08-07 00:03:48+00:00,10,25,0,0,True,1,active,4,True,,,2020-08-07 00:06:25,2020
22,26,True,False,2020-08-06 23:37:00+00:00,9,26,0,0,True,1,active,5,True,,,2020-08-07 00:06:25,2020
23,27,True,False,2020-08-06 23:55:23+00:00,15,27,0,0,True,1,active,7,True,,,2020-08-07 00:06:25,2020
24,29,True,False,2020-08-06 22:17:46+00:00,7,29,0,0,True,2,active,6,True,,,2020-08-07 00:06:25,2020
25,30,True,False,2020-08-07 00:03:38+00:00,0,30,0,0,True,0,active,15,True,,,2020-08-07 00:06:25,2020
26,31,True,True,2020-08-06 23:36:24+00:00,15,31,0,0,True,0,active,4,True,,,2020-08-07 00:06:25,2020
27,32,True,False,2020-08-07 00:02:48+00:00,4,32,0,0,True,0,active,11,True,,,2020-08-07 00:06:25,2020
28,33,True,False,2020-08-06 23:57:46+00:00,16,33,0,0,True,0,active,11,True,,,2020-08-07 00:06:25,2020
29,35,True,False,2020-08-06 23:52:58+00:00,4,35,0,0,True,0,active,19,True,,,2020-08-07 00:06:25,2020
30,36,True,True,2020-08-06 23:36:33+00:00,26,36,0,0,True,1,active,6,True,,,2020-08-07 00:06:25,2020
31,37,True,True,2020-08-06 23:18:18+00:00,3,37,0,0,True,1,active,11,True,,,2020-08-07 00:06:25,2020
32,39,True,False,2020-08-07 00:02:45+00:00,3,39,0,0,True,0,active,20,True,,,2020-08-07 00:06:25,2020
33,40,True,False,2020-08-07 00:05:46+00:00,7,40,0,0,True,0,active,12,True,,,2020-08-07 00:06:25,2020
34,41,True,True,2020-08-06 23:59:49+00:00,13,41,0,0,True,0,active,14,True,,,2020-08-07 00:06:25,2020
35,42,True,False,2020-08-06 23:55:43+00:00,8,42,0,0,True,1,active,14,True,,,2020-08-07 00:06:25,2020
36,43,True,True,2020-08-07 00:04:34+00:00,10,43,0,0,True,0,active,5,True,,,2020-08-07 00:06:25,2020
37,44,True,False,2020-08-07 00:06:24+00:00,3,44,0,0,True,0,active,20,True,,,2020-08-07 00:06:25,2020
38,46,True,False,2020-08-07 00:04:53+00:00,15,46,0,0,True,1,active,3,True,,,2020-08-07 00:06:25,2020
39,47,True,True,2020-08-07 00:05:32+00:00,15,47,0,0,True,1,active,3,True,,,2020-08-07 00:06:25,2020
40,48,True,False,2020-08-06 23:50:16+00:00,1,48,0,0,True,0,active,18,True,,,2020-08-07 00:06:25,2020
41,49,True,False,2020-08-06 23:18:07+00:00,5,49,0,0,True,1,active,12,True,,,2020-08-07 00:06:25,2020
42,50,True,True,2020-08-07 00:01:14+00:00,0,50,0,2,True,13,active,0,True,,,2020-08-07 00:06:25,2020
43,51,True,False,2020-08-06 23:30:59+00:00,0,51,0,0,True,0,active,15,True,,,2020-08-07 00:06:25,2020
44,52,True,True,2020-08-06 23:48:20+00:00,23,52,0,0,True,0,active,0,True,,,2020-08-07 00:06:25,2020
45,53,True,False,2020-08-07 00:01:24+00:00,5,53,0,0,True,0,active,14,True,,,2020-08-07 00:06:25,2020
46,54,True,False,2020-08-06 23:53:31+00:00,5,54,0,0,True,0,active,10,True,,,2020-08-07 00:06:25,2020
47,55,True,False,2020-08-06 23:56:21+00:00,13,55,0,0,True,1,active,1,True,,,2020-08-07 00:06:25,2020
48,56,True,True,2020-08-07 00:03:43+00:00,5,56,0,0,True,0,active,13,True,,,2020-08-07 00:06:25,2020
49,57,True,True,2020-08-06 23:57:14+00:00,8,57,0,0,True,1,active,5,True,,,2020-08-07 00:06:25,2020
50,58,True,True,2020-08-07 00:01:17+00:00,15,58,0,0,True,1,active,3,True,,,2020-08-07 00:06:25,2020
51,59,True,True,2020-08-06 23:51:19+00:00,4,59,0,0,True,2,active,13,True,,,2020-08-07 00:06:25,2020
52,60,True,False,2020-08-07 00:06:00+00:00,2,60,0,0,True,0,active,17,True,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'active': True, 'region': 'BOS', 'off_dock_count': 3, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'dock_blocked_count': 0, 'valet_revision': 69, 'off_dock_capacity': 40}",2020-08-07 00:06:25,2020
53,61,True,False,2020-08-07 00:06:21+00:00,14,61,0,0,True,0,active,5,True,,,2020-08-07 00:06:25,2020
54,63,True,False,2020-08-06 23:06:48+00:00,7,63,0,0,True,0,active,8,True,,,2020-08-07 00:06:25,2020
55,64,True,False,2020-08-06 23:56:40+00:00,12,64,0,0,True,0,active,7,True,,,2020-08-07 00:06:25,2020
56,65,True,False,2020-08-06 23:37:13+00:00,4,65,0,0,True,1,active,18,True,,,2020-08-07 00:06:25,2020
57,66,True,False,2020-08-07 00:06:18+00:00,7,66,0,0,True,0,active,8,True,,,2020-08-07 00:06:25,2020
58,67,True,True,2020-08-07 00:03:03+00:00,6,67,0,0,True,2,active,19,True,,,2020-08-07 00:06:25,2020
59,68,True,True,2020-08-06 23:59:47+00:00,8,68,0,0,True,0,active,11,True,,,2020-08-07 00:06:25,2020
60,69,True,True,2020-08-07 00:00:27+00:00,8,69,0,0,True,0,active,11,True,,,2020-08-07 00:06:25,2020
61,70,True,False,2020-08-06 23:59:56+00:00,21,70,0,0,True,0,active,2,True,,,2020-08-07 00:06:25,2020
62,71,True,False,2020-08-06 23:55:20+00:00,20,71,0,0,True,0,active,3,True,,,2020-08-07 00:06:25,2020
63,72,True,False,2020-08-07 00:02:16+00:00,6,72,0,0,True,0,active,17,True,,,2020-08-07 00:06:25,2020
64,73,True,False,2020-08-07 00:03:19+00:00,14,73,0,0,True,1,active,0,True,,,2020-08-07 00:06:25,2020
65,74,True,True,2020-08-06 23:33:50+00:00,19,74,0,0,True,0,active,0,True,,,2020-08-07 00:06:25,2020
66,75,True,False,2020-08-07 00:06:20+00:00,8,75,0,0,True,0,active,7,True,,,2020-08-07 00:06:25,2020
67,76,True,False,2020-08-07 00:03:51+00:00,4,76,0,0,True,0,active,13,True,,,2020-08-07 00:06:25,2020
68,77,True,False,2020-08-06 23:35:53+00:00,2,77,0,0,True,0,active,13,True,,,2020-08-07 00:06:25,2020
69,78,True,False,2020-08-07 00:06:22+00:00,17,78,0,0,True,1,active,1,True,,,2020-08-07 00:06:25,2020
70,79,True,False,2020-08-07 00:01:14+00:00,13,79,0,0,True,0,active,6,True,,,2020-08-07 00:06:25,2020
71,80,True,False,2020-08-07 00:05:33+00:00,1,80,0,0,True,0,active,34,True,,,2020-08-07 00:06:25,2020
72,81,True,False,2020-08-07 00:05:49+00:00,5,81,0,0,True,3,active,11,True,,,2020-08-07 00:06:25,2020
73,82,False,False,2020-08-06 23:21:13+00:00,8,82,0,0,False,0,active,7,True,,,2020-08-07 00:06:25,2020
74,84,True,False,2020-08-06 23:38:01+00:00,6,84,0,0,True,1,active,8,True,,,2020-08-07 00:06:25,2020
75,85,True,False,2020-08-06 23:48:54+00:00,5,85,0,0,True,0,active,14,True,,,2020-08-07 00:06:25,2020
76,86,True,False,2020-08-06 23:58:54+00:00,3,86,0,0,True,1,active,15,True,,,2020-08-07 00:06:25,2020
77,87,True,False,2020-08-06 23:56:24+00:00,10,87,0,0,True,0,active,5,True,,,2020-08-07 00:06:25,2020
78,89,True,False,2020-08-07 00:00:48+00:00,9,89,0,0,True,0,active,10,True,,,2020-08-07 00:06:25,2020
79,90,True,False,2020-08-06 23:45:56+00:00,4,90,0,0,True,0,active,15,True,,,2020-08-07 00:06:25,2020
80,91,True,False,2020-08-06 23:58:31+00:00,7,91,0,0,True,0,active,12,True,,,2020-08-07 00:06:25,2020
81,92,True,False,2020-08-07 00:05:59+00:00,6,92,0,0,True,1,active,12,True,,,2020-08-07 00:06:25,2020
82,93,True,False,2020-08-06 23:27:04+00:00,7,93,0,0,True,1,active,7,True,,,2020-08-07 00:06:25,2020
83,94,True,False,2020-08-07 00:01:39+00:00,4,94,0,0,True,0,active,7,True,,,2020-08-07 00:06:25,2020
84,95,True,False,2020-08-06 23:41:43+00:00,2,95,0,0,True,0,active,13,True,,,2020-08-07 00:06:25,2020
85,96,True,False,2020-08-07 00:00:40+00:00,9,96,0,0,True,0,active,10,True,,,2020-08-07 00:06:25,2020
86,97,True,False,2020-08-07 00:05:07+00:00,17,97,0,0,True,0,active,2,True,,,2020-08-07 00:06:25,2020
87,98,True,False,2020-08-06 23:53:02+00:00,9,98,0,0,True,1,active,13,True,,,2020-08-07 00:06:25,2020
88,99,True,False,2020-08-06 23:41:46+00:00,11,99,0,0,True,1,active,3,True,,,2020-08-07 00:06:25,2020
89,100,True,True,2020-08-07 00:01:08+00:00,21,100,0,0,True,1,active,3,True,,,2020-08-07 00:06:25,2020
90,101,True,False,2020-08-07 00:05:16+00:00,13,101,0,0,True,0,active,2,True,,,2020-08-07 00:06:25,2020
91,102,True,False,2020-08-07 00:02:57+00:00,5,102,0,0,True,2,active,8,True,,,2020-08-07 00:06:25,2020
92,103,True,False,2020-08-06 23:28:31+00:00,1,103,0,0,True,0,active,14,True,,,2020-08-07 00:06:25,2020
93,104,True,False,2020-08-06 23:48:27+00:00,7,104,0,0,True,0,active,12,True,,,2020-08-07 00:06:25,2020
94,105,True,False,2020-08-07 00:04:11+00:00,8,105,0,0,True,1,active,10,True,,,2020-08-07 00:06:25,2020
95,106,True,False,2020-08-06 23:44:54+00:00,4,106,0,0,True,1,active,10,True,,,2020-08-07 00:06:25,2020
96,107,True,False,2020-08-07 00:05:19+00:00,10,107,0,0,True,0,active,9,True,,,2020-08-07 00:06:25,2020
97,108,True,False,2020-08-06 23:46:33+00:00,9,108,0,0,True,0,active,8,True,,,2020-08-07 00:06:25,2020
98,109,True,False,2020-08-06 23:45:08+00:00,9,109,0,0,True,0,active,26,True,,,2020-08-07 00:06:25,2020
99,110,True,False,2020-08-06 23:19:53+00:00,2,110,0,0,True,0,active,13,True,,,2020-08-07 00:06:25,2020
100,111,True,False,2020-08-06 23:48:21+00:00,6,111,0,0,True,0,active,9,True,,,2020-08-07 00:06:25,2020
101,112,True,False,2020-08-06 23:42:02+00:00,4,112,0,0,True,0,active,11,True,,,2020-08-07 00:06:25,2020
