,last_reported,station_status,num_docks_disabled,legacy_id,eightd_has_available_keys,station_id,num_bikes_available,num_docks_available,num_bikes_disabled,num_ebikes_available,is_returning,is_installed,is_renting,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
41,2020-08-06 06:28:03+00:00,active,0,49,False,49,15,3,0,0,True,True,True,,,2020-08-06 07:44:40,2020
42,2020-08-06 04:53:22+00:00,active,0,50,True,50,8,6,1,0,True,True,True,,,2020-08-06 07:44:40,2020
43,2020-08-06 05:11:50+00:00,active,0,51,False,51,2,12,1,0,True,True,True,,,2020-08-06 07:44:40,2020
44,2020-08-06 05:11:10+00:00,active,0,52,True,52,11,12,0,0,True,True,True,,,2020-08-06 07:44:40,2020
45,2020-08-06 07:03:44+00:00,active,0,53,False,53,8,9,2,0,True,True,True,,,2020-08-06 07:44:40,2020
46,2020-08-06 07:00:34+00:00,active,0,54,False,54,13,1,1,0,True,True,True,,,2020-08-06 07:44:40,2020
47,2020-08-06 06:00:31+00:00,active,0,55,False,55,5,8,2,0,False,True,False,,,2020-08-06 07:44:40,2020
48,2020-08-06 03:45:11+00:00,active,0,56,True,56,12,6,0,0,True,True,True,,,2020-08-06 07:44:40,2020
49,2020-08-06 06:48:47+00:00,active,0,57,True,57,8,5,1,0,True,True,True,,,2020-08-06 07:44:40,2020
50,2020-08-06 05:33:55+00:00,active,0,58,True,58,16,3,0,0,True,True,True,,,2020-08-06 07:44:40,2020
51,2020-08-06 04:32:04+00:00,active,0,59,True,59,8,11,0,0,True,True,True,,,2020-08-06 07:44:40,2020
52,2020-08-06 05:52:35+00:00,active,0,60,False,60,7,11,1,0,True,True,True,,,2020-08-06 07:44:40,2020
53,2020-08-06 04:32:35+00:00,active,0,61,False,61,4,15,0,0,True,True,True,,,2020-08-06 07:44:40,2020
54,2020-08-06 02:10:56+00:00,active,0,63,False,63,4,11,0,0,True,True,True,,,2020-08-06 07:44:40,2020
55,2020-08-06 02:29:18+00:00,active,0,64,False,64,1,18,0,0,True,True,True,,,2020-08-06 07:44:40,2020
56,2020-08-06 02:08:48+00:00,active,0,65,False,65,5,17,1,0,True,True,True,,,2020-08-06 07:44:40,2020
57,2020-08-06 07:38:01+00:00,active,0,66,False,66,14,1,0,0,True,True,True,,,2020-08-06 07:44:40,2020
58,2020-08-06 07:07:14+00:00,active,0,67,True,67,1,26,0,0,True,True,True,,,2020-08-06 07:44:40,2020
59,2020-08-06 06:15:30+00:00,active,0,68,True,68,14,4,1,0,True,True,True,,,2020-08-06 07:44:40,2020
60,2020-08-06 04:12:55+00:00,active,0,69,True,69,7,11,1,0,True,True,True,,,2020-08-06 07:44:40,2020
61,2020-08-06 04:06:44+00:00,active,0,70,False,70,15,8,0,0,True,True,True,,,2020-08-06 07:44:40,2020
62,2020-08-06 02:09:35+00:00,active,0,71,False,71,22,1,0,0,True,True,True,,,2020-08-06 07:44:40,2020
63,2020-08-06 04:50:49+00:00,active,0,72,False,72,1,22,0,0,True,True,True,,,2020-08-06 07:44:40,2020
64,2020-08-06 06:02:07+00:00,active,0,73,False,73,1,12,2,0,True,True,True,,,2020-08-06 07:44:40,2020
65,2020-08-06 05:45:51+00:00,active,0,74,True,74,7,12,0,0,True,True,True,,,2020-08-06 07:44:40,2020
66,2020-08-06 03:09:24+00:00,active,0,75,False,75,7,8,0,0,True,True,True,,,2020-08-06 07:44:40,2020
67,2020-08-06 03:37:48+00:00,active,0,76,False,76,16,1,0,0,True,True,True,,,2020-08-06 07:44:40,2020
68,2020-08-06 04:35:48+00:00,active,0,77,False,77,12,3,0,0,True,True,True,,,2020-08-06 07:44:40,2020
69,2020-08-06 07:31:34+00:00,active,0,78,False,78,17,1,1,0,True,True,True,,,2020-08-06 07:44:40,2020
70,2020-08-06 07:39:23+00:00,active,0,79,False,79,9,10,0,0,True,True,True,,,2020-08-06 07:44:40,2020
71,2020-08-06 03:29:44+00:00,active,0,80,False,80,0,35,0,0,True,True,True,,,2020-08-06 07:44:40,2020
72,2020-08-06 05:41:58+00:00,active,0,81,False,81,12,6,1,0,True,True,True,,,2020-08-06 07:44:40,2020
73,2020-08-06 04:16:12+00:00,active,0,82,False,82,7,8,0,0,True,True,True,,,2020-08-06 07:44:40,2020
74,2020-08-06 04:16:18+00:00,active,0,84,False,84,7,8,0,0,True,True,True,,,2020-08-06 07:44:40,2020
75,2020-08-06 00:01:50+00:00,active,0,85,False,85,1,18,0,0,True,True,True,,,2020-08-06 07:44:40,2020
76,2020-08-06 03:50:22+00:00,active,0,86,False,86,10,8,1,0,True,True,True,,,2020-08-06 07:44:40,2020
77,2020-08-06 04:25:02+00:00,active,0,87,False,87,14,1,0,0,True,True,True,,,2020-08-06 07:44:40,2020
78,2020-08-06 04:32:22+00:00,active,0,89,False,89,15,4,0,0,True,True,True,,,2020-08-06 07:44:40,2020
79,2020-08-06 06:00:08+00:00,active,0,90,False,90,16,3,0,0,True,True,True,,,2020-08-06 07:44:40,2020
80,2020-08-06 06:14:23+00:00,active,0,91,False,91,4,14,1,0,True,True,True,,,2020-08-06 07:44:40,2020
81,2020-08-06 00:04:06+00:00,active,0,92,False,92,10,8,1,0,True,True,True,,,2020-08-06 07:44:40,2020
82,2020-08-06 04:49:52+00:00,active,0,93,False,93,8,6,1,0,True,True,True,,,2020-08-06 07:44:40,2020
83,2020-08-06 03:28:29+00:00,active,0,94,False,94,5,5,1,0,True,True,True,,,2020-08-06 07:44:40,2020
84,2020-08-06 05:44:53+00:00,active,0,95,False,95,13,1,1,0,True,True,True,,,2020-08-06 07:44:40,2020
85,2020-08-06 03:38:17+00:00,active,0,96,False,96,14,5,0,0,True,True,True,,,2020-08-06 07:44:40,2020
86,2020-08-06 04:11:23+00:00,active,0,97,False,97,7,11,1,0,True,True,True,,,2020-08-06 07:44:40,2020
87,2020-08-06 02:18:08+00:00,active,0,98,False,98,14,7,2,0,True,True,True,,,2020-08-06 07:44:40,2020
88,2020-08-06 05:53:09+00:00,active,0,99,False,99,14,1,0,0,True,True,True,,,2020-08-06 07:44:40,2020
89,2020-08-06 06:39:23+00:00,active,0,100,True,100,21,3,1,0,True,True,True,,,2020-08-06 07:44:40,2020
90,2020-08-06 01:01:36+00:00,active,0,101,False,101,15,0,0,0,True,True,True,,,2020-08-06 07:44:40,2020
91,2020-08-06 04:42:18+00:00,active,0,102,False,102,12,3,0,0,True,True,True,,,2020-08-06 07:44:40,2020
92,2020-08-06 02:25:24+00:00,active,0,103,False,103,7,8,0,0,True,True,True,,,2020-08-06 07:44:40,2020
93,2020-08-06 03:40:25+00:00,active,0,104,False,104,6,13,0,0,True,True,True,,,2020-08-06 07:44:40,2020
94,2020-08-06 05:46:49+00:00,active,0,105,False,105,12,6,1,0,True,True,True,,,2020-08-06 07:44:40,2020
95,2020-08-06 01:52:42+00:00,active,0,106,False,106,6,9,0,0,True,True,True,,,2020-08-06 07:44:40,2020
96,2020-08-06 04:52:47+00:00,active,0,107,False,107,0,19,0,0,True,True,True,,,2020-08-06 07:44:40,2020
97,2020-08-06 04:36:32+00:00,active,0,108,False,108,2,15,0,0,True,True,True,,,2020-08-06 07:44:40,2020
98,2020-08-06 01:37:39+00:00,active,0,109,False,109,9,26,0,0,True,True,True,,,2020-08-06 07:44:40,2020
99,2020-08-06 06:46:36+00:00,active,0,110,False,110,7,8,0,0,True,True,True,,,2020-08-06 07:44:40,2020
100,2020-08-06 00:34:33+00:00,active,0,111,False,111,1,14,0,0,True,True,True,,,2020-08-06 07:44:40,2020
101,2020-08-05 23:52:28+00:00,active,0,112,False,112,7,8,0,0,True,True,True,,,2020-08-06 07:44:40,2020
102,2020-08-06 04:53:05+00:00,active,0,113,False,113,14,0,1,0,True,True,True,,,2020-08-06 07:44:40,2020
103,2020-08-06 02:26:55+00:00,active,0,114,False,114,12,2,1,0,True,True,True,,,2020-08-06 07:44:40,2020
104,2020-08-06 04:24:12+00:00,active,0,115,False,115,15,3,1,0,True,True,True,,,2020-08-06 07:44:40,2020
105,2020-08-06 04:45:12+00:00,active,0,116,False,116,18,5,0,0,True,True,True,,,2020-08-06 07:44:40,2020
106,2020-08-06 03:09:46+00:00,active,0,117,False,117,13,5,1,0,True,True,True,,,2020-08-06 07:44:40,2020
107,2020-08-06 03:21:07+00:00,active,0,118,False,118,15,3,1,0,True,True,True,,,2020-08-06 07:44:40,2020
108,2020-08-06 03:14:46+00:00,active,0,119,False,119,13,2,0,0,True,True,True,,,2020-08-06 07:44:40,2020
109,2020-08-06 06:31:53+00:00,active,0,120,False,120,9,5,1,0,True,True,True,,,2020-08-06 07:44:40,2020
110,2020-08-06 03:28:45+00:00,active,0,121,False,121,17,0,0,0,True,True,True,,,2020-08-06 07:44:40,2020
111,2020-08-06 05:11:59+00:00,active,0,122,False,122,2,13,0,0,True,True,True,,,2020-08-06 07:44:40,2020
112,2020-08-06 00:27:27+00:00,active,0,124,False,124,6,9,0,0,False,True,False,,,2020-08-06 07:44:40,2020
113,2020-08-06 02:39:45+00:00,active,0,125,False,125,12,2,1,0,True,True,True,,,2020-08-06 07:44:40,2020
114,2020-08-05 23:52:34+00:00,active,0,126,False,126,2,13,0,0,True,True,True,,,2020-08-06 07:44:40,2020
115,2020-08-06 02:33:18+00:00,active,0,128,False,128,14,5,0,0,True,True,True,,,2020-08-06 07:44:40,2020
116,2020-08-06 01:57:13+00:00,active,0,129,False,129,19,0,0,0,True,True,True,,,2020-08-06 07:44:40,2020
117,2020-08-06 04:40:14+00:00,active,0,130,False,130,14,1,0,0,True,True,True,,,2020-08-06 07:44:40,2020
118,2020-08-06 01:34:45+00:00,active,0,131,False,131,17,0,1,0,True,True,True,,,2020-08-06 07:44:40,2020
119,2020-08-06 03:56:59+00:00,active,0,133,False,133,14,8,1,0,True,True,True,,,2020-08-06 07:44:40,2020
120,2020-08-06 00:12:05+00:00,active,0,135,False,135,9,8,0,0,True,True,True,,,2020-08-06 07:44:40,2020
121,2020-08-06 01:39:53+00:00,active,0,136,False,136,1,18,0,0,True,True,True,,,2020-08-06 07:44:40,2020
122,2020-08-06 05:01:25+00:00,active,0,137,False,137,4,11,0,0,True,True,True,,,2020-08-06 07:44:40,2020
123,2020-08-06 05:08:42+00:00,active,0,138,False,138,4,11,0,0,True,True,True,,,2020-08-06 07:44:40,2020
124,2020-08-06 03:53:08+00:00,active,0,139,False,139,14,5,0,0,True,True,True,,,2020-08-06 07:44:40,2020
125,2020-08-06 04:27:32+00:00,active,0,140,False,140,13,4,0,0,True,True,True,,,2020-08-06 07:44:40,2020
126,2020-08-06 04:03:27+00:00,active,0,141,False,141,5,10,0,0,True,True,True,,,2020-08-06 07:44:40,2020
127,2020-08-06 02:47:37+00:00,active,0,142,False,142,10,10,3,0,True,True,True,,,2020-08-06 07:44:40,2020
128,2020-08-06 03:43:52+00:00,active,0,143,False,143,8,14,1,0,True,True,True,,,2020-08-06 07:44:40,2020
129,2020-08-06 03:00:28+00:00,active,0,144,False,144,8,11,0,0,True,True,True,,,2020-08-06 07:44:40,2020
130,2020-08-06 04:18:25+00:00,active,0,145,False,145,7,12,0,0,True,True,True,,,2020-08-06 07:44:40,2020
131,2020-08-06 05:29:14+00:00,active,0,146,False,146,10,8,1,0,True,True,True,,,2020-08-06 07:44:40,2020
132,2020-08-06 03:14:40+00:00,active,0,149,True,149,18,0,0,0,True,True,True,,,2020-08-06 07:44:40,2020
133,2020-08-06 02:19:04+00:00,active,0,150,False,150,0,19,0,0,True,True,True,,,2020-08-06 07:44:40,2020
134,2020-08-06 04:00:16+00:00,active,0,151,False,151,6,13,0,0,True,True,True,,,2020-08-06 07:44:40,2020
135,2020-08-06 01:32:46+00:00,active,0,152,True,152,12,3,0,0,True,True,True,,,2020-08-06 07:44:40,2020
136,2020-08-05 23:18:36+00:00,active,0,156,False,156,7,8,0,0,True,True,True,,,2020-08-06 07:44:40,2020
137,2020-08-06 05:00:59+00:00,active,0,157,False,157,2,12,1,0,True,True,True,,,2020-08-06 07:44:40,2020
138,2020-08-06 05:08:27+00:00,active,0,159,False,159,9,3,3,0,True,True,True,,,2020-08-06 07:44:40,2020
139,2020-08-06 04:19:22+00:00,active,0,160,True,160,5,9,0,0,True,True,True,,,2020-08-06 07:44:40,2020
140,2020-08-06 05:01:44+00:00,active,0,161,True,161,22,1,0,0,True,True,True,,,2020-08-06 07:44:40,2020
141,2020-08-06 02:32:22+00:00,active,0,162,False,162,9,6,0,0,True,True,True,,,2020-08-06 07:44:40,2020
142,2020-08-06 03:50:36+00:00,active,0,163,True,163,8,11,0,0,True,True,True,,,2020-08-06 07:44:40,2020
143,2020-08-06 04:56:13+00:00,active,0,167,False,167,5,10,0,0,True,True,True,,,2020-08-06 07:44:40,2020
144,2020-08-06 01:33:06+00:00,active,0,169,False,169,13,5,1,0,True,True,True,,,2020-08-06 07:44:40,2020
145,2020-08-05 18:31:26+00:00,active,0,170,True,170,0,14,0,0,True,True,True,,,2020-08-06 07:44:40,2020
146,2020-08-05 22:21:58+00:00,active,0,171,True,171,8,15,0,0,True,True,True,,,2020-08-06 07:44:40,2020
147,2020-08-06 01:50:53+00:00,active,0,173,True,173,7,7,0,0,True,True,True,,,2020-08-06 07:44:40,2020
148,2020-08-06 02:08:31+00:00,active,0,174,False,174,2,11,2,0,True,True,True,,,2020-08-06 07:44:40,2020
149,2020-08-06 04:36:53+00:00,active,0,175,True,175,3,14,0,0,True,True,True,,,2020-08-06 07:44:40,2020
150,2020-08-06 02:06:46+00:00,active,0,176,False,176,13,2,0,0,True,True,True,,,2020-08-06 07:44:40,2020
151,2020-08-06 04:36:30+00:00,active,0,177,False,177,5,14,0,0,True,True,True,,,2020-08-06 07:44:40,2020
152,2020-08-06 05:00:35+00:00,active,0,178,False,178,7,12,0,0,True,True,True,,,2020-08-06 07:44:40,2020
153,2020-08-06 07:37:14+00:00,active,0,179,False,179,6,19,0,0,True,True,True,,,2020-08-06 07:44:40,2020
154,2020-08-06 03:39:50+00:00,active,0,180,False,180,10,9,0,0,True,True,True,,,2020-08-06 07:44:40,2020
155,2020-08-06 03:17:39+00:00,active,0,181,False,181,19,0,0,0,True,True,True,,,2020-08-06 07:44:40,2020
156,2020-08-06 00:45:33+00:00,active,0,182,True,182,4,15,0,0,True,True,True,,,2020-08-06 07:44:40,2020
157,2020-08-06 02:51:50+00:00,active,0,183,False,183,7,12,0,0,True,True,True,,,2020-08-06 07:44:40,2020
158,2020-08-06 06:55:25+00:00,active,0,184,False,184,8,11,0,0,True,True,True,,,2020-08-06 07:44:40,2020
159,2020-08-06 06:02:51+00:00,active,0,185,False,185,7,8,0,0,True,True,True,,,2020-08-06 07:44:40,2020
160,2020-08-06 03:08:29+00:00,active,0,186,True,186,5,10,0,0,True,True,True,,,2020-08-06 07:44:40,2020
161,2020-08-06 02:09:13+00:00,active,0,187,False,187,15,0,0,0,True,True,True,,,2020-08-06 07:44:40,2020
162,2020-08-06 02:35:04+00:00,active,0,188,False,188,12,3,0,0,True,True,True,,,2020-08-06 07:44:40,2020
163,2020-08-06 04:17:08+00:00,active,0,189,True,189,0,21,2,0,True,True,True,,,2020-08-06 07:44:40,2020
164,2020-08-06 04:10:46+00:00,active,0,190,True,190,9,27,1,0,True,True,True,,,2020-08-06 07:44:40,2020
165,2020-08-06 05:51:36+00:00,active,0,191,False,191,3,12,0,0,True,True,True,,,2020-08-06 07:44:40,2020
166,2020-08-06 03:22:07+00:00,active,0,192,False,192,7,12,0,0,True,True,True,,,2020-08-06 07:44:40,2020
167,2020-08-06 02:53:15+00:00,active,0,193,True,193,1,13,1,0,True,True,True,,,2020-08-06 07:44:40,2020
168,2020-08-06 07:31:30+00:00,active,0,194,False,194,7,12,0,0,True,True,True,,,2020-08-06 07:44:40,2020
169,2020-08-06 02:54:18+00:00,active,0,195,False,195,13,9,1,0,True,True,True,,,2020-08-06 07:44:40,2020
170,2020-08-06 07:25:35+00:00,active,0,196,True,196,1,9,0,0,True,True,True,,,2020-08-06 07:44:40,2020
171,2020-08-06 04:36:22+00:00,active,0,197,False,197,2,13,0,0,True,True,True,,,2020-08-06 07:44:40,2020
172,2020-08-05 22:16:32+00:00,active,0,199,False,199,5,10,0,0,True,True,True,,,2020-08-06 07:44:40,2020
173,2020-08-06 05:14:52+00:00,active,0,200,False,200,14,4,1,0,True,True,True,,,2020-08-06 07:44:40,2020
174,2020-08-05 16:42:59+00:00,active,0,201,False,201,5,10,0,0,True,True,True,,,2020-08-06 07:44:40,2020
175,2020-08-06 01:49:29+00:00,active,0,202,False,202,8,7,0,0,True,True,True,,,2020-08-06 07:44:40,2020
176,2020-08-05 23:08:39+00:00,active,0,203,False,203,5,10,0,0,True,True,True,,,2020-08-06 07:44:40,2020
177,2020-08-06 02:39:41+00:00,active,0,204,False,204,8,6,1,0,True,True,True,,,2020-08-06 07:44:40,2020
178,2020-08-06 01:22:06+00:00,active,0,205,False,205,8,7,0,0,True,True,True,,,2020-08-06 07:44:40,2020
179,2020-08-06 01:50:08+00:00,active,0,206,False,206,0,23,0,0,False,True,False,,,2020-08-06 07:44:40,2020
180,2020-08-06 05:28:20+00:00,active,0,208,True,208,12,3,0,0,True,True,True,,,2020-08-06 07:44:40,2020
181,2020-08-05 21:16:59+00:00,active,0,209,False,209,5,10,0,0,True,True,True,,,2020-08-06 07:44:40,2020
182,2020-08-06 00:24:36+00:00,active,0,210,False,210,1,14,0,0,True,True,True,,,2020-08-06 07:44:40,2020
183,2020-08-06 07:40:18+00:00,active,0,211,False,211,10,9,0,0,True,True,True,,,2020-08-06 07:44:40,2020
184,2020-08-06 03:07:33+00:00,active,0,212,False,212,19,14,0,0,True,True,True,,,2020-08-06 07:44:40,2020
185,2020-08-06 01:36:20+00:00,active,0,213,True,213,8,8,0,0,True,True,True,,,2020-08-06 07:44:40,2020
186,2020-08-06 02:54:24+00:00,active,0,214,False,214,15,0,0,0,True,True,True,,,2020-08-06 07:44:40,2020
187,2020-08-06 04:05:48+00:00,active,0,215,False,215,8,6,1,0,True,True,True,,,2020-08-06 07:44:40,2020
188,2020-08-06 02:16:25+00:00,active,0,216,False,216,15,4,0,0,True,True,True,,,2020-08-06 07:44:40,2020
189,2020-08-06 00:55:36+00:00,active,0,217,False,217,19,0,0,0,True,True,True,,,2020-08-06 07:44:40,2020
190,2020-08-06 03:05:11+00:00,active,0,218,False,218,5,9,1,0,True,True,True,,,2020-08-06 07:44:40,2020
191,2020-08-06 01:34:26+00:00,active,0,219,False,219,13,2,0,0,True,True,True,,,2020-08-06 07:44:40,2020
192,2020-08-06 04:37:23+00:00,active,0,221,False,221,11,5,3,0,True,True,True,,,2020-08-06 07:44:40,2020
193,2020-08-06 04:35:51+00:00,active,0,222,True,222,3,11,0,0,True,True,True,,,2020-08-06 07:44:40,2020
194,2020-08-06 04:33:49+00:00,active,0,224,False,224,6,10,1,0,True,True,True,,,2020-08-06 07:44:40,2020
195,2020-08-06 04:39:36+00:00,active,0,225,False,225,9,10,0,0,True,True,True,,,2020-08-06 07:44:40,2020
196,2020-08-06 05:50:44+00:00,active,0,226,False,226,14,0,1,0,True,True,True,,,2020-08-06 07:44:40,2020
197,2020-08-06 05:39:12+00:00,active,0,227,False,227,1,18,0,0,True,True,True,,,2020-08-06 07:44:40,2020
198,2020-08-06 05:58:06+00:00,active,0,228,False,228,0,19,0,0,True,True,True,,,2020-08-06 07:44:40,2020
199,2020-08-06 04:47:13+00:00,active,0,232,False,232,2,9,0,0,True,True,True,,,2020-08-06 07:44:40,2020
200,2020-08-06 07:33:44+00:00,active,0,233,False,233,11,4,0,0,True,True,True,,,2020-08-06 07:44:40,2020
201,2020-08-06 02:00:21+00:00,active,0,234,False,234,2,13,0,0,True,True,True,,,2020-08-06 07:44:40,2020
202,2020-08-06 00:31:59+00:00,active,0,235,False,235,4,10,1,0,True,True,True,,,2020-08-06 07:44:40,2020
203,2020-08-06 02:14:18+00:00,active,0,236,False,236,9,6,0,0,True,True,True,,,2020-08-06 07:44:40,2020
204,2020-08-06 04:36:14+00:00,active,0,239,False,239,15,0,0,0,True,True,True,,,2020-08-06 07:44:40,2020
205,2020-08-05 21:50:23+00:00,active,0,255,False,255,12,3,0,0,True,True,True,,,2020-08-06 07:44:40,2020
206,2020-08-05 22:06:52+00:00,active,0,258,False,258,8,7,0,0,True,True,True,,,2020-08-06 07:44:40,2020
207,2020-08-04 09:01:37+00:00,active,0,259,False,259,0,15,0,0,True,True,True,,,2020-08-06 07:44:40,2020
208,2020-08-06 03:59:17+00:00,active,0,260,False,260,7,8,0,0,True,True,True,,,2020-08-06 07:44:40,2020
209,2020-08-06 04:30:49+00:00,active,0,271,False,271,7,8,0,0,True,True,True,,,2020-08-06 07:44:40,2020
210,2020-08-05 19:11:19+00:00,active,0,272,False,272,6,13,0,0,True,True,True,,,2020-08-06 07:44:40,2020
211,2020-08-06 04:04:15+00:00,active,0,273,False,273,22,17,1,0,True,True,True,,,2020-08-06 07:44:40,2020
212,2020-08-06 03:59:16+00:00,active,0,279,False,279,8,11,0,0,True,True,True,,,2020-08-06 07:44:40,2020
213,2020-08-06 03:47:24+00:00,active,0,280,False,280,6,13,0,0,True,True,True,,,2020-08-06 07:44:40,2020
214,2020-08-06 02:25:26+00:00,active,0,282,False,282,14,0,1,0,True,True,True,,,2020-08-06 07:44:40,2020
215,2020-08-06 03:53:54+00:00,active,0,296,False,296,16,7,0,0,True,True,True,,,2020-08-06 07:44:40,2020
216,2020-08-06 05:21:13+00:00,active,0,318,False,318,1,18,0,0,True,True,True,,,2020-08-06 07:44:40,2020
217,2020-08-06 02:50:50+00:00,active,0,319,False,319,17,8,0,0,True,True,True,,,2020-08-06 07:44:40,2020
218,2020-08-06 02:37:38+00:00,active,0,327,False,327,6,9,0,0,True,True,True,,,2020-08-06 07:44:40,2020
219,2020-08-06 04:32:47+00:00,active,0,328,False,328,5,10,0,0,True,True,True,,,2020-08-06 07:44:40,2020
220,2020-08-06 02:27:05+00:00,active,0,329,False,329,6,8,1,0,True,True,True,,,2020-08-06 07:44:40,2020
