,num_ebikes_available,is_installed,num_docks_disabled,is_renting,last_reported,num_bikes_disabled,eightd_has_available_keys,station_status,num_bikes_available,legacy_id,num_docks_available,station_id,is_returning,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,0,True,0,True,2020-07-29 18:58:54+00:00,2,True,active,2,3,11,3,True,,,2020-07-29 19:05:50,2020
1,0,True,0,True,2020-07-29 18:56:45+00:00,0,False,active,11,4,8,4,True,,,2020-07-29 19:05:50,2020
2,0,True,0,True,2020-07-29 19:03:12+00:00,1,False,active,7,5,7,5,True,,,2020-07-29 19:05:50,2020
3,0,True,0,True,2020-07-29 19:05:20+00:00,0,False,active,12,6,3,6,True,,,2020-07-29 19:05:50,2020
4,0,True,0,True,2020-07-29 19:04:23+00:00,0,False,active,4,7,11,7,True,,,2020-07-29 19:05:50,2020
5,0,True,0,True,2020-07-29 18:46:34+00:00,1,False,active,5,8,13,8,True,,,2020-07-29 19:05:50,2020
6,0,True,0,True,2020-07-29 18:59:45+00:00,2,False,active,2,9,11,9,True,,,2020-07-29 19:05:50,2020
7,0,True,0,True,2020-07-29 18:25:29+00:00,1,False,active,4,10,6,10,True,,,2020-07-29 19:05:50,2020
8,0,True,0,True,2020-07-29 18:59:04+00:00,2,False,active,9,11,4,11,True,"{'dock_blocked_count': 0, 'off_dock_count': 50, 'active': True, 'region': 'BOS', 'valet_revision': 69, 'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-29 19:05:50,2020
9,0,True,0,True,2020-07-29 18:21:11+00:00,1,True,active,9,12,8,12,True,,,2020-07-29 19:05:50,2020
10,0,True,0,True,2020-07-29 18:54:02+00:00,0,False,active,10,13,9,13,True,,,2020-07-29 19:05:50,2020
11,0,True,0,True,2020-07-29 18:47:15+00:00,0,False,active,16,14,9,14,True,,,2020-07-29 19:05:50,2020
12,0,True,0,True,2020-07-29 19:03:50+00:00,0,False,active,8,15,7,15,True,,,2020-07-29 19:05:50,2020
13,0,True,0,True,2020-07-29 18:54:33+00:00,1,True,active,5,16,13,16,True,,,2020-07-29 19:05:50,2020
14,0,True,0,True,2020-07-29 18:08:58+00:00,0,False,active,14,17,1,17,True,,,2020-07-29 19:05:50,2020
15,0,True,0,True,2020-07-29 18:59:59+00:00,0,False,active,5,19,10,19,True,,,2020-07-29 19:05:50,2020
16,0,True,0,True,2020-07-29 18:50:02+00:00,1,True,active,6,20,16,20,True,,,2020-07-29 19:05:50,2020
17,0,True,0,True,2020-07-29 18:59:48+00:00,0,False,active,3,21,15,21,True,,,2020-07-29 19:05:50,2020
18,0,True,0,True,2020-07-29 19:02:50+00:00,0,True,active,13,22,34,22,True,,,2020-07-29 19:05:50,2020
19,0,True,0,True,2020-07-29 19:05:00+00:00,1,True,active,13,23,7,23,True,,,2020-07-29 19:05:50,2020
20,0,True,0,True,2020-07-29 18:31:46+00:00,1,False,active,7,24,11,24,True,,,2020-07-29 19:05:50,2020
21,0,True,0,True,2020-07-29 18:53:07+00:00,0,False,active,5,25,10,25,True,,,2020-07-29 19:05:50,2020
22,0,True,0,True,2020-07-29 18:23:39+00:00,0,False,active,15,26,0,26,True,,,2020-07-29 19:05:50,2020
23,0,True,0,True,2020-07-29 17:48:07+00:00,1,False,active,11,27,11,27,True,,,2020-07-29 19:05:50,2020
24,0,True,0,True,2020-07-29 18:15:44+00:00,0,False,active,12,29,3,29,True,,,2020-07-29 19:05:50,2020
25,0,True,0,True,2020-07-29 19:01:18+00:00,0,False,active,13,30,2,30,True,,,2020-07-29 19:05:50,2020
26,0,True,0,True,2020-07-29 19:03:23+00:00,1,True,active,4,31,14,31,True,,,2020-07-29 19:05:50,2020
27,0,True,0,True,2020-07-29 19:03:14+00:00,0,False,active,6,32,9,32,True,,,2020-07-29 19:05:50,2020
28,0,True,0,True,2020-07-29 19:04:07+00:00,0,False,active,19,33,8,33,True,,,2020-07-29 19:05:50,2020
