,is_returning,num_bikes_available,station_status,eightd_has_available_keys,num_docks_disabled,station_id,num_bikes_disabled,num_docks_available,is_renting,legacy_id,num_ebikes_available,last_reported,is_installed,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
60,True,4,active,True,0,69,0,15,True,69,0,2020-08-13 15:08:34+00:00,True,,,2020-08-13 15:09:55,2020
61,True,12,active,False,0,70,1,10,True,70,0,2020-08-13 14:45:58+00:00,True,,,2020-08-13 15:09:55,2020
62,True,18,active,False,0,71,0,5,True,71,0,2020-08-13 15:09:11+00:00,True,,,2020-08-13 15:09:55,2020
63,True,14,active,False,0,72,0,9,True,72,0,2020-08-13 15:08:16+00:00,True,,,2020-08-13 15:09:55,2020
64,True,5,active,False,0,73,1,9,True,73,0,2020-08-13 14:59:44+00:00,True,,,2020-08-13 15:09:55,2020
65,True,12,active,True,0,74,1,6,True,74,0,2020-08-13 15:05:35+00:00,True,,,2020-08-13 15:09:55,2020
66,True,12,active,False,0,75,0,3,True,75,0,2020-08-13 14:47:33+00:00,True,,,2020-08-13 15:09:55,2020
67,True,9,active,False,0,76,0,8,True,76,0,2020-08-13 14:58:52+00:00,True,,,2020-08-13 15:09:55,2020
68,True,5,active,False,0,77,1,9,True,77,0,2020-08-13 14:07:41+00:00,True,,,2020-08-13 15:09:55,2020
69,True,15,active,False,0,78,0,4,True,78,0,2020-08-13 14:24:28+00:00,True,,,2020-08-13 15:09:55,2020
70,True,6,active,False,0,79,2,11,True,79,0,2020-08-13 14:51:44+00:00,True,,,2020-08-13 15:09:55,2020
71,True,29,active,False,0,80,0,6,True,80,0,2020-08-13 15:05:56+00:00,True,,,2020-08-13 15:09:55,2020
72,True,7,active,False,0,81,3,9,True,81,0,2020-08-13 14:57:23+00:00,True,,,2020-08-13 15:09:55,2020
73,True,1,active,False,0,82,0,14,True,82,0,2020-08-13 13:12:40+00:00,True,,,2020-08-13 15:09:55,2020
74,True,8,active,False,0,84,0,7,True,84,0,2020-08-13 14:21:22+00:00,True,,,2020-08-13 15:09:55,2020
75,True,18,active,False,0,85,0,1,True,85,0,2020-08-13 15:01:14+00:00,True,,,2020-08-13 15:09:55,2020
76,True,6,active,False,0,86,0,13,True,86,0,2020-08-13 15:02:39+00:00,True,,,2020-08-13 15:09:55,2020
77,True,0,active,False,0,87,0,15,True,87,0,2020-08-13 15:07:41+00:00,True,,,2020-08-13 15:09:55,2020
78,True,7,active,False,0,89,0,12,True,89,0,2020-08-13 15:02:42+00:00,True,,,2020-08-13 15:09:55,2020
79,True,1,active,False,0,90,0,18,True,90,0,2020-08-13 15:02:05+00:00,True,,,2020-08-13 15:09:55,2020
80,True,16,active,False,0,91,0,3,True,91,0,2020-08-13 14:53:41+00:00,True,,,2020-08-13 15:09:55,2020
81,True,9,active,False,0,92,1,9,True,92,0,2020-08-13 12:16:58+00:00,True,,,2020-08-13 15:09:55,2020
82,True,5,active,False,0,93,2,8,True,93,0,2020-08-13 13:34:54+00:00,True,,,2020-08-13 15:09:55,2020
83,True,0,active,False,0,94,0,11,True,94,0,2020-08-13 14:42:25+00:00,True,,,2020-08-13 15:09:55,2020
84,True,5,active,False,0,95,0,10,True,95,0,2020-08-13 15:08:31+00:00,True,,,2020-08-13 15:09:55,2020
85,True,6,active,False,0,96,1,12,True,96,0,2020-08-13 14:16:25+00:00,True,,,2020-08-13 15:09:55,2020
86,True,5,active,False,0,97,1,13,True,97,0,2020-08-13 15:09:06+00:00,True,,,2020-08-13 15:09:55,2020
87,True,2,active,False,0,98,0,21,True,98,0,2020-08-13 14:56:53+00:00,True,,,2020-08-13 15:09:55,2020
88,True,12,active,False,0,99,0,3,True,99,0,2020-08-13 14:56:52+00:00,True,,,2020-08-13 15:09:55,2020
89,True,14,active,True,0,100,1,10,True,100,0,2020-08-13 14:51:52+00:00,True,,,2020-08-13 15:09:55,2020
90,True,13,active,False,0,101,0,2,True,101,0,2020-08-13 15:04:21+00:00,True,,,2020-08-13 15:09:55,2020
91,True,6,active,False,0,102,0,9,True,102,0,2020-08-13 14:21:32+00:00,True,,,2020-08-13 15:09:55,2020
92,True,8,active,False,0,103,0,7,True,103,0,2020-08-13 14:37:31+00:00,True,,,2020-08-13 15:09:55,2020
93,True,5,active,False,0,104,0,14,True,104,0,2020-08-13 14:57:13+00:00,True,,,2020-08-13 15:09:55,2020
94,True,17,active,False,0,105,0,2,True,105,0,2020-08-13 15:07:40+00:00,True,,,2020-08-13 15:09:55,2020
95,True,1,active,False,0,106,1,13,True,106,0,2020-08-13 13:01:27+00:00,True,,,2020-08-13 15:09:55,2020
96,True,17,active,False,0,107,0,2,True,107,0,2020-08-13 15:06:13+00:00,True,,,2020-08-13 15:09:55,2020
97,True,4,active,False,0,108,0,13,True,108,0,2020-08-13 14:56:39+00:00,True,,,2020-08-13 15:09:55,2020
98,True,2,active,False,0,109,0,33,True,109,0,2020-08-13 10:05:53+00:00,True,,,2020-08-13 15:09:55,2020
99,True,3,active,False,0,110,0,12,True,110,0,2020-08-13 13:44:49+00:00,True,,,2020-08-13 15:09:55,2020
100,True,6,active,False,0,111,0,9,True,111,0,2020-08-13 13:05:02+00:00,True,,,2020-08-13 15:09:55,2020
101,True,14,active,False,0,112,0,1,True,112,0,2020-08-13 14:19:42+00:00,True,,,2020-08-13 15:09:55,2020
102,True,8,active,False,0,113,0,7,True,113,0,2020-08-13 15:06:45+00:00,True,,,2020-08-13 15:09:55,2020
103,True,8,active,False,0,114,1,6,True,114,0,2020-08-13 13:35:41+00:00,True,,,2020-08-13 15:09:55,2020
104,True,15,active,False,0,115,4,0,True,115,0,2020-08-13 15:02:43+00:00,True,,,2020-08-13 15:09:55,2020
105,True,6,active,False,0,116,0,17,True,116,0,2020-08-13 14:58:50+00:00,True,,,2020-08-13 15:09:55,2020
106,True,6,active,False,0,117,0,13,True,117,0,2020-08-13 15:04:27+00:00,True,,,2020-08-13 15:09:55,2020
107,True,12,active,False,0,118,1,6,True,118,0,2020-08-13 13:25:57+00:00,True,,,2020-08-13 15:09:55,2020
108,True,10,active,False,0,119,0,5,True,119,0,2020-08-13 13:38:21+00:00,True,,,2020-08-13 15:09:55,2020
109,True,1,active,False,0,120,0,14,True,120,0,2020-08-13 14:30:37+00:00,True,,,2020-08-13 15:09:55,2020
110,True,1,active,False,0,121,0,16,True,121,0,2020-08-13 14:58:21+00:00,True,,,2020-08-13 15:09:55,2020
111,True,11,active,False,0,122,0,4,True,122,0,2020-08-13 14:48:46+00:00,True,,,2020-08-13 15:09:55,2020
112,True,4,active,False,0,124,0,11,True,124,0,2020-08-13 12:40:21+00:00,True,,,2020-08-13 15:09:55,2020
113,True,3,active,False,0,125,0,12,True,125,0,2020-08-13 15:02:04+00:00,True,,,2020-08-13 15:09:55,2020
114,True,7,active,False,0,126,1,7,True,126,0,2020-08-13 12:21:58+00:00,True,,,2020-08-13 15:09:55,2020
115,True,3,active,False,0,128,0,16,True,128,0,2020-08-13 14:53:30+00:00,True,,,2020-08-13 15:09:55,2020
116,True,13,active,False,0,129,0,6,True,129,0,2020-08-13 13:24:00+00:00,True,,,2020-08-13 15:09:55,2020
117,True,13,active,False,0,130,0,2,True,130,0,2020-08-13 10:22:02+00:00,True,,,2020-08-13 15:09:55,2020
118,True,7,active,False,0,131,0,11,True,131,0,2020-08-13 14:40:50+00:00,True,,,2020-08-13 15:09:55,2020
119,True,1,active,False,0,133,0,22,True,133,0,2020-08-13 15:08:45+00:00,True,,,2020-08-13 15:09:55,2020
120,True,4,active,False,0,135,0,13,True,135,0,2020-08-13 10:57:10+00:00,True,,,2020-08-13 15:09:55,2020
121,True,10,active,False,0,136,1,8,True,136,0,2020-08-13 14:41:06+00:00,True,,,2020-08-13 15:09:55,2020
122,True,0,active,False,0,137,0,15,True,137,0,2020-08-13 14:58:45+00:00,True,,,2020-08-13 15:09:55,2020
123,True,10,active,False,0,138,2,3,True,138,0,2020-08-13 14:36:56+00:00,True,,,2020-08-13 15:09:55,2020
124,True,8,active,False,0,139,2,9,True,139,0,2020-08-13 14:49:11+00:00,True,,,2020-08-13 15:09:55,2020
125,True,15,active,False,0,140,0,2,True,140,0,2020-08-13 13:54:07+00:00,True,,,2020-08-13 15:09:55,2020
126,True,5,active,False,0,141,0,10,True,141,0,2020-08-13 15:06:53+00:00,True,,,2020-08-13 15:09:55,2020
127,True,11,active,False,0,142,2,10,True,142,0,2020-08-13 15:00:39+00:00,True,,,2020-08-13 15:09:55,2020
128,True,17,active,False,0,143,2,4,True,143,0,2020-08-13 14:49:48+00:00,True,,,2020-08-13 15:09:55,2020
129,True,9,active,False,0,144,1,9,True,144,0,2020-08-13 14:58:08+00:00,True,,,2020-08-13 15:09:55,2020
130,True,15,active,False,0,145,0,4,True,145,0,2020-08-13 14:15:04+00:00,True,,,2020-08-13 15:09:55,2020
131,True,12,active,False,0,146,1,6,True,146,0,2020-08-13 15:08:45+00:00,True,,,2020-08-13 15:09:55,2020
132,True,8,active,True,0,149,0,10,True,149,0,2020-08-13 15:06:45+00:00,True,,,2020-08-13 15:09:55,2020
133,True,15,active,False,0,150,0,4,True,150,0,2020-08-13 14:28:53+00:00,True,,,2020-08-13 15:09:55,2020
134,True,8,active,False,0,151,0,11,True,151,0,2020-08-13 15:01:29+00:00,True,,,2020-08-13 15:09:55,2020
135,True,6,active,True,0,152,0,9,True,152,0,2020-08-13 14:13:35+00:00,True,,,2020-08-13 15:09:55,2020
136,True,1,active,False,0,156,0,14,True,156,0,2020-08-13 13:23:28+00:00,True,,,2020-08-13 15:09:55,2020
137,True,7,active,False,0,157,1,7,True,157,0,2020-08-13 15:02:42+00:00,True,,,2020-08-13 15:09:55,2020
138,True,8,active,False,0,159,0,7,True,159,0,2020-08-13 14:43:44+00:00,True,,,2020-08-13 15:09:55,2020
139,True,7,active,True,0,160,0,7,True,160,0,2020-08-13 14:49:00+00:00,True,,,2020-08-13 15:09:55,2020
140,True,8,active,True,0,161,2,13,True,161,0,2020-08-13 15:06:39+00:00,True,,,2020-08-13 15:09:55,2020
141,True,4,active,False,0,162,0,11,True,162,0,2020-08-13 13:45:52+00:00,True,,,2020-08-13 15:09:55,2020
142,True,10,active,True,0,163,0,9,True,163,0,2020-08-13 14:35:09+00:00,True,,,2020-08-13 15:09:55,2020
143,True,2,active,False,0,167,0,13,True,167,0,2020-08-13 14:28:40+00:00,True,,,2020-08-13 15:09:55,2020
144,True,10,active,False,0,169,0,9,True,169,0,2020-08-13 13:56:23+00:00,True,,,2020-08-13 15:09:55,2020
145,True,1,active,True,0,170,0,13,True,170,0,2020-08-13 13:53:16+00:00,True,,,2020-08-13 15:09:55,2020
146,True,8,active,True,0,171,0,15,True,171,0,2020-08-13 13:16:49+00:00,True,,,2020-08-13 15:09:55,2020
147,True,10,active,True,0,173,0,4,True,173,0,2020-08-13 14:12:15+00:00,True,,,2020-08-13 15:09:55,2020
148,True,6,active,False,0,174,1,8,True,174,0,2020-08-13 13:37:13+00:00,True,,,2020-08-13 15:09:55,2020
149,True,6,active,True,0,175,1,10,True,175,0,2020-08-13 13:56:53+00:00,True,,,2020-08-13 15:09:55,2020
150,True,7,active,False,0,176,0,8,True,176,0,2020-08-13 15:05:54+00:00,True,,,2020-08-13 15:09:55,2020
151,True,4,active,False,0,177,0,15,True,177,0,2020-08-13 15:05:22+00:00,True,,,2020-08-13 15:09:55,2020
152,True,15,active,False,0,178,0,4,True,178,0,2020-08-13 15:08:55+00:00,True,,,2020-08-13 15:09:55,2020
153,True,18,active,False,0,179,0,7,True,179,0,2020-08-13 15:08:21+00:00,True,,,2020-08-13 15:09:55,2020
154,True,12,active,False,0,180,0,7,True,180,0,2020-08-13 14:57:43+00:00,True,,,2020-08-13 15:09:55,2020
155,True,6,active,False,0,181,0,13,True,181,0,2020-08-13 12:42:00+00:00,True,,,2020-08-13 15:09:55,2020
156,True,3,active,True,0,182,0,16,True,182,0,2020-08-13 12:58:52+00:00,True,,,2020-08-13 15:09:55,2020
157,True,4,active,False,0,183,1,14,True,183,0,2020-08-13 14:12:03+00:00,True,,,2020-08-13 15:09:55,2020
158,True,15,active,False,0,184,1,3,True,184,0,2020-08-13 14:56:10+00:00,True,,,2020-08-13 15:09:55,2020
159,True,6,active,False,0,185,0,9,True,185,0,2020-08-13 14:58:38+00:00,True,,,2020-08-13 15:09:55,2020
160,True,6,active,True,0,186,0,9,True,186,0,2020-08-13 14:36:58+00:00,True,,,2020-08-13 15:09:55,2020
161,True,6,active,False,0,187,0,9,True,187,0,2020-08-13 12:54:47+00:00,True,,,2020-08-13 15:09:55,2020
162,True,12,active,False,0,188,1,2,True,188,0,2020-08-13 14:44:17+00:00,True,,,2020-08-13 15:09:55,2020
163,True,3,active,True,0,189,1,19,True,189,0,2020-08-13 15:09:07+00:00,True,,,2020-08-13 15:09:55,2020
164,True,4,active,True,0,190,2,31,True,190,0,2020-08-13 14:48:04+00:00,True,,,2020-08-13 15:09:55,2020
165,True,6,active,False,0,191,0,9,True,191,0,2020-08-13 14:52:24+00:00,True,,,2020-08-13 15:09:55,2020
166,True,11,active,False,0,192,1,7,True,192,0,2020-08-13 14:49:29+00:00,True,,,2020-08-13 15:09:55,2020
167,True,3,active,True,0,193,0,12,True,193,0,2020-08-13 14:24:41+00:00,True,,,2020-08-13 15:09:55,2020
168,True,2,active,False,0,194,0,17,True,194,0,2020-08-13 14:03:29+00:00,True,,,2020-08-13 15:09:55,2020
169,True,5,active,False,0,195,1,17,True,195,0,2020-08-13 15:09:32+00:00,True,,,2020-08-13 15:09:55,2020
170,True,0,active,True,0,196,0,10,True,196,0,2020-08-13 13:50:14+00:00,True,,,2020-08-13 15:09:55,2020
171,True,5,active,False,0,197,1,9,True,197,0,2020-08-13 03:23:40+00:00,True,,,2020-08-13 15:09:55,2020
172,True,3,active,False,0,199,0,12,True,199,0,2020-08-13 14:33:01+00:00,True,,,2020-08-13 15:09:55,2020
173,True,12,active,False,0,200,1,6,True,200,0,2020-08-13 14:24:00+00:00,True,,,2020-08-13 15:09:55,2020
174,True,0,active,False,0,201,0,15,True,201,0,2020-08-13 03:24:32+00:00,True,,,2020-08-13 15:09:55,2020
175,True,5,active,False,0,202,0,10,True,202,0,2020-08-13 14:55:28+00:00,True,,,2020-08-13 15:09:55,2020
176,True,0,active,False,0,203,0,15,True,203,0,2020-08-13 14:09:27+00:00,True,,,2020-08-13 15:09:55,2020
177,True,0,active,False,0,204,1,14,True,204,0,2020-08-13 04:10:02+00:00,True,,,2020-08-13 15:09:55,2020
178,True,1,active,False,0,205,0,14,True,205,0,2020-08-13 12:19:03+00:00,True,,,2020-08-13 15:09:55,2020
179,True,11,active,True,0,206,1,11,True,206,0,2020-08-13 15:03:22+00:00,True,,,2020-08-13 15:09:55,2020
180,True,7,active,True,0,208,0,8,True,208,0,2020-08-13 13:08:39+00:00,True,,,2020-08-13 15:09:55,2020
181,True,7,active,False,0,209,0,8,True,209,0,2020-08-13 11:56:39+00:00,True,,,2020-08-13 15:09:55,2020
182,True,3,active,False,0,210,0,12,True,210,0,2020-08-13 04:34:35+00:00,True,,,2020-08-13 15:09:55,2020
183,True,4,active,False,0,211,0,15,True,211,0,2020-08-13 12:51:32+00:00,True,,,2020-08-13 15:09:55,2020
184,True,32,active,False,0,212,0,1,True,212,0,2020-08-13 13:03:24+00:00,True,,,2020-08-13 15:09:55,2020
185,True,3,active,True,0,213,0,13,True,213,0,2020-08-13 03:28:10+00:00,True,,,2020-08-13 15:09:55,2020
186,True,1,active,False,0,214,0,14,True,214,0,2020-08-13 14:34:38+00:00,True,,,2020-08-13 15:09:55,2020
187,True,5,active,False,0,215,0,10,True,215,0,2020-08-13 10:44:35+00:00,True,,,2020-08-13 15:09:55,2020
188,True,18,active,False,0,216,1,0,True,216,0,2020-08-13 04:04:19+00:00,True,,,2020-08-13 15:09:55,2020
189,True,9,active,False,0,217,0,10,True,217,0,2020-08-13 14:58:04+00:00,True,,,2020-08-13 15:09:55,2020
190,True,3,active,False,0,218,0,12,True,218,0,2020-08-13 14:25:02+00:00,True,,,2020-08-13 15:09:55,2020
191,True,7,active,False,0,219,1,7,True,219,0,2020-08-13 11:05:56+00:00,True,,,2020-08-13 15:09:55,2020
192,True,7,active,False,0,221,0,12,True,221,0,2020-08-13 14:52:56+00:00,True,,,2020-08-13 15:09:55,2020
193,True,3,active,True,0,222,0,11,True,222,0,2020-08-13 14:33:12+00:00,True,,,2020-08-13 15:09:55,2020
194,True,12,active,False,0,224,2,3,True,224,0,2020-08-13 13:25:28+00:00,True,,,2020-08-13 15:09:55,2020
195,True,9,active,False,0,225,0,10,True,225,0,2020-08-13 14:38:53+00:00,True,,,2020-08-13 15:09:55,2020
196,True,4,active,False,0,226,0,11,True,226,0,2020-08-13 14:57:35+00:00,True,,,2020-08-13 15:09:55,2020
197,True,9,active,False,0,227,3,7,True,227,0,2020-08-13 14:38:09+00:00,True,,,2020-08-13 15:09:55,2020
198,True,6,active,False,0,228,1,12,True,228,0,2020-08-13 14:04:02+00:00,True,,,2020-08-13 15:09:55,2020
199,True,7,active,False,0,232,0,4,True,232,0,2020-08-13 03:23:26+00:00,True,,,2020-08-13 15:09:55,2020
200,True,15,active,False,0,233,0,0,True,233,0,2020-08-13 14:40:22+00:00,True,,,2020-08-13 15:09:55,2020
201,True,0,active,False,0,234,0,15,True,234,0,2020-08-13 13:57:01+00:00,True,,,2020-08-13 15:09:55,2020
202,True,9,active,False,0,235,0,6,True,235,0,2020-08-13 15:04:52+00:00,True,,,2020-08-13 15:09:55,2020
203,True,11,active,False,0,236,0,4,True,236,0,2020-08-13 13:51:32+00:00,True,,,2020-08-13 15:09:55,2020
204,True,8,active,False,0,239,0,7,True,239,0,2020-08-13 13:39:41+00:00,True,,,2020-08-13 15:09:55,2020
205,True,10,active,False,0,255,0,5,True,255,0,2020-08-13 12:33:28+00:00,True,,,2020-08-13 15:09:55,2020
206,True,11,active,False,0,258,0,4,True,258,0,2020-08-13 12:17:43+00:00,True,,,2020-08-13 15:09:55,2020
207,True,13,active,False,0,259,0,2,True,259,0,2020-08-13 13:03:23+00:00,True,,,2020-08-13 15:09:55,2020
208,False,12,active,False,0,260,0,3,False,260,0,2020-08-12 20:35:39+00:00,True,,,2020-08-13 15:09:55,2020
209,True,4,active,False,0,271,0,11,True,271,0,2020-08-13 15:04:34+00:00,True,,,2020-08-13 15:09:55,2020
210,True,5,active,False,0,272,1,13,True,272,0,2020-08-13 14:01:48+00:00,True,,,2020-08-13 15:09:55,2020
211,True,14,active,False,0,273,0,26,True,273,0,2020-08-13 15:01:55+00:00,True,,,2020-08-13 15:09:55,2020
212,True,17,active,False,0,279,0,2,True,279,0,2020-08-13 14:43:42+00:00,True,,,2020-08-13 15:09:55,2020
213,True,0,active,False,0,280,1,18,True,280,0,2020-08-13 14:37:54+00:00,True,,,2020-08-13 15:09:55,2020
214,True,4,active,False,0,282,1,10,True,282,0,2020-08-13 14:53:30+00:00,True,,,2020-08-13 15:09:55,2020
215,True,12,active,False,0,296,0,11,True,296,0,2020-08-13 14:37:58+00:00,True,,,2020-08-13 15:09:55,2020
216,True,14,active,False,0,318,0,5,True,318,0,2020-08-13 15:08:07+00:00,True,,,2020-08-13 15:09:55,2020
217,True,3,active,False,0,319,0,22,True,319,0,2020-08-13 12:58:49+00:00,True,,,2020-08-13 15:09:55,2020
218,True,8,active,False,0,327,0,7,True,327,0,2020-08-13 15:08:50+00:00,True,,,2020-08-13 15:09:55,2020
219,True,9,active,False,0,328,1,5,True,328,0,2020-08-13 14:56:37+00:00,True,,,2020-08-13 15:09:55,2020
220,True,11,active,False,0,329,0,4,True,329,0,2020-08-13 14:50:36+00:00,True,,,2020-08-13 15:09:55,2020
221,True,4,active,False,0,330,0,11,True,330,0,2020-08-13 13:50:11+00:00,True,,,2020-08-13 15:09:55,2020
222,True,4,active,False,0,331,1,10,True,331,0,2020-08-13 15:09:37+00:00,True,,,2020-08-13 15:09:55,2020
